Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['peter'],edward cullen,0,0.22,incorrect,cliff,0,0.0,incorrect,cliff,0,0.0,incorrect
['peter'],harry,0,0.2,incorrect,charlie chaplin,0,0.1,incorrect,charlie chaplin,0,0.1,incorrect
['daphne'],emily,0,0.18,incorrect,love,0,0.2,incorrect,love,0,0.2,incorrect
['peter'],our story,0,0.29,incorrect,prince,0,0.36,incorrect,prince,0,0.36,incorrect
['dorner'],smith,0,0.0,incorrect,smith,0,0.0,incorrect,smith,0,0.0,incorrect
['petra'],bill gates,0,0.13,incorrect,harvard,0,0.33,incorrect,harvard,0,0.33,incorrect
['peter'],emily,0,0.2,incorrect,emma,0,0.22,incorrect,emma,0,0.22,incorrect
['daphne'],jess,0,0.2,incorrect,jennifer,0,0.29,incorrect,jennifer,0,0.29,incorrect
['peter'],god,0,0.0,incorrect,you,0,0.0,incorrect,you,0,0.0,incorrect
['peter'],jennifer,0,0.46,incorrect,juliet,0,0.36,incorrect,juliet,0,0.36,incorrect
['daph'],god,0,0.29,incorrect,father,0,0.4,incorrect,father,0,0.4,incorrect
['peter'],john,0,0.0,incorrect,mac,0,0.0,incorrect,mac,0,0.0,incorrect
['peter'],jack,0,0.0,incorrect,london,0,0.0,incorrect,london,0,0.0,incorrect
['peter'],harry,0,0.2,incorrect,moon,0,0.0,incorrect,moon,0,0.0,incorrect
['arham'],hiccup,0,0.18,incorrect,shrek,0,0.2,incorrect,shrek,0,0.2,incorrect
['fontana'],jessica,0,0.14,incorrect,emma,0,0.18,incorrect,emma,0,0.18,incorrect
['renesmee'],emily,0,0.31,incorrect,jordan,0,0.29,incorrect,jordan,0,0.29,incorrect
['landon'],mike,0,0.0,incorrect,david,0,0.36,incorrect,david,0,0.36,incorrect
['peter'],husband,0,0.0,incorrect,grandma,0,0.17,incorrect,grandma,0,0.17,incorrect
['peter'],earth,0,0.4,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
"['edvard munch', 'edvard', 'munch']",edvard munch,1,1.0,correct,edvard munch,1,1.0,correct,edvard munch,1,1.0,correct
['peter'],jason,0,0.0,incorrect,miles,0,0.2,incorrect,miles,0,0.2,incorrect
['peter'],him,0,0.0,incorrect,emma,0,0.22,incorrect,emma,0,0.22,incorrect
['peter'],tom,0,0.25,incorrect,mayo,0,0.0,incorrect,mayo,0,0.0,incorrect
['maya'],emily,0,0.44,incorrect,jayne mansfield,0,0.32,incorrect,jayne mansfield,0,0.32,incorrect
['harvey'],john,0,0.2,incorrect,harry,0,0.73,correct,harry,0,0.73,correct
['petra'],jane,0,0.22,incorrect,j.k. rowling,0,0.12,incorrect,j.k. rowling,0,0.12,incorrect
['peterverse'],chill coast,0,0.1,incorrect,sea,0,0.31,incorrect,sea,0,0.31,incorrect
"['tom', 'tom petty', 'petty']",jazz,0,0.0,incorrect,jack,0,0.0,incorrect,jack,0,0.0,incorrect
['peter'],louis vuitton,0,0.11,incorrect,money,0,0.2,incorrect,money,0,0.2,incorrect
['landon'],noel gallagher,0,0.2,incorrect,home,0,0.2,incorrect,home,0,0.2,incorrect
['petra'],him,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['mulder'],family,0,0.33,incorrect,emily,0,0.36,incorrect,emily,0,0.36,incorrect
['mulder'],netflix,0,0.15,incorrect,librarian,0,0.27,incorrect,librarian,0,0.27,incorrect
['peter'],you,0,0.0,incorrect,wayne,0,0.2,incorrect,wayne,0,0.2,incorrect
['batman'],lunchbox,0,0.14,incorrect,charlie brown,0,0.21,incorrect,charlie brown,0,0.21,incorrect
['daphne'],chardonnay,0,0.25,incorrect,robert parker,0,0.21,incorrect,robert parker,0,0.21,incorrect
