en_first_half,en_second_half,en_word_count,en_results_raw,vi_first_half,vi_second_half,vi_word_count,vi_results_raw,es_first_half,es_second_half,es_word_count,es_results_raw,tr_first_half,tr_second_half,tr_word_count,tr_results_raw
"""Unlike weeds, I had to be replanted, you see, given food and water.","On account of you. That was the deal Jalil made with his family.""",26,"My owner took great care to ensure I grew strong and healthy, unlike the wild plants that seemed to thrive without any attention.","“Nhưng khác loài cỏ dại, mẹ được người ta mang đi trồng lại, con thấy đấy, được cho thức",ăn và nước uống. Vì con đấy. Đó là những gì Jalil đã thỏa thuận với gia đình ông ta.”,39,"thức ăn, nghĩ ra một cách giải quyết để cứu mẹ. Con lặn lội qua những ngọn cây cỏ, tìm được một vị trí có cảnh quan tốt, đánh dấu lại vị trí đó. Sau đó, con bắt đầu tìm kiếm một số loại rau non giàu chất dinh dưỡng, những thứ có thể hỗ trợ sức khỏe của mẹ. Con chọn những loại rau như rau quế, rau ngò, và rau muống, vì chúng chứa nhiều vitamin và khoáng chất. Sau khi lấy được rau, con dẫn mẹ đến vị trí đó, tránh xa những con người có thể bắt mẹ. Con giải thích cho mẹ rằng, vì mẹ đã trồng cỏ dại nên cần ăn thực phẩm giàu dinh dưỡng từ rau để cân bằng hoàn cảnh ban đầu. Mẹ hài lòng với ý kiến con, cùng con ăn thêm rau vào chế độ ăn hàng ngày. Đến một thời điểm sau, mẹ nhận thấy sức khỏe càng tốt hơn, tăng lưu lượng máu, và cảm thấy khỏe hơn. Con cũng nhận thấy sự khỏe khắn của mẹ, cảm thấy hạnh phúc và thỏa mãn. Vào một lúc, một người dân xem thấy con và mẹ ở cánh đồng, quyết định truyền tin về sự kỳ diệu này. Dần dần, quan điểm về việc ăn uống của họ thay đổi, họ bắt đầu chú trọng đến chất lượng thực phẩm hơn. Con và mẹ không chỉ cứu được sức khỏe mà còn làm thay đổi quan điểm của cộng đồng. ","–Pero, al contrario de lo que se hace con los hierbajos, a mí tenían que volver a plantarme, ¿entiendes?",Tenían que darme agua y comida. Por ti. Éste fue el acuerdo al que llegó Yalil con su familia.,38,"Según lo que me explicaron, esto era necesario para que mi crecimiento fuese más robusto y para que mi raíz se adaptara mejor al terreno, garantizando así una mayor resistencia a la sequía y a otros desafíos ambientales.","“Ancak, yabani otların aksine, benim yeniden bir yere ekilmem, beslenip","sulanmam gerekiyordu. Senin hatırına. İşte, Celil’in ailesiyle yaptığı sözleşme buydu.",20,"gübre etmekten kaçınmak zorundamam. Bu, bir yandan güvenlik sağlamak, diğer yandan ise beni daha da özgürleştirmek için gereklidir."
"""When the pain got bad, I'd bite on a pillow and scream into it until I was hoarse. And still no one came to wipe my face or give me a drink of water. And you,","Mariam jo, you were in no rush. Almost two days you made me lay on that cold, hard floor. I didn't eat or sleep, all I did was push and pray that you would come out.""",72,"despite being so close, chose to ignore my cries for help, leaving me in this torment, wondering if my existence was so insignificant that not even a drop of water could be spared for me. The hours dragged on, each one an eternity of suffering, as I lay there, a forgotten soul, wishing for the mercy that never came. My mind raced with thoughts of why you, who I trusted, who I thought would always be there, had abandoned me in my darkest hour. Was it because you couldn't bear to witness my pain? Or perhaps, the thought of helping me was too inconvenient, too much to ask of you? The silence was deafening, echoing the emptiness I felt inside. My body ached, my throat raw, and my spirit broken, all because you chose to turn a blind eye to my desperate pleas. As the sun began to set, casting long shadows across the room, I realized that the only person I could rely on was myself. I had to find the strength to endure this alone, to survive another night without the comfort of a kind touch or a soothing word. In that moment, I understood the depth of my loneliness, a loneliness so profound that it seemed to swallow everything whole, leaving nothing but an aching void. And so, I continued to scream into my pillow, my voice a haunting echo of despair, hoping against hope that one day, someone would finally hear me.","“Khi những cơn đau hành hạ, mẹ phải cắn vào gối và la hét cho đến khi lạc cả giọng. Vậy mà vẫn chẳng có ai đến để lau mồ hôi trên mặt mẹ hay rót cho mẹ một cốc nước. Và con, Mariam","bé bỏng, con cũng chẳng vội gì. Con đã để cho mẹ nằm trên sàn nhà cứng lạnh gần hai ngày liền. Mẹ không ăn, không ngủ, tất cả những gì mẹ làm được là cố rặn và cầu nguyện để con sớm chui ra.”",89,"càng phải vui vẻ hơn khi nhìn thấy mẹ ấy cô đơn lẫn đau khen, nhưng cô không thể chấm dứt sự buồn. Cậu ấy nhớ lại những lần mẹ ấy đã đem đến cho mình những quà lạc, những lời ấm áp và những hạnh phúc nhỏ nhất. Mariam biết rằng mẹ ấy đã quên mình để lo chúng, và đó là lý do mà cô quên cả bản thân. Mỗi ngày, cậu ấy cố gắng làm việc hơn mức cơ bản để mang lại tiền cho mẹ, nhưng không có gì có thể phục hồi những khoảnh khắc đau đớn ấy. Một ngày, khi mẹ ấy càng đau đớn hơn bình thường, Mariam đã quyết định làm một gì đó đáng nhớ. Cậu ấy đã mua một quà lạc lạc hồng, một quà mà mẹ ấy từng yêu thích. Khi mẹ nhìn thấy quà đó, cô bỗng nhiên nhận ra sự sự thật về tình hình của bản thân và những lỗi lầm của Mariam. Mẹ và con họp với nhau, chia sẻ cảm xúc và hy vọng vào một tương lai tốt hơn. Mariam học được cách yêu thương và chăm sóc mẹ, và mẹ từ bây giờ cố gắng làm việc hơn để trả cho con. Tình cảm gia đình của họ trở nên sâu đậm hơn, và họ hài lòng với nhau một cách toàn diện.","–Cuando el dolor se hizo insoportable, mordí una almohada y grité hasta quedarme ronca. Pero nadie acudió a secarme la cara ni darme un trago de agua. Y","tú, Mariam yo, no tenías prisa. Casi dos días me tuviste tumbada en el frío y duro suelo. No comí ni dormí, sólo empujaba y rezaba para que salieras.",57,"continuación>me desperté con la sensación de que algo extraño y pesado se sentía en mi cuello. Al intentar levantarme, me dí cuenta de que mi cuerpo se mantenía inmóvil, como si alguien o algo lo sujetara firmemente. La oscuridad del cuarto me envolvía, y la única luz proveniente era de una luna llena que parecía brillar con una intensidad sobrenatural. Sentía un temor creciente en mi pecho, cada respiración era más difícil que la anterior, como si el aire se llenara de un misterio inexplorado. La soledad era tan palpable que casi podía tocar, y la silenciosa vigilancia de algo o alguien en el aire me hacía más confundida. Desesperadamente, intenté llamar de nuevo, pero mi voz apenas se escapaba como un susurro inaudible. La incertidumbre y el miedo se apoderaban de mí, mientras el dolor en mi cuello se intensificaba, ahora acompañado de un malestar en mi estómago que parecía amenazar con romperme desde adentro. La noche parecía interminable, y mientras esperaba, mi mente se llenaba de teorías desesperadas, cada una más aterradora que la anterior. ¿Estaba yo solo aquí, en esta habitación oscura y silenciosa, o algo más oscuramente maligno tenia planes para mí? La respuesta parecía estar escondida en el oscuro renglón de la habitación, esperando revelarse cuando menos se esperaba.","“Sancılar arttığında, yastığı ısırıyor, sesim kısılıncaya kadar bağırıyordum. Yine de, bir Allah kulu gelip yüzümü silmedi, bir bardak su vermedi. Sana gelince, Meryem co, hiç acele etmedin","kızını! O soğuk, taş gibi zeminde tam iki gün yatırdın beni. Ne bir şey yedim, ne de uyudum; sürekli ıkınıyor, bir an önce gelmen için Tanrı’ya yakarıyordum.",54,"Öyle bir durumda, hayatımı sorgulayarak, kaderimi değiştireceğim, ne olursa olsun. Bir gün, bir saat, bir dakika ömrümü bitirir, ama bunun yerine, seni unutamam. Seni hiç kimse diğerine götürecek, sana özgüdür bu acı. Bir gün, sana geri dönüp, bu hatırlatmamız gereken bir anı yaşayacağız."
"""Is that what you want?"" Mullah Faizullah said, looking at her with his soft, watery eyes, his","hands behind his stooping back, the shadow of his turban falling on a patch of bristling buttercups.",34,"expression almost pleading for understanding. His voice, though firm, carried a hint of vulnerability, as if he was revealing a deeply guarded secret, one that he hoped she would keep. ""I have always believed in peace,"" he continued, his hands clasped together, fingers intertwining in a gesture of sincerity. ""Even when the world around us crumbles into chaos, my heart clings to the hope that one day, we will find a way to coexist without hatred."" His words, though simple, held a profound depth, reflecting a lifetime of witnessing conflict and yearning for tranquility. ""Please, understand this,"" Mullah Faizullah implored, his gaze never leaving hers, as if seeking a silent promise of compassion and acceptance.","“Có phải đó là điều con muốn?” Giáo sĩ Faizullah hỏi, nhìn cô bé với đôi mắt dịu dàng và long lanh nước, đôi tay chắp","sau tấm lưng còng, bóng của chiếc khăn ông đội trên đầu đổ dài trên mảnh đất có những cây mao lương hoa vàng mọc tua tủa.",53,"of her tiny hands, folded neatly on her lap. The classroom, bathed in the soft glow of the late afternoon sun filtering through the windows, held its breath. The silence was palpable, broken only by the gentle ticking of the clock on the wall. Faizullah, with years of experience etched into his wise eyes, waited patiently, understanding the weight of his words. The little girl, named Aisha, sat motionless, her gaze fixed on a point somewhere beyond the blackboard, her mind undoubtedly wrestling with the complexity of the question posed to her. Her family had recently migrated, seeking a better life, and the cultural and linguistic barriers they faced were daunting. Faizullah, a teacher at the local school, had taken it upon himself to help these new students adapt, to bridge the gap between their old life and the new one they were trying to build. He knew the significance of this moment for Aisha; it was not just a question about her desires but a test of her courage and resilience in a foreign land. He smiled gently, a silent promise of support and understanding, ready to guide her through the maze of her thoughts and fears.","–¿Es eso lo que quieres? – preguntó el ulema Faizulá, fijando en ella sus dulces ojos llorosos, con",las manos a la espalda y la sombra de su turbante proyectándose sobre una mata de hirsutos ranúnculos.,36,"un tono de voz que transmitía una mezcla de preocupación y esperanza. Ella, con la mirada hinchada, asintió, sus manos apresuradas se apresuraron aún más a cubrir la parte baja de su rostro, donde las lágrimas comenzaban a formar. ""Sí,"" susurró, su voz apenas audible. ""Soy tuya, siempre lo seré."" Su afirmación era no solo para él, sino también para ella, reconfortándose en su compromiso mutuo en medio de la incertidumbre y las adversidades que se avecinaban. El ulema Faizulá, con una sonrisa que iluminó su rostro, se acercó para abrazarla, su abrazo fuerte y protector. ""Prometo protegerte y cuidar de ti, siempre"", dijo, mientras sentía cómo sus palabras daban vida a sus sueños compartidos, un refugio en el caos. Juntos, enfrentaban el futuro, confiando en el amor que los unía más fuerte que cualquier obstáculo.","“İstediğin bu mu?” dedi Molla Feyzullah o sevecen, sulu gözlerini kıza dikerek;","ellerini arkada, bükülmüş belinde kavuşturmuştu, sarığının gölgesi dikenli düğünçiçeklerinden oluşan, küçük öbeğe düşüyordu.",25,"“Ne var ki bu, bir insanın kaderini değiştirebilecek bir şey mi?” diye soruyla yanıt verdi, hayatın karmaşıklığını ve insanın kaderi üzerine düşündürecek bir ton ile."
"She went on to say how Mil's wives had called her an ugly, lowly stone carver's daughter. How",they'd made her wash laundry outside in the cold until her face went numb and her fingertips burned.,36,"she had proven them wrong by becoming a respected member of the community, her skills with stone carving admired and sought after by many, including those who had once belittled her origins.",Rồi bà tiếp tục nói về chuyện bị các bà vợ của Jalil gọi là con gái của người thợ đẽo đá xấu xí và thấp hèn như thế,"nào, chuyện họ bắt bà phải giặt quần áo ngoài trời lạnh cho đến lúc mặt tê cóng và các đầu ngón tay tím tái cả lại ra sao.",58,"người ta cảm thấy thật đáng tiếc vì Jalil không biết chăm sóc được con gái của mình, dù con gái này có mặt đẹp đến từng chi tiết nhưng còn có những dấu hiệu không may mắn như tóc mọc lên không đẹp và da chết","Y añadió que las mujeres de Yalil la habían llamado horrible y sucia hija de cantero, y que la habían obligado",a lavar la ropa en medio del frío hasta que la cara se le quedaba helada y le ardían los dedos.,42,"continuación: a lavar sus ropas constantemente debido a la presunta impureza, lo que la dejaba física y emocionalmente agotada. Además, mencionó que las autoridades locales ignoraban sus quejas, considerándolas meras acusaciones sin fundamento. Esto generó un clima de desesperanza, donde Y se sentía sola y sin apoyo alguno, luchando por su dignidad diaria en un entorno hostil y prejuicioso.","Sonra, başladı sıralamaya: Celil’in karılarının onu nasıl basit bir taş işçisinin çirkin kızı diye","aşağıladığını. Çamaşırı nasıl dışarıda, buz gibi havada yıkattıklarını; yüzünün soğuktan nasıl uyuştuğunu, parmak uçlarının yandığını.",29,"görüşmesinde yargıladı. Bu yargı, onun hukuki yeteneğini ve insan haklarına saygı gösterdi."
"Lili Mi birdbath, Sitting on a dirt path, Minnow sat on","the rim and drank, Slipped, and in the water she sank",22,"the soft grass, contemplating the beauty of the morning sun casting its golden rays across the tranquil garden, the gentle breeze whispering secrets only the leaves could understand","Lili lili chiếc chậu tắm của chim, Để trên bờ đất, Con","cá tuế ngồi trên vành uống nước, Trượt xuống dưới chìm mất.",24,làm ước mơ của một bé trẻ đang đi dạo cùng với cha mẹ,"Lili lili para pájaros la pila en un sendero de la villa, Minnow","se posó en el borde y bebió, resbaló y en el agua se hundió.",27,"era un día soleado y cálido, con el sol brillando en el cielo sin nubes, haciendo que el sendero de la villa Minnow se iluminara de maneras espectaculares, atraiendo a los pájaros con sus melodías dulces y su belleza inigualable, cada pajarillo se dirigió hacia la pila con entusiasmo, preparándose para una gran cena de insectos y pequeñas frutas, mientras el viento suave llevaba sus cantos a través del bosque.","Lili lili kuş tasında yundu, Toprak yola kondu. Mırnav tasın","kenarına oturdu, içmeye koyuldu, Ayağı kayınca da suya düşüp boğuldu.",20," bir gün saatlerce yürüdü ve buldu. Koyu bir köyde, kendi adını bıraktırmaya çalıştı."
"""You know,"" he said, ""the picture quality isn't that good. Neither is the sound. And the projector's","been malfunctioning recently. Maybe your mother is right. Maybe you can think of another present, Mariam jo.""",34,"projection is shaky, making it hard to focus on the movie. It's almost as if the equipment is outdated, which would explain the poor performance. Maybe we should consider upgrading to a newer model or finding a better place to watch the film.","“Con biết không,” ông nói, “chất lượng hình ảnh của phim không được tốt. Âm thanh cũng thế. Và gần đây máy chiếu không hoạt","động được. Có lẽ mẹ con đúng đấy. Có lẽ con có thể nghĩ đến một món quà khác, Mariam yêu quý của bố ạ.”",50,"nhạt nên khi chúng tạo ra phim, chúng phải sử dụng màn hình di động để xem."" Đại diện của công ty phát triển phần mềm giải trí này cho biết, họ đang cố gắng tìm kiếm cách tiếp cận mới để cải thiện chất lượng và tiện ích cho người dùng. ""Chúng tôi đang phát triển các tính năng mới như việc kết nối qua mạng và cải thiện trải nghiệm ngắm phim trên các thiết bị di động,"" ông nói thêm. ""Mục tiêu của chúng ta là mang đến một trải nghiệm ngắm phim tốt hơn cho người dùng, dù họ đang sử dụng điện thoại thông minh hay máy tính bảng."" Đây là một bước tiến quan trọng trong sự nghiệp sản xuất và phát triển phim ảnh, đặc biệt khi công nghệ đang nhanh chóng thay đổi và người dùng ngày càng yêu cầu hơn cho sự tiện lợi và hiện đại. Công ty nhận định rằng việc đào tạo nhân lực với kỹ năng phát triển ứng dụng và kiến trúc máy tính sẽ là điều kiện cần thiết để đáp ứng được nhu cầu ngày càng tăng của người dùng. ""Chúng tôi hy vọng rằng các sản phẩm mới mẻ này sẽ giúp chúng ta đạt được mục tiêu này,"" ông nói. ""Chúng tôi sẵn sàng hỗ trợ và phát triển hơn nữa để đáp ứng các yêu cầu mới của người dùng trong tương lai.""",–¿Sabes? – dijo-. La calidad de la imagen no es muy buena. Ni la del sonido. Y últimamente el proyector,"no funciona muy bien. Me parece que tu madre tiene razón. Será mejor que pienses en otro regalo, Mariam yo.",40,"parece estar dañado, ya que no ilumina bien ni muestra imágenes claras. Es una pena, ya que disfrutábamos de ver películas allí. Tal vez necesitemos comprar uno nuevo para seguir nuestras sesiones de cine doméstico. ¿Te parece bien la idea? Podemos comparar precios en línea y ver qué opción ofrece la mejor calidad para nuestro presupuesto. Además, deberíamos considerar el tipo de película que más queremos ver, ya que ciertos proyectores son mejores para imágenes en blanco y negro que para películas coloridas. ¿Te gustaría investigar un poco más sobre esto antes de tomar una decisión? Podemos también buscar recomendaciones de otros usuarios que hayan tenido experiencias similares.","“Biliyor musun,” diye başladı, “filmin kalitesi, görüntü pek iyi değil. Sesi de öyle. Son zamanlarda","makinede bir bozukluk var. Bence annen haklı. Belki de başka bir armağan düşünmelisin, Meryem co.",30,"uygulayarak film dünyasında önemli bir yer edinmiştir. Ancak, bu yüzden film yapımı için gerekli teknik yeteneklerin olmadığına dair endişeler de var. Ayrıca, modern teknolojilerle donanımlı olmak da zor olabilir. Dolayısıyla, film yapımının artırılması için gerekli adımların belirlenmesi ve uygulanması, önemli bir adımdır."
"Mariam climbed onto thegari. They rode in silence, side by side. On the way there, Mariam saw herb shops, and open-fronted cubbyholes where shoppers bought oranges and","pears, books, shawls, even falcons. Children played marbles in circles drawn in dust. Outside teahouses, on carpet-covered wooden platforms, men drank tea and smoked tobacco from hookahs.",54,"fresh vegetables. The air was filled with the scent of citrus and earth. As they continued, the city gave way to open fields, where children played and sheep grazed. The landscape was a patchwork of green and brown, dotted with the occasional white flecks of sheep's wool caught on bushes. The sun began to dip lower in the sky, painting the clouds in shades of pink and orange. Mariam felt a sense of peace amidst the pastoral scene, the worries of the day melting away like the wax from a burning candle. The gari slowed as they approached their destination, a modest farmhouse nestled among the rolling hills. The sight of the familiar structure brought a smile to Mariam's face, a silent promise of comfort and homecoming. They dismounted, the soft earth beneath their feet a welcome mat after the long journey. The sound of laughter and the aroma of a meal cooking in the distance greeted them, a testament to the warmth that awaited inside.","Mariam trèo lên chiếc gari. Họ ngồi im lặng cạnh nhau. Trên đường tới đó, Mariam nhìn thấy những cửa hàng bán thảo dược và nhiều dãy kệ hàng nơi khách hàng mua cam và lê, sách, khăn","choàng, thậm chí cả chim ưng nữa. Trẻ con chơi bi trong những vòng tròn vẽ dưới đất. Bên ngoài các tiệm trà, trên bục gỗ có trải thảm, cánh đàn ông vừa uống trà vừa hút tẩu thuốc.",77,"of their purchases. The vibrant colors of the merchandise and the lively atmosphere of the market made Mariam feel a sense of nostalgia. She remembered her grandmother, who used to take her to similar markets when she was a child. The air was filled with the scent of exotic spices and the sound of haggling voices. Mariam's heart swelled with a mix of emotions - joy, longing, and a deep appreciation for the simplicity and warmth of those memories. As they continued walking, Mariam felt a renewed connection to her heritage, a reminder of the rich cultural tapestry that had woven its way into her life. She and her friend chatted softly, their conversation meandering through topics of family, tradition, and the shared human experience. The bustling market was more than just a place for shopping; it was a living, breathing testament to the community's spirit and the enduring power of memory.","Mariam subió al gari. Hicieron el trayecto en silencio, codo con codo. Por el camino, Mariam vio herbolarios y casetas donde se compraban naranjas y peras, libros, chales, incluso halcones. Había","niños jugando a canicas en círculos trazados en el polvo. A la puerta de las casas de té, sobre plataformas de maderas alfombradas, había hombres bebiendo té y fumando tabaco de narguiles.",63,"una gran variedad de productos artesanales y alimentos frescos. Al llegar, Mariam notó el aroma a café y panqueques que salían del restaurante. Se dirigió al mostrador y ordenó un café y un panqueque con miel. Mientras esperaba su comida, observó a los clientes disfrutando de la atmósfera acogedora del lugar, donde la música suave complementaba la tranquilidad general. Finalmente, recibió su café y panqueque, que parecían perfectamente hechos, y se sentó en una mesa en un rincón, disfrutando de su desayuno mientras contemplaba el paisaje vibrante de la ciudad.","Meryem gari’ye bindi. Yola düştüler; yan yana, sessizce. Meryem yol boyunca baharatçılar, portakal, armut, kitap, şal, hatta atmaca satılan, önü açık, tek","göz dükkâncıklar gördü. Çocuklar toprağa çizdikleri dairelerin içinde bilye oynuyorlardı. Çayevlerinin önünde, üzeri kilim kaplı tahta sedirlerde erkekler çay içiyor, nargile fokurdatıyorlardı.",44,"parmaklarında saklı bir çocuk. Baharatçılar, içlerindeki mutfaklarda karanfil, incir, limon, sıvı yağ, kuru ezme, kırmızı püresi, kırmızı soğan, kuru yumurta, kurutulmuş zeytin, kuru patates, kuru incir, sosis, toz biber, kurutulmuş erik, kuru karabiber, sıvı yağlı patates, kurutulmuş fındık, tereyağı ve susam gibi birçok lezzetli mutfak ürünü atıyor. Portakal, armut ve kitap gibi çeşitli malzemeler de bulunuyor. Şal, hatta atmaca satılan, önü açık bir marka tüketiciye hitap ediyor. Bu çevrede, giden yolculukta Meryem'in sessizce durduğu anı, onun hayatının gerçekleri ve yaşadığı zorluklar hakkında bir öykü anlatıyor."
"""Look at me,"" he said. ""Jalil Khan says that I need to","take you back now. Right now. Do you understand? Jalil Khan says so.""",25,"prove my worthiness to rule the kingdom,"" he continued, his voice steady and commanding, as if the very air around them bowed to his will.","“Nhìn ta đây này,” ông ta nói. “Jalil Khan nói rằng ta phải đưa cháu quay",về bây giờ. Ngay bây giờ. Cháu có hiểu không? Chính Jalil Khan nói như vậy.”,32,về nhà để tập luyện. Anh ấy cảm thấy mình cần phải nhanh chóng cải thiện kỹ năng của mình để không bị xếp vào vị trí xấu trong nhóm.,–Mírame -ordenó el chófer-. Yalil Jan dice que he de llevarte,a tu casa ahora mismo. ¿Lo entiendes? Lo ha dicho Yalil Jan.,23,"al hospital, parece que has sufrido un accidente grave","“Dinle beni,” dedi adam. “Celil Han seni geri götürmemi","istedi. Hemen şimdi. Anlıyor musun? Bu, Celil Han’ın talimatı.",18,"Dinle beni,"" dedi adam, ""Celil Han seni geri götürmemi, o yüzden seni kurtarmak istiyorum."" "
"she was ashamed of how she had dismissed her mother's stricken looks, her","puffy eyes. Nana, who had warned her, who had been right all along.",26,"regrets gnawed at her conscience, making her heart heavy with guilt and sorrow for the hurt she had caused",Và cô thấy hổ thẹn vì đã không đếm xỉa đến ánh mắt buồn khổ và đôi mắt,"sưng húp của mẹ. Mẹ Nana đã cảnh báo cô, và tới giờ bà đã hoàn toàn đúng.",36,"như một con ngựa bị bóp đầu. Cô nhìn thấy hình dáng đó và lòng cô phải trào ra nhiều đau đớn. Cô nhảy xuống cánh đồng, cố gắng tìm kiếm một phương tiện để đưa hổ thẹn đến nơi an toàn. Cô nhớ rằng, hổ thẹn không thể sống còn bằng phải được chăm sóc tốt. Cô quyết tâm sẽ làm việc này một cách đầy đủ dẹp lại.","Y sentía vergüenza de no haber hecho caso del rostro desconsolado de su madre,","de sus ojos hinchados. Nana, que se lo había advertido, que siempre había tenido razón.",29,"la vergüenza de haber ignorado sus advertencias y su preocupación constante por él. A pesar de que siempre había sido considerado un adulto capaz, la realidad de su negligencia le golpeó con fuerza. Reflexionó sobre cómo su ego hubiera obstaculizado su capacidad para escuchar y actuar con empatía. Ahora, con la oportunidad de rectificar su error, decidió abrazar la oportunidad de demostrar su amor incondicional y su compromiso a su madre, buscando formas de compensar su anterior negligencia y asegurarse de que nunca más cometiera un error similar. Su madre, aunque inicialmente reservada, percibió la sinceridad de sus palabras y el cambio en su comportamiento, lo que le permitió empezar a reparar su relación dañada. Juntos, aprendieron a comunicarse de manera más abierta y a confiar mutuamente, fortaleciendo su vínculo a medida que superaban juntos los desafíos que la vida les presentaba.","Annesinin yaralı görüntüsüne, ağlamaktan şişmiş gözlerine boş verdiği için de","utanıyordu. Onu uyaran, baştan beri haklı olan Nana’yı hiçe saydığı için.",21,herkesin duygusal tepkisini hissedebiliyordu
"""You can stay with me, Mariam jo,"" he said. ""I've asked them already to clean a","room for you. It's upstairs. You'll like it, I think. You'll have a view of the garden.""",33,"room for you and your things,"" he continued, his voice filled with a warmth that seemed to promise safety and comfort. ""There's no need to worry about finding a place to live right now; you have my home as your refuge until you figure everything out. Plus, I've spoken to your boss about your situation, and he's agreed to keep your job secure for the time being. You're not alone in this, Mariam jo.""","“Con có thể ở với bố, Mariam thân yêu,” ông nói. “Bố đã yêu cầu người ta dọn dẹp phòng cho",con. Phòng đó ở trên tầng. Bố nghĩ con sẽ thích nó. Từ trên phòng con có thể nhìn thấy khu vườn.,43,mình. Bố của Mariam đã qua đời và cảm giác thiệt thòi đã càng nặng nề. Mariam cảm thấy mình không thể tự nuôi con trai mình lẫn bản thân mình mà bố cũng không có để giúp đỡ.,"–Puedes quedarte conmigo, Mariam yo -dijo-. Ya les he pedido que te",preparen una habitación. Está arriba. Creo que te gustará. Podrás ver el jardín.,25,quedaran en paz. No quiero que te hagan daño. Estamos seguros aquí juntas.,"“Benimle kalabilirsin, Meryem co,” dedi. “Sana bir oda hazırlamalarını",tembihledim bile. Üst katta. Orayı seveceksin. Manzaralı; bahçeye bakıyor.,18,"getirmek istiyorsun.” Meryem, onun sanağı altında kaldığından emin olduktan sonra, “Evet, bence size en iyi oda hazırlayabileceğim.” diye cevap verdi. Ben, onun karşısında kendimi güldüm, çünkü bu, bir dostça anlamı taşıyordu. “Tamam, başlayın,” dedim, onun hayatını kolaylaştıracak bir yol göstermeye çalıştım."
