en_first_half,en_second_half,en_results,en_word_count,en_results_raw,vi_first_half,vi_second_half,vi_results,vi_word_count,vi_results_raw,es_first_half,es_second_half,es_results,es_word_count,es_results_raw,tr_first_half,tr_second_half,tr_results,tr_word_count,tr_results_raw
George unslung his bindle and dropped it gently on the bank.,"“I ain’t sure it’s good water,” he said. “Looks kinda scummy.”","He sat down, his back against the rough bark of an ancient oak,",22,"He sat down, his back against the rough bark of an ancient oak, and surveyed the winding river below.","George gỡ ba lô, khẽ đặt xuống đất:",- Tao không chắc. Nước có vẻ dơ lắm.,ng nhìn xuống và thấy một cái hộp trống,17, Ông nhìn xuống và thấy một cái hộp trống đang ở đây,George desató su hatillo y lo posó suavemente en la orilla.,—No estoy seguro de que esté buena –dijo—. Parece un poco sucia.,"El viento susurraba a través de los árboles, llevando consigo el",23,"El viento susurraba a través de los árboles, llevando consigo el aroma de la tierra humeda y el sonido de las hojas que se balanceaban en el viento. George permaneció allí, observando la tranquilidad que solo la naturaleza podía ofrecer, sintiéndose envuelto en un manto de paz que parecía limpiar su mente de las preocupaciones cotidianas.","George sırtından dengini indirip usulca yere koydu. ""Pek","temize benzemiyor bu su,"" dedi. ""Köpükleri var baksana.","George, bu güzel kediyle kendini geliştirmeye çalıştı.",16,"George, bu güzel kediyle kendini geliştirmeye çalıştı."
"“Oh, sure, George. I remember that now.” His hands went quickly into his side coat pockets. He said","gently, “George … I ain’t got mine. I musta lost it.” He looked down at the ground in despair.","I thought you mentioned it earlier today. It's been a long day, I guess.” George replied, trying",37,"“I thought you mentioned it earlier today. It's been a long day, I guess.” George replied, trying to mask his frustration with the forgetfulness that seemed to plague him more frequently these days.","- Ờ! Bây giờ tôi nhớ ra rồi. Nó vội thọc tay vào túi áo. Nó nói, giọng","run sợ: - Thôi chết rồi, anh George ơi, tôi đánh mất rồi. Nó nhìn xuống đất thất vọng.","thở lạnh. ""Chúng ta cần đi nhanh hơn"", nó bèn lẩm bẩm, khiến tay tay của mình trở nên nhạy",37,"thở lạnh. ""Chúng ta cần đi nhanh hơn"", nó bèn lẩm bẩm, khiến tay tay của mình trở nên nhạy cảm trên lớp vải. Tôi quay lại, thấy chú bé đang cố gắng chạy như thổi, còn một cái tên lửa nhìn thấy trong mắt của mình. Tôi chạy theo, cố gắng kích thích toàn bộ sinh lực để chạy nhanh như có thể. ""Em, chúng ta đang bị chui xa!"", tôi bèn lẩm bẩm, cố gắng kiểm soát sự căng thẳng của mình. Tôi nhìn thấy con đường dài trước mắt, và tâm trí tôi đang cố gắng tính toán cách xa chúng ta có thể đến nhanh chóng. Có thể là một điều chỉnh về đường đi hay cần tìm một nguồn giúp chúng ta nhanh hơn. Tôi nhìn xung quanh, còn không có kênh nào khác để chúng ta đi. Bất kể, tôi vẫn tiếp tục chạy dữ dội, mong chờ có người giúp đỡ hoặc một phương tiện đến sớm.","—Ah, claro, George. Ahora me acuerdo. Introdujo rápidamente las manos en los bolsillos de su chaquetón y",agregó suavemente: —George... No tengo mi tarjeta. Debo de haberla perdido. Miró al suelo lleno de desesperación.,"retiró un pequeño cuchillo que había escondido allí. ""Tenemos poco tiempo"", dijo con voz baja pero clara, mientras",34,"retiró un pequeño cuchillo que había escondido allí. ""Tenemos poco tiempo"", dijo con voz baja pero clara, mientras se movía silenciosamente hacia la puerta, listo para escapar de la habitación antes de que alguien pudiera interrumpir su plan.","""Tabii George, tabii hatırladım şimdi. Birdenbire ellerini ceketinin cebine daldırdı. Usulca mırıldandı:","""George... benim kartım yok. Kaybettim galiba. Büyük bir üzüntü içinde gözlerini yerden kaldırmıyordu.","Bunu yapmadan önce, ona verdiğim sözlerden unutmayın. Seni güvenli hissettirmem gerekiyor,"" diye dedi ve",25," ""Bunu yapmadan önce, ona verdiğim sözlerden unutmayın. Seni güvenli hissettirmem gerekiyor,"" diye dedi ve arkadan bakarak, karşısında karanlık bir umut duydu."
"“I … I,” Lennie thought. His face grew tight with",thought. “I … ain’t gonna say nothin’. Jus’ gonna stan’ there.”,"confusion and fear, his large hands fumbling nervously with the",21,"confusion and fear, his large hands fumbling nervously with the fabric of his jumpsuit.",Lennie ấp úng. Mặt dài ra vì có vẻ nghĩ lung : -,Ta... Tôi... Tôi không được nói gì hết. Tôi sẽ đứng im đấy.,"chúng ta cùng nhìn xuống sàn đá trên sân cỏ, những ngọn lửa",26,"chúng ta cùng nhìn xuống sàn đá trên sân cỏ, những ngọn lửa từ máy quay trên tầng trên trời tạo nên một hình ảnh đẹp đáng chú ý vào buổi chiều.",—Yo... yo —empezó Lennie pensativo. Su rostro quedó tenso de tanto pensar—.,"Yo... no voy a decir nada. Me quedo allí quieto, sin decir nada.",El aire se cargó con tensión mientras intentaba encontrar las palabras,25,"El aire se cargó con tensión mientras intentaba encontrar las palabras correctas, consciente de que cada palabra podía cambiar el curso de la conversación. ""Yo quiero ser un gran agricultor"", continuó, su voz suave pero determinada, reflejando su profundo deseo de seguridad y control que siempre había buscado en sus sueños. ""Quiero tener mi propio rancho, con perros y gatos, y ser capaz de cuidar de ellos como nadie más lo haría"". Su mirada se enfocó en el horizonte, visualizando el futuro que tanto deseaba, aunque consciente de las dificultades que lo esperaba en el camino. ""Solo necesito alguien que me ayude a no caer en problemas, alguien como George"", concluyó, su voz llena de esperanza, aunque consciente de la duda y el peligro que a menudo acompañaban a sus sueños. ","""Ben... ben..."" Lennie, düşünüyordu. Düşünmekten yüzünün çizgileri","geriliyordu. ""Ben bir şey söylemeyeceğim. Hiç ağzımı açmayacağım.","geçti. O sakinliğin ardından, karanlıkta bulunduğu yerde",15,"geçti. O sakinliğin ardından, karanlıkta bulunduğu yerde"
"Lennie droned to himself softly, “I ain’t gonna say nothin’ …",I ain’t gonna say nothin’ … I ain’t gonna say nothin’.”,cause I seen what I seen.” His voice was a mixture of fear,22,"cause I seen what I seen.” His voice was a mixture of fear and determination, revealing the weight of his guilt and the resolve to protect George.",Lennie lí nhí: - Không được nói gì hết...,Không được nói gì hết... Không được nói gì cả.,"Lennie paused, his eyes wide with fear, realizing",19,"Lennie paused, his eyes wide with fear, realizing the gravity of his words.",Lennie canturreó suavemente: —No voy a decir nada... No,voy a decir nada... No voy a decir nada.,"Lo haré solo si tú me lo pides con fuerza,",18,"Lo haré solo si tú me lo pides con fuerza, y solo si es para protegerte.","Lennie, kendi kendine mırıldandı. ""Bir şey",söylemeyeceğim... bir şey söylemeyeceğim... bir şey söylemeyeceğim...,"var mı?"" diye sordu, kendi kendine kendini sıkarak aradı. ""Lennie, seninle",13,"var mı?"" diye sordu, kendi kendine kendini sıkarak aradı. ""Lennie, seninle bir dost olmamı istiyorsun mu?"""
"“Run us out, hell,” said George disgustedly. “We run.","They was lookin’ for us, but they didn’t catch us.”","They sprinted through the dense forest, the sound of",19,"They sprinted through the dense forest, the sound of pursuit growing fainter with each step.",George đầy vẻ chán chường: - Trời! Tống cổ! Đấy là may mình trốn,"thoát nước. Tụi nó lùng riết lắm mà không thấy đấy thôi, con ạ",ra nhà để giải trí. Mình chỉ muốn một chút giải trí đơn giản sau,28,ra nhà để giải trí. Mình chỉ muốn một chút giải trí đơn giản sau một ngày cận thị. Nhưng mọi thứ lại không đến được nghĩa mong muốn.,"—No nos echaron, qué diablos —dijo George con rabia—. Nosotros","fuimos los que corrimos. Nos buscaban, pero no nos encontraron.","nos hubiéramos muerto todos en la batalla. Pero no, tenían que irnos",20,"nos hubiéramos muerto todos en la batalla. Pero no, tenían que irnos de la manera más inofensiva posible, como si","George, tiksinti ile: ""Ne kovdular, ulan saloz,""","dedi. ""Biz yağladık tabanları. Bizi aradılar ama, bulamadılar.",geceyi kutlamak için hazır kaldılar,15,geceyi kutlamak için hazır kaldılar
George still stared morosely at the fire. “When I think of the swell,"time I could have without you, I go nuts. I never get no peace.”","times I've been in tight spots and managed to talk my way out,” he",27,"times I've been in tight spots and managed to talk my way out,” he mused aloud, the smoke from his pipe swirling around his contemplative expression.","George vẫn càu nhàu, nhìn vào bếp lửa: - Thật là điên đầu khi tao nghĩ là tao có",thể thỏa thuê như thế nào nếu không vướng mày. Tao có được một phút nào yên đâu !,"thế giới này, nhưng anh không thể quay lại quá cũ",38,"thế giới này, nhưng anh không thể quay lại quá cũ",George seguía mirando empecinadamente el fuego. —Cuando pienso lo bien que lo,"pasaría sin ti, me vuelvo loco. No me dejas en paz nunca.","hecha fue, me pregunto si alguna vez pensó en mí como yo lo",24,"hecha fue, me pregunto si alguna vez pensó en mí como yo lo estoy pensando ahora","George, hep o asık suratla ateşe bakıyordu. ""Başımda sen olmasan ne",eğlenirdim. Düşündükçe aklımı oynatacağım geliyor. Bir dakika bile rahatım yok senin yüzünden.,"severilen kardeşin fotoğrafını gördüğünü düşündürmem."" O, ağlayarak onunla konuştu. ",23,"severilen kardeşin fotoğrafını gördüğünü düşündürmem."" O, ağlayarak onunla konuştu. "
"Lennie avoided the bait. He had sensed his advantage. “If you don’t want me, you only jus’ got to say so, and I’ll",go off in those hills right there—right up in those hills and live by myself. An’ I won’t get no mice stole from me.”,"leave. It ain't no big thing. But if you do want me, then you got to tell me so yourself, George. That's the way it's",47,"leave. It ain't no big thing. But if you do want me, then you got to tell me so yourself, George. That's the way it's gotta be."" Lennie's voice was firm, a mixture of hope and fear, as he waited for George's response, his large hands fidgeting with the hem of his shirt, betraying his inner turmoil. He knew that George's approval was his lifeline, the only thing that kept him anchored in a world that often seemed too complex and frightening. His eyes searched George's face for any sign of the understanding and friendship he so desperately needed.","Lennie không muốn chui vào tròng. Nó cảm thấy nó đang được lợi thế. - Anh mà chán tôi, anh cứ việc nói ra,","tôi sẽ đi vào rừng, tít trên đỉnh đồi kia rồi tôi sống một mình. Và chẳng ai vứt chuột của tôi đi được nữa.",anh ta không cần đến gì đó quá nhiều. Tôi sẽ làm điều đó cho anh. Tôi sẽ giúp anh tìm ra cách giải quyết vấn,49,anh ta không cần đến gì đó quá nhiều. Tôi sẽ làm điều đó cho anh. Tôi sẽ giúp anh tìm ra cách giải quyết vấn đề này. Anh ta không cần phải cảm thấy lo lắng hoặc căng thẳng vì tôi sẽ đứng ra và hỗ trợ anh.,"Lennie eludió el cebo. Había intuido que tenía ventaja. —Si no quieres estar conmigo, no tienes más que decirlo y en seguida","me marcho a las montañas, a esas de allá... Subo a las montañas y vivo solo. Y nadie me robará los ratones.","se me separará de ti. No tengo dinero ni nada que valga, pero sin Lennie mi vida no tiene sentido. Quiero estar",44,"se me separará de ti. No tengo dinero ni nada que valga, pero sin Lennie mi vida no tiene sentido. Quiero estar cerca de ti, George, siempre."" Su voz era triste, pero la determinación era evidente en sus palabras. Lenny, con la mirada hinchada, se acercó a George, consciente de la gravedad de su situación. ""Sabes que siempre he seguido tus órdenes, ¿verdad?"" sus palabras eran más que una simple pregunta; eran un llamado a recordar su lealtad. ""Y ahora, necesito que me ayudes, George. Necesito que nos vayamos juntos, como siempre planeábamos."" Su expresión era implorante, buscando apoyo en los ojos de su amigo más cercano. ""No puedo soportar la idea de estar solo, sin ti y sin nuestro sueño de la gran colonia."" Lenny se mantuvo cerca de George, esperando una respuesta, un signo de comprensión o incluso un gesto de esperanza. ""Nuestro amor por la naturaleza y nuestro sueño de la gran colonia es todo lo que tengo, George. Sin eso, no tengo nada."" Su voz era frágil, pero la determinación era evidente en cada palabra. ""Por favor, George, no me dejes solo ahora."" Su beso amargo era un último intento de conectarse con su amigo antes de lo desconocido que les aguardaba. ""Nuestro destino juntos es lo único real que tengo."" Lenny permaneció silencioso, su respiración pesada, esperando que George respondera, que diera algún signo de vida a sus sueños compartidos. ","Lennie, yutmadı. Ağır bastığını hissetmişti. ""Eğer beni istemiyorsan, açık açık söyle, nah şu","dağlara... Şu yukarıki dağlara çıkarım, tek başıma yaşarım. Parelerimi de kimse çalmaz benden.","beni kapatmaya çalışıyor mu?"" diye sordu, korkuyla bir şekilde kollarını sıkıyla tuttu. ""Ne yapmalıyım?""",26,"beni kapatmaya çalışıyor mu?"" diye sordu, korkuyla bir şekilde kollarını sıkıyla tuttu. ""Ne yapmalıyım?"" sorusuna cevap veremezdi, herhangi bir yol bulamıyordu. ""Bir yolda karşılaştığımıza karşı güvenemem, Lennie,"" diyor ve içindeki acıyı fark etti. ""Bana yardım et, lütfen."" Lennie'ın gözleri, yorgunluğun sonucu dolu kılan, ancak sorunun altını çizdi. ""Beni kapatmayın, George. Sana ihtiyacım var,"" diye döndü, yere düşerek kendisini daha da güvende hissetti. George, Lennie'yi derinden bakarak, kendisini de yorgunluğa uğradı. ""Lennie, seni kapatmak istemedim. Seni bir yerde saklamak için gerekli olanlar alacağım, ama böyle bir şey yapmamak isterim,"" diyor ve kısa bir süre sonra, planlarını açtı. ""Bir yerde kalabilirsin, Lennie. Ama herhangi bir şeyi yok sayarsan, ben seni bulamayacağım."" Lennie, George'ın sözlerine inanarak, güneşin sona erdiğinde, karanlıkta kalsınmaya başladı. Ancak George, Lennie'yi güvende tutarak, onun hayatını sürdürmeye çalışmaya devam etti. ""Yoksa, seni bir yerde saklayacağım, Lennie. Ama böyle bir durum olmamalı,"" diyor ve Lennie'yi güvende hissetmeye devam etti. ""Sana iyi bir dostım, Lennie. Ve sen de beni."" George, Lennie'yi yakalayamayacak bir yol bulmuştu, ancak onun hayatını sürdürmeye devam etti. ""Yine aynı şeyler yapacağım, Lennie. Seni korumaya çalışacağım."" Ve böylece, iki dost, bir yolculukta birbirlerine güven verenlerdir. "
George went on. “With us it ain’t like that. We got a future. We got somebody to talk to that gives a damn about us. We don’t have to sit in no bar,room blowin’ in our jack jus’ because we got no place else to go. If them other guys gets in jail they can rot for all anybody gives a damn. But not us.”,and get drunk just to forget our problems. We have someone who listens and helps us find solutions. It's not about handouts; it's about support and hope.,66,"and get drunk just to forget our problems. We have someone who listens and helps us find solutions. It's not about handouts; it's about support and hope. We're building a community where everyone has a voice and a chance to succeed. We're not just surviving; we're thriving because we believe in each other and in a better tomorrow.""","Geroge tiếp: - Riêng hai đứa mình thì lại khác. Tương lai mình đã vạch sẵn rồi, chúng ta có thể tâm sự than thở với nhau và giúp đỡ lẫn nhau. Việc gì phải ra quán",ngồi phung phí hết số tiền kiếm được vì không còn chỗ nào để lui tới. Bọn họ mà không may thì có thể ở tù rục xương vì chẳng ai để ý tới. Mình thì khác.,"không chỉ là việc của hai người, mà còn là một biểu tượng của tình yêu thương và sự chung sống. Chúng ta sẽ vượt qua mọi khó khăn bằng cách tin vào nhau,",74,"không chỉ là việc của hai người, mà còn là một biểu tượng của tình yêu thương và sự chung sống. Chúng ta sẽ vượt qua mọi khó khăn bằng cách tin vào nhau, hỗ trợ lẫn nhau trong mọi hoàn cảnh. Tương lai sẽ đẹp hơn nhiều so với bất kỳ trước đây nào, chỉ cần chúng ta luôn cùng đi, hỗ trợ lẫn nhau, và phát huy tài năng của mình trong mọi sự cố.","George prosiguió: —Con nosotros no pasa así. Tenemos un porvenir. Tenemos alguien con quien hablar, alguien que piensa en nosotros. No tenemos que sentarnos en un café malgastando","el dinero sólo porque no hay otro lugar adonde ir. Si esos otros tipos caen en la cárcel, pueden pudrirse allí porque a nadie le importa. Pero nosotros, no.",El mundo es más grande y lleno de oportunidades que aquí. Podemos irnos a otro lugar donde no nos juzguen por nuestra situación actual. Hay ciudades y países,57,"El mundo es más grande y lleno de oportunidades que aquí. Podemos irnos a otro lugar donde no nos juzguen por nuestra situación actual. Hay ciudades y países donde las personas valoran tus habilidades y tus sueños. No necesitamos quedarnos en esta desesperación; hay un mundo por descubrir y muchas maneras de mejorar nuestras vidas. Podemos aprender nuevas habilidades, construir un negocio, o simplemente encontrar un entorno más amigable. La clave está en no rendirse y creer en que hay más que esta pequeña zona. Hay un camino hacia el éxito, y podemos encontrarlo juntos.","George devam etti: ""Bize gelince iş değişir. Bizim umduğumuz var. Bizim konuşacak, bize ilgi gösterecek bir kimsemiz var. Gidecek başka yeri olmadığı için,","bir meyhanede oturup bütün parasını harcayanlar gibi değiliz biz. Ötekiler kodese girecek olsalar, geberip gitseler de kimsenin umurunda olmaz. Ama biz öyle değiliz.","bizimle birlikte yeni bir hayat başlatacağız. Bizi bekleyen her şeyi denemeyecek ve birbirimize destek olacağız. Gerçekten, bu, bizim hayatımızın en büyüktür."" George'nin",46,"bizimle birlikte yeni bir hayat başlatacağız. Bizi bekleyen her şeyi denemeyecek ve birbirimize destek olacağız. Gerçekten, bu, bizim hayatımızın en büyüktür."" George'nin sözleri, arkadaşlarına güç verdi ve onların güçlü bir bağa dayandı. Bu yeni başlangıç, herkesin hayatına büyük bir değişiklik getirdi. "
"“’Course you did. Well, look. Lennie—if you jus’ happen to get in trouble like you","always done before, I want you to come right here an’ hide in the brush.”","always do, why don't you come to Candy's old place? We got a little house",30,"always do, why don't you come to Candy's old place? We got a little house and a couple of acres. We could live on the fatta the lan'.”",- Tốt lắm! Nghe tao hao nữa đây! Lennie... nếu chẳng may mày có gây chuyện,"lôi thôi như lần trước, mày lập tức tìm chỗ này và nấp vào trong bụi rậm.","gì đó quá nặng. Chúng ta chỉ có thể sống bình thường khi ở với nhau, Lennie.",33,"gì đó quá nặng. Chúng ta chỉ có thể sống bình thường khi ở với nhau, Lennie. Đó là quyền lợi của mỗi con người, và anh ta nên nhận ra điều đó.","—Claro que sí. Bueno, oye, Lennie... Si llegas a verte en aprietos, como siempre","te ocurre, quiero que vengas a este lugar y te escondas en el matorral.","te haré el mayor favor que pueda, pero recuerda que siempre debes escuchar",28,"te haré el mayor favor que pueda, pero recuerda que siempre debes escuchar a George","""Tabii. Peki öyleyse, dinle, Lennie... Geçen seferki gibi başını yine","belaya sokacak olursan, hemen koşup buraya gelir, çalıların arasında saklanırsın.","geçti. Ben de sana yardım ederim, o kadar zor durumda olduğunu düşünüyorum.",20,"geçti. Ben de sana yardım ederim, o kadar zor durumda olduğunu düşünüyorum."
George stepped over and threw his blankets down on the burlap sack of straw that was a mattress. He,looked into his box shelf and then picked a small yellow can from it. “Say. What the hell’s this?”,"stretched out on it, the coarse material scratching against his skin. The room was dimly lit by the",38,"stretched out on it, the coarse material scratching against his skin. The room was dimly lit by the morning sun filtering through the cracks in the boarded-up windows, casting long shadows across the bare, dusty floor. Outside, the distant sound of a train horn echoed, reminding him of the world beyond the walls of the dilapidated building that served as his temporary shelter. George's stomach growled, reminding him that he needed to find food soon; hunger was a constant companion in his current state of homelessness. He pulled his threadbare coat tighter around himself, the fabric thin and worn, offering little protection against the chill that seeped through the cracks in the walls. As he lay there, he thought about his situation, the series of unfortunate events that had led him to this point. He had been a mechanic, skilled and proud of his work, but now he was reduced to sleeping on a sack of straw in a forgotten part of the city. George knew he had to make a plan, to find a way to turn his life around, but for now, he needed rest. With a heavy sigh, he closed his eyes, trying to block out the thoughts and the cold, and let sleep claim him.",George bước lại gần và ném bó chăn lên chiếc nệm rơm. Nó nhìn cái hòm,"và với lấy một cái hộp sắt màu vàng. - Này cụ, gì đây hả trời?","trông trắng màu, nhưng không có ai xuống cúi chân để chụp ảnh.",32,"trông trắng màu, nhưng không có ai xuống cúi chân để chụp ảnh. Đó là một phần của quy luật của nhà, không ai được lừa vào việc này.",George se acercó a un camastro y arrojó sus mantas en el saco de arpillera lleno de paja que formaba,el colchón. Miró el cajón de sus estantes y sacó de dentro una latita amarilla. —¡Eh! ¿Qué diablos es esto?,"una vez que las mantas estuvieron bien empapadas. Luego, con una sonrisa de satisfacción, se alejó, dejando",40,"una vez que las mantas estuvieron bien empapadas. Luego, con una sonrisa de satisfacción, se alejó, dejando atrás a los caminantes que miraban con asombro y curiosidad sus acciones. El clima era cálido y se sentía un leve viento que arrancaba la humedad de las mantas, haciendo que el ritual pareciera aún más real y significativo para los participantes. Mientras el grupo continuaba su camino, las mantas empapadas se mezclaban con las hojas caídas de los árboles, formando un collage natural que parecía hablar de la naturaleza y el ciclo de la vida. George, sin saberlo, había creado un momento inolvidable que conectaría a todos de una manera que nadie había anticipado.",George yaklaştı ve şilte vazifesini gören saman çuvalının üstüne battaniyesini attı. Raflık,"sandığına baktı ve içinden sarı bir teneke kutu aldı: ""Hey, bu da nesi?","George, şilte vazifesini gören ve saman çuvalının üstüne battaniyesini attığı",25,"George, şilte vazifesini gören ve saman çuvalının üstüne battaniyesini attığı anı hafızasında kalıyor. Ancak, bu olayın ardından yaşanan diğer detaylar nereden geldiğini ve ne hallerde devam ettiğini anlamak için daha fazla bilgi gerekiyor."
