,en,es,tr,vi,st,yo,tn,ty,mai,mg,en_shuffled,es_shuffled,tr_shuffled,vi_shuffled,st_shuffled,yo_shuffled,tn_shuffled,ty_shuffled,mai_shuffled,mg_shuffled
1984,93.33333333333333,95.0,96.66666666666667,90.0,76.66666666666667,88.33333333333333,48.333333333333336,33.33333333333333,90.0,86.66666666666667,85.0,93.33333333333333,91.66666666666666,80.0,68.33333333333333,81.66666666666667,43.333333333333336,28.333333333333332,50.0,80.0
A Tale of Two Cities,99.0,79.0,95.0,93.0,64.0,87.0,46.0,79.0,61.0,87.0,96.0,75.0,93.0,81.0,63.0,89.0,44.0,68.0,10.0,79.0
A thousand splendid suns,68.08510638297872,8.51063829787234,0.0,0.0,0.0,0.0,2.127659574468085,0.0,0.0,0.0,27.659574468085108,2.127659574468085,0.0,4.25531914893617,0.0,0.0,0.0,0.0,0.0,2.127659574468085
Adventures of Huckleberry Finn,87.0,73.0,62.0,72.0,51.0,64.0,22.0,28.000000000000004,56.99999999999999,57.99999999999999,72.0,53.0,52.0,57.99999999999999,43.0,45.0,12.0,17.0,25.0,39.0
Adventures of Sherlock Holmes,3.0,8.0,8.0,12.0,8.0,3.0,0.0,5.0,6.0,6.0,28.999999999999996,3.0,3.0,0.0,3.0,2.0,0.0,1.0,3.0,1.0
Alice in Wonderland,100.0,100.0,97.82608695652173,97.82608695652173,80.43478260869566,97.82608695652173,52.17391304347826,95.65217391304348,97.82608695652173,100.0,97.82608695652173,97.82608695652173,97.82608695652173,97.82608695652173,82.6086956521739,97.82608695652173,45.65217391304348,93.47826086956522,82.6086956521739,97.82608695652173
Dracula,97.77777777777777,95.55555555555556,93.33333333333333,85.55555555555556,52.22222222222223,58.88888888888889,22.22222222222222,50.0,68.88888888888889,72.22222222222221,88.88888888888889,83.33333333333334,73.33333333333333,72.22222222222221,45.55555555555556,40.0,20.0,38.88888888888889,31.11111111111111,53.333333333333336
Dune,100.0,92.0,80.0,72.0,25.0,37.0,16.0,23.0,28.000000000000004,38.0,73.0,56.00000000000001,82.0,32.0,20.0,28.000000000000004,15.0,16.0,15.0,28.000000000000004
Fahrenheit 451,91.76470588235294,88.23529411764706,91.76470588235294,90.58823529411765,27.058823529411764,83.52941176470588,8.235294117647058,71.76470588235294,72.94117647058823,77.64705882352942,81.17647058823529,82.35294117647058,85.88235294117646,75.29411764705883,7.0588235294117645,22.35294117647059,4.705882352941177,21.176470588235293,18.823529411764707,23.52941176470588
Frankenstein,100.0,92.15686274509804,88.23529411764706,86.27450980392157,43.13725490196079,64.70588235294117,33.33333333333333,49.01960784313725,47.05882352941176,62.745098039215684,84.31372549019608,68.62745098039215,60.78431372549019,43.13725490196079,27.450980392156865,43.13725490196079,19.607843137254903,35.294117647058826,17.647058823529413,39.21568627450981
Harry Potter and the Deathly Hallows,93.0,73.0,77.0,91.0,78.0,92.0,47.0,85.0,75.0,90.0,40.0,84.0,92.0,87.0,78.0,86.0,45.0,79.0,61.0,83.0
Of Mice and Men,50.0,47.91666666666667,31.25,10.416666666666668,2.083333333333333,0.0,0.0,2.083333333333333,0.0,4.166666666666666,35.41666666666667,2.083333333333333,2.083333333333333,6.25,0.0,0.0,0.0,0.0,0.0,4.166666666666666
Paper Towns,76.31578947368422,76.31578947368422,75.0,75.0,,,,,,,64.47368421052632,64.47368421052632,71.05263157894737,48.68421052631579,,,,,,
Percy Jackson The Lightning Thief,31.958762886597935,19.587628865979383,3.0927835051546393,6.185567010309279,6.185567010309279,0.0,2.0618556701030926,5.154639175257731,0.0,3.0927835051546393,14.432989690721648,6.185567010309279,1.0309278350515463,3.0927835051546393,3.0927835051546393,1.0309278350515463,2.0618556701030926,1.0309278350515463,0.0,3.0927835051546393
Pride and Prejudice,97.0,97.0,97.0,94.0,75.0,88.0,47.0,74.0,93.0,84.0,98.0,94.0,91.0,85.0,71.0,79.0,42.0,65.0,77.0,85.0
Sense and sensibility,92.0,94.0,91.0,86.0,59.0,76.0,41.0,47.0,80.0,74.0,85.0,92.0,85.0,84.0,53.0,74.0,34.0,39.0,53.0,66.0
The Boy in the Striped Pyjamas,74.0,72.0,74.0,74.0,21.0,69.0,7.000000000000001,0.0,60.0,53.0,67.0,48.0,60.0,63.0,32.0,43.0,5.0,0.0,37.0,36.0
The Great Gatsby,98.14814814814815,92.5925925925926,90.74074074074075,90.74074074074075,42.592592592592595,66.66666666666666,53.70370370370371,38.88888888888889,74.07407407407408,70.37037037037037,90.74074074074075,75.92592592592592,87.03703703703704,72.22222222222221,46.2962962962963,53.70370370370371,42.592592592592595,33.33333333333333,44.44444444444444,59.25925925925925
The Handmaid s Tale,92.0,78.0,55.00000000000001,41.0,9.0,35.0,5.0,19.0,21.0,17.0,26.0,24.0,22.0,16.0,5.0,15.0,0.0,8.0,8.0,9.0
The Picture of Dorian Gray,91.78082191780823,90.41095890410958,83.56164383561644,80.82191780821918,39.726027397260275,52.054794520547944,31.506849315068493,53.42465753424658,79.45205479452055,56.16438356164384,65.75342465753424,64.38356164383562,64.38356164383562,61.64383561643836,43.83561643835616,49.31506849315068,31.506849315068493,31.506849315068493,45.20547945205479,47.94520547945205
