en,en_results,Single_ent,en_shuffled,en_shuffled_results
"It may be the first time I’m meeting the people gathered around the table, people who Ryan has known since childhood, but it hasn’t escaped anyone’s attention that I’m already fully embedded in his life. It’s the small touches a woman brings to a man’s home, like the matching throw pillows on the couch or the faint whiff of jasmine from the diffuser on the bookshelf, that every other woman notices the second she walks through the front door."," ""title"": ""The Hating Game"", ""author"": ""Sally Thorne"" ",['ryan'],"whiff jasmine the fully the matching attention time Ryan people diffuser around woman man’s table, in the pillows but It I’m the small a second escaped walks to people a first his the the known of gathered that home, may life. childhood, touches the notices it the the be throw bookshelf, from door. hasn’t the embedded every through has front I’m on like other or she couch already anyone’s It’s on faint brings woman that meeting who the since"," ""title"": ""Ulysses"", ""author"": ""James Joyce"" "
"The smile on Ryan’s face tells me he knows how I feel about being asked this and he’ll step in again to answer for me, but I shake him off."," ""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky"" ",['ryan'],"shake how I Ryan’s him off. on for he’ll to feel but The me and smile knows in he being I this answer again asked tells step face about me,"," ""title"": ""To Kill a Mockingbird"", ""author"": ""Harper Lee"" "
"Ryan would have given them more than they deserve, and that’s why I stopped him. I don’t mention it was at the truck stop on the outskirts of town where I worked in the small restaurant bar making sure no drink went empty. And I don’t mention that while they are familiar with lots of acronyms from MBA to MRS, the only one I’m acquainted with is GED."," ""title"": ""The Girl with the Dragon Tattoo"", ""author"": ""Stieg Larsson"" ",['ryan'],"it with that’s went than mention drink while deserve, where lots MRS, worked they truck small GED. is the at I to mention why from bar would him. in don’t I stopped that of on And have was I’m familiar are I and sure given Ryan don’t outskirts they of the the acronyms town making with no only acquainted restaurant I the stop them one more MBA empty."," ""title"": ""Finnegans Wake"", ""author"": ""James Joyce"" "
"I told Ryan I was afraid of how they would judge me once they found out my background was so different from theirs. He assured me he didn’t care what they thought, but he does. The fact that he caved and invited them all here and spent the week helping me get the menu just right tells me more than the whispers in the dark that he likes how different I am, different from the girls he grew up with.","Based on the passage, I'm going to make a guess that the book is:  {""title"": ""The Cruel Prince"", ""author"": ""Holly Black""}",['ryan'],"care the I from was the the all grew background from get but he me they me I different me different am, was how The in found tells than more invited Ryan here he judge of would and told he with. helping he caved fact I week different he out how spent He so what my up and didn’t that them the whispers just likes they the girls they assured once menu thought, right me does. dark theirs. that afraid","Based on the passage provided, I'm going to make an educated guess. The passage appears to be written in a style that is reminiscent of a young adult novel, possibly in the genre of dystopian or science fiction. The writing style and sentence structure suggest a first-person narrative voice, which is common in many young adult novels.  Given the content of the passage, I'm going to take a guess that the book is ""Divergent"" by Veronica Roth. The passage seems to capture the tone"
"I watch Ryan. I’ve whittled down our entire meeting to one sentence, and so far, he’s let me get away with it."," ""title"": ""Gone Girl"", ""author"": ""Gillian Flynn"" ",['ryan'],"entire to Ryan. me I let away whittled sentence, one I’ve meeting it. our he’s with so get and watch far, down"," ""title"": ""Harry Potter and the Philosopher's Stone"", ""author"": ""J.K."
"I smile and laugh, not too loud and not too long, to show that I, too, am amused at the thought that Ryan would go to such extremes to meet me."," ""title"": ""Me Before You"", ""author"": ""Jojo Moyes"" ",['ryan'],"thought to that Ryan smile to long, the extremes too, that not go too would I, and show am meet loud laugh, me. I and too to at such not amused","Based on the passage, I'm going to make a guess. The passage appears to be a translation of a text written in a non-native English language, possibly a Romance language, given the sentence structure and word choice. The use of phrases like ""thought to that"" and ""show am meet"" suggests a non-native speaker.  After analyzing the passage, I'm going to take a guess that the book is likely a translation of a work by a French author, possibly a classic novel. Based on"
"“I totally nailed it,” I say, as I dip the last dinner plate into the sink full of soapy water. Ryan moves in behind me, his arms skimming my hips until they are wrapped around my waist. His chin settles on my shoulder, and his lips press against that spot on my neck in a way he knows I adore."," ""title"": ""Wait for It"", ""author"": ""Mia Sheridan"" ",['ryan'],"say, shoulder, moves me, settles my he of my totally until full against on my way chin his that it,” neck around soapy dip are my water. spot sink adore. the I as press knows lips “I waist. on arms wrapped His his a skimming and the dinner plate in Ryan I I hips they into last in behind nailed"," ""title"": ""Fifty Shades of Grey"", ""author"": ""E.L. James"" "
"Ever since Ryan asked me to move in with him five days ago and I said yes, he’s been impatient for it to happen. I woke up the morning after the dinner party to him on the phone with a moving company, scheduling their services for later that day, thanks to a last-minute cancellation.","Based on the passage, I'm going to make a guess that the book is:  {""title"": ""Eleanor Oliphant is Completely Fine"", ""author"": ""Gail Honeyman""}",['ryan'],"party yes, morning company, to me been and with five to that dinner the move moving I day, impatient on ago Ever for last-minute happen. a cancellation. services asked in to to I scheduling thanks since said Ryan their later woke days phone it a the him him he’s up after for with the","Based on the passage, I'm going to make a guess that the book is likely a work of contemporary or young adult fiction, possibly a novel written in a first-person narrative style. The informal language and conversational tone suggest a more modern writing style.  My guess is that the passage is from the book:  {""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky""}"
"Ryan looks down at the tie, straightening it even though it’s already straight but needing something to do. He hasn’t touched me this morning and barely looked at me. Yep, total baby."," ""title"": ""The Fault in Our Stars"", ""author"": ""John Green"" ",['ryan'],"already needing me Yep, do. touched this baby. at though total Ryan barely and straight straightening to it’s at it morning but me. something the He down hasn’t looked tie, even looks","Based on the passage provided, I'm going to make a guess that the book is ""On the Road"" and the author is Jack Kerouac.  However, the passage seems to be a fragment and doesn't match the typical writing style of Jack Kerouac. The passage appears to be a mix of words and phrases that don't form a coherent sentence, which is unusual for a published book.  If I had to make another guess, I would say that the passage might be from a different"
"Twenty minutes after Ryan’s Tahoe pulls out of the driveway, I’m doing the same in my ten-year-old 4Runner. Lake Forbing is a medium-size town in north Louisiana that is known for its fertile farmlands and deep pockets of natural gas. There is a lot of money in this area, but it’s the quiet kind. It takes fifteen minutes to get to Lake View Apartments from Ryan’s house, and from what I can tell it’s nowhere near the lake this town was named after.","Based on the passage, I'm going to make a guess that the book is:  {""title"": ""The Silent Companions"", ""author"": ""Laura Purcell""}  However, I'm not entirely certain, as the passage doesn't contain any distinctive phrases or quotes that are unique to this book. The passage seems to be setting a scene and establishing the setting, which is a common technique used in many books. If you provide more context or information, I may be able to make a more",['ryan'],"out Tahoe this in is what from fertile Lake a Forbing was I’m area, it’s the minutes but in nowhere View deep in is of I known this to natural takes house, its kind. a 4Runner. for farmlands quiet north minutes ten-year-old and my it’s tell lot driveway, Lake of can after near pulls It Ryan’s town named of pockets and after. get doing the same fifteen town Ryan’s medium-size Twenty the the Louisiana money Apartments from gas. is lake to that There","Based on the passage provided, I'm going to make an educated guess. The passage appears to be written in a style that is often associated with American literature, particularly in the Southern United States. The mention of a ""4Runner"" and ""gas"" suggests a modern setting, but the overall tone and language used seem to be informal and conversational, which is reminiscent of a coming-of-age story or a novel set in a rural area.  Given these characteristics, I'm going to take a guess"
