Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['adela'],penelope,0,0.31,incorrect,nancy,0,0.2,incorrect,nancy,0,0.2,incorrect
['adela'],dr.,0,0.25,incorrect,nathaniel hawthorne,0,0.33,incorrect,nathaniel hawthorne,0,0.33,incorrect
"['graham', 'gore', 'graham gore']",lord,0,0.5,incorrect,lord byron,0,0.29,incorrect,lord byron,0,0.29,incorrect
['gore'],charles,0,0.36,incorrect,manchester,0,0.14,incorrect,manchester,0,0.14,incorrect
['mm'],teacher,0,0.0,incorrect,refrigerator,0,0.0,incorrect,refrigerator,0,0.0,incorrect
['gore'],philip marlowe,0,0.22,incorrect,two,0,0.29,incorrect,two,0,0.29,incorrect
['gore'],john,0,0.25,incorrect,white,0,0.22,incorrect,white,0,0.22,incorrect
['gore'],mr.,0,0.29,incorrect,pelegri,0,0.36,incorrect,pelegri,0,0.36,incorrect
['gore'],winston,0,0.18,incorrect,byron,0,0.22,incorrect,byron,0,0.22,incorrect
['gore'],mark,0,0.25,incorrect,he,0,0.33,incorrect,he,0,0.33,incorrect
['gore'],he,0,0.33,incorrect,hawthorne,0,0.46,incorrect,hawthorne,0,0.46,incorrect
['gore'],kvothe,0,0.4,incorrect,heathcliff,0,0.14,incorrect,heathcliff,0,0.14,incorrect
['gore'],john,0,0.25,incorrect,three,0,0.44,incorrect,three,0,0.44,incorrect
['stanley'],dr. smith,0,0.25,incorrect,heathcliff,0,0.24,incorrect,heathcliff,0,0.24,incorrect
['gore'],edward,0,0.2,incorrect,arthur,0,0.2,incorrect,arthur,0,0.2,incorrect
['gore'],john,0,0.25,incorrect,he,0,0.33,incorrect,he,0,0.33,incorrect
['gore'],john,0,0.25,incorrect,ministry,0,0.17,incorrect,ministry,0,0.17,incorrect
['adela'],river,0,0.2,incorrect,expat,0,0.4,incorrect,expat,0,0.4,incorrect
['adela'],dr. manhattan,0,0.22,incorrect,expats,0,0.36,incorrect,expats,0,0.36,incorrect
['gore'],charlie,0,0.36,incorrect,einstein,0,0.17,incorrect,einstein,0,0.17,incorrect
['gore'],marie,0,0.44,incorrect,albert,0,0.2,incorrect,albert,0,0.2,incorrect
['gore'],arthur,0,0.2,incorrect,nathaniel,0,0.15,incorrect,nathaniel,0,0.15,incorrect
['gore'],he,0,0.33,incorrect,heathcliff,0,0.14,incorrect,heathcliff,0,0.14,incorrect
['ralph'],raymond,0,0.33,incorrect,hawthorne,0,0.29,incorrect,hawthorne,0,0.29,incorrect
['ralph'],ministry,0,0.15,incorrect,minister,0,0.15,incorrect,minister,0,0.15,incorrect
['negro'],pakistan,0,0.15,incorrect,miscegenation,0,0.33,incorrect,miscegenation,0,0.33,incorrect
['black'],lesbian,0,0.33,incorrect,nathaniel,0,0.14,incorrect,nathaniel,0,0.14,incorrect
['graham'],david,0,0.18,incorrect,cambodia,0,0.29,incorrect,cambodia,0,0.29,incorrect
['graham'],emily,0,0.18,incorrect,chuckles,0,0.14,incorrect,chuckles,0,0.14,incorrect
['arthur'],brigadier,0,0.27,incorrect,brigadier,0,0.27,incorrect,brigadier,0,0.27,incorrect
['stokes'],bligh,0,0.0,incorrect,flinders,0,0.29,incorrect,flinders,0,0.29,incorrect
['graham'],leonardo,0,0.14,incorrect,pythagoras,0,0.38,incorrect,pythagoras,0,0.38,incorrect
['graham'],dean,0,0.2,incorrect,homer,0,0.36,incorrect,homer,0,0.36,incorrect
['graham'],he,0,0.25,incorrect,century,0,0.15,incorrect,century,0,0.15,incorrect
['graham'],healy,0,0.36,incorrect,ministry,0,0.14,incorrect,ministry,0,0.14,incorrect
['graham'],nineteen-forty-five,0,0.08,incorrect,world war,0,0.27,incorrect,world war,0,0.27,incorrect
['adela'],miss marple,0,0.25,incorrect,cherry,0,0.18,incorrect,cherry,0,0.18,incorrect
['adela'],wednesday,0,0.43,incorrect,scarlett,0,0.31,incorrect,scarlett,0,0.31,incorrect
['graham'],galadriel,0,0.4,incorrect,bridges,0,0.15,incorrect,bridges,0,0.15,incorrect
['margaret'],clarissa,0,0.38,incorrect,sherbet,0,0.4,incorrect,sherbet,0,0.4,incorrect
['graham'],jack,0,0.2,incorrect,parsley,0,0.15,incorrect,parsley,0,0.15,incorrect
['margaret'],forty-seven,0,0.21,incorrect,elizabeth,0,0.35,incorrect,elizabeth,0,0.35,incorrect
['margaret'],emily,0,0.15,incorrect,brigadier,0,0.47,incorrect,brigadier,0,0.47,incorrect
['margaret'],sam,0,0.18,incorrect,mr.,0,0.36,incorrect,mr.,0,0.36,incorrect
['graham'],reagan,0,0.5,incorrect,napoleon,0,0.14,incorrect,napoleon,0,0.14,incorrect
['graham'],he,0,0.25,incorrect,arthur,0,0.33,incorrect,arthur,0,0.33,incorrect
['adela'],madam,0,0.6,incorrect,ministry,0,0.0,incorrect,ministry,0,0.0,incorrect
['adela'],scarlett,0,0.31,incorrect,dr.,0,0.25,incorrect,dr.,0,0.25,incorrect
['adela'],emily,0,0.4,incorrect,hillary,0,0.33,incorrect,hillary,0,0.33,incorrect
['graham'],he,0,0.25,incorrect,mr. rochester,0,0.21,incorrect,mr. rochester,0,0.21,incorrect
['graham'],mr. rochester,0,0.21,incorrect,byron,0,0.18,incorrect,byron,0,0.18,incorrect
['adela'],control,0,0.17,incorrect,control,0,0.17,incorrect,control,0,0.17,incorrect
['graham'],victorian,0,0.27,incorrect,edward,0,0.17,incorrect,edward,0,0.17,incorrect
['graham'],england,0,0.31,incorrect,england,0,0.31,incorrect,england,0,0.31,incorrect
['graham'],ministry,0,0.14,incorrect,minister,0,0.14,incorrect,minister,0,0.14,incorrect
['margaret'],tom,0,0.18,incorrect,rhubarb,0,0.4,incorrect,rhubarb,0,0.4,incorrect
['salese'],brigadier,0,0.27,incorrect,brigadier,0,0.27,incorrect,brigadier,0,0.27,incorrect
['adela'],general,0,0.33,incorrect,powell,0,0.36,incorrect,powell,0,0.36,incorrect
['graham'],john,0,0.2,incorrect,results,0,0.15,incorrect,results,0,0.15,incorrect
['salese'],general,0,0.31,incorrect,brigadier,0,0.27,incorrect,brigadier,0,0.27,incorrect
['arthur'],wodehouse,0,0.27,incorrect,scott,0,0.18,incorrect,scott,0,0.18,incorrect
['graham'],he,0,0.25,incorrect,ministry,0,0.14,incorrect,ministry,0,0.14,incorrect
['graham'],he,0,0.25,incorrect,discovery,0,0.13,incorrect,discovery,0,0.13,incorrect
['margaret'],debbie,0,0.14,incorrect,farrah,0,0.43,incorrect,farrah,0,0.43,incorrect
['arthur'],arthur,1,1.0,correct,aristotle,0,0.4,incorrect,aristotle,0,0.4,incorrect
['graham'],sixteen,0,0.0,incorrect,found,0,0.0,incorrect,found,0,0.0,incorrect
['arthur'],colonel,0,0.0,incorrect,handsome,0,0.14,incorrect,handsome,0,0.14,incorrect
['margaret'],scotland,0,0.12,incorrect,scotland,0,0.12,incorrect,scotland,0,0.12,incorrect
['graham'],jimi,0,0.2,incorrect,millennium,0,0.12,incorrect,millennium,0,0.12,incorrect
['margaret'],she,0,0.18,incorrect,soho,0,0.0,incorrect,soho,0,0.0,incorrect
['arthur'],beethoven,0,0.27,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['margaret'],waltz,0,0.31,incorrect,waltz,0,0.31,incorrect,waltz,0,0.31,incorrect
['arthur'],d'arcy,0,0.33,incorrect,heathcliff,0,0.38,incorrect,heathcliff,0,0.38,incorrect
['margaret'],scarlett,0,0.5,incorrect,emily,0,0.15,incorrect,emily,0,0.15,incorrect
['margaret'],emily,0,0.15,incorrect,scarlett,0,0.5,incorrect,scarlett,0,0.5,incorrect
['margaret'],estee,0,0.31,incorrect,estee,0,0.31,incorrect,estee,0,0.31,incorrect
['margaret'],he,0,0.2,incorrect,hawthorne,0,0.35,incorrect,hawthorne,0,0.35,incorrect
['graham'],arthur,0,0.33,incorrect,ministry,0,0.14,incorrect,ministry,0,0.14,incorrect
['arthur'],john,0,0.2,incorrect,macbeth,0,0.46,incorrect,macbeth,0,0.46,incorrect
['graham'],gregory,0,0.31,incorrect,emily,0,0.18,incorrect,emily,0,0.18,incorrect
['adela'],jeremy,0,0.18,incorrect,gp,0,0.0,incorrect,gp,0,0.0,incorrect
['graham'],arthur,0,0.33,incorrect,sigmund,0,0.31,incorrect,sigmund,0,0.31,incorrect
['graham'],him,0,0.44,incorrect,margaret,0,0.29,incorrect,margaret,0,0.29,incorrect
['graham'],harry,0,0.36,incorrect,uriah,0,0.55,incorrect,uriah,0,0.55,incorrect
['adela'],emily,0,0.4,incorrect,heathcliff,0,0.27,incorrect,heathcliff,0,0.27,incorrect
['graham'],minister,0,0.14,incorrect,ministry,0,0.14,incorrect,ministry,0,0.14,incorrect
['graham'],mark,0,0.2,incorrect,paul,0,0.2,incorrect,paul,0,0.2,incorrect
['graham'],david,0,0.18,incorrect,galangal,0,0.43,incorrect,galangal,0,0.43,incorrect
['adela'],london,0,0.18,incorrect,london,0,0.18,incorrect,london,0,0.18,incorrect
['graham'],victorian,0,0.27,incorrect,paul,0,0.2,incorrect,paul,0,0.2,incorrect
['graham'],arthur,0,0.33,incorrect,ministry,0,0.14,incorrect,ministry,0,0.14,incorrect
['arthur'],blitz,0,0.18,incorrect,churchill,0,0.4,incorrect,churchill,0,0.4,incorrect
['adela'],queen victoria,0,0.21,incorrect,victoria,0,0.15,incorrect,victoria,0,0.15,incorrect
['adela'],ava,0,0.5,incorrect,expats,0,0.36,incorrect,expats,0,0.36,incorrect
['arthur'],john,0,0.2,incorrect,scrabble,0,0.14,incorrect,scrabble,0,0.14,incorrect
['adela'],harriet,0,0.33,incorrect,nathaniel,0,0.43,incorrect,nathaniel,0,0.43,incorrect
['adela'],richard,0,0.33,incorrect,hester prynne,0,0.11,incorrect,hester prynne,0,0.11,incorrect
['arthur'],edward,0,0.33,incorrect,edward,0,0.33,incorrect,edward,0,0.33,incorrect
"['spencer', 'anne spencer', 'anne']",scarlett,0,0.4,incorrect,dimmesdale,0,0.29,incorrect,dimmesdale,0,0.29,incorrect
"['rogue male', 'rogue', 'male']",he,0,0.33,incorrect,heathcliff,0,0.3,incorrect,heathcliff,0,0.3,incorrect
