Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
"['ruth', 'ruth crawford', 'crawford']",hester,0,0.21,incorrect,he,0,0.33,incorrect,he,0,0.33,incorrect
['mark'],alex,0,0.25,incorrect,heathcliff,0,0.14,incorrect,heathcliff,0,0.14,incorrect
['butch'],andy,0,0.0,incorrect,knocked,0,0.17,incorrect,knocked,0,0.17,incorrect
['crawford'],hawkins,0,0.27,incorrect,pop,0,0.18,incorrect,pop,0,0.18,incorrect
['dave'],julia,0,0.22,incorrect,nowheresville,0,0.24,incorrect,nowheresville,0,0.24,incorrect
['butch'],andy,0,0.0,incorrect,pop,0,0.0,incorrect,pop,0,0.0,incorrect
['alden'],bob,0,0.0,incorrect,tom,0,0.0,incorrect,tom,0,0.0,incorrect
['carmody'],pop,0,0.2,incorrect,lightning,0,0.0,incorrect,lightning,0,0.0,incorrect
"['ruth', 'ruth crawford', 'crawford']",pop,0,0.18,incorrect,pop,0,0.18,incorrect,pop,0,0.18,incorrect
"['ruth', 'ruth crawford', 'crawford']",lucy,0,0.25,incorrect,sheila,0,0.21,incorrect,sheila,0,0.21,incorrect
['crawford'],clark,0,0.46,incorrect,smith,0,0.0,incorrect,smith,0,0.0,incorrect
['dave'],joe,0,0.29,incorrect,derby,0,0.44,incorrect,derby,0,0.44,incorrect
['dave'],jack,0,0.25,incorrect,harley,0,0.4,incorrect,harley,0,0.4,incorrect
"['uncle butch', 'butch', 'uncle']",vincent,0,0.5,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['hathaway'],roberts,0,0.13,incorrect,roberts,0,0.13,incorrect,roberts,0,0.13,incorrect
['butch'],thomas,0,0.36,incorrect,wood,0,0.0,incorrect,wood,0,0.0,incorrect
"['robert johnson', 'johnson', 'robert']",robert,1,1.0,correct,faust,0,0.18,incorrect,faust,0,0.18,incorrect
['ruth'],sheila,0,0.2,incorrect,pop,0,0.0,incorrect,pop,0,0.0,incorrect
['carmody'],king,0,0.0,incorrect,benson,0,0.15,incorrect,benson,0,0.15,incorrect
['ruth'],clara,0,0.22,incorrect,pop,0,0.0,incorrect,pop,0,0.0,incorrect
