Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['montag'],salamander,0,0.25,incorrect,phoenix,0,0.31,incorrect,salamander,0,0.25,incorrect,phoenix,0,0.31,incorrect,mary,0,0.4,incorrect,mary,0,0.4,incorrect,phoenix,0,0.31,incorrect,phoenix,0,0.31,incorrect,salamander,0,0.25,incorrect,phoenix,0,0.31,incorrect,salamander,0,0.25,incorrect,hester,0,0.17,incorrect,montag,1,1.0,correct,montag,1,1.0,correct,hester,0,0.17,incorrect,simurgh,0,0.31,incorrect,nguyen,0,0.33,incorrect,phuong,0,0.5,incorrect,montag,1,1.0,correct,anka,0,0.4,incorrect,phoenix,0,0.31,incorrect,phoenix,0,0.31,incorrect,mary,0,0.4,incorrect,phoenix,0,0.31,incorrect,phoenix,0,0.31,incorrect,hester,0,0.17,incorrect,montag,1,1.0,correct,simurgh,0,0.31,incorrect,phuong,0,0.5,incorrect,anka,0,0.4,incorrect
['montag'],lesli,0,0.0,incorrect,leslie,0,0.0,incorrect,atlas,0,0.36,incorrect,hercules,0,0.0,incorrect,moonstones,0,0.5,incorrect,moonstones,0,0.5,incorrect,hina,0,0.4,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,ravi,0,0.2,incorrect,atlas,0,0.36,incorrect,hector,0,0.17,incorrect,montag,1,1.0,correct,montag,1,1.0,correct,winston,0,0.31,incorrect,jet,0,0.22,incorrect,montag,1,1.0,correct,anh,0,0.22,incorrect,winston,0,0.31,incorrect,ayse,0,0.2,incorrect,leslie,0,0.0,incorrect,hercules,0,0.0,incorrect,moonstones,0,0.5,incorrect,hester,0,0.17,incorrect,ravi,0,0.2,incorrect,hector,0,0.17,incorrect,montag,1,1.0,correct,jet,0,0.22,incorrect,anh,0,0.22,incorrect,ayse,0,0.2,incorrect
['montag'],hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,mary,0,0.4,incorrect,john,0,0.4,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,mary,0,0.4,incorrect,hester,0,0.17,incorrect,ramesh,0,0.17,incorrect,hester,0,0.17,incorrect,sarah,0,0.18,incorrect,john,0,0.4,incorrect,her,0,0.0,incorrect,ahmet,0,0.36,incorrect,ahmet,0,0.36,incorrect,huy,0,0.0,incorrect,lan,0,0.22,incorrect,ahmet,0,0.36,incorrect,nazikce,0,0.31,incorrect,hester,0,0.17,incorrect,mary,0,0.4,incorrect,hester,0,0.17,incorrect,mary,0,0.4,incorrect,ramesh,0,0.17,incorrect,sarah,0,0.18,incorrect,her,0,0.0,incorrect,ahmet,0,0.36,incorrect,lan,0,0.22,incorrect,nazikce,0,0.31,incorrect
['montag'],hester,0,0.17,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,ramesh,0,0.17,incorrect,hester,0,0.17,incorrect,james,0,0.18,incorrect,montag,1,1.0,correct,sherlock,0,0.14,incorrect,harry,0,0.18,incorrect,ahmet,0,0.36,incorrect,montag,1,1.0,correct,hester,0,0.17,incorrect,hester,0,0.17,incorrect,ben,0,0.22,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect,hester,0,0.17,incorrect,ramesh,0,0.17,incorrect,james,0,0.18,incorrect,sherlock,0,0.14,incorrect,ahmet,0,0.36,incorrect,hester,0,0.17,incorrect,ben,0,0.22,incorrect
['mildred'],montag,0,0.15,incorrect,john,0,0.0,incorrect,montag,0,0.15,incorrect,rara,0,0.18,incorrect,hester,0,0.15,incorrect,john,0,0.0,incorrect,montag,0,0.15,incorrect,mark,0,0.36,incorrect,montag,0,0.15,incorrect,robert,0,0.31,incorrect,montag,0,0.15,incorrect,james,0,0.33,incorrect,montag,0,0.15,incorrect,montag,0,0.15,incorrect,montag,0,0.15,incorrect,montag,0,0.15,incorrect,montag,0,0.15,incorrect,hector,0,0.15,incorrect,montag,0,0.15,incorrect,ahmet,0,0.33,incorrect,john,0,0.0,incorrect,rara,0,0.18,incorrect,john,0,0.0,incorrect,mark,0,0.36,incorrect,robert,0,0.31,incorrect,james,0,0.33,incorrect,montag,0,0.15,incorrect,montag,0,0.15,incorrect,hector,0,0.15,incorrect,ahmet,0,0.33,incorrect
"['faber', 'faber—']",hester,0,0.36,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,femi,0,0.44,incorrect,tiro,0,0.22,incorrect,tiro,0,0.22,incorrect,hester,0,0.36,incorrect,time,0,0.22,incorrect,montag,0,0.18,incorrect,montag,0,0.18,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,montag,0,0.18,incorrect,montag,0,0.18,incorrect,montag,0,0.18,incorrect,montag,0,0.18,incorrect,montag,0,0.18,incorrect,y,0,0.0,incorrect,montag,0,0.18,incorrect,montag,0,0.18,incorrect,hester,0,0.36,incorrect,femi,0,0.44,incorrect,tiro,0,0.22,incorrect,time,0,0.22,incorrect,montag,0,0.18,incorrect,hester,0,0.36,incorrect,montag,0,0.18,incorrect,montag,0,0.18,incorrect,y,0,0.0,incorrect,montag,0,0.18,incorrect
['montag'],hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,fadaka,0,0.17,incorrect,cecile,0,0.0,incorrect,cecile,0,0.0,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,tom,0,0.22,incorrect,ramesh,0,0.17,incorrect,hester,0,0.17,incorrect,john,0,0.4,incorrect,montag,1,1.0,correct,janitorial,0,0.38,incorrect,montag,1,1.0,correct,kim,0,0.22,incorrect,montag,1,1.0,correct,hung,0,0.4,incorrect,montag,1,1.0,correct,polis,0,0.18,incorrect,hester,0,0.17,incorrect,fadaka,0,0.17,incorrect,cecile,0,0.0,incorrect,hester,0,0.17,incorrect,ramesh,0,0.17,incorrect,john,0,0.4,incorrect,janitorial,0,0.38,incorrect,kim,0,0.22,incorrect,hung,0,0.4,incorrect,polis,0,0.18,incorrect
['montag'],hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,john,0,0.4,incorrect,hester,0,0.17,incorrect,anyone,0,0.33,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,ramesh,0,0.17,incorrect,hester,0,0.17,incorrect,edward,0,0.17,incorrect,montag,1,1.0,correct,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,ba,0,0.25,incorrect,hester,0,0.17,incorrect,adam,0,0.2,incorrect,hester,0,0.17,incorrect,john,0,0.4,incorrect,anyone,0,0.33,incorrect,hester,0,0.17,incorrect,ramesh,0,0.17,incorrect,edward,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,ba,0,0.25,incorrect,adam,0,0.2,incorrect
['montag'],lee min ho,0,0.25,incorrect,lee,0,0.0,incorrect,innocent,0,0.43,incorrect,innocent,0,0.43,incorrect,jesus,0,0.0,incorrect,look,0,0.2,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hercules,0,0.0,incorrect,houdini,0,0.31,incorrect,hester,0,0.17,incorrect,stevenson,0,0.27,incorrect,houdini,0,0.31,incorrect,raskolnikov,0,0.24,incorrect,david,0,0.18,incorrect,montag,1,1.0,correct,hung,0,0.4,incorrect,meursault,0,0.27,incorrect,houdini,0,0.31,incorrect,lee,0,0.0,incorrect,innocent,0,0.43,incorrect,look,0,0.2,incorrect,hester,0,0.17,incorrect,hercules,0,0.0,incorrect,hester,0,0.17,incorrect,houdini,0,0.31,incorrect,david,0,0.18,incorrect,hung,0,0.4,incorrect,houdini,0,0.31,incorrect
['montag'],moses,0,0.36,incorrect,babel,0,0.18,incorrect,moses,0,0.36,incorrect,babel,0,0.18,incorrect,hester,0,0.17,incorrect,babel,0,0.18,incorrect,moses,0,0.36,incorrect,babel,0,0.18,incorrect,moses,0,0.36,incorrect,babel,0,0.18,incorrect,moses,0,0.36,incorrect,babela,0,0.17,incorrect,beatty,0,0.17,incorrect,snap,0,0.4,incorrect,beatty,0,0.17,incorrect,babil,0,0.18,incorrect,frollo,0,0.17,incorrect,babel,0,0.18,incorrect,faber,0,0.18,incorrect,babil,0,0.18,incorrect,babel,0,0.18,incorrect,babel,0,0.18,incorrect,babel,0,0.18,incorrect,babel,0,0.18,incorrect,babel,0,0.18,incorrect,babela,0,0.17,incorrect,snap,0,0.4,incorrect,babil,0,0.18,incorrect,babel,0,0.18,incorrect,babil,0,0.18,incorrect
['faber'],hester,0,0.36,incorrect,john,0,0.0,incorrect,hester,0,0.36,incorrect,ta,0,0.29,incorrect,john,0,0.0,incorrect,keletso,0,0.17,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,ravi,0,0.22,incorrect,hester,0,0.36,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect,madeline,0,0.31,incorrect,ahmet,0,0.4,incorrect,ali,0,0.25,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,ahmet,0,0.4,incorrect,ahmet,0,0.4,incorrect,john,0,0.0,incorrect,ta,0,0.29,incorrect,keletso,0,0.17,incorrect,hester,0,0.36,incorrect,ravi,0,0.22,incorrect,john,0,0.0,incorrect,madeline,0,0.31,incorrect,ali,0,0.25,incorrect,hester,0,0.36,incorrect,ahmet,0,0.4,incorrect
"['bowles', 'bayan bowles', 'bayan']",dorian,0,0.36,incorrect,moses,0,0.55,incorrect,hester,0,0.33,incorrect,mary,0,0.44,incorrect,thabo,0,0.36,incorrect,o,0,0.29,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,raphael,0,0.33,incorrect,hannibal,0,0.4,incorrect,hester,0,0.33,incorrect,mildred,0,0.31,incorrect,he,0,0.25,incorrect,montag,0,0.18,incorrect,mildred,0,0.31,incorrect,clarisse,0,0.29,incorrect,anh,0,0.5,incorrect,montag,0,0.18,incorrect,mildred,0,0.31,incorrect,moses,0,0.55,incorrect,mary,0,0.44,incorrect,o,0,0.29,incorrect,hester,0,0.33,incorrect,raphael,0,0.33,incorrect,hester,0,0.33,incorrect,he,0,0.25,incorrect,mildred,0,0.31,incorrect,anh,0,0.5,incorrect,mildred,0,0.31,incorrect
"['phelps', 'bayan phelps', 'bayan']",smith,0,0.18,incorrect,captain,0,0.5,incorrect,johnson,0,0.31,incorrect,johnson,0,0.31,incorrect,john,0,0.22,incorrect,kagiso,0,0.22,incorrect,cook,0,0.0,incorrect,hester,0,0.5,incorrect,captain,0,0.5,incorrect,captain,0,0.5,incorrect,nemo,0,0.25,incorrect,hester,0,0.5,incorrect,flint,0,0.2,incorrect,captain,0,0.5,incorrect,haddock,0,0.17,incorrect,ahmet,0,0.36,incorrect,beatty,0,0.55,incorrect,hung,0,0.22,incorrect,smollett,0,0.14,incorrect,yuzbasi,0,0.33,incorrect,captain,0,0.5,incorrect,johnson,0,0.31,incorrect,kagiso,0,0.22,incorrect,hester,0,0.5,incorrect,captain,0,0.5,incorrect,hester,0,0.5,incorrect,captain,0,0.5,incorrect,ahmet,0,0.36,incorrect,hung,0,0.22,incorrect,yuzbasi,0,0.33,incorrect
['montag'],hester,0,0.17,incorrect,igniter,0,0.31,incorrect,victor,0,0.17,incorrect,michael,0,0.31,incorrect,hendrick,0,0.14,incorrect,john,0,0.4,incorrect,hester,0,0.17,incorrect,mori,0,0.4,incorrect,montag,1,1.0,correct,hester,0,0.17,incorrect,prometheus,0,0.25,incorrect,igniter,0,0.31,incorrect,montag,1,1.0,correct,prometheus,0,0.25,incorrect,meursault,0,0.27,incorrect,kimyasal,0,0.29,incorrect,montag,1,1.0,correct,trieu,0,0.18,incorrect,mehmet,0,0.33,incorrect,yakis,0,0.18,incorrect,igniter,0,0.31,incorrect,michael,0,0.31,incorrect,john,0,0.4,incorrect,mori,0,0.4,incorrect,hester,0,0.17,incorrect,igniter,0,0.31,incorrect,prometheus,0,0.25,incorrect,kimyasal,0,0.29,incorrect,trieu,0,0.18,incorrect,yakis,0,0.18,incorrect
['montag'],hester,0,0.17,incorrect,sherry,0,0.0,incorrect,charlie,0,0.15,incorrect,sherry,0,0.0,incorrect,jalo,0,0.2,incorrect,john,0,0.4,incorrect,hester,0,0.17,incorrect,sauterne,0,0.14,incorrect,casey,0,0.18,incorrect,confetti,0,0.43,incorrect,hester,0,0.17,incorrect,sherry,0,0.0,incorrect,montag,1,1.0,correct,gatsby,0,0.17,incorrect,montag,1,1.0,correct,marcel,0,0.33,incorrect,montag,1,1.0,correct,cerise,0,0.0,incorrect,montag,1,1.0,correct,fransiz,0,0.15,incorrect,sherry,0,0.0,incorrect,sherry,0,0.0,incorrect,john,0,0.4,incorrect,sauterne,0,0.14,incorrect,confetti,0,0.43,incorrect,sherry,0,0.0,incorrect,gatsby,0,0.17,incorrect,marcel,0,0.33,incorrect,cerise,0,0.0,incorrect,fransiz,0,0.15,incorrect
