,en,es,tr,vi,st,yo,tn,ty,mai,mg,en_shuffled,es_shuffled,tr_shuffled,vi_shuffled,st_shuffled,yo_shuffled,tn_shuffled,ty_shuffled,mai_shuffled,mg_shuffled
1984,96.66666666666667,96.66666666666667,95.0,98.33333333333333,88.33333333333333,91.66666666666666,63.33333333333333,40.0,93.33333333333333,91.66666666666666,91.66666666666666,93.33333333333333,95.0,93.33333333333333,83.33333333333334,86.66666666666667,58.333333333333336,33.33333333333333,65.0,86.66666666666667
A Tale of Two Cities,100.0,81.0,97.0,98.0,79.0,97.0,53.0,92.0,87.0,96.0,100.0,79.0,98.0,92.0,76.0,96.0,51.0,87.0,50.0,95.0
A thousand splendid suns,82.97872340425532,63.829787234042556,25.53191489361702,89.36170212765957,44.680851063829785,70.2127659574468,12.76595744680851,42.5531914893617,12.76595744680851,76.59574468085107,76.59574468085107,46.808510638297875,10.638297872340425,68.08510638297872,31.914893617021278,48.93617021276596,10.638297872340425,27.659574468085108,2.127659574468085,53.191489361702125
Adventures of Huckleberry Finn,95.0,84.0,77.0,77.0,68.0,74.0,34.0,73.0,61.0,75.0,79.0,61.0,70.0,55.00000000000001,52.0,59.0,25.0,56.99999999999999,43.0,63.0
Adventures of Sherlock Holmes,54.0,40.0,43.0,50.0,49.0,62.0,26.0,47.0,59.0,56.00000000000001,59.0,64.0,59.0,56.00000000000001,42.0,55.00000000000001,14.000000000000002,45.0,49.0,50.0
Alice in Wonderland,91.30434782608695,100.0,100.0,95.65217391304348,84.78260869565217,97.82608695652173,56.52173913043478,95.65217391304348,100.0,97.82608695652173,100.0,97.82608695652173,95.65217391304348,97.82608695652173,82.6086956521739,97.82608695652173,45.65217391304348,93.47826086956522,100.0,97.82608695652173
Dracula,100.0,95.55555555555556,93.33333333333333,87.77777777777777,76.66666666666667,76.66666666666667,32.22222222222222,66.66666666666666,71.11111111111111,81.11111111111111,84.44444444444444,82.22222222222221,75.55555555555556,77.77777777777779,43.333333333333336,55.55555555555556,23.333333333333332,40.0,33.33333333333333,48.888888888888886
Dune,100.0,88.0,77.0,92.0,46.0,45.0,19.0,34.0,39.0,56.00000000000001,73.0,60.0,69.0,50.0,27.0,28.000000000000004,12.0,20.0,20.0,41.0
Fahrenheit 451,98.82352941176471,98.82352941176471,97.6470588235294,98.82352941176471,57.647058823529406,92.94117647058823,17.647058823529413,85.88235294117646,98.82352941176471,96.47058823529412,92.94117647058823,94.11764705882352,92.94117647058823,85.88235294117646,12.941176470588237,24.705882352941178,8.235294117647058,24.705882352941178,28.235294117647058,28.235294117647058
Frankenstein,98.0392156862745,94.11764705882352,100.0,98.0392156862745,84.31372549019608,92.15686274509804,49.01960784313725,74.50980392156863,88.23529411764706,88.23529411764706,92.15686274509804,84.31372549019608,82.35294117647058,72.54901960784314,62.745098039215684,72.54901960784314,33.33333333333333,56.86274509803921,62.745098039215684,74.50980392156863
Harry Potter and the Deathly Hallows,56.00000000000001,49.0,34.0,31.0,30.0,26.0,13.0,19.0,27.0,37.0,32.0,20.0,19.0,8.0,14.000000000000002,8.0,5.0,5.0,7.000000000000001,16.0
Of Mice and Men,100.0,87.5,95.83333333333334,87.5,81.25,93.75,41.66666666666667,89.58333333333334,79.16666666666666,87.5,97.91666666666666,91.66666666666666,97.91666666666666,95.83333333333334,75.0,72.91666666666666,37.5,83.33333333333334,43.75,91.66666666666666
Percy Jackson The Lightning Thief,89.69072164948454,24.742268041237114,58.76288659793815,60.824742268041234,44.329896907216494,50.51546391752577,21.649484536082475,32.98969072164948,47.42268041237113,49.48453608247423,60.824742268041234,45.36082474226804,41.23711340206185,37.11340206185567,24.742268041237114,35.051546391752574,12.371134020618557,26.804123711340207,13.402061855670103,35.051546391752574
Pride and Prejudice,98.0,98.0,98.0,99.0,83.0,96.0,56.99999999999999,85.0,92.0,95.0,98.0,94.0,89.0,88.0,78.0,86.0,50.0,81.0,84.0,87.0
Sense and sensibility,98.0,95.0,89.0,89.0,68.0,79.0,40.0,47.0,70.0,80.0,86.0,80.0,80.0,68.0,61.0,73.0,32.0,42.0,51.0,66.0
The Boy in the Striped Pyjamas,94.0,86.0,87.0,89.0,60.0,86.0,20.0,23.0,64.0,84.0,78.0,77.0,78.0,76.0,47.0,66.0,14.000000000000002,9.0,47.0,67.0
The Great Gatsby,98.14814814814815,98.14814814814815,92.5925925925926,98.14814814814815,85.18518518518519,87.03703703703704,48.148148148148145,57.407407407407405,87.03703703703704,87.03703703703704,96.29629629629629,88.88888888888889,88.88888888888889,81.48148148148148,68.51851851851852,68.51851851851852,44.44444444444444,51.85185185185185,74.07407407407408,77.77777777777779
The Handmaid s Tale,100.0,93.0,92.0,94.0,49.0,67.0,14.000000000000002,35.0,74.0,73.0,51.0,40.0,42.0,32.0,16.0,27.0,5.0,14.000000000000002,23.0,21.0
The Picture of Dorian Gray,95.8904109589041,95.8904109589041,95.8904109589041,91.78082191780823,72.6027397260274,64.38356164383562,35.61643835616438,61.64383561643836,87.67123287671232,79.45205479452055,78.08219178082192,84.93150684931507,73.97260273972603,56.16438356164384,56.16438356164384,47.94520547945205,32.87671232876712,39.726027397260275,45.20547945205479,54.794520547945204
