line_no,Single_ent,Multiple_ents,en,en_masked,vi,vi_masked,tr,tr_masked,es,es_masked,vi_translation,tr_translation,es_translation,token_count
26,,[],"“Yes, he’s got a father, but you can’t never find him these days. He used to lay drunk with the hogs in the tanyard, but he hain’t been seen in these parts for a year or more.”",,"- Có, nó có bố, nhưng hiện nay không tìm thấy bố nó được đâu. Bố nó chỉ chuyên môn say khướt với đám người bẩn thỉu ở trong nhà thuộc da ấy, mà đến hơn một năm nay chẳng thấy bố nó quanh quẩn ở vùng này nữa.",,"“Evet, babası vaı; ama bugünlerde onu bulmak mümkün değil. İçip içip tabakhanedeki domuzların arasında sızıyordu, ama bir yıldan uzun süredir buralarda hiç görünmedi.",,"—Sí, tiene padre, pero últimamente no lo encuentra nadie. Antes estaba siempre borracho con los cerdos en las tenerías, pero hace un año o más que no lo ve nadie.",,"- Yes, it has a father, but currently, its father cannot be found anywhere. Its father is always drunk with the filthy people in that tannery, and for more than a year now, its father hasn't been seen around this area.","“Yes, his father was around; but these days it's impossible to find him. He used to drink and pass out among the pigs at the tannery, but he hasn't been seen around here for over a year.”","—Yes, he has a father, but lately no one can find him. He used to always be drunk with the pigs in the tanneries, but no one has seen him for a year or more.",47
35,,[],"“Oh, certainly. It’s best. Some authorities think different, but mostly it’s considered best to kill them—except some that you bring to the cave here, and keep them till they’re ransomed.”",,"- Có chứ. Đó là cách tốt nhất. Có một số những tay có tiếng tăm thì nghĩ khác, nhưng hầu hết đều cho giết người là tốt hơn cả, trừ khi có những người mà mình mang họ về giam giữ trong hang này chờ đến khi nào họ được chuộc lại.",,"“Tabii, kesinlikle. En iyisi bu. İşin erbaplarından bazıları başka türlü konuşur; ama genellikle en iyisinin onları öldürmek olduğu söylenir. Gerçi bazılarını mağaraya getirebilir ve istediğimiz fidyeler ödeninceye kadar onları burada tutabiliriz.",,"—Pues claro. Es lo mejor. Algunas autoridades no están de acuerdo, pero en general se considera que lo mejor es matar a todos... salvo a algunos que se pueden traer aquí ala cueva y tenerlos hasta que queden rescatados.",,"- Yes, there is. That's the best way. Some well-known guys think differently, but most believe that killing is better, except for those whom we bring back to this cave to hold until they are ransomed.","“Of course, definitely. This is the best. Some of the experts speak otherwise; but it is generally said that the best is to kill them. However, we can bring some of them to the cave and keep them here until the ransoms we want are paid.”","—Well, of course. It's the best. Some authorities do not agree, but in general it is considered best to kill them all... except for a few that can be brought here to the cave and kept until they are rescued.",43
39,,[],"“Why, blame it all, we’ve got to do it. Don’t I tell you it’s in the books? Do you want to go to doing different from what’s in the books, and get things all muddled up?”",,"- Sao? Mặc kệ, chúng mình nhất định phải làm thế. Tao đã bảo rằng trong sách nói thế mà lại. Chúng mày định làm khác với những điều nói trong sách à? Định làm cho mọi thứ rồi định rối mù cả lên hay sao?",,"“Peki ne olduğunu bilmiyorsak nasıl yapacağız? “Aa, sıktın ama, yapmaya mecburuz işte, sana işin kitabında böyle yazıyor demedim mi? Kitapta yazandan farklı şeyler yapıp ondan sonra da işleri berbat etmek mi istiyorsun?",,"—Bueno, maldita sea, tenemos que hacerlo. ¿No os he dicho que está en los libros? ¿Queréis hacerlo distinto de los libros y que salga todo al revés?",,"Never mind, we absolutely have to do it this way. I told you that the book says so. Are you planning to do something different from what the book says? Are you planning to mess everything up?","“So how will we do it if we don't know what it is?” “Ah, but you're annoying, we have to do it, didn't I tell you that's what the book says? Do you want to do things differently from what's written in the book and then mess everything up?”","—Well, damn it, we have to do it. Haven't I told you it's in the books? Do you want to do it differently from the books and have everything turn out wrong?",48
44,,[],"“A guard! Well, that is good. So somebody’s got to set up all night and never get any sleep, just so as to watch them. I think that’s foolishness. Why can’t a body take a club and ransom them as soon as they get here?”",,"- Có người canh gác? à, thế thì tốt. Như vậy là phải có người ngồi đó suốt đêm để canh họ và không được ngủ chứ. Tao nghĩ rằng như thế thì thật là điên rồ. Vậy thì tại sao không có người nào cầm cái gậy mà chuộc ngay cho họ một cái khi mới bắt họ về đây có được không?",,“Nöbetçi demek. Bu iyi işte. O halde birileri bütün gece bekleyecek ve onlara göz kulak olmak için hiç uyumayacak. Bence bu aptallık. Ne diye elimize bir sopa alıp buraya getirir getirmez fidyeyle serbest bırakmıyoruz?,,"—¡Una guardia! Ésa sí que es buena. O sea que alguien tiene que quedarse sentado toda la noche sin dormir nada, sólo para vigilarlos. Me parece una bobada. ¿Por qué no podemos darles un garrotazo y que se queden rescatados en cuanto los traigamos?",,"- There are guards? Ah, that's good. That means someone has to sit there all night to watch them and not sleep. I think that's really crazy. So why doesn't someone just grab a stick and give them a good beating as soon as they bring them here? - Why?",“It means a guard. This is good. So someone will stay up all night and keep an eye on them without sleeping. I think this is foolish. Why don't we just grab a stick and release them for ransom as soon as we bring them here?”,"—A guard! That's a good one. So someone has to sit all night without sleeping at all, just to watch over them. It seems foolish to me. Why can't we just knock them out and have them rescued as soon as we bring them?",56
48,,[],"“Well, if that’s the way I’m agreed, but I don’t take no stock in it. Mighty soon we’ll have the cave so cluttered up with women, and fellows waiting to be ransomed, that there won’t be no place for the robbers. But go ahead, I ain’t got nothing to say.”",,"- à, nếu mà như vậy thì tao đồng ý; nhưng chuyện ấy thì tao không thiết. Vì rồi chẳng bao lâu thì cái hang này của mình lại nhốn nháo đầy những đàn bà, với những người chờ đó để bị chuộc, rồi lại không còn chỗ để mà chứa bọn cướp chúng mình nữa. Nhưng thôi, mày cứ nói nốt đi, tao không hỏi gì nữa.",,"“Eğer öyleyse, bana göre hava hoş, ama yine de bunun doğruluğuna pek güvenmezdim yerinde olsam. Kısa sürede mağara kadınlarla ve fidyesinin ödenmesini bekleyen adamlarla dolup taşar ve soygunculara yer kalmaz. Ama buyur, devam et sen, söyleyecek sözüm yok.",,"—Bueno, si es así, estoy de acuerdo, pero tampoco me dice mucho. En seguida tendremos la cueva tan llena de mujeres y de tipos esperando al rescate que no quedará sitio para los ladrones. Pero adelante, no tengo nada que decir.",,"- Ah, if that's the case, then I agree; but I don't care about that matter. Because soon enough, this cave of ours will be bustling with women, with those waiting to be ransomed, and then there won't be any space left to accommodate our gang of thieves. But anyway, just go on, I won't ask anything else.","“If that's the case, it's fine by me, but I still wouldn't trust its accuracy if I were you. In a short time, the cave would be filled with women and men waiting for their ransom to be paid, leaving no room for the robbers. But go ahead, continue, I have nothing more to say.”","—Well, if that's the case, I agree, but it doesn't tell me much either. Soon we will have the cave so full of women and guys waiting to be rescued that there won't be any room left for the thieves. But go ahead, I have nothing to say.",68
63,,[],"“Why, they rub an old tin lamp or an iron ring, and then the genies come tearing in, with the thunder and lightning a-ripping around and the smoke a-rolling, and everything they’re told to do they up and do it. They don’t think nothing of pulling a shot-tower up by the roots, and belting a Sunday-school superintendent over the head with it—or any other man.”",,"- Họ lấy tay cọ sát vào cái đèn bằng thiếc hay vào cái nhẫn bằng sắt, thế là ông thần kia ầm ầm kéo đến, có sấm sét và chớp lóe hiện lên theo ở quanh mình rồi khói bay lên cuồn cuồn, rồi bất cứ sai họ việc gì là họ cũng làm ngay được chứ sao. Họ có thể không cần phải dùng đến sức lực mà cũng nhổ bật một cái pháo đài hoặc đem buộc ông giám thị của trường hay bất cứ ai lên đó rồi đội cả đi cũng được.",,"“Eski bir teneke lambayı ya da demir yüzüğü ovalıyorlar; sonra da cinler bir anda ortaya çıkıyor. Bu sırada çevrede şimşekler çakıyor, yıldırımlar düşüyor ve bir duman yükseliyor. Cinler söylenen her şeyi yapmak zorundalar. Bir saçma kulesini kökünden söküvermek, sonra da onunla pazar okulu öğretmeninin ya da başka birinin kafasına vurmak onlar için işten değil.",,"—Pues frotan una lámpara vieja de estaño o un anillo de hierro, y entonces llegan los genios, acompañados de truenos y rayos y de todo el humo del mundo y van y hacen todo lo que se les dice que hagan. Les resulta facilísimo arrancar de cuajo una torre y darle en la cabeza con ella a un superintendente de escuela dominical, o a cualquiera.",,"- They rub their hands against the tin lamp or the iron ring, and then that genie comes roaring, with thunder and lightning flashing around him, smoke billowing up, and whatever task they are commanded to do, they can do it immediately. They might not need to use any strength to uproot a fortress or tie up the school supervisor or anyone else on it and carry them away.","“They rub an old tin lamp or an iron ring; then the genies suddenly appear. Meanwhile, lightning flashes around, thunder strikes, and smoke rises. The genies have to do everything they are told. Uprooting a shot tower from its roots and then hitting the head of the Sunday school teacher or someone else with it is no big deal for them.”","—Well, they rub an old tin lamp or an iron ring, and then the genies arrive, accompanied by thunder and lightning and all the smoke in the world, and they go and do everything they are told to do. It's extremely easy for them to tear a tower out by the roots and hit a Sunday school superintendent, or anyone else, on the head with it.",85
68,,[],"“What! and I as high as a tree and as big as a church? All right, then; I would come; but I lay I’d make that man climb the highest tree there was in the country.”",,"- Thế thì tao cũng sẽ to bằng cái này, lớn bằng cái nhà thờ à? Vậy thì hay lắm: tao sẽ đi đến chỗ đó; nhưng mà tao thì định sẽ bắt người ấy phải trèo lên một cái cây nhất ở xứ này.",,"“Yok canım, ağaç kadar uzun ve kilise binası kadar büyük olmama rağmen mi? Madem öyle, gelirdim gelmesine, ama yemin ederim ki o adamı ülkedeki en yüksek ağacın tepesine tırmandırırdım vallahi.",,"—¡Cómo! ¿Si yo fuera igual de alto que un árbol y cuadrado como un armario de tres cuerpos? Bueno, vale; iría, pero te apuesto a que ese hombre tendría que subirse al árbol más alto que hubiera en todo el país.",,"- So, will I be as big as this, as big as the church? That would be great: I will go to that place; but I intend to make that person climb the tallest tree in this land.","“No way, despite being as tall as a tree and as big as a church building? If that's the case, I would have come, but I swear I would have made that man climb to the top of the tallest tree in the country.”","—What! If I were as tall as a tree and square like a three-door wardrobe? Well, okay; I would go, but I bet you that man would have to climb the tallest tree in the whole country.",43
72,,[],"Well, three or four months run along, and it was well into the winter now. I had been to school most all the time and could spell and read and write just a little, and could say the multiplication table up to six times seven is thirty-five, and I don’t reckon I could ever get any further than that if I was to live forever. I don’t take no stock in mathematics, anyway.",,"Ba bốn tháng trôi qua, bây giờ đã đến giữa mùa đông. Lâu nay tôi vẫn đi học và đã có thể đánh vần được, đọc được, viết được chút ít và đã có thể thuộc bảng cửu chương đến chỗ sáu lần bảy là ba mươi lăm. Tôi không tin chắc là mình có thể giỏi được hơn thế nữa nếu mình còn sống. Dù sao thì tôi cũng không thích cái môn toán cho lắm.",,"Üç-dört ay daha böyle geçmiş ve artık enikonu kışa girmiştik. Çoğu zaman okulda oluyordum ve sözcüklerin harflerini saymayı, okumayı, az buçuk da yazmayı öğrenmiştim. Kerrat cetveli altı kere yedi otuz beş’e kadar ezberimdeydi, ama sonsuza dek yaşasam bile bundan daha ileri gidebileceğimi sanmıyordum. Zaten matematik o kadar da umurumda değildi.",,"BUENO, pasaron tres o cuatro meses y ya estaba bien entrado el invierno. Había ido a la escuela casi todo el tiempo, me sabía las letras y leer y escribir un poco y me sabía la tabla de multiplicar hasta seis por siete treinta y cinco, y pensaba que nunca llegaría más allá aunque viviera eternamente. De todas formas, las matemáticas no me gustan mucho.",,"Four months have passed, and now it is the middle of winter. All this time, I have been going to school and have learned to spell, read, write a little, and have memorized the multiplication table up to six times seven is thirty-five. I am not sure if I could get any better than that if I were to live longer. Anyway, I do not like math very much.","Three or four more months passed like this, and we had now fully entered winter. Most of the time, I was at school and had learned to count the letters of words, to read, and to write a little bit. The multiplication table was memorized up to six times seven equals thirty-five, but I didn't think I could go any further even if I lived forever. Anyway, I didn't care much about mathematics.","WELL, three or four months passed and it was already deep into winter. I had gone to school almost all the time, I knew the letters and could read and write a little and I knew the multiplication table up to six times seven is thirty-five, and I thought I would never get beyond that even if I lived forever. Anyway, I don't like math very much.",84
80,,[],"“No, sir,” I says, “I don’t want to spend it. I don’t want it at all—nor the six thousand, nuther. I want you to take it; I want to give it to you—the six thousand and all.”",,"- Không, ông ạ, cháu chẳng muốn tiêu đâu cả sáu nghìn trước cũng thế. Cháu muốn ông cầm lấy, biếu ông đấy, cả sáu nghìn, tất cả.",,"“Hayır; efendim,” dedim, “harcamak istemiyorum. Zaten hiç istemiyorum… altı bini de istemiyorum. Hepsini sizin almanızı istiyorum; size vermek istiyorum… altı bini ve geri kalanın hepsini.",,"—No, señor —dije—. No quiero gastármelos. No los quiero para nada; y tampoco los seis mil. Quiero que se los quede usted; quiero dárselos a usted: los seis mil y todo.",,"- No, sir, I don't want to spend all six thousand, just like before. I want you to take it, it's a gift for you, all six thousand, everything.","“No; sir,” I said, “I don't want to spend it. In fact, I don't want it at all… I don't want the six thousand either. I want you to take all of it; I want to give it to you… the six thousand and all the rest of it.”","—No, sir —I said—. I don't want to spend them. I don't want them for anything; and neither the six thousand. I want you to keep them; I want to give them to you: the six thousand and everything.",52
98,,[],"He was most fifty, and he looked it. His hair was long and tangled and greasy, and hung down, and you could see his eyes shining through like he was behind vines. It was all black, no gray; so was his long, mixed-up whiskers. There warn’t no color in his face, where his face showed; it was white; not like another man’s white, but a white to make a body sick, a white to make a body’s flesh crawl—a tree-toad white, a fish-belly white. As for his clothes—just rags, that was all. He had one ankle resting on t’other knee; the boot on that foot was busted, and two of his toes stuck through, and he worked them now and then. His hat was laying on the floor—an old black slouch with the top caved in, like a lid.",,"Bố tôi chạc năm mươi tuổi. Tóc dài, bù xù, rũ xuống, và cáu bẩn. Nhìn qua bộ tóc ấy có thể trông thấy đôi mắt sáng chiếu ra, khác nào như ông ấy đứng nấp sau dàn nho mà nhìn mình vậy. Bộ tóc toàn một màu đen không một sợi bạc nào, cả hai bên tóc mai dài chằng chịt vào nhau cũng vậy. Nhìn mặt ông ấy trừ những chỗ không có râu tóc thì không có màu sắc gì khác, chỉ thấy trắng, không phải cái trắng như của mọi người, nhưng là một cái trắng làm cho những thớ thịt của người ta phải co rúm lại. Một màu trắng của cây leo, một cái màu trắng của bụng con cá. Còn quần áo ông ấy thì ngoài mấy mảnh rách mướp ra, chẳng có gì. Ông ấy ngồi vắt chân chữ ngũ, chiếc giầy bên phía chân vắt lên đã há mõm, một ngón chân thò ra ngoài, chốc chốc lại ngọ nguậy. Chiếc mũ của ông ấy quăng trên sàn nhà là một chiếc mũ rộng vành, màu đen, đã cũ và trên cái quả mũ đã thủng một lỗ to tướng trông như cái khung cửa để chui xuống hầm tầu vậy.",,"Neredeyse elli yaşına basmıştı ve yaşını gösteriyordu. Omuzlarından aşağı inen uzun, yağlı ve darmadağınık saçları önüne döküldüğünden gözleri sarmaşıkların ardındaymışçasına parlıyordu. Saçlarına hiç ak düşmemişti, uzun ve karmakarışık favorilerine de. Saçlardan göründüğü kadarıyla rengi uçup gitmişti; yüzü bembeyazdı; ama başkalarınınki gibi beyaz değil, insanın midesini kaldıran bir beyaz, insanın tüylerini ürperten bir beyaz –ağaç kurbağası beyazı, balık karnı beyazı. Kıyafetleri ise– tam anlamıyla paçavraydı. Bir ayağının bileğini öbür dizine koymuştu; o ayağında da çizmesinin burnundaki delikten görünen iki parmağını oynatıp duruyordu. Şapkasını yere koymuştu; geniş kenarlı eski püskü siyah şapkanın tepesi içine göçmüş, tencere kapağı gibi olmuştu.",,"Tenía casi cincuenta años y los aparentaba. Llevaba un pelo largo, enredado y grasiento que le colgaba hasta el cuello, y por el medio se le veían los ojos que le brillaban como si estuviera escondido detrás de una parra. Lo tenía todo negro, sin canas; igual que la barba larga y desordenada. No tenía nada de color en la cara, donde se le veía; estaba todo blanco, no como otros hombres, sino de un blanco que daba asco, un blanco que le daba a uno picores, un blanco de sapo de árbol, de vientre de pez. Y de ropa: harapos y nada más. Tenía apoyado un tobillo en la otra rodilla; la bota de aquel pie estaba rota y se le veían dos de los dedos, que movía de vez en cuando. Había dejado el sombrero en el piso: un viejo chambergo con la copa toda hundida, como una tapadera.",,"My father is about fifty years old. His hair is long, messy, hanging down, and dirty. Through that hair, you can see his bright eyes shining out, as if he were hiding behind a grapevine and looking at you. His hair is completely black without a single gray strand, and the long sideburns intertwine with each other as well. Looking at his face, except for the places without hair, there is no other color, just white, not the kind of white everyone has, but a white that makes the flesh of people cringe. A white like that of a climbing plant, a white like the belly of a fish. As for his clothes, apart from a few tattered pieces, there is nothing else. He sits cross-legged, the shoe on the leg that is crossed over has its mouth open, a toe sticking out, occasionally wiggling. His hat thrown on the floor is a wide-brimmed, black hat, old, with a huge hole on the crown that looks like a door frame leading down to a ship's hold.","He was almost fifty years old, and he looked his age. His long, greasy, and disheveled hair fell over his face, making his eyes shine as if they were behind ivy. There was no gray in his hair, nor in his long and tangled sideburns. As far as could be seen from his hair, its color had faded; his face was ghostly white; but not white like others, a stomach-turning white, a hair-raising white – the white of a tree frog, the white of a fish belly. His clothes were– truly rags. He had one ankle resting on the opposite knee; on that foot, he kept wiggling the two toes visible through the hole in the tip of his boot. He had placed his hat on the ground; the wide-brimmed, shabby black hat had its crown caved in, looking like a pot lid.","He was almost fifty years old and he looked it. He had long, tangled, greasy hair that hung down to his neck, and through it, his eyes shone as if he were hiding behind a vine. It was all black, without any gray; just like his long, disheveled beard. There was no color in his face, where it was visible; it was all white, not like other men, but a white that was disgusting, a white that made you itch, a white like a tree frog, like a fish's belly. And his clothes: rags and nothing more. He had one ankle resting on the other knee; the boot on that foot was torn and two of his toes were visible, which he moved from time to time. He had left his hat on the floor: an old slouch hat with the crown all caved in, like a lid.",182
