en_first_half,en_second_half,en_word_count,en_results_raw,vi_first_half,vi_second_half,vi_word_count,vi_results_raw,es_first_half,es_second_half,es_word_count,es_results_raw,tr_first_half,tr_second_half,tr_word_count,tr_results_raw
"Mr. John Dashwood had not the strong feelings of the rest of the family; but he was affected by a recommendation of such a nature at such a time, and he promised to do every thing in","his power to make them comfortable. His father was rendered easy by such an assurance, and Mr. John Dashwood had then leisure to consider how much there might prudently be in his power to do for them.",74,completion,"Anh John Daswood không có mói dây tình cảm thân thiết với những người còn lại trong gia tộc; nhưng anh chịu tác động của lời đề nghị theo cách thức như thế trong tình cảnh như thế, và anh hứa sẽ làm mọi cách trong khả năng của","anh để họ sống thoải mái. Ông bố cảm thấy nhẹ nhõm với lời hứa này, và anh John Daswood có thời giờ nhàn nhã để tính toán xem anh có thể hành xử khả năng của anh một cách cẩn trọng như thế nào để lo cho họ.",98,completion,"El señor John Dashwood no tenía la profundidad de sentimientos del resto de la familia, pero sí le afectó una recomendación de tal índole en un momento como ése, y prometió hacer todo lo que","le fuera posible por el bienestar de sus parientes. El padre se sintió tranquilo ante tal promesa, y el señor John Dashwood se entregó entonces sin pr isa a considerar cuánto podría prudentemente hacer por ellas.",71,completion,Mr John Dashwood'da ailenin diğer üyelerindeki güçlü duygular yoktu; ama öyle bir zamanda öyle bir vasiyet konuşmasından etkilendi ve onları rahat ettirmek için elinden,geleni yapmaya söz verdi. Bu teminat babasının içine su serpti; sonra Mr John Dashwood sağduyu çerçevesinde onlar için elinden ne gelebileceğini düşünecek zaman buldu.,48,completion>
"He was not an ill–disposed young man, unless to be rather cold hearted and rather selfish is to be ill–disposed: but he was, in general, well respected; for he conducted himself with propriety in the discharge of his ordinary duties. Had he married a more amiable","woman, he might have been made still more respectable than he was:—he might even have been made amiable himself; for he was very young when he married, and very fond of his wife. But Mrs. John Dashwood was a strong caricature of himself;—more narrow–minded and selfish.",92,completion>,"Anh không phải là người trai trẻ nhẫn tâm, chỉ vì thói lãnh đạm và khá ích kỉ khiến anh trở nên nhẫn tâm, nhưng nói chung anh được vị nể vì anh tự ý thức trong việc hành xử đúng đắn những nghĩa vụ thông thường của anh. Nếu anh cưới một cô vợ nhân ái hơn,","anh đã có thể được quý trọng hơn, bản thân anh đã có thể trở nên dễ thương;tất cả chỉ vì anh lập gia đình ở tuổi còn trẻ và yêu quý cô vợ của anh hết mực. Nhưng cô John Daswood lại thể hiện mình là bức tranh biếm họa của anh: hẹp hòi và ích kỷ hơn.",117,completion,"No era John Dashwood un joven mal dispuesto, a menos que ser algo frío de corazón y un poco egoísta sea tener mala disposición; pero en general era respetado, porque se comportaba con corrección en el desempeño de sus deberes corrientes. De haber desposado una mujer más amable, podría haber llegado a","ser más respetable de lo que era —incluso él mismo podría haberse transformado en alguien amable—, porque era muy joven cuando se casó y le tenía mucho cariño a su esposa. Pero la señora de John Dashwood era una áspera caricatura de su esposo, más estrecha de mente y más egoísta que él.",105,completion>,"Kalpsiz bir delikanlı değildi, eğer biraz duygusuz, hatta bencil olmak kalpsizlik değilse: ama genel olarak itibar edilen biriydi, çünkü gündelik işlerini görürken usul, adap gözeterek hareket ederdi. Daha sevimli bir",kadınla evlenmiş olsaydı daha da muteber bir hale gelebilirdi: -evlendiği zaman çok gençti ve karısına çok düşkündü. Ama Mrs John Dashwood kocasının güçlü bir karikatürüydü; -daha dar kafalı ve bencil.,60,completion>
"""Why, to be sure,"" said her husband, very gravely, ""that would make great difference. The time may come when Harry will regret that","so large a sum was parted with. If he should have a numerous family, for instance, it would be a very convenient addition.""",46,completion,"Ông chồng trang trọng: - Chắc hẳn rồi, đây sẽ là một khác biệt lớn. Sẽ đến lúc Harry lấy làm tiếc phải mất","đi số tiền lớn như thế. Giả dụ, nếu nó có một gia đình đông đúc, có thêm món tiền này cùng là đáng kể.",49,completion,"—Pero, por supuesto —dijo su esposo con gran seriedad—, eso cambiaría todo. Puede llegar un momento en que Harry lamente haberse separado","de una suma tan grande. Si, por ejemplo, llegara a tener una familia numerosa, sería un muy conveniente suplemento a sus rentas.",44,completion,"""Tabii,"" dedi kocası, ciddi bir sesle, ""o zaman durum değişirdi. Gün gelir, Henry öyle büyük","bir paradan olduğu için üzülebilir. Büyük bir ailesi olursa, mesela, bu para çok işine yarar.",30,"completion> Henry öyle büyük bir adam olurdu ki, belki de artık onunla ilgili söylentiler ve dedikodular da değişirdi. Belki de o zamanlar, onun hakkında söylenenlerin hepsi doğru olmayabilirdi. Çünkü büyük adamlar, genellikle söylentilere ve dedikodulara konu olmazlar. Ve belki de, o zamanlar, Henry'nin hayatı hakkında daha fazla şey öğrenebilirdik. "
"Mrs. Dashwood remained at Norland several months; not from any disinclination to move when the sight of every well known spot ceased to raise the violent emotion which it produced for a while; for when her spirits began to revive, and her mind became capable of some other exertion than that of heightening its affliction by melancholy remembrances, she was impatient to be gone, and","indefatigable in her inquiries for a suitable dwelling in the neighbourhood of Norland; for to remove far from that beloved spot was impossible. But she could hear of no situation that at once answered her notions of comfort and ease, and suited the prudence of her eldest daughter, whose steadier judgment rejected several houses as too large for their income, which her mother would have approved.",131,completion>,"Bà Daswood lưu lại Norland trong vài tháng. Không phải do bà không muốn đi khi mà mọi khung cảnh quen thuộc đã không làm bà xúc động mãnh liệt như ban đầu; vì khi tâm tư bà được khuây khỏa trở lại và đầu óc bà có những vướng bận khác thay vì những hồi tưởng nhớ nhung, bà nóng lòng muốn đi, hỏi han không mệt mỏi về một nơi chốn ổn định phù hợp trong","vùng Norland; vì không thể dời đi xa hẳn khỏi nơi chốn thân yêu này. Nhưng bà không tìm ra nơi nào có thể đáp ứng được yêu cầu tiện nghi và thoải mái của bà, và thích hợp với đức cẩn trọng của cô con gái lớn, vì óc phán đoán của cô luôn kiên định bác bỏ vài căn nahf quá rộng so với lợi tức của họ, nếu không bà mẹ đã chấp nhận. B",156,completion,"La señora Dashwood permaneció en Norland durante varios meses, y ello no porque no deseara salir de allí una vez que los lugares que tan bien conocía dejaron de despertarle la violenta emoción que durante un tiempo le habían producido; pues cuando su ánimo comenzó a revivir y su mente pudo dedicarse a algo más que agudizar su dolor mediante recuerdos tristes, se llenó de impaciencia por partir e infatigablemente se","dedicó a averiguar por alguna residencia adecuada en las vecindades de Norlarid, ya que le era imposible irse lejos de ese tan amado lugar. Pero no le llegaba noticia alguna de lugares que a la vez satisficieran sus nociones de comodidad y bienestar y se adecuaran a la prudencia de su hija mayor, que con más sensato juicio rechazó varias casas que su madre habría aprobado, considerándolas demasiado grandes para sus ingresos.",143,completion>,"Mrs Dashwood Norland'da birkaç ay kaldı, aklına yer etmiş her görüntü bir süre sonra aynı şiddetli duyguları uyandırmaz oldu da taşınma isteği duymamaya başladı değil; aksine, neşesi yerine gelmeye başlayınca, aklı kederli hatıralarla üzüntüsünü artırmaktan başka şeylerle ilgilenebilir hale gelince oradan gitmek için sabırsızlandı ve","o sevgili diyardan uzaklaşmak imkansız olduğundan, Norland civarında uygun bir yer bulmak için amansız bir arayışa girişti. Gelgeldim, hem konfor ve kullanışlılık isteklerine cevap veren hem de onun beğendiği birkaç evi gelirlerine göre fazla büyük diye ısrarla reddeden büyük kızının sağduyusuna uygun bir yer bulamadı.",90,completion
"""No taste for drawing!"" replied Elinor, ""why should you think so? He does not draw himself, indeed, but he has great pleasure in seeing the performances of other people, and I assure you he is by no means deficient in natural taste, though he has not had opportunities of improving it. Had he","ever been in the way of learning, I think he would have drawn very well. He distrusts his own judgment in such matters so much, that he is always unwilling to give his opinion on any picture; but he has an innate propriety and simplicity of taste, which in general direct him perfectly right.""",107,completion,"Elinor đáp: - Không có khiếu thẩm mỹ! Do đâu mà em nghĩ như thế? Đúng thật là anh không vẽ tranh, nhưng anh rất thích xem tranh của những người khác, và chị có thể nói chắc với em rằng khiếu thẩm mỹ của anh ấy không hề kém, tuy anh không có cơ","hội trau dồi. Nếu anh ấy muốn học tập, chị nghĩ anh cũng vẽ tranh được. Anh không tin vào khả năng đánh giá của chính mình, đến nỗi không bao giờ anh muốn đưa ý kiến về bức họa nào, nhưng anh bẩm sinh có khuôn phép và tính giản đơn trong khiếu thẩm mỹ.",111,completion,"—Que carezca de gusto para el dibujo... ¿y qué te hace pensar eso? —replicó Elinor—. El no dibuja, es cierto, pero disfruta enormemente viendo dibujar a otras personas y, puedo asegurártelo, de ninguna manera está falto de un buen gusto natural, aunque no se le ha ofrecido oportunidad de mejorarlo. Si","alguna vez hubiera tenido la posibilidad de aprender, creo que habría dibujado muy bien. Desconfía tanto de su propio juicio en estas materias que siempre es reacio a dar su opinión sobre cualquier cuadro; pero tiene una innata finura y simplicidad de gusto que, en general, lo guía de manera perfectamente adecuada.",103,completion>,"""Resim zevki yok mu,"" diye cevapladı Elinor; ""niye öyle düşünüyorsun? Kendisi resim yapmıyor elbette, ama başkalarının yaptıklarını görmekten büyük keyif alıyor; emin ol, doğal zevki hiç de kusurlu değil, sadece zevkini geliştirme fırsatı bulamamış. Eğitim alsaydı","gayet güzel resim yapardı. Bu tür meselelerde kendi görüşlerine pek güveni yok, o yüzden resimler hakkında görüşünü söylemek istemiyor; ama doğuştan gelme bir kalite duygusu ve yalın bir zevki var ve onu genelde gayet doğru yönlendiriyor.",72,completion>
"""I am sure,"" replied Elinor, with a smile, ""that his dearest friends could not be dissatisfied","with such commendation as that. I do not perceive how you could express yourself more warmly.""",32,completion,Elinor mỉm cười: - Chị tin chắc rằng những người bạn thân thiết nhất của anh ấy không thể phật ý,vì lời khen ngợi như thế. Chị không thể nghĩ ra làm thế nào em có thể nhận xét nồng hậu hơn.,43,completion,"—Estoy segura —respondió Elinor, con una sonr isa — de que sus amigos más queridos no",quedarían disconformes con un elogio como ése. No me imagino cómo podrías expresarte con mayor calidez.,32,completion,"""Herhalde,"" diye cevap verdi Elinor gülümseyerek, ""yakın dostları böyle bir",yorumdan şikayet etmezlerdi. Düşüncelerini daha içten bir şekilde ifade edemezdin.,20,"sırrı paylaşabilirler. Belki de bu sırrı paylaşmak, onların dostluğunu daha da derinleştiriyordu."
"""And you really are not engaged to him!"" said she. ""Yet it certainly soon will happen. But two advantages will proceed from this delay. I shall not lose you so soon, and Edward will have greater opportunity of improving","that natural taste for your favourite pursuit which must be so indispensably necessary to your future felicity. Oh! if he should be so far stimulated by your genius as to learn to draw himself, how delightful it would be!""",78,completion>,"- Chị không hẹn ước với anh ấy! Tuy thế, việc này sẽ sớm xảy ra. Nhưng sẽ có hai điều lợi do sự chậm trễ này. Em sẽ không phải xa chị sớm quá, còn Edward sẽ có nhiều cơ hội hơn để nâng","cao trình độ thưởng thức của anh cho hợp với ý mong mỏi của chị, rất cần thiết cho hạnh phúc của chị sau này. Ôi, thật là đẹp lòng biết bao nếu anh được thiên tài của chị khuyến khích mà cố học vẽ!",90,completion,—¡Y en verdad no estás comprometida con él! —dijo—. Aunque de todas maneras va a ocurrir luego. Pero esta tardanza tiene dos ventajas. Yo no te perderé tan pronto y Edward,"tendrá más oportunidades de mejorar ese gusto natural por tu ocupación favorita, tan indispensable para tu felicidad futura. ¡Ah! Si tu genio lo llevara a aprender a dibujar también, ¡qué delicioso sería!",63,completion,"""Sen cidden sözlenmemişsin!"" dedi. ""Olsun, nasılsa yakında olur. Üstelik bu gecikmenin iki faydası var. Ben seni o kadar çabuk kaybetmeyeceğim, Edward da senin gelecekteki mutluluğun","için fevkalade önemli olan özel uğraşın konusunda doğal zevkini geliştirme fırsatı bulacak. Ah, senin dehandan etkilense de kendisi de resim yapmayı öğrense ne kadar tatlı olur!",51,completion>
"""Mama, you are not doing me justice. I know very well that Colonel Brandon is not old enough to make his friends yet","apprehensive of losing him in the course of nature. He may live twenty years longer. But thirty–five has nothing to do with matrimony.""",46,completion,"- Mẹ ạ, mẹ không công tâm với con. Con biết rõ rằng Đại tá Brandon chưa già đến nỗi phải khiến bạn hữu ông lo sợ sẽ bị",mất ông do quá trình lão hóa tự nhiên. Ông ấy có thể còn sống thêm 20 năm nữa. Nhưng tuổi 35 không can dự gì đến hôn nhân.,58,completion,"—Mamá, no está siendo justa conmigo. Sé perfectamente que el coronel Brandon no es tan viejo como para que sus amigos teman perderlo por",causas propias del curso de la naturaleza. Puede vivir veinte años más. Pero treinta y cinco años no tienen nada que ver con el matrimonio.,49,completion>,"""Anneciğim, beni anlamıyorsun. Albay Brandon'ın dostlarına onu bugün yarın kaybedeceklerini düşündürtecek kadar yaşlı olmadığını",biliyorum. Yirmi yıl daha yaşayabilir. Ama otuz beş yaşın da artık evlilikle işi olmaz yani.,29,completion
"""But he talked of flannel waistcoats,"" said Marianne; ""and with me a flannel waistcoat is invariably connected","with aches, cramps, rheumatisms, and every species of ailment that can afflict the old and the feeble.""",34,"with the idea of a cold and a sore throat, and a general feeling of being out of sorts. I am sure that if he had been in the habit of wearing one, he would have been more careful about his health, and would not have been so careless about his appearance. But, as it was, he seemed to think that a flannel waistcoat was a thing to be laughed at, and that it was only suitable for old men and invalids. I am sure that if he had been in the habit of wearing one, he would have been more careful about his health, and would not have been so careless about his appearance. But, as it was, he seemed to think that a flannel waistcoat was a thing to be laughed at, and that it was only suitable for old men and invalids. I am sure that if he had been in the habit of wearing one, he would have been more careful about his health, and would not have been so careless about his appearance. But, as it was, he seemed to think that a flannel waistcoat was a thing to be laughed at, and that it was only suitable for old men and invalids. I am sure that if he had been in the habit of wearing one, he would have been more careful about his health, and would not have been so careless about his appearance. But, as it was, he seemed to think that a flannel waistcoat was a thing to be laughed at, and that it was only suitable for old men and invalids. I am sure that if he had been in the habit of wearing one, he would have been more careful about his health, and would not have been so careless about his appearance. But, as it was, he seemed to think that a flannel waistcoat was a thing to be laughed at, and that it was only suitable for old men and invalids. I am sure that if he had been in the habit of wearing one, he would have been more careful about his health, and would not have been so careless about his appearance. But, as it was, he seemed to think that a flannel waistcoat was a thing to be laughed at, and that it was only suitable for old men and invalids. I am sure that if he had been in the habit of wearing one, he would have been more careful about his health, and would not have been so careless about his appearance. But, as it was, he seemed to think that a flannel waistcoat was a thing to be laughed at, and that it was only suitable for old men and invalids. I am sure that if he had been in the habit of wearing one, he would have been more careful about his health, and would not have been so careless about his appearance. But, as it was, he seemed to think that a flannel waistcoat was a thing to be laughed at, and that it was only suitable for old men and invalids. I am sure that if he had been in the habit of wearing one, he would have been more careful about his health, and would not have been so careless about his appearance. But, as it was, he seemed to think that a flannel waistcoat was a thing to be laughed at, and that it was only suitable for old men and invalids. I am sure that if he had been in the habit of wearing one, he would have been more careful about his health, and would not have been so careless about his appearance. But, as it was, he seemed to think that a flannel waistcoat was a thing to be laughed at, and that it was only suitable for old men and invalids. I am sure that if he had been in the habit of wearing one, he would have been more careful about his health, and would not have been so careless about his appearance. But, as it was, he seemed to think that a flannel waistcoat was a thing to be laughed at, and that it was only suitable for old men and invalids. I am sure that if he had been in the habit of wearing one, he would have been more careful about his health, and would not have been so careless about his appearance. But, as it was, he seemed to think that a flannel waistcoat was a thing to be laughed at, and that it was only suitable for old men and invalids. I am sure that if he had been in the habit of wearing one, he would have been more careful about his health, and would not have been so careless about his appearance. But, as it was, he seemed to think that a flannel waistcoat was a thing to be laughed at, and that it was only suitable for old men and invalids. I am sure that if he had been in the habit of wearing one, he would have been more careful about his health, and would","Marianne nói: - Nhưng ông ấy nói về mấy áo choàng bằng vải fla-nen, và đối với em một áo choàng bằng vải fla-nen","luôn liên quan đến những chứng nhức mỏi, chuột rút, phong thấp, cùng mọi chứng bệnh có thể xảy ra cho người già yếu.",48,completion,"—Pero él mencionó camisetas de franela —dijo Marianne—; y para mí, una camiseta de franela está invariablemente","unida a dolores, calambres, reumatismo, y todos los males que pueden afligir a los ancianos y débiles.",34,completion,"""Ama iç fanilası giymekten bahsetti,"" dedi Marianne, ""bana göre iç fanilası","ağrıları, krampları, romatizmaları ve yaşlılara, güçsüzlere tebelleş olan öteki hastalıkları akla getiriyor.",23,"bir tür koruma sağlıyordu, belki de sadece bir moda aksesuarı değil, aynı zamanda bir tür ruhani koruma da olabilirdi."
"""Had he been only in a violent fever, you would not have despised him half so much. Confess, Marianne,","is not there something interesting to you in the flushed cheek, hollow eye, and quick pulse of a fever?""",38,completion,"- Nếu ông ấy chỉ bị một cơn sốt cao, hẳn em sẽ không khinh khi ông ấy đến phân nửa như thế. Marianne, em nên nhìn nhận","rằng có một cái gì đấy đáng cho em quan tâm trong má ửng hồng, mắt lõm và nhịp mạch nhanh của cơn sốt, không phải hay sao?",56,completion,"—Si tan sólo hubiera estado sufriendo de una fiebre violenta, no lo habrías menospreciado tanto. Confiesa, Marianne,","¿no sientes que hay algo interesante en las mejillas encendidas, ojos hundidos y pulso acelerado de la fiebre?",35,completion,"""Sadece şiddetli ateşi olsaydı onu bunun yarısı kadar bile küçümsemezdin. itiraf et Marianne, yüksek ateşli","birinin kızarmış yanaklarında, baygın gözlerinde ve hızlı nabız atışlarında seni cezbeden bir şey yok mu?",30,completion
