,en,es,tr,vi,st,yo,tn,ty,mai,mg,en_shuffled,es_shuffled,tr_shuffled,vi_shuffled,st_shuffled,yo_shuffled,tn_shuffled,ty_shuffled,mai_shuffled,mg_shuffled
1984,91.66666666666666,85.0,80.0,91.66666666666666,83.33333333333334,85.0,53.333333333333336,33.33333333333333,65.0,83.33333333333334,85.0,83.33333333333334,86.66666666666667,71.66666666666667,73.33333333333333,83.33333333333334,43.333333333333336,25.0,43.333333333333336,76.66666666666667
A Tale of Two Cities,96.0,59.0,60.0,82.0,65.0,74.0,48.0,88.0,30.0,87.0,92.0,65.0,79.0,78.0,64.0,94.0,46.0,79.0,6.0,79.0
A thousand splendid suns,68.08510638297872,17.02127659574468,4.25531914893617,34.04255319148936,34.04255319148936,31.914893617021278,12.76595744680851,12.76595744680851,2.127659574468085,29.78723404255319,44.680851063829785,29.78723404255319,2.127659574468085,34.04255319148936,12.76595744680851,17.02127659574468,2.127659574468085,2.127659574468085,0.0,14.893617021276595
Adventures of Huckleberry Finn,74.0,45.0,37.0,20.0,44.0,66.0,20.0,45.0,25.0,51.0,66.0,37.0,28.000000000000004,40.0,35.0,47.0,5.0,27.0,10.0,43.0
Adventures of Sherlock Holmes,30.0,21.0,23.0,19.0,12.0,15.0,4.0,20.0,13.0,11.0,27.0,19.0,17.0,13.0,11.0,15.0,3.0,9.0,3.0,2.0
Alice in Wonderland,100.0,93.47826086956522,86.95652173913044,93.47826086956522,84.78260869565217,89.13043478260869,50.0,95.65217391304348,100.0,95.65217391304348,97.82608695652173,80.43478260869566,93.47826086956522,89.13043478260869,78.26086956521739,100.0,45.65217391304348,93.47826086956522,89.13043478260869,97.82608695652173
Dracula,92.22222222222223,82.22222222222221,75.55555555555556,71.11111111111111,64.44444444444444,73.33333333333333,30.0,63.33333333333333,30.0,81.11111111111111,76.66666666666667,67.77777777777779,67.77777777777779,57.77777777777777,51.11111111111111,66.66666666666666,20.0,38.88888888888889,20.0,52.22222222222223
Dune,84.0,56.00000000000001,45.0,64.0,21.0,25.0,12.0,14.000000000000002,23.0,21.0,46.0,22.0,31.0,18.0,12.0,20.0,9.0,12.0,1.0,14.000000000000002
Fahrenheit 451,27.058823529411764,23.52941176470588,23.52941176470588,24.705882352941178,38.82352941176471,85.88235294117646,10.588235294117647,81.17647058823529,27.058823529411764,84.70588235294117,27.058823529411764,24.705882352941178,22.35294117647059,24.705882352941178,10.588235294117647,25.882352941176475,8.235294117647058,22.35294117647059,1.1764705882352942,25.882352941176475
Frankenstein,94.11764705882352,76.47058823529412,58.82352941176471,74.50980392156863,58.82352941176471,78.43137254901961,39.21568627450981,58.82352941176471,39.21568627450981,72.54901960784314,74.50980392156863,54.90196078431373,54.90196078431373,52.94117647058824,43.13725490196079,58.82352941176471,23.52941176470588,45.09803921568628,25.49019607843137,47.05882352941176
Harry Potter and the Deathly Hallows,36.0,23.0,19.0,11.0,7.000000000000001,8.0,4.0,1.0,8.0,5.0,18.0,10.0,10.0,4.0,3.0,2.0,0.0,0.0,1.0,2.0
Of Mice and Men,100.0,62.5,35.41666666666667,64.58333333333334,77.08333333333334,100.0,35.41666666666667,77.08333333333334,45.83333333333333,77.08333333333334,75.0,52.083333333333336,60.416666666666664,35.41666666666667,45.83333333333333,68.75,20.833333333333336,47.91666666666667,12.5,50.0
Percy Jackson The Lightning Thief,44.329896907216494,10.309278350515463,8.24742268041237,1.0309278350515463,15.463917525773196,23.711340206185564,3.0927835051546393,11.34020618556701,4.123711340206185,8.24742268041237,26.804123711340207,11.34020618556701,2.0618556701030926,1.0309278350515463,4.123711340206185,18.556701030927837,2.0618556701030926,3.0927835051546393,2.0618556701030926,4.123711340206185
Pride and Prejudice,95.0,69.0,57.99999999999999,68.0,78.0,89.0,38.0,74.0,85.0,82.0,91.0,70.0,74.0,63.0,71.0,81.0,36.0,57.99999999999999,87.0,81.0
Sense and sensibility,92.0,48.0,39.0,28.999999999999996,56.00000000000001,67.0,32.0,42.0,24.0,56.00000000000001,80.0,52.0,61.0,51.0,46.0,61.0,22.0,37.0,17.0,50.0
The Boy in the Striped Pyjamas,56.00000000000001,16.0,33.0,27.0,35.0,54.0,2.0,0.0,1.0,9.0,43.0,5.0,28.000000000000004,27.0,5.0,8.0,0.0,0.0,0.0,2.0
The Great Gatsby,94.44444444444444,75.92592592592592,61.111111111111114,79.62962962962963,64.81481481481481,72.22222222222221,42.592592592592595,51.85185185185185,70.37037037037037,72.22222222222221,70.37037037037037,66.66666666666666,57.407407407407405,55.55555555555556,42.592592592592595,53.70370370370371,33.33333333333333,33.33333333333333,44.44444444444444,53.70370370370371
The Handmaid s Tale,77.0,41.0,23.0,26.0,14.000000000000002,38.0,4.0,15.0,13.0,16.0,17.0,4.0,10.0,6.0,4.0,8.0,0.0,7.000000000000001,2.0,6.0
The Picture of Dorian Gray,87.67123287671232,69.86301369863014,68.4931506849315,63.013698630136986,58.9041095890411,54.794520547945204,27.397260273972602,50.68493150684932,64.38356164383562,52.054794520547944,52.054794520547944,50.68493150684932,50.68493150684932,39.726027397260275,38.35616438356164,53.42465753424658,27.397260273972602,30.136986301369863,49.31506849315068,39.726027397260275
