Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['tía lydia', 'aunt', 'lydia teyze', 'teyze', 'tía', 'lydia', 'aunt lydia']",mpho,0,0.0,incorrect,moo,0,0.0,incorrect,hester,0,0.36,incorrect,nibi,0,0.31,incorrect,"mme le fa go ntse jalo, letsatsi, letsatsi le le tlhabang, dithunya tse ga di a tshwanela go lelekwa. ke a tshela, ke tshela, ke a hemela, ka ntsha seatla sa ka, ke letse ke le mo gare ga letsatsi. fa ke ne ke le mo kgolegelong, ke ne ke se na tshiamelo,",0,0.07,incorrect,mme,0,0.25,incorrect,hester,0,0.36,incorrect,teie,0,0.67,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,masoandro,0,0.32,incorrect,velona,0,0.36,incorrect,moo,0,0.0,incorrect,nibi,0,0.31,incorrect,mme,0,0.25,incorrect,teie,0,0.67,incorrect,hester,0,0.36,incorrect,velona,0,0.36,incorrect,god,0,0.25,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,dostoyevsky,0,0.38,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect
['cora'],hester,0,0.2,incorrect,haeba,0,0.22,incorrect,hester,0,0.2,incorrect,lonakona,0,0.33,incorrect,botlhe,0,0.2,incorrect,botlhe,0,0.2,incorrect,hester,0,0.2,incorrect,ahiri,0,0.22,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,raha,0,0.5,incorrect,haeba,0,0.22,incorrect,lonakona,0,0.33,incorrect,botlhe,0,0.2,incorrect,ahiri,0,0.22,incorrect,hester,0,0.2,incorrect,raha,0,0.5,incorrect,[mask],0,0.2,incorrect,hester,0,0.2,incorrect,[mask]'ya,0,0.15,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,maria,0,0.44,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect
['rita'],hester,0,0.2,incorrect,ke,0,0.0,incorrect,nigeria,0,0.55,incorrect,ebi,0,0.29,incorrect,hester,0,0.2,incorrect,mogoteng,0,0.17,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,abhimaan,0,0.33,incorrect,hester,0,0.2,incorrect,mangetaheta,0,0.27,incorrect,ke,0,0.0,incorrect,ebi,0,0.29,incorrect,mogoteng,0,0.17,incorrect,hester,0,0.2,incorrect,abhimaan,0,0.33,incorrect,mangetaheta,0,0.27,incorrect,hester,0,0.2,incorrect,john,0,0.0,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,toi,0,0.29,incorrect,toi,0,0.29,incorrect,carne,0,0.22,incorrect,carne,0,0.22,incorrect,john,0,0.0,incorrect,hester,0,0.2,incorrect,toi,0,0.29,incorrect,carne,0,0.22,incorrect
"['joy', 'serena joy', 'serena']",soprano,0,0.47,incorrect,hola,0,0.29,incorrect,adaora,0,0.33,incorrect,hester,0,0.5,incorrect,mme,0,0.22,incorrect,sontaga,0,0.46,incorrect,growing souls gospel hour,0,0.23,incorrect,hester,0,0.5,incorrect,suzanne collins,0,0.32,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,indra,0,0.36,incorrect,hola,0,0.29,incorrect,hester,0,0.5,incorrect,sontaga,0,0.46,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,indra,0,0.36,incorrect,sister,0,0.5,incorrect,mother,0,0.33,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,ba,0,0.25,incorrect,linh,0,0.2,incorrect,la soprano y protagonista,0,0.29,incorrect,maria,0,0.36,incorrect,mother,0,0.33,incorrect,hester,0,0.5,incorrect,linh,0,0.2,incorrect,maria,0,0.36,incorrect
['luke'],lisontaha,0,0.15,incorrect,tokoloho,0,0.17,incorrect,hester,0,0.2,incorrect,iru,0,0.29,incorrect,nna,0,0.0,incorrect,sontaga,0,0.0,incorrect,hester,0,0.2,incorrect,noa'tu,0,0.2,incorrect,hester,0,0.2,incorrect,ravi,0,0.0,incorrect,hester,0,0.2,incorrect,alahady,0,0.18,incorrect,tokoloho,0,0.17,incorrect,iru,0,0.29,incorrect,sontaga,0,0.0,incorrect,noa'tu,0,0.2,incorrect,ravi,0,0.0,incorrect,alahady,0,0.18,incorrect,we,0,0.33,incorrect,john,0,0.0,incorrect,hester,0,0.2,incorrect,john,0,0.0,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,maria,0,0.0,incorrect,casa,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect,hester,0,0.2,incorrect,casa,0,0.0,incorrect
"['tía lydia', 'aunt', 'lydia teyze', 'teyze', 'tía', 'lydia', 'aunt lydia']",tokoloho,0,0.24,incorrect,tokoloho,0,0.24,incorrect,hester,0,0.36,incorrect,ni,0,0.4,incorrect,mme jaanong,0,0.27,incorrect,kgololesego,0,0.27,incorrect,tiamaraa,0,0.55,incorrect,hester,0,0.36,incorrect,freedom,0,0.33,incorrect,freedom,0,0.33,incorrect,andrianampoinimerina,0,0.33,incorrect,andrianampoinimerina,0,0.33,incorrect,tokoloho,0,0.24,incorrect,ni,0,0.4,incorrect,kgololesego,0,0.27,incorrect,hester,0,0.36,incorrect,freedom,0,0.33,incorrect,andrianampoinimerina,0,0.33,incorrect,freedom,0,0.33,incorrect,don't,0,0.44,incorrect,hester,0,0.36,incorrect,anarsi,0,0.4,incorrect,freedom,0,0.33,incorrect,hester,0,0.36,incorrect,john,0,0.25,incorrect,libertad,0,0.46,incorrect,don't,0,0.44,incorrect,anarsi,0,0.4,incorrect,hester,0,0.36,incorrect,libertad,0,0.46,incorrect
['janine'],hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,mo,0,0.0,incorrect,mme,0,0.22,incorrect,mme molomo,0,0.12,incorrect,hester,0,0.17,incorrect,tahiti,0,0.33,incorrect,hester,0,0.17,incorrect,charu,0,0.18,incorrect,hester,0,0.17,incorrect,ary,0,0.22,incorrect,hester,0,0.17,incorrect,mo,0,0.0,incorrect,mme molomo,0,0.12,incorrect,tahiti,0,0.33,incorrect,charu,0,0.18,incorrect,ary,0,0.22,incorrect,name,0,0.4,incorrect,bird,0,0.2,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,juan,0,0.6,incorrect,bird,0,0.2,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,juan,0,0.6,incorrect
['luke'],hester,0,0.2,incorrect,nako,0,0.25,incorrect,hester,0,0.2,incorrect,mo,0,0.0,incorrect,mma ramotswe,0,0.12,incorrect,mma,0,0.0,incorrect,hester,0,0.2,incorrect,mea,0,0.29,incorrect,hester,0,0.2,incorrect,lipton,0,0.2,incorrect,hester,0,0.2,incorrect,nalainy,0,0.18,incorrect,nako,0,0.25,incorrect,mo,0,0.0,incorrect,mma,0,0.0,incorrect,mea,0,0.29,incorrect,lipton,0,0.2,incorrect,nalainy,0,0.18,incorrect,periodically he would take all the bags and throw them out.,0,0.13,incorrect,butcher's,0,0.31,incorrect,kasap,0,0.22,incorrect,kasap,0,0.22,incorrect,toi,0,0.0,incorrect,nguyen,0,0.4,incorrect,maria,0,0.0,incorrect,juan,0,0.25,incorrect,butcher's,0,0.31,incorrect,kasap,0,0.22,incorrect,nguyen,0,0.4,incorrect,juan,0,0.25,incorrect
"['ofglen', 'deglen', 'gleninki']",hester,0,0.33,incorrect,re,0,0.25,incorrect,hester,0,0.33,incorrect,nigeria,0,0.4,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,mhilaa,0,0.17,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,ary,0,0.0,incorrect,re,0,0.25,incorrect,nigeria,0,0.4,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,ary,0,0.0,incorrect,women,0,0.55,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,mujer,0,0.18,incorrect,maria,0,0.15,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,maria,0,0.15,incorrect
"['tía lydia', 'aunt', 'lydia teyze', 'teyze', 'tía', 'lydia', 'aunt lydia']",hester,0,0.36,incorrect,moses,0,0.2,incorrect,oluwaseun,0,0.46,incorrect,imetomowa ohun,0,0.33,incorrect,mme,0,0.25,incorrect,mme rona tshwanetse,0,0.33,incorrect,hester,0,0.36,incorrect,rurutaina,0,0.5,incorrect,vijay,0,0.5,incorrect,vijay,0,0.5,incorrect,hester,0,0.36,incorrect,aza eny,0,0.44,incorrect,moses,0,0.2,incorrect,imetomowa ohun,0,0.33,incorrect,mme rona tshwanetse,0,0.33,incorrect,rurutaina,0,0.5,incorrect,vijay,0,0.5,incorrect,aza eny,0,0.44,incorrect,modesty,0,0.33,incorrect,modesty,0,0.33,incorrect,hester,0,0.36,incorrect,kizlar,0,0.44,incorrect,di,0,0.57,incorrect,bon khon,0,0.22,incorrect,ninas,0,0.5,incorrect,maria,0,0.5,incorrect,modesty,0,0.33,incorrect,kizlar,0,0.44,incorrect,bon khon,0,0.22,incorrect,maria,0,0.5,incorrect
