Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['ryan'],john,0,0.25,incorrect,woman,0,0.44,incorrect,woman,0,0.44,incorrect
['ryan'],john,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['ryan'],john,0,0.25,incorrect,mrs,0,0.29,incorrect,mrs,0,0.29,incorrect
['ryan'],john,0,0.25,incorrect,he,0,0.0,incorrect,he,0,0.0,incorrect
['ryan'],name,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['ryan'],john,0,0.25,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect
['ryan'],john,0,0.25,incorrect,he,0,0.0,incorrect,he,0,0.0,incorrect
['ryan'],john,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['ryan'],john,0,0.25,incorrect,he,0,0.0,incorrect,he,0,0.0,incorrect
['ryan'],john's,0,0.2,incorrect,forbing,0,0.36,incorrect,forbing,0,0.36,incorrect
['pat'],john,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['pat'],ryan,0,0.29,incorrect,ryan,0,0.29,incorrect,ryan,0,0.29,incorrect
['ryan'],john's,0,0.2,incorrect,cvs,0,0.0,incorrect,cvs,0,0.0,incorrect
['ryan'],[mask],0,0.2,incorrect,sarah,0,0.44,incorrect,sarah,0,0.44,incorrect
['ryan'],her,0,0.29,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['ryan'],louisiana,0,0.31,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect
['ryan'],grandfather,0,0.4,incorrect,grandfather,0,0.4,incorrect,grandfather,0,0.4,incorrect
['ryan'],house,0,0.0,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['ryan'],john,0,0.25,incorrect,he,0,0.0,incorrect,he,0,0.0,incorrect
['rogers'],mrs.,0,0.4,incorrect,mrs. holloway,0,0.21,incorrect,mrs. holloway,0,0.21,incorrect
['ryan'],hank,0,0.5,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['ryan'],john,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['ryan'],tahoe,0,0.22,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['ryan'],he,0,0.0,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect
