Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['caroline', 'beaufort', 'caroline beaufort']",john,0,0.33,incorrect,morali,0,0.43,incorrect,omobinrin,0,0.35,incorrect,jesus,0,0.31,incorrect,he,0,0.2,incorrect,god,0,0.18,incorrect,jesus,0,0.31,incorrect,maui,0,0.33,incorrect,shivani,0,0.27,incorrect,shivani,0,0.27,incorrect,god,0,0.18,incorrect,antananarivo,0,0.3,incorrect,emily,0,0.15,incorrect,elizabeth,0,0.38,incorrect,ali,0,0.55,incorrect,hasir kizi,0,0.33,incorrect,charlotte,0,0.59,incorrect,nguyen,0,0.29,incorrect,she,0,0.18,incorrect,maria,0,0.46,incorrect,morali,0,0.43,incorrect,jesus,0,0.31,incorrect,god,0,0.18,incorrect,maui,0,0.33,incorrect,shivani,0,0.27,incorrect,antananarivo,0,0.3,incorrect,elizabeth,0,0.38,incorrect,hasir kizi,0,0.33,incorrect,nguyen,0,0.29,incorrect,maria,0,0.46,incorrect
['elizabeth'],elizabeth,1,1.0,correct,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,charlotte,0,0.22,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,elizabeth,1,1.0,correct,victor frankenstein,0,0.29,incorrect,elizabeth,1,1.0,correct,ingolstadt,0,0.32,incorrect,elizabeth,1,1.0,correct,ingolstadt,0,0.32,incorrect,elizabeth,1,1.0,correct,mary,0,0.15,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,victor frankenstein,0,0.29,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,mary,0,0.15,incorrect
"['hủy', 'señor', 'krempe', 'thần', 'm', 'hoạ', 'señor krempe', 'thần hủy hoạ']",jesus,0,0.25,incorrect,oh ha,0,0.5,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,god,0,0.33,incorrect,god,0,0.33,incorrect,frankenstein,0,0.35,incorrect,nijery,0,0.36,incorrect,mary shelley,0,0.33,incorrect,frankenstein,0,0.35,incorrect,dante,0,0.44,incorrect,frankenstein,0,0.35,incorrect,victor frankenstein,0,0.39,incorrect,nguyen,0,0.44,incorrect,dante,0,0.44,incorrect,frankenstein,0,0.35,incorrect,oh ha,0,0.5,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,god,0,0.33,incorrect,nijery,0,0.36,incorrect,frankenstein,0,0.35,incorrect,frankenstein,0,0.35,incorrect,nguyen,0,0.44,incorrect,frankenstein,0,0.35,incorrect
"['profesör waldman', 'm', 'profesör', 'waldman']",john,0,0.2,incorrect,lesotho,0,0.4,incorrect,olusegun,0,0.27,incorrect,jesus,0,0.31,incorrect,mme leser,0,0.35,incorrect,leser,0,0.46,incorrect,te hinaaro,0,0.31,incorrect,te,0,0.2,incorrect,shyam,0,0.33,incorrect,deb,0,0.2,incorrect,tompo,0,0.33,incorrect,toy,0,0.18,incorrect,emma,0,0.4,incorrect,jane,0,0.36,incorrect,ozgur,0,0.31,incorrect,ali,0,0.4,incorrect,henry clerval,0,0.34,incorrect,frankenstein,0,0.3,incorrect,carlos,0,0.43,incorrect,carlos,0,0.43,incorrect,lesotho,0,0.4,incorrect,jesus,0,0.31,incorrect,leser,0,0.46,incorrect,te,0,0.2,incorrect,deb,0,0.2,incorrect,toy,0,0.18,incorrect,jane,0,0.36,incorrect,ali,0,0.4,incorrect,frankenstein,0,0.3,incorrect,carlos,0,0.43,incorrect
"['señor krempe', 'm', 'krempe', 'señor']",jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,maui,0,0.4,incorrect,emily,0,0.36,incorrect,shrey,0,0.4,incorrect,madame,0,0.33,incorrect,antananarivo,0,0.24,incorrect,henry clerval,0,0.4,incorrect,mr. darcy,0,0.29,incorrect,anna,0,0.22,incorrect,sevinc,0,0.55,incorrect,nguyen tuan,0,0.26,incorrect,nguyen,0,0.36,incorrect,he,0,0.29,incorrect,carlos,0,0.18,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,maui,0,0.4,incorrect,shrey,0,0.4,incorrect,antananarivo,0,0.24,incorrect,mr. darcy,0,0.29,incorrect,sevinc,0,0.55,incorrect,nguyen,0,0.36,incorrect,carlos,0,0.18,incorrect
['dante'],god,0,0.25,incorrect,jesus,0,0.2,incorrect,god,0,0.25,incorrect,jesus,0,0.2,incorrect,god,0,0.25,incorrect,jesus,0,0.2,incorrect,god,0,0.25,incorrect,te ti'aturi,0,0.25,incorrect,edgar allan poe,0,0.4,incorrect,shiv,0,0.0,incorrect,god,0,0.25,incorrect,jesus,0,0.2,incorrect,henry clerval,0,0.22,incorrect,victor frankenstein,0,0.33,incorrect,henry,0,0.2,incorrect,god,0,0.25,incorrect,henry clerval,0,0.22,incorrect,nguyen,0,0.36,incorrect,henry clerval,0,0.22,incorrect,frankenstein,0,0.47,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,te ti'aturi,0,0.25,incorrect,shiv,0,0.0,incorrect,jesus,0,0.2,incorrect,victor frankenstein,0,0.33,incorrect,god,0,0.25,incorrect,nguyen,0,0.36,incorrect,frankenstein,0,0.47,incorrect
"['frankenstein', 'clerval']",mariha,0,0.31,incorrect,jesus,0,0.24,incorrect,jesus,0,0.24,incorrect,jesus,0,0.24,incorrect,jesus,0,0.24,incorrect,mariga,0,0.31,incorrect,god,0,0.0,incorrect,jesus,0,0.24,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,jesus,0,0.24,incorrect,elizabeth,0,0.29,incorrect,elizabeth,0,0.29,incorrect,heathcliff,0,0.35,incorrect,sevgili,0,0.43,incorrect,nguyen,0,0.33,incorrect,nguyen,0,0.33,incorrect,henry,0,0.33,incorrect,god,0,0.0,incorrect,jesus,0,0.24,incorrect,jesus,0,0.24,incorrect,mariga,0,0.31,incorrect,jesus,0,0.24,incorrect,god,0,0.0,incorrect,jesus,0,0.24,incorrect,elizabeth,0,0.29,incorrect,sevgili,0,0.43,incorrect,nguyen,0,0.33,incorrect,god,0,0.0,incorrect
['clerval'],lesotho,0,0.29,incorrect,lesotho,0,0.29,incorrect,jesus,0,0.17,incorrect,owon,0,0.0,incorrect,setshwantsho,0,0.21,incorrect,that's,0,0.15,incorrect,te,0,0.22,incorrect,nahea,0,0.33,incorrect,god,0,0.0,incorrect,shiv,0,0.18,incorrect,andriamanitra,0,0.2,incorrect,jesus,0,0.17,incorrect,elizabeth,0,0.25,incorrect,hamlet,0,0.31,incorrect,voltaire,0,0.27,incorrect,ozdemir,0,0.29,incorrect,elizabeth,0,0.25,incorrect,nguyen,0,0.15,incorrect,albert,0,0.46,incorrect,god,0,0.0,incorrect,lesotho,0,0.29,incorrect,owon,0,0.0,incorrect,that's,0,0.15,incorrect,nahea,0,0.33,incorrect,shiv,0,0.18,incorrect,jesus,0,0.17,incorrect,hamlet,0,0.31,incorrect,ozdemir,0,0.29,incorrect,nguyen,0,0.15,incorrect,god,0,0.0,incorrect
['henry'],william jones,0,0.11,incorrect,bochabela,0,0.29,incorrect,william jones,0,0.11,incorrect,virgil,0,0.18,incorrect,william jones,0,0.11,incorrect,arabia,0,0.18,incorrect,william jones,0,0.11,incorrect,arabia,0,0.18,incorrect,edward fitzgerald,0,0.18,incorrect,abdul ghaffar khan,0,0.17,incorrect,goethe,0,0.36,incorrect,university of rome,0,0.26,incorrect,henry clerval,0,0.56,incorrect,william jones,0,0.11,incorrect,edward,0,0.36,incorrect,edward said,0,0.25,incorrect,henry,1,1.0,correct,nguyen,0,0.36,incorrect,byron,0,0.2,incorrect,geneva,0,0.36,incorrect,bochabela,0,0.29,incorrect,virgil,0,0.18,incorrect,arabia,0,0.18,incorrect,arabia,0,0.18,incorrect,abdul ghaffar khan,0,0.17,incorrect,university of rome,0,0.26,incorrect,william jones,0,0.11,incorrect,edward said,0,0.25,incorrect,nguyen,0,0.36,incorrect,geneva,0,0.36,incorrect
"['querido', 'querido clerval', 'clerval']",geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneve,0,0.31,incorrect,geneve,0,0.31,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneve,0,0.31,incorrect,henry,0,0.33,incorrect,geneva,0,0.46,incorrect,emile,0,0.4,incorrect,cenevre,0,0.43,incorrect,william,0,0.29,incorrect,geneva,0,0.46,incorrect,de lacey,0,0.35,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneve,0,0.31,incorrect,geneva,0,0.46,incorrect,geneve,0,0.31,incorrect,geneva,0,0.46,incorrect,cenevre,0,0.43,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect
