Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['henry', 'wotton', 'lord', 'lord henry wotton', 'henry wotton']",japanese,0,0.15,incorrect,tokyo,0,0.36,incorrect,london,0,0.6,incorrect,tokyo,0,0.36,incorrect,japan,0,0.2,incorrect,paris,0,0.22,incorrect,peresia,0,0.33,incorrect,london,0,0.6,incorrect,laibrnm,0,0.36,incorrect,lndn,0,0.5,incorrect,laburnum,0,0.33,incorrect,toy,0,0.44,incorrect,dorian gray,0,0.38,incorrect,shibata,0,0.21,incorrect,lord henry,0,0.74,correct,henry,1,1.0,correct,gray,0,0.44,incorrect,paris,0,0.22,incorrect,london,0,0.6,incorrect,london,0,0.6,incorrect,tokyo,0,0.36,incorrect,tokyo,0,0.36,incorrect,paris,0,0.22,incorrect,london,0,0.6,incorrect,lndn,0,0.5,incorrect,toy,0,0.44,incorrect,shibata,0,0.21,incorrect,henry,1,1.0,correct,paris,0,0.22,incorrect,london,0,0.6,incorrect
"['hallward', 'basil hallwar', 'basil hallward', 'basil', 'hallwar']",leonardo da vinci,0,0.32,incorrect,bohareng,0,0.4,incorrect,van gogh,0,0.29,incorrect,ademola,0,0.43,incorrect,botswana,0,0.38,incorrect,botswana,0,0.38,incorrect,te ti'a,0,0.2,incorrect,tahiti,0,0.36,incorrect,leonardo da vinci,0,0.32,incorrect,chitra,0,0.31,incorrect,elvis presley,0,0.23,incorrect,jesus,0,0.2,incorrect,basil hallward,1,1.0,correct,leonardo da vinci,0,0.32,incorrect,leonardo da vinci,0,0.32,incorrect,leonardo,0,0.5,incorrect,dorian gray,0,0.25,incorrect,nguyen du,0,0.17,incorrect,leonardo da vinci,0,0.32,incorrect,leonardo,0,0.5,incorrect,bohareng,0,0.4,incorrect,ademola,0,0.43,incorrect,botswana,0,0.38,incorrect,tahiti,0,0.36,incorrect,chitra,0,0.31,incorrect,jesus,0,0.2,incorrect,leonardo da vinci,0,0.32,incorrect,leonardo,0,0.5,incorrect,nguyen du,0,0.17,incorrect,leonardo,0,0.5,incorrect
"['lord', 'henry', 'lord henry']",shelley,0,0.5,incorrect,le,0,0.33,incorrect,yoruba,0,0.4,incorrect,laurel,0,0.4,incorrect,shakespeare,0,0.38,incorrect,shakespeare,0,0.38,incorrect,paul gauguin,0,0.27,incorrect,te ore,0,0.4,incorrect,shakespeare,0,0.38,incorrect,laurel,0,0.4,incorrect,shelley,0,0.5,incorrect,nibolisatra,0,0.27,incorrect,oscar wilde,0,0.4,incorrect,emily,0,0.4,incorrect,ali,0,0.29,incorrect,shakespeare,0,0.38,incorrect,nguyen,0,0.36,incorrect,nguyen du,0,0.29,incorrect,marcel proust,0,0.26,incorrect,laurel,0,0.4,incorrect,le,0,0.33,incorrect,laurel,0,0.4,incorrect,shakespeare,0,0.38,incorrect,te ore,0,0.4,incorrect,laurel,0,0.4,incorrect,nibolisatra,0,0.27,incorrect,emily,0,0.4,incorrect,shakespeare,0,0.38,incorrect,nguyen du,0,0.29,incorrect,laurel,0,0.4,incorrect
"['lord', 'henry', 'lord henry']",john,0,0.44,incorrect,daisy,0,0.27,incorrect,alice,0,0.27,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,te ua,0,0.2,incorrect,alice,0,0.27,incorrect,ddej'ii,0,0.24,incorrect,john,0,0.44,incorrect,john,0,0.44,incorrect,algernon,0,0.33,incorrect,emily,0,0.4,incorrect,alice,0,0.27,incorrect,emily,0,0.4,incorrect,alice,0,0.27,incorrect,nguyen,0,0.36,incorrect,alice,0,0.27,incorrect,william shakespeare,0,0.34,incorrect,daisy,0,0.27,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,te ua,0,0.2,incorrect,ddej'ii,0,0.24,incorrect,john,0,0.44,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect,nguyen,0,0.36,incorrect,william shakespeare,0,0.34,incorrect
['agatha'],beethoven,0,0.27,incorrect,lesotho,0,0.31,incorrect,emi,0,0.0,incorrect,beethoven,0,0.27,incorrect,jesus,0,0.0,incorrect,beethoven,0,0.27,incorrect,monique,0,0.0,incorrect,aue,0,0.22,incorrect,elton john,0,0.25,incorrect,john,0,0.2,incorrect,nenitoa,0,0.31,incorrect,beethoven,0,0.27,incorrect,agatha,1,1.0,correct,emily,0,0.0,incorrect,ozdemir,0,0.0,incorrect,elvis presley,0,0.0,incorrect,emily,0,0.0,incorrect,nguyen,0,0.17,incorrect,clara,0,0.36,incorrect,beethoven,0,0.27,incorrect,lesotho,0,0.31,incorrect,beethoven,0,0.27,incorrect,beethoven,0,0.27,incorrect,aue,0,0.22,incorrect,john,0,0.2,incorrect,beethoven,0,0.27,incorrect,emily,0,0.0,incorrect,elvis presley,0,0.0,incorrect,nguyen,0,0.17,incorrect,beethoven,0,0.27,incorrect
"['dorian', 'doria']",john,0,0.4,incorrect,jesus,0,0.0,incorrect,ademola,0,0.5,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,chitrakar,0,0.29,incorrect,chitrakar,0,0.29,incorrect,tom,0,0.25,incorrect,jesus,0,0.0,incorrect,tom,0,0.25,incorrect,rembrandt,0,0.4,incorrect,ali,0,0.25,incorrect,leonardo,0,0.31,incorrect,leonardo,0,0.31,incorrect,nguyen,0,0.17,incorrect,tom,0,0.25,incorrect,spanish,0,0.31,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,chitrakar,0,0.29,incorrect,jesus,0,0.0,incorrect,rembrandt,0,0.4,incorrect,leonardo,0,0.31,incorrect,nguyen,0,0.17,incorrect,spanish,0,0.31,incorrect
['basil'],john,0,0.0,incorrect,leha,0,0.22,incorrect,marx,0,0.22,incorrect,france,0,0.18,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,te hoa,0,0.18,incorrect,te,0,0.0,incorrect,emily,0,0.4,incorrect,shabd,0,0.2,incorrect,paul,0,0.44,incorrect,malagasy,0,0.31,incorrect,lord henry,0,0.13,incorrect,wilde,0,0.4,incorrect,lord henry,0,0.13,incorrect,dorian,0,0.18,incorrect,nguyen,0,0.0,incorrect,nguyen,0,0.0,incorrect,maeterlinck,0,0.25,incorrect,carlos,0,0.36,incorrect,leha,0,0.22,incorrect,france,0,0.18,incorrect,jesus,0,0.2,incorrect,te,0,0.0,incorrect,shabd,0,0.2,incorrect,malagasy,0,0.31,incorrect,wilde,0,0.4,incorrect,dorian,0,0.18,incorrect,nguyen,0,0.0,incorrect,carlos,0,0.36,incorrect
['harry'],jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,god,0,0.0,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,te au,0,0.2,incorrect,leonardo da vinci,0,0.18,incorrect,leonardo,0,0.31,incorrect,god,0,0.0,incorrect,andriamatoa,0,0.25,incorrect,dorian,0,0.18,incorrect,leonardo,0,0.31,incorrect,god,0,0.0,incorrect,sevgili,0,0.0,incorrect,leonardo,0,0.31,incorrect,nguyen,0,0.18,incorrect,rebecca,0,0.17,incorrect,leonardo,0,0.31,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,te au,0,0.2,incorrect,leonardo,0,0.31,incorrect,andriamatoa,0,0.25,incorrect,leonardo,0,0.31,incorrect,sevgili,0,0.0,incorrect,nguyen,0,0.18,incorrect,leonardo,0,0.31,incorrect
"['henry', 'lord henry—', 'lord henry', 'henry—', 'lord']",confucius,0,0.21,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,setshwantsho,0,0.24,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,swami vivekananda,0,0.22,incorrect,god,0,0.57,incorrect,plato,0,0.44,incorrect,god,0,0.57,incorrect,oscar wilde,0,0.4,incorrect,god,0,0.57,incorrect,shams-i-tabrizi,0,0.27,incorrect,god,0,0.57,incorrect,lord henry,1,1.0,correct,nguyen,0,0.36,incorrect,dorian,0,0.4,incorrect,god,0,0.57,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,god,0,0.57,incorrect,god,0,0.57,incorrect,god,0,0.57,incorrect,god,0,0.57,incorrect,nguyen,0,0.36,incorrect,god,0,0.57,incorrect
"['gray', 'dorian', 'dorian gray']",lesotho,0,0.15,incorrect,convolvulus,0,0.24,incorrect,ododo,0,0.36,incorrect,ododo,0,0.36,incorrect,jesus,0,0.0,incorrect,leswe,0,0.0,incorrect,turia,0,0.55,incorrect,ua,0,0.33,incorrect,emily,0,0.25,incorrect,khushi,0,0.17,incorrect,renitantely,0,0.47,incorrect,hitany,0,0.5,incorrect,dorian,1,1.0,correct,virgil,0,0.33,incorrect,ali,0,0.29,incorrect,cicek,0,0.18,incorrect,nguyen tuan,0,0.27,incorrect,nguyen,0,0.4,incorrect,john,0,0.4,incorrect,flower,0,0.33,incorrect,convolvulus,0,0.24,incorrect,ododo,0,0.36,incorrect,leswe,0,0.0,incorrect,ua,0,0.33,incorrect,khushi,0,0.17,incorrect,hitany,0,0.5,incorrect,virgil,0,0.33,incorrect,cicek,0,0.18,incorrect,nguyen,0,0.4,incorrect,flower,0,0.33,incorrect
