Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['john', 'dashwood', 'mr john dashwood', 'john daswood', 'daswood', 'mr', 'john dashwood']",jesus,0,0.24,incorrect,jesus,0,0.24,incorrect,jesus,0,0.24,incorrect,jesus,0,0.24,incorrect,john,1,1.0,correct,jesus,0,0.24,incorrect,temarii,0,0.44,incorrect,tahiti,0,0.29,incorrect,ram,0,0.4,incorrect,god,0,0.4,incorrect,radama,0,0.31,incorrect,andriamasinavalona,0,0.33,incorrect,edward,0,0.46,incorrect,mr. darcy,0,0.4,incorrect,ali,0,0.2,incorrect,ataturk,0,0.22,incorrect,elizabeth bennet,0,0.2,incorrect,nguyen,0,0.2,incorrect,mr. dashwood,0,0.8,correct,emma,0,0.33,incorrect,jesus,0,0.24,incorrect,jesus,0,0.24,incorrect,jesus,0,0.24,incorrect,tahiti,0,0.29,incorrect,god,0,0.4,incorrect,andriamasinavalona,0,0.33,incorrect,mr. darcy,0,0.4,incorrect,ataturk,0,0.22,incorrect,nguyen,0,0.2,incorrect,emma,0,0.33,incorrect
"['john', 'dashwood', 'john daswood', 'mrs john dashwood', 'daswood', 'john dashwood', 'mrs']",jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,shakespeare,0,0.29,incorrect,omoluwabi,0,0.25,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,john,1,1.0,correct,ahiri,0,0.31,incorrect,emily,0,0.25,incorrect,shital,0,0.29,incorrect,john,1,1.0,correct,jesus,0,0.25,incorrect,mr. palmer,0,0.31,incorrect,mr. palmer,0,0.31,incorrect,mr. palmer,0,0.31,incorrect,heathcliff,0,0.26,incorrect,elizabeth bennet,0,0.2,incorrect,nguyen,0,0.2,incorrect,mr. cruncher,0,0.34,incorrect,mr. darcy,0,0.38,incorrect,jesus,0,0.25,incorrect,omoluwabi,0,0.25,incorrect,jesus,0,0.25,incorrect,ahiri,0,0.31,incorrect,shital,0,0.29,incorrect,jesus,0,0.25,incorrect,mr. palmer,0,0.31,incorrect,heathcliff,0,0.26,incorrect,nguyen,0,0.2,incorrect,mr. darcy,0,0.38,incorrect
"['harry', 'henry']",jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,oko,0,0.0,incorrect,jesus,0,0.2,incorrect,god,0,0.0,incorrect,paris,0,0.4,incorrect,jesus,0,0.2,incorrect,god,0,0.0,incorrect,rashmi,0,0.18,incorrect,john,0,0.44,incorrect,john,0,0.44,incorrect,mr. bennet,0,0.27,incorrect,elizabeth,0,0.14,incorrect,john,0,0.44,incorrect,ali,0,0.25,incorrect,nguyen,0,0.36,incorrect,nguyen,0,0.36,incorrect,elizabeth,0,0.14,incorrect,john,0,0.44,incorrect,jesus,0,0.2,incorrect,oko,0,0.0,incorrect,god,0,0.0,incorrect,jesus,0,0.2,incorrect,rashmi,0,0.18,incorrect,john,0,0.44,incorrect,elizabeth,0,0.14,incorrect,ali,0,0.25,incorrect,nguyen,0,0.36,incorrect,john,0,0.44,incorrect
"['dashwood', 'norland', 'señora dashwood', 'señora', 'daswood', 'mrs', 'mrs dashwood norland']",mr. bennet,0,0.33,incorrect,thornton,0,0.4,incorrect,edward ferrars,0,0.35,incorrect,elizabeth,0,0.27,incorrect,mr. dashwood,0,0.8,correct,scotland,0,0.67,incorrect,thornton,0,0.4,incorrect,scotland,0,0.67,incorrect,emily,0,0.25,incorrect,nonrlaindd,0,0.82,correct,emily,0,0.25,incorrect,thornton,0,0.4,incorrect,mrs. dashwood,0,0.76,correct,edward,0,0.46,incorrect,norland,1,1.0,correct,allenham,0,0.43,incorrect,elizabeth bennet,0,0.28,incorrect,john,0,0.36,incorrect,mrs. dashwood,0,0.76,correct,brandon,0,0.57,incorrect,thornton,0,0.4,incorrect,elizabeth,0,0.27,incorrect,scotland,0,0.67,incorrect,scotland,0,0.67,incorrect,nonrlaindd,0,0.82,correct,thornton,0,0.4,incorrect,edward,0,0.46,incorrect,allenham,0,0.43,incorrect,john,0,0.36,incorrect,brandon,0,0.57,incorrect
"['elinor', 'elinor—']",charlotte bronte,0,0.27,incorrect,jesus,0,0.18,incorrect,leonardo,0,0.43,incorrect,jesus,0,0.18,incorrect,god,0,0.22,incorrect,jesus,0,0.18,incorrect,temarii,0,0.31,incorrect,jesus,0,0.18,incorrect,emma,0,0.2,incorrect,chhath,0,0.0,incorrect,paul cezanne,0,0.22,incorrect,jesus,0,0.18,incorrect,elizabeth bennet,0,0.36,incorrect,mr. darcy,0,0.13,incorrect,elizabeth bennet,0,0.36,incorrect,egitim,0,0.33,incorrect,chi,0,0.22,incorrect,nguyen,0,0.33,incorrect,elizabeth bennet,0,0.36,incorrect,emma,0,0.2,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,chhath,0,0.0,incorrect,jesus,0,0.18,incorrect,mr. darcy,0,0.13,incorrect,egitim,0,0.33,incorrect,nguyen,0,0.33,incorrect,emma,0,0.2,incorrect
['elinor'],jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,teata,0,0.18,incorrect,teie,0,0.4,incorrect,shivani,0,0.31,incorrect,god,0,0.22,incorrect,tompo o,0,0.15,incorrect,andriamampionona,0,0.27,incorrect,elizabeth bennet,0,0.36,incorrect,elizabeth,0,0.4,incorrect,john,0,0.2,incorrect,ozdemir,0,0.46,incorrect,ngoc,0,0.4,incorrect,ngoc,0,0.4,incorrect,elizabeth,0,0.4,incorrect,isa,0,0.22,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,teie,0,0.4,incorrect,god,0,0.22,incorrect,andriamampionona,0,0.27,incorrect,elizabeth,0,0.4,incorrect,ozdemir,0,0.46,incorrect,ngoc,0,0.4,incorrect,isa,0,0.22,incorrect
['edward'],god,0,0.22,incorrect,lesotho,0,0.15,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,god,0,0.22,incorrect,jesus,0,0.18,incorrect,te tupu,0,0.15,incorrect,jesus,0,0.18,incorrect,charlotte,0,0.27,incorrect,ram,0,0.22,incorrect,god,0,0.22,incorrect,jesus,0,0.18,incorrect,mr. darcy,0,0.4,incorrect,mr. darcy,0,0.4,incorrect,julie,0,0.18,incorrect,ali,0,0.22,incorrect,hoang,0,0.18,incorrect,nguyen,0,0.17,incorrect,mr. darcy,0,0.4,incorrect,leonardo,0,0.57,incorrect,lesotho,0,0.15,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,ram,0,0.22,incorrect,jesus,0,0.18,incorrect,mr. darcy,0,0.4,incorrect,ali,0,0.22,incorrect,nguyen,0,0.17,incorrect,leonardo,0,0.57,incorrect
"['albay', 'albay brandon', 'brandon']",colonel,0,0.3,incorrect,colonel,0,0.3,incorrect,colonel,0,0.3,incorrect,colonel,0,0.3,incorrect,john,0,0.36,incorrect,botswana,0,0.4,incorrect,colonel kurtz,0,0.23,incorrect,colonel,0,0.3,incorrect,colonel,0,0.3,incorrect,colonel,0,0.3,incorrect,etama-soba,0,0.4,incorrect,etama-soba,0,0.4,incorrect,brandon,1,1.0,correct,colonel,0,0.3,incorrect,ozdemir,0,0.14,incorrect,ali,0,0.5,incorrect,nguyen van a,0,0.32,incorrect,nguyen,0,0.31,incorrect,brandon,1,1.0,correct,colonel,0,0.3,incorrect,colonel,0,0.3,incorrect,colonel,0,0.3,incorrect,botswana,0,0.4,incorrect,colonel,0,0.3,incorrect,colonel,0,0.3,incorrect,etama-soba,0,0.4,incorrect,colonel,0,0.3,incorrect,ali,0,0.5,incorrect,nguyen,0,0.31,incorrect,colonel,0,0.3,incorrect
"['marianne', 'marianne—']",mr. fezziwig,0,0.3,incorrect,john,0,0.17,incorrect,washington irving,0,0.32,incorrect,john,0,0.17,incorrect,khama,0,0.31,incorrect,jesus,0,0.15,incorrect,temarii,0,0.53,incorrect,maui,0,0.5,incorrect,dr. flannel,0,0.53,incorrect,john,0,0.17,incorrect,roger,0,0.31,incorrect,malagasy,0,0.38,incorrect,mr. woodhouse,0,0.29,incorrect,mr. woodhouse,0,0.29,incorrect,mustafa,0,0.4,incorrect,artrit,0,0.43,incorrect,david copperfield,0,0.32,incorrect,nguyen,0,0.29,incorrect,miss marple,0,0.42,incorrect,john,0,0.17,incorrect,john,0,0.17,incorrect,john,0,0.17,incorrect,jesus,0,0.15,incorrect,maui,0,0.5,incorrect,john,0,0.17,incorrect,malagasy,0,0.38,incorrect,mr. woodhouse,0,0.29,incorrect,artrit,0,0.43,incorrect,nguyen,0,0.29,incorrect,john,0,0.17,incorrect
['marianne'],lesotho,0,0.13,incorrect,february,0,0.25,incorrect,jesus,0,0.15,incorrect,opolo,0,0.0,incorrect,jesus,0,0.15,incorrect,botswana,0,0.25,incorrect,te fiva,0,0.27,incorrect,maohi,0,0.46,incorrect,emily,0,0.31,incorrect,john,0,0.17,incorrect,tom,0,0.18,incorrect,jesus,0,0.15,incorrect,willoughby,0,0.11,incorrect,mr. darcy,0,0.35,incorrect,heathcliff,0,0.22,incorrect,scarlett,0,0.38,incorrect,elizabeth bennet,0,0.42,incorrect,nguyen,0,0.29,incorrect,marlow,0,0.43,incorrect,confiesa,0,0.25,incorrect,february,0,0.25,incorrect,opolo,0,0.0,incorrect,botswana,0,0.25,incorrect,maohi,0,0.46,incorrect,john,0,0.17,incorrect,jesus,0,0.15,incorrect,mr. darcy,0,0.35,incorrect,scarlett,0,0.38,incorrect,nguyen,0,0.29,incorrect,confiesa,0,0.25,incorrect
