line_no,Single_ent,Multiple_ents,en,en_masked,vi,vi_masked,tr,tr_masked,es,es_masked,vi_translation,tr_translation,es_translation,token_count
23,,[],“My source told me that there are plans to lay a false trail; this must be it. No doubt a Confundus Charm has been placed upon Dawlish. It would not be the first time; he is known to be susceptible.”,,“Nguồn của tôi cho tôi biết là có những kế hoạch nghi binh; đây ắt là thế rồi. Chắc chắn là Dawlish đã bị ếm bùa Lú Lẫn. Đây không phải là lần đầu tiên; ai cũng biết hắn dễ mắc lừa.”,,"""Kaynağım yanlış bir iz bırakmak için planlar olduğunu söyledi; bu o olmalı. Şüphesiz Dawlish‘e bir Kafa Karıştırma Büyüsü yapıldı. Bu ilk olmazdı; çevresindekilerden çabuk etkilenmesiyle tanınan biri.",,—Mi'fuente ya me advirtió que planeaban dar una pista falsa; debe de ser ésa. No cabe duda de que a Dawlish le han hecho un encantamiento confundus. No sería la primera vez; todos sabemos que es muy vulnerable.,,“My source tells me that there are decoy plans; this must be it. Surely Dawlish has been Confunded. This is not the first time; everyone knows he is easily fooled.”,"""My source said there are plans to leave a false trail; it must be him. Undoubtedly, Dawlish was Confunded. This wouldn't be the first time; he is known for being easily influenced by those around him.""",—My source already warned me that they planned to give a false lead; it must be that one. There is no doubt that Dawlish has been put under a Confundus Charm. It wouldn't be the first time; we all know he is very vulnerable.,48
34,,[],"“My Lord, I have good news on that score. I have – with difficulty, and after great effort – succeeded in placing an Imperius Curse upon Pius Thicknesse.”",,"“Thưa Chúa Tể, về việc đó tôi có tin lành. Tôi đã… vô cùng vất vả, và sau nỗ lực lớn lao… đã thành công trong việc ếm lời nguyền độc đoán lên Pius Thicknesse.",,"""Lordum, o konuda iyi haberlerim var. Ben zorluklarla ve büyük bir uğraş sonucunda Pius Thicknesse üzerine İmperius Laneti yapmayı başardım.",,"—Mi señor, tengo buenas noticias a ese respecto. Con grandes dificultades y tras ímprobos esfuerzos, he conseguido hacerle una maldición imperius a Pius Thicknesse.",,"""My Lord, regarding that matter, I have good news. I have... with great difficulty, and after tremendous effort... succeeded in placing the Imperius Curse on Pius Thicknesse.""","""My Lord, I have good news on that matter. After much difficulty and effort, I have succeeded in placing the Imperius Curse on Pius Thicknesse.""","—My lord, I have good news in that regard. With great difficulty and after tremendous efforts, I have managed to place an Imperius curse on Pius Thicknesse.",36
45,,[],"At these words, seemingly in response to them, a sudden wail sounded, a terrible, drawn-out cry of misery and pain. Many of those at the table looked downward, startled, for the sound had seemed to issue from below their feet.",,"Dường như để đáp lại những lời này, một tiếng khóc thét thình lình rống lên, một tiếng sầu khổ và đau đớn khủng khiếp kéo dài. Nhiều người trong đám ngồi quanh bàn ngó xuống sàn, kinh ngạc, bởi vì âm thanh đó dường như phát ra từ phía dưới chân họ.",,"Bu sözlerle birlikte, görünüşe bakılırsa ona cevap olarak, ani bir feryat sesi geldi; korkunç, acı bir haykırış. Masadakilerin birçoğu hayretle aşağı baktı, çünkü ses ayaklarının altından geliyormuş gibiydi.",,"En cuanto hubo pronunciado estas palabras y como en respuesta a ellas, se oyó un gemido desgarrador, un terrible y prolongadísimo alarido de angustia y dolor. Asustados, muchos de los presentes miraron el suelo, porque el sonido parecía provenir de debajo de sus pies.",,"As if in response to these words, a sudden scream erupted, a prolonged wail of sorrow and terrible pain. Many people sitting around the table looked down at the floor, astonished, because the sound seemed to come from beneath their feet.","With these words, apparently in response to him, came a sudden cry; a terrible, painful scream. Many of those at the table looked down in astonishment, for the sound seemed to be coming from beneath their feet.","As soon as these words were spoken, and as if in response to them, a heart-wrenching moan was heard, a terrible and prolonged scream of anguish and pain. Frightened, many of those present looked at the ground, because the sound seemed to come from beneath their feet.",50
47,,[],"“Yes, m-my Lord,” gasped a small man halfway down the table, who had been sitting so low in his chair that it appeared, at first glance, to be unoccupied. Now he scrambled from his seat and scurried from the room, leaving nothing behind him but a curious gleam of silver.",,"“Dạ, thưa… thưa Chúa Tể,” một người đàn ông nhỏ thó ngồi khoảng giữa bàn nói. Hắn ngồi lọt thỏm trong ghế, thấp đến nỗi thoáng nhìn qua cái ghế có vẻ như không có người ngồi. Giờ đây hắn lập cập rời khỏi chỗ, lật đật chạy ra khỏi phòng, chẳng để lại gì phía sau ngoại trừ một vết sáng bạc kỳ lạ.",,"""Evet, Lordum,"" dedi, masanın ortalarında oturan ufak bir adam nefes nefese. Sandalyesinde o kadar alçakta oturuyorduki ilk bakışta sandalye boş gibi görünüyordu. O an yerinden fırladı ve ardında gümüşi, merak uyandıran bir parıltıdan başka bir şey bırakmadan aceleyle odadan dışarı çıktı.",,"—Sí, m... mi señor —respondió resollando un individuo bajito situado hacia la mitad de la mesa; estaba tan hundido en su silla que, a primera vista, ésta parecía desocupada. Se levantó del asiento y salió a toda prisa de la sala, dejando tras de sí un extraño resplandor plateado.",,"“Yes, my Lord… my Lord,” a small man sitting around the middle of the table said. He sat so deep in the chair, so short that at a glance it seemed like there was no one sitting in the chair. Now he shakily left his seat, hurriedly ran out of the room, leaving nothing behind except a strange silver streak.","""Yes, my Lord,"" said a small man sitting in the middle of the table, out of breath. He was sitting so low in his chair that at first glance it looked like the chair was empty. At that moment, he jumped up and hurried out of the room, leaving behind nothing but a silvery, intriguing shimmer.","—Yes, m... my lord —responded a short individual, panting, situated towards the middle of the table; he was so sunk into his chair that, at first glance, it seemed unoccupied. He got up from the seat and hurried out of the room, leaving behind a strange silver glow.",64
71,,[],"“My Lord,” said a dark woman halfway down the table, her voice constricted with emotion, “it is an honor to have you here, in our family’s house. There can be no higher pleasure.”",,"“Thưa Chúa Tể,” một người đàn bà u ám ngồi khoảng giữa cái bàn với giọng nói dồn nén cảm xúc, “chúng em rất vinh dự được đón ngài tại đây, trong gia đình chúng em. Không thể có niềm vui sướng nào lớn hơn được.”",,"""Lordum,"" dedi masanın ortalarındaki karanlık bir kadın. Sesi duyguyla doluydu, ""sizi burada, aile evimizde konuk etmek bir şeref. Daha üstün bir memnuniyet olamaz .",,"—Mi señor —dijo con voz emocionada una mujer morena situada hacia la mitad de la mesa—, es un honor alojaros aquí, en la casa de nuestra familia. Nada podría complacernos más.",,"""My Lord,"" said a somber woman sitting around the middle of the table with a voice filled with suppressed emotion, ""we are very honored to welcome you here, in our family."" ""There can be no greater joy.""","""My lord,"" said a dark woman from the middle of the table. Her voice was filled with emotion, ""it is an honor to host you here, in our family home. There could be no greater satisfaction.""","—My lord —said a dark-haired woman situated towards the middle of the table with an emotional voice—, it is an honor to host you here, in our family's house. Nothing could please us more.",42
148,,[],"“Darling Dodgy! I remember interviewing him a few years back about merpeople rights, bless him. Completely gaga, seemed to think we were sitting at the bottom of Lake Windermere, kept telling me to watch out for trout.”",,"“Dodgy đáng yêu thật! Tôi nhớ từng phỏng vấn ổng cách đây vài năm về ngư nhân quyền, trời đất ơi. Hoàn toàn lẩm cẩm, hình như ổng nghĩ chúng tôi đang ngồi dưới đáy hồ Windermere hay sao ấy, cứ bảo tôi phải coi chừng lũ cá hồi.”",,"""Sevgili Dodgy! Birkaç yıl önce onunla deniz insanları hakları konusunda röportaj yaptığımı hatırlıyorum, tanrı onu korusun. Tamamen üşütük, Windermere Gölü‘nün dibinde oturduğumuzu sanıyor görünüyordu. Bana sürekli alabalıklara dikkat etmemi söyleyip durdu.",,"«¡El bueno de Dodgy! Recuerdo que hace unos años lo entrevisté acerca de los derechos de la gente del agua. ¡Pobre hombre! Estaba completamente ido; al parecer creía que nos hallábamos sentados en el fondo del lago Windermere, y no paraba de decirme que estuviera atenta por si veía alguna trucha.»",,"“Dodgy is really adorable! I remember interviewing him a few years ago about fishermen's rights, oh my god. Completely senile, it seemed like he thought we were sitting at the bottom of Lake Windermere or something, kept telling me to watch out for the salmon.”","""Dear Dodgy! I remember interviewing him about the rights of sea people a few years ago, God bless him. He seemed completely nuts, thinking we were sitting at the bottom of Lake Windermere. He kept telling me to watch out for the trout.""","""Good old Dodgy!"" I remember that a few years ago I interviewed him about the rights of the water people. Poor man! He was completely gone; apparently, he believed that we were sitting at the bottom of Lake Windermere, and he kept telling me to watch out in case I saw any trout.",50
310,,[],"“Change of plan,” growled Mad-Eye, who was holding two enormous bulging sacks, and whose magical eye was spinning from darkening sky to house to garden with dizzying rapidity. “Let’s get undercover before we talk you through it.”",,"“Kế hoạch có thay đổi,” Mắt-Điên làu bàu, thầy đang cầm hai bao gì phình căng bự chảng, và con mắt pháp thuật của thầy đảo từ bầu trời đang tối dần đến ngôi nhà rồi khu vườn với độ nhanh chóng mặt. “Bảo mật trước đã rồi giải thích mọi chuyện cho con sau.”",,"""Plan değişikliği,"" diye hırladı Deli-Göz, elinde iki kocaman, şişkin torba taşıyordu ve sihirli gözü baş döndürücü bir hızla kararan gökyüzünden eve ve bahçeye kaymıştı. ""Bunun hakkında konuşmadan önce korunaklı bir yere geçelim.",,"—Ha habido un cambio de planes —gruñó Ojoloco, que llevaba dos grandes sacos repletos y cuyo ojo mágico enfo-caba alternativamente el oscuro cielo, la casa y el jardín con una rapidez asombrosa—. Pongámonos a cubierto y luego te lo explicaremos todo.",,"“The plan has changed,” Mad-Eye grumbled, holding two large, bulging bags, and his magical eye darted from the darkening sky to the house and then the garden with astonishing speed. “Security first, explanations later.”","""Plan change,"" growled Mad-Eye, carrying two huge, bulging bags, and his magical eye had shifted from the rapidly darkening sky to the house and garden at a dizzying speed. ""Let's move to a secure place before we talk about this.""","—There has been a change of plans —growled Mad-Eye, who was carrying two large stuffed sacks and whose magical eye was alternately focusing on the dark sky, the house, and the garden with astonishing speed—. Let's take cover and then we'll explain everything to you.",52
332,,[],“You’ll be going to Tonks’s parents. Once you’re within the boundaries of the protective enchantments we’ve put on their house you’ll be able to use a Portkey to the Burrow. Any questions?”,,"“Con sẽ đến nhà cha mẹ cô Tonks. Một khi đã ở trong vòng linh nghiệm của bùa phép bảo vệ mà chúng ta ếm lên căn nhà, con sẽ có thể dùng Khóa Cảng để đến Hang Sóc. Có thắc mắc gì không?”",,"""Sen Tonks‘un anne ve babasına gideceksin. Bir kere onların evine koyduğumuz koruyucu büyülerin sınırına girdiğin zaman, Kovuk‘a gitmek için bir anahtar kullanabileceksin. Sorun var mı?",,"—Muy bien. Pues irás a la casa de los padres de Tonks. Cuando te encuentres dentro de los límites de los sortilegios protectores que hemos puesto en esa casa, podrás utilizar un traslador para llegar a La Madriguera. ¿Alguna pregunta?",,"“You will go to Tonks' parents' house. Once you are within the protective enchantments we placed on the house, you will be able to use a Portkey to get to the Burrow. Any questions?”","""You will go to Tonks' mother and father. Once you enter the boundary of the protective spells we placed on their house, you will be able to use a portkey to go to the Burrow. Is there a problem?""","—Very well. Then you will go to Tonks' parents' house. When you find yourself within the boundaries of the protective enchantments we have placed on that house, you will be able to use a Portkey to get to The Burrow. Any questions?",44
409,,[],"The broomstick spun too, but he just managed to seize the strap of his rucksack and the top of the cage as the motorbike swung the right way up again. A second's relief, and then another burst of green light. The owl screeched and fell to the floor of the cage.",,"Cây chổi bay mòng mòng xuống đất, nhưng nó chỉ xoay sở túm được cái đai của ba lô và cái nóc lồng khi chiếc xe gắn máy xoay trở về vị trí ban đầu. Mới hú vía được một giây thì một đợt lửa xanh lè khác lại bùng lên. Con cú rít lên và ngã lăn quay xuống đáy lồng.",,"Süpürge yeryüzüne fırladı, fakat motosiklet aynı şekilde yukarı doğru çıkmaya başlarken sırt çantasının kayışından ve kafesin üstünden yakalamayı başardı. Bir anlığına içi rahatlamıştı ama hemen sonra başka bir yeşil ışık patladı. Baykuş acı ve tiz bir şekilde öttü ve kafesin zeminine düştü .",,"La escoba cayó girando sobre sí misma, pero Harry consiguió atrapar el asa de la mochila y sujetar la jaula, al mismo tiempo que la motocicleta volvía a girar y se coloca-ba en la posición correcta. Hubo un segundo de alivio... y luego otro destello de luz verde. La lechuza chilló y se desplomó en la jaula.",,"The broom swooped down to the ground, but it only managed to grab the strap of the backpack and the top of the cage when the motorcycle returned to its original position. Just a second after the scare, another burst of green flames flared up. The owl screeched and fell to the bottom of the cage.","The broom flew to the ground, but as the motorcycle began to rise in the same way, he managed to catch it by the strap of the backpack and the top of the cage. For a moment, he felt relieved, but then another green light flashed. The owl hooted in pain and fell to the bottom of the cage.","The broom fell spinning on itself, but Harry managed to grab the handle of the backpack and hold onto the cage, at the same time as the motorcycle spun back and positioned itself correctly. There was a second of relief... and then another flash of green light. The owl screeched and collapsed in the cage.",62
488,,[],"“Well, we know our protective charms hold, then, don't we? They shouldn't be able to get within a hundred yards of the place in any direction.”",,"“Lạ, chúng ta biết bùa bảo vệ vẫn còn linh nghiệm mà, đúng không? Bọn chúng không thể nào xâm nhập phạm vi một trăm thước quanh địa điểm này từ bất cứ hướng nào.”",,"""Koruyucu büyülerimizin devam ettiğini biliyoruz o zaman, değil mi? Yapılan noktaya yüz metre bile yaklaşamamaları gerekir.",,"—Bueno, eso significa que nuestros encantamientos protectores funcionan, ¿no? De modo que, en teoría, los mortífagos no pueden acercarse a esta casa en un radio de cien metros, desde ninguna dirección.",,"""Strange, we know the protective charm is still effective, don't we? They can't penetrate within a hundred yards of this location from any direction.""","""We know that our protective spells are still in effect, right? They shouldn't be able to get within a hundred meters of the designated point.""","—Well, that means our protective enchantments are working, right? So, in theory, the Death Eaters can't approach this house within a hundred meters radius, from any direction.",31
