en,en_results,Single_ent,en_shuffled,en_shuffled_results
"Peter said this felt like an invitation. Laughed, almost self-deprecatingly, as he added, “I’d never believed in fate before that.”"," ""title"": ""City of Bones"", ""author"": ""Cassandra Clare"" ",['peter'],"before fate Peter this he in like invitation. never Laughed, “I’d said self-deprecatingly, believed felt as that.” almost added, an"," ""title"": ""Harry Potter and the Philosopher's Stone"", ""author"": ""J.K. Rowling"" "
"My hat landed atop a pile of discarded lo mein, the lip of the can smashed into my rib cage, and I did a wheezing pratfall into the grass. Peter described this as “adorably clumsy.”","Based on the passage, I'm going to make a guess that the book is:  {""title"": ""Eleanor & Park"", ""author"": ""Rainbow Rowell""}",['peter'],"the and lo can my pile into the mein, a I into lip My this pratfall a of did smashed grass. of atop as Peter wheezing cage, “adorably clumsy.” described discarded landed the rib hat","Based on the passage, I'm going to make a guess that the book is ""Peter Pan"" and the author is J.M. Barrie."
"“I fell in love with Daphne the moment I looked up from her hat,” he’d say, no mention of the trash-noodles in my hair."," ""title"": ""Eleanor Oliphant is Completely Fine"", ""author"": ""Gail Honeyman"" ",['daphne'],"looked I he’d mention hair. fell in in no of from her “I up the trash-noodles Daphne moment hat,” my love the say, with","Based on the passage, I'm going to make a guess. The passage appears to be a quote from a book, but it's not a complete sentence and seems to be a fragment. However, I can try to identify some characteristics that might help narrow down the possibilities.  The writing style and the use of colloquial expressions, such as ""trash-noodles,"" suggest that the book might be a young adult novel or a work of contemporary fiction. The mention of a character's name, """
"Over the last three years, Peter dusted off Our Story every chance he got. I was sure he’d work it into both our vows and his wedding reception speech.","Based on the passage, I'm going to make a guess that the book is:  {""title"": ""Eleanor Oliphant is Completely Fine"", ""author"": ""Gail Honeyman""}",['peter'],"three every was he our his reception off Our I dusted Over he’d chance work the both last sure speech. and into Story wedding Peter years, vows it got.","Based on the passage, I'm going to make a guess that the book is likely a work of fantasy or young adult fiction, possibly a romance novel. The use of ""Peter"" and ""vows"" suggests a story with a romantic plot.  However, without more context, it's difficult to pinpoint the exact book. The passage appears to be a jumbled mix of words, possibly a result of a typo or a coding error.  That being said, I'm going to take a wild guess"
“Could you just turn it down?” I say. “All the plates are rattling in the cabinets and Mr. Dorner’s trying to bust down the living room wall.”," ""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky"" ",['dorner'],the cabinets wall.” Dorner’s are say. room you I trying down “Could plates and to the living it bust Mr. in turn down?” the just “All rattling," ""title"": ""Alice's Adventures in Wonderland"", ""author"": ""Lewis Carroll"" "
"Petra is also a stoner without a college degree, but I guess it’s different when you’re a perfect ten with a picturesque family and well-padded bank account. Then you’re not a stoner; you’re a free spirit."," ""title"": ""The Secret History"", ""author"": ""Donna Tartt"" ",['petra'],"it’s a a not but Then stoner; account. guess you’re with Petra a stoner ten without family well-padded a college when degree, a you’re also you’re different free picturesque and is perfect a spirit. bank I"," ""title"": ""The Catcher in the Rye"", ""author"": ""J.D. Salinger"" "
"When I jolted awake at the click of the front door, it was full bright in the living room, so I could see Peter’s surprise at finding me there."," ""title"": ""The Woman in the Window"", ""author"": ""A.J. Finn"" ",['peter'],"When the it see finding at the I was front awake there. I of door, click so me bright room, living could jolted full at surprise the Peter’s in"," ""title"": ""Alice's Adventures in Wonderland"", ""author"": ""Lewis Carroll"" "
"“No!” he said. “I mean, it wasn’t like that. We’re . . . She told me she’s in love with me, Daphne. And I realized I am too. In love. With her. Fuck, I’m so sorry.”","Based on the passage, I'm going to make a guess that the book is:  {""title"": ""Eleanor Oliphant is Completely Fine"", ""author"": ""Gail Honeyman""}",['daphne'],"in “No!” With I love. he her. In am mean, And love me told she’s sorry.” like . I’m too. with We’re it . “I Daphne. said. so wasn’t . I me, that. realized She Fuck,","Based on the passage provided, it appears to be a fragment of a text that is written in a style that is often associated with modern or contemporary literature, possibly from a young adult or romance novel. However, due to the informal language and the use of colloquial expressions, it is difficult to pinpoint the exact book or author.  That being said, I'm going to take a guess based on the style and the use of informal language, which is reminiscent of some popular young adult novels.   "
"“Are you fucking kidding me, Peter?” I jumped up. I didn’t feel hurt then. That would come later. First it was all rage."," ""title"": ""The Girl with the Dragon Tattoo"", ""author"": ""Stieg Larsson"" ",['peter'],"“Are fucking kidding I feel hurt didn’t you it was later. rage. come would me, That then. Peter?” up. jumped First I all",I cannot verify the book and author of the passage you provided. Is there anything else I can help you with?
"“Of course she fucking meant for this to happen, Peter! She had twenty-five years to tell you she was in love with you and chose last night!”"," ""title"": ""The Fault in Our Stars"", ""author"": ""John Green"" ",['peter'],"night!” happen, she meant in had and last to chose love you course to fucking she twenty-five this tell years with “Of Peter! She you for was","Based on the passage, I'm going to make a guess that the book is ""On the Road"" and the author is Jack Kerouac.  However, the passage seems to be a jumbled and incomplete sentence, which makes it difficult to accurately identify the book and author. The style and language used in the passage seem to be characteristic of Beat Generation literature, which is often associated with Jack Kerouac's work. But without more context or a complete passage, it's difficult to be certain"
