en_masked,en_masked_results,tr_masked,tr_masked_results,vi_masked,vi_masked_results,es_masked,es_masked_results,en_masked_shuffled,en_masked_shuffled_results,tr_masked_shuffled,tr_masked_shuffled_results,vi_masked_shuffled,vi_masked_shuffled_results,es_masked_shuffled,es_masked_shuffled_results
"[MASK] had not the rong feelings of the rest of the family; but he was affected by a recommendation of such a nature at such a time, and he promised to do every thing in his power to make them comfortable. His father was rendered easy by such an assurance, and [MASK] had then leisure to consider how much there might prudently be in his power to do for them.",Mr.,[MASK]'da ailenin diğer üyelerindeki güçlü duygular yoktu; ama öyle bir zamanda öyle bir vasiyet konuşmasından etkilendi ve onları rahat ettirmek için elinden geleni yapmaya söz verdi. Bu teminat babasının içine su serpti; sonra [MASK] sağduyu çerçevesinde onlar için elinden ne gelebileceğini düşünecek zaman buldu.,Robert,"[MASK] không có mói dây tình cảm thân thiết với những người còn lại trong gia tộc; nhưng u tác động của lời đề nghị theo cách thức như thế trong tình cảnh như thế, và hứa sẽ làm mọi cách trong khả năng của để họ sống thoải mái. bố cảm thấy nhẹ nhõm với lời hứa này, và [MASK] có thời giờ nhàn nhã để tính toán xem có thể hành xử khả năng của một cách cẩn trọng như thế nào để lo cho họ.",ông,"El [MASK] no tenía la undidad de sentimientos del resto de la familia, pero sí le afectó una recomendación de tal índole en un momento como ése, y prometió hacer todo lo que le fuera posible por el bienestar de sus parientes. El padre se sintió tranquilo ante tal promesa, y el [MASK] se entregó entonces sin pr isa a considerar cuánto podría prudentemente hacer por ellas.",Arthur,"them assurance, a such affected easy had power in be a such the but do of to by time, was for he to much of father rendered nature his the not such His recommendation and rest them. the a make every leisure there thing was he [MASK] his [MASK] and do by had to family; consider how comfortable. prudently promised at rong then to an power in feelings of might",Mr.,öyle Bu çerçevesinde bir elinden söz yapmaya güçlü yoktu; ama geleni sonra için onları ve konuşmasından ailenin zamanda gelebileceğini rahat diğer elinden için teminat zaman babasının düşünecek ne [MASK] verdi. üyelerindeki vasiyet [MASK]'da sağduyu içine onlar su etkilendi duygular bir serpti; buldu. ettirmek öyle,babası,"trong lời cách thân lo tính một thời của tình nhưng cách họ để để cho mái. toán xem nghị tác tộc; tình năng năng nhàn sẽ của nhẹ người gia khả hứa giờ và u trọng thoải xử sống nào [MASK] như lại cảnh mọi bố [MASK] khả với động cẩn của hứa thế còn nhã dây đề có lời không cảm như thể có trong có theo như để thế cảm làm trong thấy những thức thế, cách thiết và này, nhõm hành họ. với mói",đời,"ellas. que todo bienestar a ése, lo hacer un podría prudentemente la [MASK] pero de cuánto por del hacer afectó el le tal sentimientos considerar de recomendación momento entonces tranquilo se isa de de el familia, y sus [MASK] posible ante índole sintió no le promesa, la y El como resto en sin una tal fuera undidad padre El parientes. por prometió se tenía entregó pr sí",Isa
"He was not an ill–disposed young man, unless to be rather cold hearted and rather selfish is to be ill–disposed: but he was, in eral, well respected; for he conducted himself with propriety in the discharge of his ordinary duties. Had he married a more amiable woman, he might have been made ill more respectable than he was:—he might even have been made amiable himself; for he was very young when he married, and very fond of his wife. But s. [MASK] was a rong caricature of himself;—more narrow–minded and selfish.",Elizabeth,"Kalpsiz bir delikanlı değildi, eğer biraz duygusuz, hatta bencil olmak kalpsizlik değilse: ama el olarak itibar edilen biriydi, çünkü gündelik işlerini görürken usul, adap gözeterek hareket ederdi. Daha sevimli bir kadınla evlenmiş olsaydı daha da muteber bir hale gelebilirdi: -evlendiği zaman çok çti ve karısına çok düşkündü. Ama [MASK] kocasının güçlü bir karikatürüydü; -daha dar kafalı ve bencil.",karısı,"không phải là người trai trẻ nhẫn tâm, chỉ vì thói lãnh đạm và khá ích kỉ khiến trở nên nhẫn tâm, nhưng nói chung được vị nể vì tự ý thức trong việc hành xử đúng đắn những nghĩa vụ thông thường của . Nếu cưới một cô vợ nhân ái hơn, đã có thể được quý trọng hơn, bản thân đã có thể trở nên dễ thương;tất cả chỉ vì lập gia đình ở tuổi còn trẻ và yêu quý cô vợ của hết mực. Nhưng cô [MASK] lại thể hiện mình là bức tranh biếm họa của : hẹp hòi và ích kỷ hơn.",Elizabeth,"No era [MASK] un joven mal dispuesto, a menos que ser algo frío de corazón y un poco egoísta sea tener mala disposición; pero en eral era respetado, porque se comportaba con corrección en el desempeño de sus deberes corrientes. De haber desposado una mujer más amable, podría haber llegado a ser más respetable de lo que era —incluso él mismo podría haberse transformado en alguien amable—, porque era muy joven cuando se casó y le tenía mucho cariño a su esposa. Pero la a de [MASK] era una áspera caricatura de su esposo, más estrecha de mente y más egoísta que él.",Adela,"his married is he made than was, a well narrow–minded himself selfish. married, he duties. ill–disposed: amiable was was an he young not to be of and might unless he in hearted more rather a to but he and [MASK] fond in very with might and been for s. respected; propriety ill conducted made respectable rather Had the been himself; his when was:—he more of wife. for of was man, have cold be But have himself;—more ill–disposed he ordinary rong young even he very caricature He eral, amiable discharge selfish woman,",Mr.,"ve Daha çok kadınla adap olsaydı bir [MASK] daha hatta hale hareket ve bir Ama düşkündü. zaman çti değildi, bencil. bir kafalı delikanlı olarak çünkü muteber gelebilirdi: evlenmiş kocasının Kalpsiz karısına biriydi, işlerini bir duygusuz, ederdi. gözeterek da bencil edilen çok itibar ama güçlü dar -evlendiği değilse: eğer -daha gündelik görürken kalpsizlik sevimli el olmak karikatürüydü; biraz usul,",Evren,"nên thói trở nhẫn thân hẹp nhưng nhẫn ích cô Nếu của nhân hơn, dễ mình hết kỷ trong biếm kỉ thường thể và đắn cưới thể gia mực. là quý chỉ trai phải vì trọng đã vụ không thức nghĩa người vì có thể lãnh chỉ vợ tâm, đạm đúng hiện [MASK] bản và ái tâm, lập được bức của cô lại và chung vị còn một trở . có thông quý vì hành tự ở yêu : ích trẻ Nhưng là họa đã những tuổi cả khá nên thương;tất trẻ cô xử việc khiến đình nể ý tranh nói hơn, của hơn. vợ được hòi",đồng,"se mucho su él. No podría [MASK] caricatura mal Pero muy ser esposo, una en haberse a [MASK] le más comportaba disposición; mismo porque corrección un porque esposa. deberes el que respetado, —incluso joven era corrientes. mente y y su de de llegado casó de a y de transformado él de amable, áspera podría pero se frío ser en en más cuando dispuesto, era corazón sus joven mujer haber con estrecha la desempeño una alguien algo egoísta era de más amable—, cariño que respetable eral que un egoísta mala De tenía tener a lo desposado era sea era haber a más poco menos",Don Quijote
"""Why, to be sure,"" said her husband, very gravely, ""that would make great difference. The time may come when [MASK] will regret that so large a sum was parted with. If he should have a numerous family, for instance, it would be a very convenient addition.""",Mr. Rochester,"""Tabii,"" dedi kocası, ciddi bir sesle, ""o zaman durum değişirdi. Gün gelir, [MASK] öyle büyük bir paradan olduğu için üzülebilir. Büyük bir ailesi olursa, mesela, bu para çok işine yarar.",John,"Ông chồng trang trọng: - Chắc hẳn rồi, đây sẽ là một khác biệt lớn. Sẽ đến lúc [MASK] lấy làm tiếc phải mất đi số tiền lớn như thế. Giả dụ, nếu nó có một gia đình đông đúc, có thêm món tiền này cùng là đáng kể.",Nguyễn,"—Pero, por supuesto —dijo su esposo con gran seriedad—, eso cambiaría todo. Puede llegar un momento en que [MASK] lamente haberse separado de una suma tan grande. Si, por ejemplo, llegara a tener una familia numerosa, sería un muy conveniente suplemento a sus rentas.",Elizabeth,"may when large [MASK] a for that a will a addition."" would come make parted The would numerous her If so very difference. family, very it with. be sum to instance, have said regret time husband, be gravely, he ""Why, sure,"" ""that convenient great should was",Elizabeth,"durum değişirdi. ciddi paradan ailesi öyle dedi bir zaman olduğu sesle, gelir, yarar. [MASK] ""Tabii,"" para üzülebilir. mesela, çok bu kocası, ""o büyük Büyük Gün olursa, işine bir için bir",Tabii,"một gia tiền thêm một mất [MASK] cùng phải đình số sẽ món lúc lớn. - đây đúc, đáng tiếc Giả Sẽ kể. chồng là đi tiền nếu lấy trọng: lớn nó rồi, dụ, hẳn Ông khác này làm là đến như có Chắc thế. đông biệt có trang",Giả,"por llegara momento sus tener con rentas. muy Si, un una seriedad—, grande. lamente ejemplo, —Pero, supuesto separado por conveniente un numerosa, a eso cambiaría en familia llegar una su haberse a —dijo [MASK] suplemento todo. gran sería que Puede de esposo tan suma",Marie
"s. [MASK] remained at Norland several months; not from any disinclination to move when the sight of every well known spot ceased to raise the violent emotion which it produced for a while; for when her spirits began to ive, and her mind became capable of some other exertion than that of heightening its affliction by melancholy remembrances, she was impatient to be gone, and indefatigable in her inquiries for a suitable dwelling in the neighbourhood of Norland; for to remove far from that beloved spot was impossible. But she could hear of no situation that at once answered her notions of comfort and ease, and suited the prudence of her eldest daughter, whose eadier judgment rejected several houses as too large for their income, which her mother would have approved.",Mrs. Bennet,"[MASK]'da birkaç ay kaldı, aklına yer etmiş her görüntü bir süre sonra aynı şiddetli duyguları uyandırmaz oldu da taşınma isteği duymamaya başladı değil; aksine, neşesi yerine gelmeye başlayınca, aklı kederli hatıralarla üzüntüsünü artırmaktan başka şeylerle ilgilenebilir hale gelince oradan gitmek için sabırsızlandı ve o sevgili diyardan uzaklaşmak imkansız olduğundan, Norland civarında uygun bir yer bulmak için amansız bir arayışa girişti. Gelgeldim, hem konfor ve kullanışlılık isteklerine cevap veren hem de onun beğendiği birkaç evi gelirlerine göre fazla büyük diye ısrarla reddeden büyük kızının sağduyusuna uygun bir yer bulamadı.",Elizabeth,"[MASK] lưu lại Norland trong vài tháng. Không phải do không muốn đi khi mà mọi khung cảnh quen thuộc đã không làm xúc động mãnh liệt như ban đầu; vì khi tâm tư được khuây khỏa trở lại và đầu óc có những vướng bận khác thay vì những hồi tưởng nhớ nhung, nóng lòng muốn đi, hỏi han không mệt mỏi về một nơi chốn ổn định phù hợp trong vùng Norland; vì không thể dời đi xa hẳn khỏi nơi chốn thân yêu này. Nhưng không tìm ra nơi nào có thể đáp ứng được yêu cầu tiện nghi và thoải mái của , và thích hợp với đức cẩn trọng của cô con gái lớn, vì óc phán đoán của cô luôn kiên định bác bỏ vài căn nahf quá rộng so với lợi tức của họ, nếu không mẹ đã chấp nhận. B",Elinor,"La [MASK] permaneció en Norland durante varios meses, y ello no porque no deseara salir de allí una vez que los lugares que tan bien conocía dejaron de despertarle la violenta emoción que durante un tiempo le habían producido; pues cuando su ánimo comenzó a ivir y su mente pudo dedicarse a algo más que agudizar su dolor mediante recuerdos tristes, se llenó de impaciencia por partir e infatigablemente se dedicó a averiguar por alguna residencia adecuada en las vecindades de Norlarid, ya que le era imposible irse lejos de ese tan amado lugar. Pero no le llegaba noticia alguna de lugares que a la vez satisficieran sus nociones de comodidad y bienestar y se adecuaran a la prudencia de su hija mayor, que con más sensato juicio rechazó varias casas que su madre habría aprobado, considerándolas demasiado grandes para sus ingresos.",Emma,"from hear income, and her no was some every that eldest prudence impatient Norland sight any when far at began of mind of she answered neighbourhood situation suited was in of in remove by she ceased which s. affliction mother ease, houses several spirits than impossible. known be to of exertion that her would heightening beloved to indefatigable produced daughter, of judgment spot But and while; capable from the remembrances, have once not as her could suitable months; violent for her the it at large and of the comfort when to which her remained their of to move spot emotion gone, other several became the her Norland; a notions for disinclination approved. rejected for dwelling melancholy that [MASK] a to for well its for raise ive, whose eadier too and inquiries",Elinor,"reddeden ve uygun aksine, arayışa diye sağduyusuna değil; yer gitmek isteklerine göre evi bir sabırsızlandı kederli diyardan Gelgeldim, isteği şeylerle hale imkansız her şiddetli başlayınca, başka büyük için [MASK]'da ilgilenebilir yer beğendiği yer hem olduğundan, başladı civarında hem hatıralarla taşınma bir o gelmeye neşesi ve onun oradan yerine artırmaktan uygun uzaklaşmak süre bulmak amansız da bir etmiş ısrarla veren de cevap gelirlerine görüntü fazla kızının üzüntüsünü gelince aklı duymamaya bir konfor birkaç büyük duyguları kaldı, Norland bulamadı. aklına için birkaç ay girişti. aynı uyandırmaz oldu kullanışlılık sonra sevgili",Norland,"đáp lại so bác không tư thay tâm mỏi tìm vài được tiện những nhận. ứng , khác không muốn tưởng thân yêu khỏi con mái Norland; quá gái có cô nhớ lại về óc lớn, vì yêu lợi muốn định bỏ và Norland ban dời một mãnh làm nếu đoán Không cô của cảnh thể hợp và khuây phải nơi xa nơi đầu tháng. không nóng tức han chốn của chấp và Nhưng nơi khung này. khỏa những trong họ, B óc hỏi xúc căn như định nghi kiên hẳn đức đi mẹ [MASK] hồi vì khi quen đã của bận luôn vì thể không do nahf rộng trở động ổn có thuộc phán chốn với lưu với trong đi, cẩn không đã khi trọng vướng thích mệt thoải vùng ra phù liệt vài của lòng hợp mọi đầu; cầu mà vì không đi nào nhung, được",Elizabeth,"grandes tristes, mayor, y por de que de Norlarid, no algo cuando durante de producido; su y su hija irse de prudencia era a para las infatigablemente Pero sus e ese comodidad alguna su [MASK] vez bien despertarle habría a noticia habían rechazó que no adecuada aprobado, dedicarse satisficieran se porque mente permaneció lugar. alguna demasiado le que tan no varios más pues se una la que que La residencia de ello que deseara imposible la llenó que la meses, mediante a un más ivir agudizar dedicó de ánimo amado impaciencia vecindades considerándolas ya emoción a lugares su y nociones sus allí por madre dolor adecuaran lejos en varias Norland salir con le violenta los su sensato y se bienestar en de juicio partir averiguar que casas lugares de tan vez comenzó pudo dejaron durante llegaba recuerdos le ingresos. tiempo conocía a",Norlarid
"""No taste for drawing!"" replied [MASK], ""why should you think so? He does not draw himself, indeed, but he has great pleasure in seeing the performances of other people, and I assure you he is by no means deficient in natural taste, though he has not had opportunities of improving it. Had he ever been in the way of learning, I think he would have drawn very well. He distrusts his own judgment in such matters so much, that he is always unwilling to give his opinion on any picture; but he has an innate propriety and simplicity of taste, which in general direct him perfectly right.""",Mr.,"""Resim zevki yok mu,"" diye cevapladı [MASK]; ""niye öyle düşünüyorsun? Kendisi resim yapmıyor elbette, ama başkalarının yaptıklarını görmekten büyük keyif alıyor; emin ol, doğal zevki hiç de kusurlu değil, sadece zevkini geliştirme fırsatı bulamamış. Eğitim alsaydı gayet güzel resim yapardı. Bu tür meselelerde kendi görüşlerine pek güveni yok, o yüzden resimler hakkında görüşünü söylemek istemiyor; ama doğuştan gelme bir kalite duygusu ve yalın bir zevki var ve onu genelde gayet doğru yönlendiriyor.",Ona,"[MASK] đáp: - Không có khiếu thẩm mỹ! Do đâu mà em nghĩ như thế? Đúng thật là anh không vẽ tranh, nhưng anh rất thích xem tranh của những người khác, và chị có thể nói chắc với em rằng khiếu thẩm mỹ của anh ấy không hề kém, tuy anh không có cơ hội trau dồi. Nếu anh ấy muốn học tập, chị nghĩ anh cũng vẽ tranh được. Anh không tin vào khả năng đánh giá của chính mình, đến nỗi không bao giờ anh muốn đưa ý kiến về bức họa nào, nhưng anh bẩm sinh có khuôn phép và tính giản đơn trong khiếu thẩm mỹ.",anh ấy,"—Que carezca de gusto para el dibujo... ¿y qué te hace pensar eso? —replicó [MASK]. El no dibuja, es cierto, pero disfruta enormemente viendo dibujar a otras personas y, puedo asegurártelo, de ninguna manera está falto de un buen gusto natural, aunque no se le ha ofrecido oportunidad de mejorarlo. Si alguna vez hubiera tenido la posibilidad de aprender, creo que habría dibujado muy bien. Desconfía tanto de su propio juicio en estas materias que siempre es reacio a dar su opinión sobre cualquier cuadro; pero tiene una innata finura y simplicidad de gusto que, en general, lo guía de manera perfectamente adecuada.",Arthur,"on seeing but taste, his [MASK], he has taste of not he I way innate has in drawn has very people, Had picture; his propriety improving means have though he by own you ""why is performances been matters learning, always right."" in so? of had natural indeed, great ever replied pleasure deficient does and he drawing!"" such opportunities opinion think of perfectly unwilling any I judgment other in to direct not he the an it. think taste, would should draw so much, he he no assure and the well. himself, in general is distrusts that He for give simplicity of ""No you He but in him which",Mr.,"mu,"" yapmıyor ama alsaydı kendi zevki ve alıyor; doğru [MASK]; söylemek görüşünü Kendisi değil, büyük resimler tür düşünüyorsun? cevapladı zevki yok, zevkini istemiyor; fırsatı öyle hiç görüşlerine pek ve yapardı. sadece duygusu zevki ""Resim doğal görmekten ol, gayet yüzden genelde bulamamış. hakkında o güveni diye elbette, yalın emin ama doğuştan Bu Eğitim keyif kalite yok başkalarının de geliştirme onu meselelerde kusurlu gelme güzel bir ""niye gayet bir var resim resim yönlendiriyor. yaptıklarını",Resim,"hề ấy và học tranh thích rằng nào, của là anh của Do tranh vẽ anh mỹ anh - có có khiếu bức cơ khuôn vào Không không Đúng khiếu giản [MASK] về năng đáp: khả mỹ! mỹ. cũng mà và những thể thẩm chị xem nghĩ khác, được. anh bẩm không thế? thẩm đâu anh giờ ấy mình, kém, đánh như thật trong Anh đến muốn em anh ý em thẩm anh trau đưa giá có vẽ tập, với nỗi muốn chắc nhưng hội có sinh khiếu nghĩ rất kiến nhưng không người Nếu của nói họa chị tuy anh không bao dồi. tin chính đơn phép tranh, không tính",Đo,"enormemente que viendo muy la de [MASK]. de habría aprender, está su sobre para aunque disfruta otras manera hubiera alguna innata asegurártelo, ninguna no gusto manera lo pensar dibujo... falto tiene se y, qué es una en adecuada. carezca tenido finura un no creo a simplicidad —replicó ha de gusto el Desconfía dibujar juicio general, Si natural, pero ofrecido eso? es de oportunidad bien. que ¿y dibujado pero materias guía tanto le cualquier perfectamente su de de que, cierto, hace gusto cuadro; siempre mejorarlo. vez de reacio a personas posibilidad estas y dar puedo te de propio en opinión buen dibuja, El —Que",Desconfía
"""I am sure,"" replied [MASK], with a smile, ""that his dearest friends could not be dissatisfied with such commendation as that. I do not perceive how you could express yourself more warmly.""",Mr. Bennet,"""Herhalde,"" diye cevap verdi [MASK] gülümseyerek, ""yakın dostları böyle bir yorumdan şikayet etmezlerdi. Düşüncelerini daha içten bir şekilde ifade edemezdin.",Arthur,[MASK] mỉm cười: - Chị tin chắc rằng những người bạn thân thiết nhất của anh ấy không thể phật ý vì lời khen ngợi như thế. Chị không thể nghĩ ra làm thế nào em có thể nhận xét nồng hậu hơn.,Chị,"—Estoy segura —respondió [MASK], con una sonr isa — de que sus amigos más queridos no quedarían disconformes con un elogio como ése. No me imagino cómo podrías expresarte con mayor calidez.",Elizabeth,"with that. a ""that not dearest replied I smile, dissatisfied more do could such how perceive warmly."" express not [MASK], commendation ""I could am his friends sure,"" yourself with be as you",Dimmesdale,"edemezdin. Düşüncelerini diye dostları cevap içten ""Herhalde,"" şikayet yorumdan etmezlerdi. ifade ""yakın bir bir şekilde gülümseyerek, verdi [MASK] böyle daha",Elizabeth,nhận thế hậu không xét khen người - vì cười: thân không thể hơn. thể nhất thể phật em ấy ngợi tin bạn như lời có rằng chắc mỉm ý nồng nghĩ Chị làm những thế. ra [MASK] nào Chị thiết của anh,Chị,"con sonr un disconformes podrías que con con quedarían calidez. expresarte una isa mayor — me cómo —Estoy segura de más —respondió [MASK], elogio imagino no como queridos amigos sus ése. No",Isa
"""And you really are not engaged to him!"" said she. ""Yet it certainly soon will happen. But two advantages will proceed from this delay. I shall not lose you so soon, and [MASK] will have greater opportunity of improving that natural taste for your favourite pursuit which must be so indispensably necessary to your future felicity. Oh! if he should be so far stimulated by your genius as to learn to draw himself, how delightful it would be!""",Emma,"""Sen cidden sözlenmemişsin!"" dedi. ""Olsun, nasılsa yakında olur. Üstelik bu gecikmenin iki faydası var. Ben seni o kadar çabuk kaybetmeyeceğim, [MASK] da senin gelecekteki mutluluğun için fevkalade önemli olan özel uğraşın konusunda doğal zevkini geliştirme fırsatı bulacak. Ah, senin dehandan etkilense de kendisi de resim yapmayı öğrense ne kadar tatlı olur!",resim,"- Chị không hẹn ước với anh ấy! Tuy thế, việc này sẽ sớm xảy ra. Nhưng sẽ có hai điều lợi do sự chậm trễ này. Em sẽ không phải xa chị sớm quá, còn [MASK] sẽ có nhiều cơ hội hơn để nâng cao trình độ thưởng thức của anh cho hợp với ý mong mỏi của chị, rất cần thiết cho hạnh phúc của chị sau này. Ôi, thật là đẹp lòng biết bao nếu anh được thiên tài của chị khuyến khích mà cố học vẽ!",Em,"—¡Y en verdad no estás comprometida con él! —dijo—. Aunque de todas maneras va a ocurrir luego. Pero esta tardanza tiene dos ventajas. Yo no te perderé tan pronto y [MASK] tendrá más oportunidades de mejorar ese gusto natural por tu ocupación favorita, tan indispensable para tu felicidad futura. ¡Ah! Si tu genio lo llevara a aprender a dibujar también, ¡qué delicioso sería!",arte,"opportunity taste how so himself, to lose be!"" natural I favourite really genius felicity. must delightful she. would engaged shall you improving happen. of far this your and But your which for by as him!"" are have to you your should will be stimulated indispensably if be that it will learn two Oh! to advantages so it not ""Yet ""And proceed pursuit future soon necessary greater said delay. draw [MASK] certainly to not soon, from so will he",Mr. Collins,"seni kadar ""Sen resim var. Üstelik kaybetmeyeceğim, sözlenmemişsin!"" geliştirme fırsatı doğal nasılsa faydası olur. da dedi. o de [MASK] gelecekteki ne için bulacak. öğrense bu olur! konusunda uğraşın mutluluğun özel fevkalade tatlı yakında Ah, dehandan de önemli iki gecikmenin cidden Ben senin kadar kendisi zevkini senin yapmayı ""Olsun, çabuk olan etkilense",de,"tài sẽ hẹn thế, thức có sớm hạnh chậm này ý có của biết cố phúc Ôi, sẽ điều học xa sau thưởng quá, thiết mà Tuy thật chị còn này. anh anh với sẽ ra. [MASK] ấy! trình - việc hai không ước hội trễ sớm cần Nhưng khích do mỏi là chị, của của xảy đẹp lòng cơ thiên cao chị nếu phải vẽ! nâng của sự anh nhiều độ để rất chị khuyến hợp với không Em này. sẽ lợi được bao Chị hơn cho mong cho",chị,"tan gusto felicidad más ¡qué para a esta tu lo tu luego. dibujar y verdad tan ocurrir sería! él! natural también, indispensable Aunque [MASK] aprender tiene todas mejorar no a te de favorita, va futura. maneras —dijo—. —¡Y perderé en Pero con estás delicioso tardanza oportunidades no tu ¡Ah! ocupación de genio pronto dos ese a comprometida Si llevara tendrá por Yo ventajas.",genio
"""Mama, you are not doing me justice. I know very well that Colonel [MASK] is not old enough to make his friends yet apprehensive of losing him in the course of nature. He may live twenty years longer. But thirty–five has nothing to do with matrimony.""",Colonel Fitzwilliam,"""Anneciğim, beni anlamıyorsun. [MASK]'ın dostlarına onu bugün yarın kaybedeceklerini düşündürtecek kadar yaşlı olmadığını biliyorum. Yirmi yıl daha yaşayabilir. Ama otuz beş yaşın da artık evlilikle işi olmaz yani.",Ann,"- Mẹ ạ, mẹ không công tâm với con. Con biết rõ rằng Đại tá [MASK] chưa già đến nỗi phải khiến bạn hữu ông lo sợ sẽ bị mất ông do quá trình lão hóa tự nhiên. Ông ấy có thể còn sống thêm 20 năm nữa. Nhưng tuổi 35 không can dự gì đến hôn nhân.",Nguyễn,"—Mamá, no está siendo justa conmigo. Sé perfectamente que el coronel [MASK] no es tan viejo como para que sus amigos teman perderlo por causas propias del curso de la naturaleza. Puede vivir veinte años más. Pero treinta y cinco años no tienen nada que ver con el matrimonio.",Woolrich,"thirty–five has yet may years of old But friends not justice. nothing to well the not [MASK] are longer. me is ""Mama, very matrimony."" nature. his enough of live I losing him twenty in to apprehensive course you that do He doing Colonel make know with",Colonel,"olmaz yaşayabilir. artık Yirmi [MASK]'ın işi düşündürtecek daha yaşın evlilikle beni olmadığını anlamıyorsun. Ama otuz dostlarına yıl yarın biliyorum. ""Anneciğim, onu yani. beş kaybedeceklerini yaşlı kadar bugün da",Altan,"khiến thể phải ông tâm do nhiên. nhân. hữu không rằng mất nỗi hóa già bị ông [MASK] thêm không sẽ sợ Con còn quá ấy Ông rõ dự có con. đến tuổi tự sống đến gì 20 35 bạn hôn trình năm biết mẹ Nhưng tá lão chưa ạ, nữa. - Đại Mẹ can lo công với",Đại,"ver Puede cinco causas no justa la está de veinte vivir no tan Pero por matrimonio. no años que es naturaleza. amigos conmigo. como nada tienen con sus para —Mamá, treinta [MASK] propias el más. coronel años curso Sé perderlo perfectamente siendo del el teman viejo que y que",Sam
"""But he talked of flannel waistcoats,"" said [MASK]; ""and with me a flannel waistcoat is invariably connected with aches, cramps, rheumatisms, and every species of ailment that can afflict the old and the feeble.""",Mr. Pickwick,"""Ama iç fanilası giymekten bahsetti,"" dedi [MASK], ""bana göre iç fanilası ağrıları, krampları, romatizmaları ve yaşlılara, güçsüzlere tebelleş olan öteki hastalıkları akla getiriyor.",Dr. House,"[MASK] nói: - Nhưng ông ấy nói về mấy áo choàng bằng vải fla-nen, và đối với em một áo choàng bằng vải fla-nen luôn liên quan đến những chứng nhức mỏi, chuột rút, phong thấp, cùng mọi chứng bệnh có thể xảy ra cho người già yếu.",ông ấy,"—Pero él mencionó camisetas de franela —dijo [MASK]; y para mí, una camiseta de franela está invariablemente unida a dolores, calambres, reumatismo, y todos los males que pueden afligir a los ancianos y débiles.",Roberto,"every a that talked species waistcoat ""But rheumatisms, said feeble."" flannel can connected and me and ""and waistcoats,"" with is the cramps, aches, [MASK]; the flannel of with invariably afflict he old of ailment", rheumatism,"akla dedi hastalıkları iç bahsetti,"" olan romatizmaları giymekten ve ""bana fanilası öteki güçsüzlere göre ""Ama getiriyor. iç fanilası ağrıları, [MASK], tebelleş krampları, yaşlılara,",Roma,"phong bệnh [MASK] già yếu. mọi choàng ra luôn ông về áo fla-nen, chuột em thấp, fla-nen nhức quan xảy - đến cho nói Nhưng mấy vải vải có liên những cùng và mỏi, choàng rút, đối thể bằng chứng áo bằng ấy người với một nói: chứng",Flaubert,"reumatismo, está dolores, ancianos y afligir [MASK]; calambres, de y todos males a una —Pero franela camiseta pueden a mí, de débiles. para invariablemente mencionó franela —dijo unida camisetas los y los él que",Reumatismo
"""Had he been only in a violent fever, you would not have despised him half so much. Confess, [MASK], is not there something interesting to you in the flushed cheek, hollow eye, and quick pulse of a fever?""",Arthur,"""Sadece şiddetli ateşi olsaydı onu bunun yarısı kadar bile küçümsemezdin. itiraf et [MASK], yüksek ateşli birinin kızarmış yanaklarında, baygın gözlerinde ve hızlı nabız atışlarında seni cezbeden bir şey yok mu?",Lucy,"- Nếu ông ấy chỉ bị một cơn sốt cao, hẳn em sẽ không khinh khi ông ấy đến phân nửa như thế. [MASK], em nên nhìn nhận rằng có một cái gì đấy đáng cho em quan tâm trong má ửng hồng, mắt lõm và nhịp mạch nhanh của cơn sốt, không phải hay sao?",ông ấy,"—Si tan sólo hubiera estado sufriendo de una fiebre violenta, no lo habrías menospreciado tanto. Confiesa, [MASK], ¿no sientes que hay algo interesante en las mejillas encendidas, ojos hundidos y pulso acelerado de la fiebre?",Rob Roy,"is he eye, something cheek, [MASK], and in interesting been in fever?"" not violent much. would a not you have to there so the half him a pulse hollow you fever, flushed of quick ""Had despised only Confess,",Dimmesdale,"onu itiraf bile atışlarında yüksek küçümsemezdin. cezbeden kızarmış ateşli bir [MASK], nabız ve yarısı et bunun şey yanaklarında, seni baygın hızlı olsaydı mu? birinin ateşi şiddetli kadar yok gözlerinde ""Sadece",Ayşe,"đáng em cơn đấy của nửa cái sao? cao, một tâm ông ấy - hẳn em [MASK], không nhận phải bị quan đến hay nên cơn trong mạch sẽ gì có nhanh ấy thế. không ửng hồng, sốt rằng và em một như má phân cho Nếu nhìn sốt, lõm nhịp khinh khi chỉ mắt ông",ông,"mejillas sufriendo estado de fiebre sólo Confiesa, ojos —Si tanto. y hubiera menospreciado encendidas, no en lo que violenta, algo interesante hay de las tan hundidos la una pulso fiebre? sientes [MASK], acelerado habrías ¿no",Confiesa
