en_first_half,en_second_half,en_results,en_word_count,en_results_raw,vi_first_half,vi_second_half,vi_results,vi_word_count,vi_results_raw,es_first_half,es_second_half,es_results,es_word_count,es_results_raw,tr_first_half,tr_second_half,tr_results,tr_word_count,tr_results_raw
George unslung his bindle and dropped it gently on the bank.,"“I ain’t sure it’s good water,” he said. “Looks kinda scummy.”","George then reached for his fishing rod, casting his line into",22,"George then reached for his fishing rod, casting his line into the calm waters of the river, hoping for a bite from any passing fish.","George gỡ ba lô, khẽ đặt xuống đất:",- Tao không chắc. Nước có vẻ dơ lắm.,George kiểm tra lại nội dung ba lô trước,17,George kiểm tra lại nội dung ba lô trước khi bắt đầu hành trình mới của mình.,George desató su hatillo y lo posó suavemente en la orilla.,—No estoy seguro de que esté buena –dijo—. Parece un poco sucia.,George se aseguró de que el hatillo no se mojara al estar junto al,23,"George se aseguró de que el hatillo no se mojara al estar junto al mar. Luego, se sentó en la arena y comenzó a desempacar con cuidado sus pertenencias, preparándose para pasar un día relajado bajo el sol.","George sırtından dengini indirip usulca yere koydu. ""Pek","temize benzemiyor bu su,"" dedi. ""Köpükleri var baksana.","George yere oturdu ve hafifçe başını ellerine yasladı. ""Peki",16,"George yere oturdu ve hafifçe başını ellerine yasladı. ""Peki neler oluyor?"" diye mırıldandı. Sonra çevresini dikkatlice inceledi ve sesi daha yüksek oldu: ""Burası nerede? Bu ne tür bir yer?"""
"“Oh, sure, George. I remember that now.” His hands went quickly into his side coat pockets. He said","gently, “George … I ain’t got mine. I musta lost it.” He looked down at the ground in despair.",", “I was just a kid back then, but I swear I saw something strange. It was late at night, and the",37,"“Oh, sure, George. I remember that now.” His hands went quickly into his side coat pockets. He said, “I was just a kid back then, but I swear I saw something strange. It was late at night, and the streetlights were dim. I thought I saw a figure lurking near the alley, but when I looked closer, it was just the shadow of a tree swaying in the wind. Still, it gave me a chill, and I’ve never forgotten that night.”","- Ờ! Bây giờ tôi nhớ ra rồi. Nó vội thọc tay vào túi áo. Nó nói, giọng","run sợ: - Thôi chết rồi, anh George ơi, tôi đánh mất rồi. Nó nhìn xuống đất thất vọng.","khẩn trương: ""Đúng rồi, tôi đã để quên chìa khóa ở nhà."" Nó bắt đầu lật tung túi xách,",37,"Ờ! Bây giờ tôi nhớ ra rồi. Nó vội thọc tay vào túi áo. Nó nói, giọng khẩn trương: ""Đúng rồi, tôi đã để quên chìa khóa ở nhà."" Nó bắt đầu lật tung túi xách, nhưng vẫn không thấy. ""Thôi kệ, tôi sẽ quay lại sau."" Nó lùi lại vài bước, nhìn chung quanh rồi đột nhiên nhảy lên, rút điện thoại ra và gọi ngay cho người giúp việc.","—Ah, claro, George. Ahora me acuerdo. Introdujo rápidamente las manos en los bolsillos de su chaquetón y",agregó suavemente: —George... No tengo mi tarjeta. Debo de haberla perdido. Miró al suelo lleno de desesperación.,"salió corriendo hacia el bosque que bordeaba el camino. Había algo que no encajaba en esa historia, algo que le temblaba",34,"—salió corriendo hacia el bosque que bordeaba el camino. Había algo que no encajaba en esa historia, algo que le temblaba en el estómago. George, con el corazón latiendo desbocado, no podía dejar de pensar en lo que había visto. ¿Qué estaría escondido entre aquellos árboles? Mientras corría, se prometió a sí mismo que debía averiguarlo, aunque el miedo comenzaba a ganar terreno.","""Tabii George, tabii hatırladım şimdi. Birdenbire ellerini ceketinin cebine daldırdı. Usulca mırıldandı:","""George... benim kartım yok. Kaybettim galiba. Büyük bir üzüntü içinde gözlerini yerden kaldırmıyordu.","George, ellerini cebine soktuğunu görünce arkadaşları da merak duydular. Sesi hafifçe titriyordu ve mırıldandığı",25,"George, ellerini cebine soktuğunu görünce arkadaşları da merak duydular. Sesi hafifçe titriyordu ve mırıldandığı şeyi duyabilmek için daha yakınlaştılar. Ancak, ne dediğini anlayamadılar çünkü sesi çok zayıf ve belirsizdi. Bu durum, arkadaşları daha da endişeye düşürdü."
"“I … I,” Lennie thought. His face grew tight with",thought. “I … ain’t gonna say nothin’. Jus’ gonna stan’ there.”,"Lennie's mind raced, trying to find the right words to express the",21,"Lennie's mind raced, trying to find the right words to express the confusion and fear that gripped him. His hands clenched into fists, and he bit his lip, fighting back tears. The weight of the situation pressed down on him, making it hard to breathe. ""What am I supposed to do?"" he whispered to himself, his voice barely above a murmur.",Lennie ấp úng. Mặt dài ra vì có vẻ nghĩ lung : -,Ta... Tôi... Tôi không được nói gì hết. Tôi sẽ đứng im đấy.,"Lennie ngập ngừng, đôi mắt nhìn chằm chằm vào sàn nhà, không",26,"Lennie ngập ngừng, đôi mắt nhìn chằm chằm vào sàn nhà, không biết nên nói gì tiếp. Cuối cùng, anh mở miệng: ""Em... em nghĩ có lẽ...""",—Yo... yo —empezó Lennie pensativo. Su rostro quedó tenso de tanto pensar—.,"Yo... no voy a decir nada. Me quedo allí quieto, sin decir nada.","Estoy tratando de recordar algo importante, algo que me ha estado",25,"—Estoy tratando de recordar algo importante, algo que me ha estado rondando la cabeza desde hace días. No es algo trivial, pero no logro recordar exactamente qué es. Tal vez si te lo cuento, podrías ayudarme a recordarlo —dijo Lennie, esperanzado.","""Ben... ben..."" Lennie, düşünüyordu. Düşünmekten yüzünün çizgileri","geriliyordu. ""Ben bir şey söylemeyeceğim. Hiç ağzımı açmayacağım.",Beni zorlaştırdı. Düşünmekten elindeki kolları serraşladı. Sonra birden,15,"Beni zorlaştırdı. Düşünmekten elindeki kolları serraşladı. Sonra birden sustu, sessizliğiyle kendi kendine konuşmaya devam etti."
"Lennie droned to himself softly, “I ain’t gonna say nothin’ …",I ain’t gonna say nothin’ … I ain’t gonna say nothin’.”,’ … not even a word if I see George upset. He’s been through,22,"Lennie droned to himself softly, “I ain’t gonna say nothin’ … not even a word if I see George upset. He’s been through so much already, and I just want him to know I’ve got his back, no matter what happens.”",Lennie lí nhí: - Không được nói gì hết...,Không được nói gì hết... Không được nói gì cả.,", anh sẽ tự hiểu sau...",19,"Lennie lí nhí: - Không được nói gì hết, anh sẽ tự hiểu sau...",Lennie canturreó suavemente: —No voy a decir nada... No,voy a decir nada... No voy a decir nada.,"Lennie continuó cantando mientras caminaba,",18,"Lennie continuó cantando mientras caminaba, perdido en sus pensamientos, evitando mirar atrás. No quería recordar, no podía permitirse el lujo de recordar.","Lennie, kendi kendine mırıldandı. ""Bir şey",söylemeyeceğim... bir şey söylemeyeceğim... bir şey söylemeyeceğim...,"olmamalı, olamaz. Ama bu ne demek?"" diye soruyordu kendine.",13,"Lennie, kendi kendine mırıldandı. ""Bir şey olmamalı, olamaz. Ama bu ne demek?"" diye soruyordu kendine."
"“Run us out, hell,” said George disgustedly. “We run.","They was lookin’ for us, but they didn’t catch us.”","This town ain't big enough for the both of us,” George",19,"“This town ain't big enough for the both of us,” George muttered, turning away with a heavy heart. “I guess it's time to find somewhere new.”",George đầy vẻ chán chường: - Trời! Tống cổ! Đấy là may mình trốn,"thoát nước. Tụi nó lùng riết lắm mà không thấy đấy thôi, con ạ","George thở dài: - Đời này sao cứ mãi như vậy, chẳng có ngày kết",28,"George thở dài: - Đời này sao cứ mãi như vậy, chẳng có ngày kết thúc. May mà còn chút hy vọng, dù nhỏ nhoi, để tiếp tục bước đi.","—No nos echaron, qué diablos —dijo George con rabia—. Nosotros","fuimos los que corrimos. Nos buscaban, pero no nos encontraron.","decidimos irnos. No tenían derecho a echarnos, aunque el dueño del",20,"—decidimos irnos. No tenían derecho a echarnos, aunque el dueño del lugar parecía muy molesto. George se sintió frustrado, sabiendo que no habían encontrado una mejor opción en esa noche.","George, tiksinti ile: ""Ne kovdular, ulan saloz,""","dedi. ""Biz yağladık tabanları. Bizi aradılar ama, bulamadılar.","George devam etti: ""Bizim qorqonu qorqonu, sizin qorqonu qorqonu.""",15,"George devam etti: ""Bizim qorqonu qorqonu, sizin qorqonu qorqonu."" Daha da cok soz etmeden, arkasından kalkip gitdi, kalmayan sadece tiksinti."
George still stared morosely at the fire. “When I think of the swell,"time I could have without you, I go nuts. I never get no peace.”","of people who will never understand, it just frustrates me. I’ve",27,"George still stared morosely at the fire. “When I think of the swell of people who will never understand, it just frustrates me. I’ve worked so hard, yet it feels like nothing changes. The fire crackled, reflecting the same frustration in its dance of flames. How long must I endure this solitude?”","George vẫn càu nhàu, nhìn vào bếp lửa: - Thật là điên đầu khi tao nghĩ là tao có",thể thỏa thuê như thế nào nếu không vướng mày. Tao có được một phút nào yên đâu !,thể tự mình làm được mọi thứ mà không cần ai. Nhưng rồi mọi thứ lại trở nên rối tung,38,"George vẫn càu nhàu, nhìn vào bếp lửa: - Thật là điên đầu khi tao nghĩ là tao có thể tự mình làm được mọi thứ mà không cần ai. Nhưng rồi mọi thứ lại trở nên rối tung lên, như thường lệ. Tao không biết mình đang làm sai ở đâu, và bếp lửa chỉ làm tăng thêm sự bực bội trong lòng. Phải chăng tao nên dừng lại và xin lời khuyên từ người khác? Tuy nhiên, tự tôn của tao lại không cho phép tao làm điều đó.",George seguía mirando empecinadamente el fuego. —Cuando pienso lo bien que lo,"pasaría sin ti, me vuelvo loco. No me dejas en paz nunca.","tenía todo planeado, pero todo salió mal. No entiendo cómo",24,"George seguía mirando empecinadamente el fuego. —Cuando pienso lo bien que lo tenía todo planeado, pero todo salió mal. No entiendo cómo pude ser tan estúpido. Estoy solo y frío, y el fuego es la única cosa que me da calor. Quizás debería irme, pero no puedo dejar esto así. Necesito tiempo para pensar y tal vez pueda encontrar una solución.","George, hep o asık suratla ateşe bakıyordu. ""Başımda sen olmasan ne",eğlenirdim. Düşündükçe aklımı oynatacağım geliyor. Bir dakika bile rahatım yok senin yüzünden.,"George, hep senin olmasan ne olurdu biliyorsun. Ateşin parlak ışığından gözlerim yanıyor, ama senin",23,"George, hep senin olmasan ne olurdu biliyorsun. Ateşin parlak ışığından gözlerim yanıyor, ama senin için her şey bu parlaklık. Senin olmayan bu anlar, sanki yarım kalmışım gibi hissediyorum. Seninle beraber her şey tamam, seni kaybetmek... acı. Ateşin altında kalmak da acı, ama seni düşünmek bile acı veriyor. Senin için her şey zor, ama bana seninle beraber olman en zor şey. "
"Lennie avoided the bait. He had sensed his advantage. “If you don’t want me, you only jus’ got to say so, and I’ll",go off in those hills right there—right up in those hills and live by myself. An’ I won’t get no mice stole from me.”,"be on my way. I ain’t asking for no trouble, but I need a place to stay for a while. You see, I’ve been traveling for",47,"Lennie avoided the bait. He had sensed his advantage. “If you don’t want me, you only jus’ got to say so, and I’ll be on my way. I ain’t asking for no trouble, but I need a place to stay for a while. You see, I’ve been traveling for days, and I’m exhausted. Can I at least have a roof over my head for the night?” Lennie spoke softly, hoping his plea wouldn’t be turned down. The silence that followed felt heavy, and Lennie began to wonder if he had made a mistake. But then, the man nodded slowly, motioning for Lennie to follow him inside. It was a small cabin, but it was better than the cold night outside.","Lennie không muốn chui vào tròng. Nó cảm thấy nó đang được lợi thế. - Anh mà chán tôi, anh cứ việc nói ra,","tôi sẽ đi vào rừng, tít trên đỉnh đồi kia rồi tôi sống một mình. Và chẳng ai vứt chuột của tôi đi được nữa.","Lennie nhún nhường, nhưng trong mắt anh ta vẫn có một vẻ quyết đoán khó ai sánh bằng. ""Tôi không muốn bị ép",49,"Lennie nhún nhường, nhưng trong mắt anh ta vẫn có một vẻ quyết đoán khó ai sánh bằng. ""Tôi không muốn bị ép buộc, nhưng nếu anh thực sự cần lời giải thích, tôi sẽ nói. Tuy nhiên, đừng nghĩ rằng chỉ vì tôi nói ra điều gì đó, nghĩa là tôi đồng ý với những gì anh đang làm."" Lời nói của Lennie mang theo một chút kiên định, nhưng cũng có phần mỉa mai.","Lennie eludió el cebo. Había intuido que tenía ventaja. —Si no quieres estar conmigo, no tienes más que decirlo y en seguida","me marcho a las montañas, a esas de allá... Subo a las montañas y vivo solo. Y nadie me robará los ratones.","Lennie sonrió, pero su sonrisa no era de alegría. Tenía un plan, y no estaba dispuesto a revelarlo tan pronto.",44,"Lennie sonrió, pero su sonrisa no era de alegría. Tenía un plan, y no estaba dispuesto a revelarlo tan pronto. Sabía que su enemigo no esperaba que se moviera tan rápido. ""Entonces, ¿qué es lo que planeas?"" preguntó el otro, intrigado. Lennie no respondió de inmediato, sino que se limitó a observar el entorno, calculando cada detalle. ""Si realmente quieres saber, tendrás que ganártelo"", fue todo lo que dijo antes de desaparecer entre las sombras.","Lennie, yutmadı. Ağır bastığını hissetmişti. ""Eğer beni istemiyorsan, açık açık söyle, nah şu","dağlara... Şu yukarıki dağlara çıkarım, tek başıma yaşarım. Parelerimi de kimse çalmaz benden.","an benimle konuşmak istemiyorsun, değil mi? Seninle konuşmak isteyen başka biri var."" diye sordu",26,"Lennie, yutmadı. Ağır bastığını hissetmişti. ""Eğer beni istemiyorsan, açık açık söyle, nah şu an benimle konuşmak istemiyorsun, değil mi? Seninle konuşmak isteyen başka biri var."" diye sordu Lennie. Ama cevap gelmedi ve sadece sessizlik kalmıştı."
George went on. “With us it ain’t like that. We got a future. We got somebody to talk to that gives a damn about us. We don’t have to sit in no bar,room blowin’ in our jack jus’ because we got no place else to go. If them other guys gets in jail they can rot for all anybody gives a damn. But not us.”,"George paused, taking a deep breath. ""We got a place to go, a home to come back to. We don't have to pretend to be someone we're not just to fit in. We got",66,"George paused, taking a deep breath. ""We got a place to go, a home to come back to. We don't have to pretend to be someone we're not just to fit in. We got each other, and that's more than some people have. We don't have to hide who we are or what we need. We got a community that understands, that supports. It's not about the money or the fame, it's about the people who care. That's what makes us strong, that's what gives us hope.""","Geroge tiếp: - Riêng hai đứa mình thì lại khác. Tương lai mình đã vạch sẵn rồi, chúng ta có thể tâm sự than thở với nhau và giúp đỡ lẫn nhau. Việc gì phải ra quán",ngồi phung phí hết số tiền kiếm được vì không còn chỗ nào để lui tới. Bọn họ mà không may thì có thể ở tù rục xương vì chẳng ai để ý tới. Mình thì khác.,"khi có nhau mà không cần đến những nơi khác. Những lúc buồn, chúng ta sẽ là người đầu tiên lắng nghe và động viên. Đời này có bạn bên cạnh, mọi khó khăn",74,"Geroge tiếp: - Riêng hai đứa mình thì lại khác. Tương lai mình đã vạch sẵn rồi, chúng ta có thể tâm sự than thở với nhau và giúp đỡ lẫn nhau. Việc gì phải ra quán khi có nhau mà không cần đến những nơi khác. Những lúc buồn, chúng ta sẽ là người đầu tiên lắng nghe và động viên. Đời này có bạn bên cạnh, mọi khó khăn cũng dễ dàng hơn. Chúng ta sẽ cùng nhau trải qua mọi thử thách, không ngại bất kỳ trở ngại nào. Vì vậy, hãy dành thời gian cho nhau, chia sẻ những khoảnh khắc nhỏ nhặt nhưng ý nghĩa. Đừng để thời gian trôi qua mà không có những khoảnh khắc đẹp bên nhau.","George prosiguió: —Con nosotros no pasa así. Tenemos un porvenir. Tenemos alguien con quien hablar, alguien que piensa en nosotros. No tenemos que sentarnos en un café malgastando","el dinero sólo porque no hay otro lugar adonde ir. Si esos otros tipos caen en la cárcel, pueden pudrirse allí porque a nadie le importa. Pero nosotros, no.","el tiempo. En lugar de eso, podemos dedicar nuestro tiempo a cosas que realmente importan, a construir un futuro juntos. No importa cuántos desafíos enfrentemos,",57,"George prosiguió: —Con nosotros no pasa así. Tenemos un porvenir. Tenemos alguien con quien hablar, alguien que piensa en nosotros. No tenemos que sentarnos en un café malgastando el tiempo. En lugar de eso, podemos dedicar nuestro tiempo a cosas que realmente importan, a construir un futuro juntos. No importa cuántos desafíos enfrentemos, siempre tendremos ese alguien que nos apoya y nos recuerda por qué luchamos. Este es nuestro camino, y aunque no siempre será fácil, es nuestro camino.","George devam etti: ""Bize gelince iş değişir. Bizim umduğumuz var. Bizim konuşacak, bize ilgi gösterecek bir kimsemiz var. Gidecek başka yeri olmadığı için,","bir meyhanede oturup bütün parasını harcayanlar gibi değiliz biz. Ötekiler kodese girecek olsalar, geberip gitseler de kimsenin umurunda olmaz. Ama biz öyle değiliz.",", her şeyi yeniden düşünmek zorunda kalacağız. Bu durumda, herkesin mutlu olmasını istiyoruz ve herkesin geleceği için en iyi çözüm bulmaya çalışacağız. Eğer bir çözüm",46,"Gidecek başka yeri olmadığı için, her şeyi yeniden düşünmek zorunda kalacağız. Bu durumda, herkesin mutlu olmasını istiyoruz ve herkesin geleceği için en iyi çözüm bulmaya çalışacağız. Eğer bir çözüm bulamazsak, sadece en iyi seçenekleri ele alacağız. Bu süreçte, herkesin desteğini ve anlayışını arayacağız."
"“’Course you did. Well, look. Lennie—if you jus’ happen to get in trouble like you","always done before, I want you to come right here an’ hide in the brush.”","look, I’ll be there for you, no matter what. Just promise me you’ll stay calm",30,"look, I’ll be there for you, no matter what. Just promise me you’ll stay calm and think things through. You know how important it is to keep your head in these situations. If you need help, don’t hesitate to reach out. We’re in this together, okay? Remember, it’s not the end of the world, and we’ll figure it out. Trust me, Lennie, I’ve got your back.",- Tốt lắm! Nghe tao hao nữa đây! Lennie... nếu chẳng may mày có gây chuyện,"lôi thôi như lần trước, mày lập tức tìm chỗ này và nấp vào trong bụi rậm.","Tốt nhất là mày nên cẩn thận, đừng làm gì sai lầm. Tao biết mày là người tốt,",33,"Tốt nhất là mày nên cẩn thận, đừng làm gì sai lầm. Tao biết mày là người tốt, nhưng trong thế giới này, ai cũng có thể mắc sai lầm. Đừng để chuyện nhỏ trở thành vấn đề lớn. Nghe chưa, Lennie? Tao không muốn thấy mày gặp rắc rối.","—Claro que sí. Bueno, oye, Lennie... Si llegas a verte en aprietos, como siempre","te ocurre, quiero que vengas a este lugar y te escondas en el matorral.","ya sabes que puedes contar conmigo. No te preocupes, todo saldrá bien. Aunque",28,"—ya sabes que puedes contar conmigo. No te preocupes, todo saldrá bien. Aunque a veces te metas en líos, eres mi hermano y haría cualquier cosa por ti. Así que, tranquilo, ¿vale? Lennie, no te quedes solo, estaré ahí para ti.","""Tabii. Peki öyleyse, dinle, Lennie... Geçen seferki gibi başını yine","belaya sokacak olursan, hemen koşup buraya gelir, çalıların arasında saklanırsın.","bu işi düşünmeye başladığında, sanki her şeyi yeniden baştan öğrenmek zorunda kalıyorsun.",20,"Tabii. Peki öyleyse, dinle, Lennie... Geçen seferki gibi başını yine bu işi düşünmeye başladığında, sanki her şeyi yeniden baştan öğrenmek zorunda kalıyorsun. Ama biliyorsun, her zaman aynı hataları tekrar ediyorsun. Bu sefer de farklı bir sonuç alırsın, değil mi? Seni de bu kez de kendinle başa çıkarmak zorunda bırakacak bir durumla karşılaşırsın."
George stepped over and threw his blankets down on the burlap sack of straw that was a mattress. He,looked into his box shelf and then picked a small yellow can from it. “Say. What the hell’s this?”,"stretched out wearily, his muscles aching from the day's labor. The room was dimly lit by a single",38,"George stepped over and threw his blankets down on the burlap sack of straw that was a mattress. He stretched out wearily, his muscles aching from the day's labor. The room was dimly lit by a single candle, casting long shadows that danced on the rough walls. Outside, the night was quiet, save for the occasional hoot of an owl. George closed his eyes, hoping for a restful sleep despite the uncomfortable bed.",George bước lại gần và ném bó chăn lên chiếc nệm rơm. Nó nhìn cái hòm,"và với lấy một cái hộp sắt màu vàng. - Này cụ, gì đây hả trời?",George cẩn thận mở nắp hòm và đặt tay lên những món đồ bên trong.,32,"George cẩn thận mở nắp hòm và đặt tay lên những món đồ bên trong. Có vẻ như hòm này chứa những kỷ vật quan trọng. Anh ấy lật qua lật lại từng món đồ, đôi khi mỉm cười khi nhớ lại những kỷ niệm đã qua. Cuối cùng, anh quyết định mang hòm đến nơi an toàn hơn để bảo quản những kỷ vật đó.",George se acercó a un camastro y arrojó sus mantas en el saco de arpillera lleno de paja que formaba,el colchón. Miró el cajón de sus estantes y sacó de dentro una latita amarilla. —¡Eh! ¿Qué diablos es esto?,". Luego, se tumbó sobre ellas, sintiendo el suave contacto de la paja bajo su cuerpo. Respiró profundamente,",40,"George se acercó a un camastro y arrojó sus mantas en el saco de arpillera lleno de paja que formaba. Luego, se tumbó sobre ellas, sintiendo el suave contacto de la paja bajo su cuerpo. Respiró profundamente, intentando relajar su mente agitada después de un día largo de viaje. Recordó las historias que su abuela le contaba sobre este tipo de sacos, cómo se llenaban de paja fresca cada primavera. Aunque el viaje había sido agotador, sentía una extraña calma al estar rodeado por esa antigua tradición. Decidió que, aunque el mundo cambiaba rápidamente, ciertas cosas siempre permanecerían inmutables.",George yaklaştı ve şilte vazifesini gören saman çuvalının üstüne battaniyesini attı. Raflık,"sandığına baktı ve içinden sarı bir teneke kutu aldı: ""Hey, bu da nesi?","George, ellerini kollarından kalkaran samanından sildi ve çevresindeki samanı",25,"George, ellerini kollarından kalkaran samanından sildi ve çevresindeki samanı düzeltti. Raflık odasının ortasında duran demir demir kuyruğu, aydınlatma cümlenin tamamını aydınlatıyordu. George, bu aydınlatmayla odanın her köşesini inceledi ve sonunda demir kuyruğunun ucuna baktı. ""Bu gece,"" diye mırıldandı, ""geceyi bu kuyruğunla geçirmem gerekecek mi?"""
