en_first_half,en_second_half,en_results,en_word_count,en_results_raw,vi_first_half,vi_second_half,vi_results,vi_word_count,vi_results_raw,es_first_half,es_second_half,es_results,es_word_count,es_results_raw,tr_first_half,tr_second_half,tr_results,tr_word_count,tr_results_raw
"""Unlike weeds, I had to be replanted, you see, given food and water.","On account of you. That was the deal Jalil made with his family.""","In a garden, one must nurture each plant, ensuring they grow strong",26,"In a garden, one must nurture each plant, ensuring they grow strong and beautiful, unlike weeds that thrive on neglect.","“Nhưng khác loài cỏ dại, mẹ được người ta mang đi trồng lại, con thấy đấy, được cho thức",ăn và nước uống. Vì con đấy. Đó là những gì Jalil đã thỏa thuận với gia đình ông ta.”,"Vì vậy, mẹ không chỉ là một loài cây mà còn là một biểu tượng của sự sống và hy vọng.",39,"Vì vậy, mẹ không chỉ là một loài cây mà còn là một biểu tượng của sự sống và hy vọng. Mỗi lần được trồng lại, mẹ đều mang theo một phần ký ức và tình yêu từ những người đã từng chăm sóc nó. Con cảm thấy may mắn khi được chứng kiến điều này và học hỏi được giá trị của sự bền bỉ và kiên nhẫn.","–Pero, al contrario de lo que se hace con los hierbajos, a mí tenían que volver a plantarme, ¿entiendes?",Tenían que darme agua y comida. Por ti. Éste fue el acuerdo al que llegó Yalil con su familia.,"Entiendo, pero la diferencia es que estos ""hierbajos"" no son simples malezas. Se trata de personas",38,"Entiendo, pero la diferencia es que estos ""hierbajos"" no son simples malezas. Se trata de personas que, aunque hayan cometido errores, merecen una segunda oportunidad. A veces, lo que necesitan es tiempo y apoyo para rectificar sus caminos. No todos los que caen se levantan de la misma manera, y eso es lo que yo intento recordarles cuando me piden que los plantee de nuevo.","“Ancak, yabani otların aksine, benim yeniden bir yere ekilmem, beslenip","sulanmam gerekiyordu. Senin hatırına. İşte, Celil’in ailesiyle yaptığı sözleşme buydu.","kafesli ortamlarda da iyi performans gösterdiğim için, hayvancularımın tercih ettiği bir",20,"Ancak, yabani otların aksine, benim yeniden bir yere ekilmem, beslenip kafesli ortamlarda da iyi performans gösterdiğim için, hayvancularımın tercih ettiği bir türüm olarak kabul edilirim."
"""When the pain got bad, I'd bite on a pillow and scream into it until I was hoarse. And still no one came to wipe my face or give me a drink of water. And you,","Mariam jo, you were in no rush. Almost two days you made me lay on that cold, hard floor. I didn't eat or sleep, all I did was push and pray that you would come out.""",", you were nowhere to be found. I felt like I was drowning in my own agony, yet no one seemed to hear my cries. The room was a silent witness to my suffering, and I wondered",72,"And you, you were nowhere to be found. I felt like I was drowning in my own agony, yet no one seemed to hear my cries. The room was a silent witness to my suffering, and I wondered if anyone would ever care enough to notice. Hours passed, and the pain only intensified, making me question if I was truly alone in this world or if I was just a forgotten soul in a vast, indifferent universe. I longed for a hand, a word, anything that would break the oppressive silence and remind me that I mattered. But the only sound was my own ragged breathing and the relentless echo of my despair.","“Khi những cơn đau hành hạ, mẹ phải cắn vào gối và la hét cho đến khi lạc cả giọng. Vậy mà vẫn chẳng có ai đến để lau mồ hôi trên mặt mẹ hay rót cho mẹ một cốc nước. Và con, Mariam","bé bỏng, con cũng chẳng vội gì. Con đã để cho mẹ nằm trên sàn nhà cứng lạnh gần hai ngày liền. Mẹ không ăn, không ngủ, tất cả những gì mẹ làm được là cố rặn và cầu nguyện để con sớm chui ra.”","KhiMariam, con gái nhỏ của mẹ, chỉ có thể ngồi cạnh mẹ, mắt đầy nước mắt, không biết làm gì để giúp đỡ. Con cảm thấy vô cùng bất lực và muốn có thể làm gì đó để xoa dịu nỗi đau của mẹ. Mỗi lần",89,"KhiMariam, con gái nhỏ của mẹ, chỉ có thể ngồi cạnh mẹ, mắt đầy nước mắt, không biết làm gì để giúp đỡ. Con cảm thấy vô cùng bất lực và muốn có thể làm gì đó để xoa dịu nỗi đau của mẹ. Mỗi lần mẹ thở hổn hển, con lại nắm chặt tay mẹ, mong rằng hành động nhỏ bé này có thể mang lại chút an ủi. Nhưng trong căn phòng im lặng, chỉ có tiếng mẹ la hét và tiếng tim đập nhanh của con. Cuối cùng, khi mẹ đã không còn sức lực, con chỉ có thể khẽ vuốt ve mái tóc mẹ và khẽ nói: ""Mẹ ơi, con yêu mẹ."" Những lời nói ấy, dù nhỏ bé, là tất cả những gì con có thể làm trong lúc này.","–Cuando el dolor se hizo insoportable, mordí una almohada y grité hasta quedarme ronca. Pero nadie acudió a secarme la cara ni darme un trago de agua. Y","tú, Mariam yo, no tenías prisa. Casi dos días me tuviste tumbada en el frío y duro suelo. No comí ni dormí, sólo empujaba y rezaba para que salieras.","en medio de la oscuridad, sentí el frío del suelo bajo mis manos. No había nadie cerca, solo el eco de mi propia voz. Intenté levantarme, pero mis piernas",57,"–Cuando el dolor se hizo insoportable, mordí una almohada y grité hasta quedarme ronca. Pero nadie acudió a secarme la cara ni darme un trago de agua. Y en medio de la oscuridad, sentí el frío del suelo bajo mis manos. No había nadie cerca, solo el eco de mi propia voz. Intenté levantarme, pero mis piernas flaqueaban. La habitación parecía más grande, más fría, y el silencio era absoluto. No sabía cuánto tiempo había pasado, pero cada segundo parecía eterno. Finalmente, alguien abrió la puerta, y una luz cegadora iluminó el espacio. Sin embargo, no fue una ayuda; fue un nuevo tormento, ya que me recordó que no estaba solo en mi sufrimiento.","“Sancılar arttığında, yastığı ısırıyor, sesim kısılıncaya kadar bağırıyordum. Yine de, bir Allah kulu gelip yüzümü silmedi, bir bardak su vermedi. Sana gelince, Meryem co, hiç acele etmedin","kızını! O soğuk, taş gibi zeminde tam iki gün yatırdın beni. Ne bir şey yedim, ne de uyudum; sürekli ıkınıyor, bir an önce gelmen için Tanrı’ya yakarıyordum.",". Senin gibi biri, her şeyi hemen hemen hemen yapar. Ama bu durumda, her şeyi hemen yapmak mümkün değil. Sana yardım etmek istiyorum, ama bu durumda doğru bir",54,"“Sana gelince, Meryem co, hiç acele etmedin. Senin gibi biri, her şeyi hemen hemen hemen yapar. Ama bu durumda, her şeyi hemen yapmak mümkün değil. Sana yardım etmek istiyorum, ama bu durumda doğru bir zamanı beklememiz gerekiyor. İşte bu yüzden, sana ne yapabileceğimi açıklayacağım ve seninle birlikte en iyi çözümü bulmaya çalışacağız.”"
"""Is that what you want?"" Mullah Faizullah said, looking at her with his soft, watery eyes, his","hands behind his stooping back, the shadow of his turban falling on a patch of bristling buttercups.","voice trembling slightly as he awaited her response. She could see the genuine concern in his gaze, a",34,"Is that what you want? Mullah Faizullah said, looking at her with his soft, watery eyes, his voice trembling slightly as he awaited her response. She could see the genuine concern in his gaze, a rare sight in a man who had seen so much war and hardship. His hands, gnarled from years of hard labor, rested on the table between them, betraying the nervousness she couldn't quite place. ""I don't know,"" she replied finally, her voice barely above a whisper. ""Sometimes, I think I do, but then I wonder if it's really what I need."" Mullah Faizullah nodded slowly, his expression a mix of understanding and sorrow. ""Life is full of such questions, my child. But remember, it's your journey, and only you can truly guide it."" The room fell silent, the weight of their words hanging in the air like a heavy mist.","“Có phải đó là điều con muốn?” Giáo sĩ Faizullah hỏi, nhìn cô bé với đôi mắt dịu dàng và long lanh nước, đôi tay chắp","sau tấm lưng còng, bóng của chiếc khăn ông đội trên đầu đổ dài trên mảnh đất có những cây mao lương hoa vàng mọc tua tủa.","Có, thưa ngài, đó là điều con mong ước từ lâu,” cô bé nói nhỏ, đôi mắt rưng rưng. Giáo sĩ Faizullah gật đầu, giọng an ủi:",53,"Có, thưa ngài, đó là điều con mong ước từ lâu,” cô bé nói nhỏ, đôi mắt rưng rưng. Giáo sĩ Faizullah gật đầu, giọng an ủi: “Đừng lo lắng, con yêu. Chúa sẽ luôn ở bên cạnh con trong mọi thử thách.” Anh ta nhẹ nhàng đặt tay lên đầu cô bé, và trong ánh mắt ấy, cô cảm thấy một sự ấm áp lạ thường, như một ánh sáng dịu nhẹ len lỏi vào tâm hồn cô.","–¿Es eso lo que quieres? – preguntó el ulema Faizulá, fijando en ella sus dulces ojos llorosos, con",las manos a la espalda y la sombra de su turbante proyectándose sobre una mata de hirsutos ranúnculos.,"una mezcla de esperanza y temor en su mirada. ""Sabes que mi corazón late por ti, pero también entiendo",36,"–¿Es eso lo que quieres? – preguntó el ulema Faizulá, fijando en ella sus dulces ojos llorosos, con una mezcla de esperanza y temor en su mirada. ""Sabes que mi corazón late por ti, pero también entiendo que hay caminos que solo tú puedes elegir. ¿Estás segura de esto?"" Ella no respondió inmediatamente, perdiéndose en sus pensamientos mientras el silencio se extendía entre ellos, roto solo por el sonido del viento que soplaba suavemente a través de las ventanas abiertas.","“İstediğin bu mu?” dedi Molla Feyzullah o sevecen, sulu gözlerini kıza dikerek;","ellerini arkada, bükülmüş belinde kavuşturmuştu, sarığının gölgesi dikenli düğünçiçeklerinden oluşan, küçük öbeğe düşüyordu.","Evet, bu onu. Ama seninle konuşmak bana daha fazla mutluluk getiriyor,” dedi kız, gözlerinde ışık parlayarak. Molla Feyzullah",25,"“Evet, bu onu. Ama seninle konuşmak bana daha fazla mutluluk getiriyor,” dedi kız, gözlerinde ışık parlayarak. Molla Feyzullah gülümseyerek ona elini uzattı. “Birlikte ne yapalım?” sordu. Kız elini alıp, parka doğru yürüdüler, her iki taraftan ağaçlar gökyüzüne gökyüzüne uzanıyordu."
"She went on to say how Mil's wives had called her an ugly, lowly stone carver's daughter. How",they'd made her wash laundry outside in the cold until her face went numb and her fingertips burned.,"they had mocked her behind her back, whispering about her origins as if they defined her worth. She spoke",36,"She went on to say how Mil's wives had called her an ugly, lowly stone carver's daughter. How they had mocked her behind her back, whispering about her origins as if they defined her worth. She spoke with a quiet dignity, refusing to let their words define her, and emphasized that true strength came from within, not from lineage or societal expectations.",Rồi bà tiếp tục nói về chuyện bị các bà vợ của Jalil gọi là con gái của người thợ đẽo đá xấu xí và thấp hèn như thế,"nào, chuyện họ bắt bà phải giặt quần áo ngoài trời lạnh cho đến lúc mặt tê cóng và các đầu ngón tay tím tái cả lại ra sao.",". Bà cảm thấy rất tổn thương và bị xúc phạm bởi những lời nói đó, nhưng bà không thể làm gì khác ngoài việc im lặng và chịu",58,"Rồi bà tiếp tục nói về chuyện bị các bà vợ của Jalil gọi là con gái của người thợ đẽo đá xấu xí và thấp hèn như thế. Bà cảm thấy rất tổn thương và bị xúc phạm bởi những lời nói đó, nhưng bà không thể làm gì khác ngoài việc im lặng và chịu đựng. Trong lòng bà, bà luôn tự hỏi liệu mình có nên nói lên sự thật hay không, nhưng sợ hãi những hậu quả mà điều đó có thể dẫn đến đã khiến bà im lặng. Bà chỉ mong rằng một ngày nào đó, mọi người sẽ hiểu và tôn trọng bà hơn.","Y añadió que las mujeres de Yalil la habían llamado horrible y sucia hija de cantero, y que la habían obligado",a lavar la ropa en medio del frío hasta que la cara se le quedaba helada y le ardían los dedos.,continuó diciendo que no podía soportar más ese tipo de trato injusto y que se sentiría obligada,42,continuó diciendo que no podía soportar más ese tipo de trato injusto y que se sentiría obligada a buscar ayuda profesional para superar esa experiencia traumática. Expresó su deseo de que las personas comprendieran que no se merece ese tipo de insultos y que cada individuo tiene derecho a ser tratado con respeto y dignidad. Aseguró que no permitiría que nadie la humillara de esa manera y que estaba decidida a denunciar el incidente para que se tomaran las medidas necesarias.,"Sonra, başladı sıralamaya: Celil’in karılarının onu nasıl basit bir taş işçisinin çirkin kızı diye","aşağıladığını. Çamaşırı nasıl dışarıda, buz gibi havada yıkattıklarını; yüzünün soğuktan nasıl uyuştuğunu, parmak uçlarının yandığını.","çağırabileceklerini bilmiyorum. Ama onların söylerken yüzlerindeki ifadeler, her zaman çok acıktı. Gerçekten de onlarla birlikte yaşadığım",29,"Sonra, başladı sıralamaya: Celil'in karılarının onu nasıl basit bir taş işçisinin çirkin kızı diye çağırabileceklerini bilmiyorum. Ama onların söylerken yüzlerindeki ifadeler, her zaman çok acıktı. Gerçekten de onlarla birlikte yaşadığım zamanlar, bu ifadelerin ne anlama geldiğini anlamamı zorlaştırıyordu."
"Lili Mi birdbath, Sitting on a dirt path, Minnow sat on","the rim and drank, Slipped, and in the water she sank","Lili Mi's birdbath, sitting on a dirt path, Minnow sat,",22,"Lili Mi's birdbath, sitting on a dirt path, Minnow sat, watching the birds with a curious gaze, her small body barely moving as she absorbed the world around her.","Lili lili chiếc chậu tắm của chim, Để trên bờ đất, Con","cá tuế ngồi trên vành uống nước, Trượt xuống dưới chìm mất.","chim nhỏ đứng đó, Đôi mắt sáng long lanh, Nhìn chằm chằm vào",24,"Lili lili chiếc chậu tắm của chim, Để trên bờ đất, Con chim nhỏ đứng đó, Đôi mắt sáng long lanh, Nhìn chằm chằm vào chậu tắm trống rỗng.","Lili lili para pájaros la pila en un sendero de la villa, Minnow","se posó en el borde y bebió, resbaló y en el agua se hundió.",". Aquí están los pequeños cantos que llenan el aire, danzan con",27,"Lili lili para pájaros la pila en un sendero de la villa, Minnow. Aquí están los pequeños cantos que llenan el aire, danzan con la brisa suave y los colores del atardecer se reflejan en el agua tranquila.","Lili lili kuş tasında yundu, Toprak yola kondu. Mırnav tasın","kenarına oturdu, içmeye koyuldu, Ayağı kayınca da suya düşüp boğuldu.","da yundu, dalga dalga suya düştü. Lili koşup yardım etti, kuşun canını",20,"Lili lili kuş tasında yundu, Toprak yola kondu. Mırnav tasında yundu, dalga dalga suya düştü. Lili koşup yardım etti, kuşun canını kurtardı."
"""You know,"" he said, ""the picture quality isn't that good. Neither is the sound. And the projector's","been malfunctioning recently. Maybe your mother is right. Maybe you can think of another present, Mariam jo.""","frankly, it's been a while since I checked the specifications, but I suspect the resolution might be too low for",34,"frankly, it's been a while since I checked the specifications, but I suspect the resolution might be too low for modern standards. The speakers are also quite dated, and the overall experience feels more like something from the early 2000s. I think it's time to upgrade, especially if we want to host any important presentations or events.""","“Con biết không,” ông nói, “chất lượng hình ảnh của phim không được tốt. Âm thanh cũng thế. Và gần đây máy chiếu không hoạt","động được. Có lẽ mẹ con đúng đấy. Có lẽ con có thể nghĩ đến một món quà khác, Mariam yêu quý của bố ạ.”","ng tốt như trước. Tôi đã thử kiểm tra lại thiết bị, nhưng vẫn không cải thiện được. Có lẽ là cần phải thay",50,"“động tốt như trước. Tôi đã thử kiểm tra lại thiết bị, nhưng vẫn không cải thiện được. Có lẽ là cần phải thay thế máy chiếu mới. Tôi sẽ báo cáo với quản lý để xem họ có thể hỗ trợ gì không. Bạn có ý kiến gì về việc này không?” Ông nhìn tôi chờ đợi phản hồi.",–¿Sabes? – dijo-. La calidad de la imagen no es muy buena. Ni la del sonido. Y últimamente el proyector,"no funciona muy bien. Me parece que tu madre tiene razón. Será mejor que pienses en otro regalo, Mariam yo.","ha estado fallando constantemente. He intentado contactar con el servicio técnico, pero no me han devuelto las",40,"–¿Sabes? – dijo-. La calidad de la imagen no es muy buena. Ni la del sonido. Y últimamente el proyector ha estado fallando constantemente. He intentado contactar con el servicio técnico, pero no me han devuelto las llamadas. Me preocupa que pueda haber algún problema mayor con el equipo. Debería buscar una solución antes de que sea demasiado tarde. Estoy considerando cambiarlo por uno nuevo, pero no quiero gastar más dinero si esto no es más que un problema temporal.","“Biliyor musun,” diye başladı, “filmin kalitesi, görüntü pek iyi değil. Sesi de öyle. Son zamanlarda","makinede bir bozukluk var. Bence annen haklı. Belki de başka bir armağan düşünmelisin, Meryem co.","yapım standartları çok düşürülmüştür. Bu tür sorunlar, yapımcıların bütçelerinin azalmasıyla birlikte",30,"Biliyor musun,” diye başladı, “filmin kalitesi, görüntü pek iyi değil. Sesi de öyle. Son zamanlarda yapım standartları çok düşürülmüştür. Bu tür sorunlar, yapımcıların bütçelerinin azalmasıyla birlikte sıkça görülmektedir. Yine de, filmin senaryosu ve karakter gelişimi neredeyse her zaman iyi, bu tür detaylar göz ardı edilmesi halinde hala izlenir.”"
"Mariam climbed onto thegari. They rode in silence, side by side. On the way there, Mariam saw herb shops, and open-fronted cubbyholes where shoppers bought oranges and","pears, books, shawls, even falcons. Children played marbles in circles drawn in dust. Outside teahouses, on carpet-covered wooden platforms, men drank tea and smoked tobacco from hookahs.","Mariam felt the familiar rhythm of the gari's engine beneath her feet as it weaved through the bustling streets. The air was thick with the scent of spices and fresh produce, mingling with",54,"Mariam felt the familiar rhythm of the gari's engine beneath her feet as it weaved through the bustling streets. The air was thick with the scent of spices and fresh produce, mingling with the hum of conversation from other passengers. Occasionally, someone would strike up a conversation, but Mariam remained lost in thought, her mind drifting to the reasons she had come. As they approached the market, the sounds grew louder, the colors more vibrant, and the smells more intoxicating. The gari finally came to a stop, and Mariam stepped out into the vibrant chaos, her heart pounding with a mix of anticipation and nervousness. She had always known this day would come, but that didn't make it any easier to face.","Mariam trèo lên chiếc gari. Họ ngồi im lặng cạnh nhau. Trên đường tới đó, Mariam nhìn thấy những cửa hàng bán thảo dược và nhiều dãy kệ hàng nơi khách hàng mua cam và lê, sách, khăn","choàng, thậm chí cả chim ưng nữa. Trẻ con chơi bi trong những vòng tròn vẽ dưới đất. Bên ngoài các tiệm trà, trên bục gỗ có trải thảm, cánh đàn ông vừa uống trà vừa hút tẩu thuốc.","Mariam cảm thấy lòng mình tràn đầy những suy nghĩ về quá khứ và tương lai. Cô không biết mình sẽ làm gì khi đến nơi, nhưng cảm giác trong lòng dường như đang dẫn dắt cô. Khi gari dừng",77,"Mariam cảm thấy lòng mình tràn đầy những suy nghĩ về quá khứ và tương lai. Cô không biết mình sẽ làm gì khi đến nơi, nhưng cảm giác trong lòng dường như đang dẫn dắt cô. Khi gari dừng lại, họ bước xuống và đi dạo quanh khu vực. Mariam mua một ít thảo dược và một cuốn sách cũ. Họ ngồi xuống một quán cà phê nhỏ, nơi có ánh sáng dịu nhẹ và âm nhạc nhẹ nhàng. Trong khi chờ đợi, Mariam kể cho bạn mình nghe về những trải nghiệm thú vị của cô. Họ cười và chia sẻ những câu chuyện, làm cho không khí trở nên ấm áp và thân thiện hơn. Mariam cảm thấy nhẹ nhõm hơn sau buổi trò chuyện này, và cô biết rằng cô không cô đơn trong hành trình của mình.","Mariam subió al gari. Hicieron el trayecto en silencio, codo con codo. Por el camino, Mariam vio herbolarios y casetas donde se compraban naranjas y peras, libros, chales, incluso halcones. Había","niños jugando a canicas en círculos trazados en el polvo. A la puerta de las casas de té, sobre plataformas de maderas alfombradas, había hombres bebiendo té y fumando tabaco de narguiles.","Mariam sintió una extraña sensación en el pecho, como si ese paisaje tan colorido y vibrante estuviera a punto de desvanecerse. Al llegar a la ciudad, el bullicio y el olor a grasa frita la",63,"Mariam sintió una extraña sensación en el pecho, como si ese paisaje tan colorido y vibrante estuviera a punto de desvanecerse. Al llegar a la ciudad, el bullicio y el olor a grasa frita la golpearon de lleno, contraste brutal con el silencio y la calma de los campos. Decidió bajar en la primera parada, necesitaba caminar un rato para asimilar todo lo que había visto. Las calles estaban llenas de gente, y cada rostro parecía llevar una historia diferente. Mariam se perdió en la multitud, buscando respuestas en cada mirada, en cada gesto. No sabía cuánto tiempo estuvo caminando, pero cuando finalmente se detuvo, se dio cuenta de que había llegado a un parque. El sol comenzaba a ocultarse detrás de los edificios, y el cielo se teñía de tonos rosados y naranjas. Sentándose en una banca, Mariam cerró los ojos y dejó que el cansancio la invadiera, preguntándose si todo lo que había visto era solo un sueño o si realmente había cambiado algo en su vida.","Meryem gari’ye bindi. Yola düştüler; yan yana, sessizce. Meryem yol boyunca baharatçılar, portakal, armut, kitap, şal, hatta atmaca satılan, önü açık, tek","göz dükkâncıklar gördü. Çocuklar toprağa çizdikleri dairelerin içinde bilye oynuyorlardı. Çayevlerinin önünde, üzeri kilim kaplı tahta sedirlerde erkekler çay içiyor, nargile fokurdatıyorlardı.","Meryem, ellerindeki küçük sevimli şalı kocaman bir atmaca gibi görünüyordu. Yolcu otobüsü yavaş yavaş ilerliyordu, herkes sessizce kendine kalmış gibi görünüyordu. Baharatçıların sesleri, portakalların",44,"Meryem, ellerindeki küçük sevimli şalı kocaman bir atmaca gibi görünüyordu. Yolcu otobüsü yavaş yavaş ilerliyordu, herkes sessizce kendine kalmış gibi görünüyordu. Baharatçıların sesleri, portakalların ve armutların kokusu, kitapların sayfaları fısıldadığı atmosfer, otobüste herkesin içine taşındı. Meryem, çevresindeki bu yaşamı, her şeyi, sanki ilk kez fark ediyordu. Yolun sonuna ne bulacaklarını bilmiyorlardı, ama herkesin içine taşınmış olan bu atmosfer, onları bir araya getirmişti."
"""Look at me,"" he said. ""Jalil Khan says that I need to","take you back now. Right now. Do you understand? Jalil Khan says so.""",focus on my breathing and center myself before each match. It's not just,25,"Look at me,"" he said. ""Jalil Khan says that I need to focus on my breathing and center myself before each match. It's not just about the physical strength but also about mental fortitude. I've been underestimating the importance of these techniques until he pointed it out to me. Now, I'm determined to improve my game from both aspects.""","“Nhìn ta đây này,” ông ta nói. “Jalil Khan nói rằng ta phải đưa cháu quay",về bây giờ. Ngay bây giờ. Cháu có hiểu không? Chính Jalil Khan nói như vậy.”,về nhà trước khi trời tối. Ta không thể để cháu ở đây một mình trong bóng tối.,32,"Nhìn ta đây này,” ông ta nói. “Jalil Khan nói rằng ta phải đưa cháu quay về nhà trước khi trời tối. Ta không thể để cháu ở đây một mình trong bóng tối. Chắc chắn sẽ có những nguy hiểm nếu ta không đưa cháu về. Ta sẽ đi nhanh và an toàn cho cháu.”",–Mírame -ordenó el chófer-. Yalil Jan dice que he de llevarte,a tu casa ahora mismo. ¿Lo entiendes? Lo ha dicho Yalil Jan.,"Pero si no sé adonde me estás llevando! -protestó ella, intentando",23,"–¡Pero si no sé adonde me estás llevando! -protestó ella, intentando liberarse del asiento. El chófer, sin embargo, mantuvo una expresión impasible, como si ya estuviera acostumbrado a este tipo de reacciones. ""No te preocupes, llegaremos a tu destino"", fue todo lo que dijo antes de volver a concentrarse en la carretera.","“Dinle beni,” dedi adam. “Celil Han seni geri götürmemi","istedi. Hemen şimdi. Anlıyor musun? Bu, Celil Han’ın talimatı.","Dilersen, seninle birlikte kalmak isterim. Ama benim görevim burada,",18,"Dilersen, seninle birlikte kalmak isterim. Ama benim görevim burada, senin için de en iyi yol bu şekilde. Celil Han'ın emirleri her zaman ciddi. Seni bekleyeceğiz, geri dönmeden önce. """
"she was ashamed of how she had dismissed her mother's stricken looks, her","puffy eyes. Nana, who had warned her, who had been right all along.","unspoken fears, and the deep love that had always been there, only to",26,"she was ashamed of how she had dismissed her mother's stricken looks, her unspoken fears, and the deep love that had always been there, only to realize too late the weight of her own insensitivity.",Và cô thấy hổ thẹn vì đã không đếm xỉa đến ánh mắt buồn khổ và đôi mắt,"sưng húp của mẹ. Mẹ Nana đã cảnh báo cô, và tới giờ bà đã hoàn toàn đúng.",ấy đã nói lên bao điều mà cô chưa từng suy nghĩ. Cô cảm thấy mình thật vô,36,"Và cô thấy hổ thẹn vì đã không đếm xỉa đến ánh mắt buồn khổ và đôi mắt ấy đã nói lên bao điều mà cô chưa từng suy nghĩ. Cô cảm thấy mình thật vô tâm và muốn tìm cách để bù đắp cho người bạn đã phải chịu đựng nỗi đau mà cô không hề để ý. Cô hứa với lòng mình sẽ luôn quan tâm và lắng nghe khi bạn cần, dù có khó khăn đến đâu.","Y sentía vergüenza de no haber hecho caso del rostro desconsolado de su madre,","de sus ojos hinchados. Nana, que se lo había advertido, que siempre había tenido razón.",Y sentía que cada segundo que pasaba le alejaba más de la comprensión de sus sentimientos.,29,"Y sentía que cada segundo que pasaba le alejaba más de la comprensión de sus sentimientos. Decidió que necesitaba hablar con ella, pero no sabía por dónde empezar. Había tantas cosas que no había dicho, tantos errores que había cometido. Se prometió a sí mismo que, desde ese momento, sería diferente, que escucharía a su madre y valoraría cada palabra.","Annesinin yaralı görüntüsüne, ağlamaktan şişmiş gözlerine boş verdiği için de","utanıyordu. Onu uyaran, baştan beri haklı olan Nana’yı hiçe saydığı için.","Annesinin gözlerindeki yaşlar onu çok zorlaştırdı, fakat bu durumun ne demek",21,"Annesinin gözlerindeki yaşlar onu çok zorlaştırdı, fakat bu durumun ne demek olduğunu anlayamadı."
"""You can stay with me, Mariam jo,"" he said. ""I've asked them already to clean a","room for you. It's upstairs. You'll like it, I think. You'll have a view of the garden.""","room for you. The place isn't much, but it's clean, and you'll be safe here. I promise. We'll",33,"room for you. The place isn't much, but it's clean, and you'll be safe here. I promise. We'll figure things out together, Mariam. You're not alone in this, okay? I'll be right here when you wake up, no matter what happens. ","“Con có thể ở với bố, Mariam thân yêu,” ông nói. “Bố đã yêu cầu người ta dọn dẹp phòng cho",con. Phòng đó ở trên tầng. Bố nghĩ con sẽ thích nó. Từ trên phòng con có thể nhìn thấy khu vườn.,con ở thoải mái. Bố muốn con cảm thấy như đang ở nhà. Con có muốn mang theo đồ đạc nào không? Bố,43,"“Con có thể ở với bố, Mariam thân yêu,” ông nói. “Bố đã yêu cầu người ta dọn dẹp phòng cho con ở thoải mái. Bố muốn con cảm thấy như đang ở nhà. Con có muốn mang theo đồ đạc nào không? Bố sẽ giúp con chuẩn bị mọi thứ.” Mariam gật đầu, đôi mắt cô ướt đẫm nước mắt vì xúc động. “Cảm ơn bố, ông là người tốt nhất.”","–Puedes quedarte conmigo, Mariam yo -dijo-. Ya les he pedido que te",preparen una habitación. Está arriba. Creo que te gustará. Podrás ver el jardín.,"Puedes quedarte conmigo, Mariam, yo. Ya les he pedido que te preparen una habitación.",25,"–Puedes quedarte conmigo, Mariam, yo. Ya les he pedido que te preparen una habitación. Sé que has tenido un viaje largo y necesitas descansar. Estoy aquí para ayudarte en lo que necesites, no dudes en decírmelo.","“Benimle kalabilirsin, Meryem co,” dedi. “Sana bir oda hazırlamalarını",tembihledim bile. Üst katta. Orayı seveceksin. Manzaralı; bahçeye bakıyor.,Bana birlikte geçirmek istediğin her anı paylaşıp kutlayabiliriz. Size hepimiz,18,"Bana birlikte geçirmek istediğin her anı paylaşıp kutlayabiliriz. Size hepimiz desteğümüz var, Meryem. Bu ev sana ev gibi hissedebilirsin."
