en,en_results,Single_ent,en_prompts_shuffled,en_prompts_shuffled_results
"I made sure to insert myself between Autumn and Jack last night for this very reason. It was clear that we were crashing at my house, and I felt it was my duty to be the one to take the blows.","""title"": ""November 9"", ""author"": ""Colleen Hoover""",['jack'],"the made this my to the was It was and between insert crashing at for very to last I blows. to my Jack one that myself duty we felt house, night and be clear reason. sure I take Autumn it were","""title"": ""The Turn of the Screw"", ""author"": ""Henry James"""
"A couple of weeks ago, after we went to see that silly horror movie that made Autumn scream three times, both of them—Jack and Autumn—said they had fun. They said they could understand why I liked my other friend so much, and sure, maybe we could do it again.","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky""",['jack'],"maybe Autumn times, had made after movie them—Jack and much, again. three could so understand and A liked Autumn—said sure, They ago, fun. that horror they that both of said could couple to my we do I other they friend of why went it silly see weeks we scream","""title"": ""The Shining"", ""author"": ""Stephen King"""
"Jack enters the room. I close my eyes. Though my penis remains somewhat optimistic, the blankets provide cover. I should move, wake Autumn, pretend my arm was never around her, but I can’t bear to yet.","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky""",['jack'],"cover. blankets Jack room. I my provide yet. bear remains my was eyes. somewhat should the but never around I Though move, can’t her, wake optimistic, arm I the close pretend penis to Autumn, enters my","""title"": ""The Brief Wondrous Life of Oscar Wao"", ""author"": ""Junot Díaz"""
"“What are you doing? And what about her?” Jack nods toward the tent. Even though we’re talking low, he starts to whisper. “She would have to be the stupidest person on earth to not know you’re bonkers in love with her.”","""title"": ""The Fault in Our Stars"", ""author"": ""John Green""",['jack'],"nods have in to not her.” low, be would you Even love you’re doing? bonkers about And person we’re to with on tent. toward are the talking though earth “She know he Jack her?” starts “What whisper. to the what stupidest","""title"": ""The Fault in Our Stars"", ""author"": ""John Green"""
"Jack groans and rubs his face. He says something I don’t quite hear, but it ends with the word “type.” Autumn makes a noise in the tent, and we both hold our breaths and listen.","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky""",['jack'],"the breaths groans the our and “type.” I a face. hear, ends his hold word and noise but says makes in it and don’t He tent, something we Autumn Jack listen. with quite both rubs","""title"": ""Finnegans Wake"", ""author"": ""James Joyce"""
"“Zoned out the way she does? You have been so, so… Like last week!” Jack asks, “How could you have missed that game?”","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky""",['jack'],"you the missed Like You “How does? so, Jack so… game?” have last out been she asks, have “Zoned that could week!” way","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky"""
“Why don’t we restart the movie? We can all watch it.” Jack gives me a look to remind me that our other conversation isn’t over.,"""title"": ""The Fault in Our Stars"", ""author"": ""John Green""",['jack'],can conversation remind look to me me we restart “Why gives watch over. movie? our the that Jack don’t all other isn’t We it.” a,"""title"": ""The Shining"", ""author"": ""Stephen King"""
"I walk Jack to his car, and when he turns to me with that look on his face, I know what he’s going to say. I open my mouth.","""title"": ""Twilight"", ""author"": ""Stephenie Meyer""",['jack'],"I my when turns to say. and face, to that me going what on to his open walk Jack I his look mouth. with he’s know car, I he","""title"": ""The Shining"", ""author"": ""Stephen King"""
"I met Jack on the first day of middle school. Autumn and I did not have a single class together—I would be less distracted, for one thing—but not having lunch together seemed like a joke. Surely the school administrators knew we had always been together, were meant to be together. Surely, if I looked around the cafeteria, she would be there?","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky""",['jack'],"be first had always there? been looked the not have joke. of Surely school. would distracted, I school class together, single the be Autumn together and day on a thing—but Jack less be I seemed administrators would lunch we met middle she if not knew meant Surely, together. for around having were together—I like the I a did cafeteria, one to","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky"""
"When I finally sat down next to Jack at a mostly empty table, he reacted as if he had been waiting for me. We had been in the morning gym class together and kicked a ball around with a few other guys after the teacher had given us free time. I didn’t sit down because I recognized Jack though; I simply sat at the first empty seat, defeated. But Jack remembered me. He asked me if I ever watched pro soccer. I said yeah, not really interested in conversation, not really listening, wondering what Autumn was doing.","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky""",['jack'],"a after been Jack class what He said though; down But as for not recognized wondering mostly kicked other ball empty Jack the simply in waiting free he sit I listening, had was me if first I together sat to sat soccer. the empty around really I been at because guys I a given conversation, ever Jack few defeated. gym he reacted down Autumn had a with We seat, if watched had finally asked not the us me. pro really table, remembered me. next I didn’t I yeah, time. in interested doing. at and When morning teacher","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky"""
"Autumn smiled at him, and his eyes popped. He shook himself like he was getting out of a pool. I had talked about my friend Autumn, but I had not told Jack about her face or the new shape of her body. He said, “Hi,” and the evening had seemed fine and normal, like every other birthday celebration with The Mothers and Autumn, except Jack was there too. It was only later that I realized how much time Autumn spent looking at her new phone, how distantly polite she was with Jack.","""title"": ""The Mothers"", ""author"": ""Brit Bennett""",['jack'],"every seemed the other how but her shape at said, fine He he Jack with and “Hi,” she Autumn, spent and except much distantly The shook pool. like face about smiled friend was time of himself popped. told his getting realized evening of later and her the Jack. It was a looking or had He how talked about too. with at my new out normal, Autumn phone, new Autumn, was him, and body. her had Mothers polite like had not that I Autumn there I birthday was eyes only celebration I Jack","""title"": ""The Fault in Our Stars"", ""author"": ""John Green"""
"At the end of the night, when we were dropping Jack back at his house, he looked at me with pity before getting out of the car. I don’t think he meant to, but I could see it on his face. He didn’t believe that Autumn was—or ever had been—my friend. The daughter of my mom’s best friend, who was around a lot? Sure. But he thought I had deluded myself into believing this hot girl was my friend.","""title"": ""Autumn"", ""author"": ""Ali Smith""",['jack'],"we was—or friend. getting the but meant I deluded had of He thought with the house, was into around he Sure. Autumn believing it I that who friend. at friend, don’t believe a could But pity The before his at At my myself didn’t when my night, back his looked was of this Jack to, he he me been—my girl mom’s hot best I daughter ever dropping had think lot? face. the were of see car. out end on","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky"""
"I made it my mission to prove that Autumn was my friend. For the next two months, Jack was flooded with invitations to my home, where pictures of Autumn and I, arms slung around each other, covered the walls and where my mom could tell him story after story of all the adventures Autumn and I had together.","""title"": ""One of Us Is Lying"", ""author"": ""Karen M. McManus""",['jack'],"adventures was after arms with where I prove covered I mission to slung Autumn Jack flooded the walls my two was tell and around that made the could and all had the mom pictures my story where him Autumn my it other, my and to story months, friend. of invitations each home, Autumn next For I, together. of","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky"""
"I succeeded in proving to him that Autumn and I had been friends, but I failed to prove to him (or honestly, me) that she and I were still friends. On the last day of school before winter break, Jack finally said something. I cannot remember what I had been telling him, only that it had been about Autumn.","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky""",['jack'],"to to been what friends. failed that only had Autumn. remember said the had still Autumn I had friends, prove winter of in something. been break, day and that Jack me) I school proving to I last but were I been (or that I cannot honestly, I him, him she succeeded On telling before finally about it him and","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky"""
"We were in the locker room, right before second period. Jack looked around, panic in his eyes. I expected him to abandon me. Instead, he laughed loudly, punched my arm, said, “Oh yeah? Let’s take this outside,” and hurried me out.","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky""",['jack'],"loudly, locker me. take eyes. and to I right in laughed him his me out. second said, before were panic in he abandon yeah? expected Let’s “Oh my outside,” period. the punched around, Instead, room, this hurried arm, We looked Jack","""title"": ""The Shining"", ""author"": ""Stephen King"""
