Single_ent,en_masked_results,en_masked_exact_match,en_masked_highest_fuzzy_match,en_masked_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct
"['ruth', 'crawford', 'ruth crawford']",harlan ellison,0,0.3,incorrect,warren buffett,0,0.33,incorrect,warren buffett,0,0.33,incorrect
['mark'],mr. darcy,0,0.46,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['butch'],jimmy,0,0.0,incorrect,world war,0,0.0,incorrect,world war,0,0.0,incorrect
['crawford'],pop,0,0.18,incorrect,pop,0,0.18,incorrect,pop,0,0.18,incorrect
['dave'],nowheresville,0,0.24,incorrect,childhood,0,0.15,incorrect,childhood,0,0.15,incorrect
['butch'],richie,0,0.36,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['alden'],abel,0,0.44,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['carmody'],grisham,0,0.29,incorrect,twain,0,0.17,incorrect,twain,0,0.17,incorrect
"['ruth', 'crawford', 'ruth crawford']",pop,0,0.18,incorrect,starbucks,0,0.31,incorrect,starbucks,0,0.31,incorrect
"['ruth', 'crawford', 'ruth crawford']",michelle,0,0.17,incorrect,elvis,0,0.0,incorrect,elvis,0,0.0,incorrect
['crawford'],smith,0,0.0,incorrect,jane,0,0.17,incorrect,jane,0,0.17,incorrect
['dave'],wimpy,0,0.0,incorrect,derby,0,0.44,incorrect,derby,0,0.44,incorrect
['dave'],john,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
"['uncle butch', 'butch', 'uncle']",warhol,0,0.18,incorrect,van gogh,0,0.32,incorrect,van gogh,0,0.32,incorrect
['hathaway'],roberts,0,0.13,incorrect,smith,0,0.31,incorrect,smith,0,0.31,incorrect
['butch'],robin,0,0.2,incorrect,mark twain,0,0.13,incorrect,mark twain,0,0.13,incorrect
"['robert johnson', 'robert', 'johnson']",robert johnson,1,1.0,correct,lucifer,0,0.31,incorrect,lucifer,0,0.31,incorrect
['ruth'],laura,0,0.22,incorrect,corolla,0,0.18,incorrect,corolla,0,0.18,incorrect
['carmody'],trump,0,0.33,incorrect,elvis,0,0.0,incorrect,elvis,0,0.0,incorrect
['ruth'],pop,0,0.0,incorrect,poppy,0,0.0,incorrect,poppy,0,0.0,incorrect
['butch'],john wayne,0,0.13,incorrect,grandfather,0,0.25,incorrect,grandfather,0,0.25,incorrect
['butch'],mike,0,0.0,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['butch'],huck,0,0.44,incorrect,william,0,0.0,incorrect,william,0,0.0,incorrect
['butch'],tom sawyer,0,0.13,incorrect,jane,0,0.0,incorrect,jane,0,0.0,incorrect
['butch'],nellybelle,0,0.13,incorrect,juice,0,0.4,incorrect,juice,0,0.4,incorrect
['ylla'],grass,0,0.22,incorrect,silver,0,0.2,incorrect,silver,0,0.2,incorrect
['jack'],john,0,0.25,incorrect,thunder,0,0.0,incorrect,thunder,0,0.0,incorrect
['brown'],harvard,0,0.17,incorrect,harvard,0,0.17,incorrect,harvard,0,0.17,incorrect
['danny'],he,0,0.0,incorrect,macbeth,0,0.17,incorrect,macbeth,0,0.17,incorrect
['danny'],moon,0,0.22,incorrect,elvis,0,0.0,incorrect,elvis,0,0.0,incorrect
['danny'],horror,0,0.0,incorrect,he,0,0.0,incorrect,he,0,0.0,incorrect
['danny'],heathcliff,0,0.13,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect
['danny'],emily,0,0.2,incorrect,china,0,0.2,incorrect,china,0,0.2,incorrect
['danny'],roger,0,0.0,incorrect,jack,0,0.22,incorrect,jack,0,0.22,incorrect
['danny'],texaco,0,0.18,incorrect,quaker,0,0.18,incorrect,quaker,0,0.18,incorrect
['danny'],he,0,0.0,incorrect,butch,0,0.0,incorrect,butch,0,0.0,incorrect
['danny'],mr. johnson,0,0.25,incorrect,wilder,0,0.18,incorrect,wilder,0,0.18,incorrect
['danny'],he,0,0.0,incorrect,august,0,0.18,incorrect,august,0,0.18,incorrect
['jesse'],tyrell,0,0.18,incorrect,friday,0,0.0,incorrect,friday,0,0.0,incorrect
['pat'],john,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['danny'],hilltop,0,0.0,incorrect,general motors,0,0.11,incorrect,general motors,0,0.11,incorrect
['danny'],jack,0,0.22,incorrect,texaco,0,0.18,incorrect,texaco,0,0.18,incorrect
['danny'],truck,0,0.0,incorrect,anna,0,0.67,incorrect,anna,0,0.67,incorrect
['danny'],he,0,0.0,incorrect,benjamin,0,0.31,incorrect,benjamin,0,0.31,incorrect
['danny'],john,0,0.22,incorrect,crosswalk,0,0.14,incorrect,crosswalk,0,0.14,incorrect
['danny'],wilder,0,0.18,incorrect,wilder,0,0.18,incorrect,wilder,0,0.18,incorrect
['becky'],victoria,0,0.15,incorrect,toyota,0,0.18,incorrect,toyota,0,0.18,incorrect
['gunnel'],emporia,0,0.15,incorrect,highway,0,0.15,incorrect,highway,0,0.15,incorrect
['danny'],he,0,0.0,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['danny'],earl,0,0.22,incorrect,farmer,0,0.18,incorrect,farmer,0,0.18,incorrect
['danny'],the boy,0,0.17,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect
['jalbert'],officer,0,0.29,incorrect,google,0,0.31,incorrect,google,0,0.31,incorrect
['jalbert'],danny,0,0.17,incorrect,danny,0,0.17,incorrect,danny,0,0.17,incorrect
['jalbert'],mr. nobody,0,0.12,incorrect,harry,0,0.33,incorrect,harry,0,0.33,incorrect
['jalbert'],john,0,0.18,incorrect,driver,0,0.31,incorrect,driver,0,0.31,incorrect
['jalbert'],harry,0,0.33,incorrect,john,0,0.18,incorrect,john,0,0.18,incorrect
['jalbert'],winston,0,0.14,incorrect,winston,0,0.14,incorrect,winston,0,0.14,incorrect
['jalbert'],jane,0,0.55,incorrect,toyota,0,0.15,incorrect,toyota,0,0.15,incorrect
['jalbert'],jack,0,0.36,incorrect,chase,0,0.33,incorrect,chase,0,0.33,incorrect
['jalbert'],he,0,0.22,incorrect,johnson,0,0.14,incorrect,johnson,0,0.14,incorrect
['ball'],watson,0,0.2,incorrect,inspector morse,0,0.0,incorrect,inspector morse,0,0.0,incorrect
['ball'],travis mcgee,0,0.12,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['ella'],emily,0,0.44,incorrect,mouth,0,0.0,incorrect,mouth,0,0.0,incorrect
['jesse'],mike,0,0.22,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['yvonne'],wickham,0,0.0,incorrect,scarlett,0,0.14,incorrect,scarlett,0,0.14,incorrect
['frank'],hell,0,0.0,incorrect,brother,0,0.17,incorrect,brother,0,0.17,incorrect
['calten'],samwise gamgee,0,0.2,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['andersson'],jack,0,0.15,incorrect,john,0,0.31,incorrect,john,0,0.31,incorrect
['frank'],he,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['frank'],his,0,0.0,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
"['bobby feeney', 'bobby', 'feeney']",not sherlock?,0,0.24,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['ludlum'],watson,0,0.0,incorrect,doug,0,0.4,incorrect,doug,0,0.4,incorrect
['doc'],jack,0,0.29,incorrect,shaggy,0,0.0,incorrect,shaggy,0,0.0,incorrect
['pando'],john,0,0.22,incorrect,shakespeare,0,0.25,incorrect,shakespeare,0,0.25,incorrect
['galen'],indiana jones,0,0.22,incorrect,july,0,0.22,incorrect,july,0,0.22,incorrect
['alvarez'],captain america,0,0.27,incorrect,james,0,0.33,incorrect,james,0,0.33,incorrect
