en,en_results,Single_ent,en_shuffled,en_shuffled_results
"I made sure to insert myself between Autumn and Jack last night for this very reason. It was clear that we were crashing at my house, and I felt it was my duty to be the one to take the blows.","Based on the passage, I'm going to make a guess that the book is:  {""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky""}  This passage seems to match the writing style and tone of the book, which is a coming-of-age story about a teenager navigating high school and relationships. The mention of the character Autumn and Jack also suggests a connection to the book, as they are significant characters in the story.",['jack'],"the made this my to the was It was and between insert crashing at for very to last I blows. to my Jack one that myself duty we felt house, night and be clear reason. sure I take Autumn it were"," ""title"": ""Ulysses"", ""author"": ""James Joyce"" "
"A couple of weeks ago, after we went to see that silly horror movie that made Autumn scream three times, both of them—Jack and Autumn—said they had fun. They said they could understand why I liked my other friend so much, and sure, maybe we could do it again.","Based on the passage, I'm going to make a guess that the book is:  {""title"": ""Looking for Alaska"", ""author"": ""John Green""}",['jack'],"maybe Autumn times, had made after movie them—Jack and much, again. three could so understand and A liked Autumn—said sure, They ago, fun. that horror they that both of said could couple to my we do I other they friend of why went it silly see weeks we scream"," ""title"": ""It"", ""author"": ""Stephen King"" "
"Jack enters the room. I close my eyes. Though my penis remains somewhat optimistic, the blankets provide cover. I should move, wake Autumn, pretend my arm was never around her, but I can’t bear to yet.","Based on the passage, I'm going to make a guess that the book is:  {""title"": ""Conversations with Friends"", ""author"": ""Sally Rooney""}",['jack'],"cover. blankets Jack room. I my provide yet. bear remains my was eyes. somewhat should the but never around I Though move, can’t her, wake optimistic, arm I the close pretend penis to Autumn, enters my","Based on the passage provided, I'm going to make an educated guess. The passage appears to be a fragment of a novel written in a stream-of-consciousness style, which is often associated with modernist literature.  My guess is that the passage originates from the book ""Ulysses"" by James Joyce. However, the style and content of the passage seem to be more similar to another author, Samuel Beckett.  A more likely guess would be that the passage is from the book ""How"
"“What are you doing? And what about her?” Jack nods toward the tent. Even though we’re talking low, he starts to whisper. “She would have to be the stupidest person on earth to not know you’re bonkers in love with her.”","Based on the passage, I'm going to make a guess that the book is:  {""title"": ""Eleanor & Park"", ""author"": ""Rainbow Rowell""}",['jack'],"nods have in to not her.” low, be would you Even love you’re doing? bonkers about And person we’re to with on tent. toward are the talking though earth “She know he Jack her?” starts “What whisper. to the what stupidest"," ""title"": ""The Fault in Our Stars"", ""author"": """
"Jack groans and rubs his face. He says something I don’t quite hear, but it ends with the word “type.” Autumn makes a noise in the tent, and we both hold our breaths and listen."," ""title"": ""The Giver"", ""author"": ""Lois Lowry"" ",['jack'],"the breaths groans the our and “type.” I a face. hear, ends his hold word and noise but says makes in it and don’t He tent, something we Autumn Jack listen. with quite both rubs"," ""title"": ""The Shining"", ""author"": ""Stephen King"" "
"“Zoned out the way she does? You have been so, so… Like last week!” Jack asks, “How could you have missed that game?”"," ""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky"" ",['jack'],"you the missed Like You “How does? so, Jack so… game?” have last out been she asks, have “Zoned that could week!” way","Based on the passage provided, I'm going to make an educated guess. The passage appears to be a fragment of a conversation between characters, possibly from a young adult or children's book. The informal tone and the use of colloquial expressions suggest a work of fiction written for a younger audience.  My guess is that the passage might be from the book ""Diary of a Wimpy Kid"" series by Jeff Kinney. However, the passage doesn't seem to match the typical style of"
“Why don’t we restart the movie? We can all watch it.” Jack gives me a look to remind me that our other conversation isn’t over.,"Based on the passage, I'm going to make a guess that the book is:  {""title"": ""Ready Player One"", ""author"": ""Ernest Cline""}  This passage seems to match the style and tone of Ernest Cline's novel ""Ready Player One"", which is a science fiction novel that explores the world of virtual reality and pop culture. The mention of watching a movie and the casual, conversational tone of the dialogue also fits with the book's narrative.",['jack'],can conversation remind look to me me we restart “Why gives watch over. movie? our the that Jack don’t all other isn’t We it.” a," ""title"": ""1984"", ""author"": ""George Orwell"" "
"I walk Jack to his car, and when he turns to me with that look on his face, I know what he’s going to say. I open my mouth."," ""title"": ""The Fault in Our Stars"", ""author"": ""John Green"" ",['jack'],"I my when turns to say. and face, to that me going what on to his open walk Jack I his look mouth. with he’s know car, I he","Based on the passage provided, it appears to be a fragment of a text written in a style that is reminiscent of early 20th-century literature, possibly from the Modernist or Stream-of-Consciousness movement. However, due to the limited information, it's challenging to pinpoint the exact book and author.  That being said, I'll make an educated guess based on the writing style and the use of fragmented sentences, which is a characteristic of some notable authors of that era.  My guess is:  "
"I met Jack on the first day of middle school. Autumn and I did not have a single class together—I would be less distracted, for one thing—but not having lunch together seemed like a joke. Surely the school administrators knew we had always been together, were meant to be together. Surely, if I looked around the cafeteria, she would be there?","Based on the passage, I'm going to make a guess that the book is:  {""title"": ""Eleanor & Park"", ""author"": ""Rainbow Rowell""}",['jack'],"be first had always there? been looked the not have joke. of Surely school. would distracted, I school class together, single the be Autumn together and day on a thing—but Jack less be I seemed administrators would lunch we met middle she if not knew meant Surely, together. for around having were together—I like the I a did cafeteria, one to"," ""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky"" "
"When I finally sat down next to Jack at a mostly empty table, he reacted as if he had been waiting for me. We had been in the morning gym class together and kicked a ball around with a few other guys after the teacher had given us free time. I didn’t sit down because I recognized Jack though; I simply sat at the first empty seat, defeated. But Jack remembered me. He asked me if I ever watched pro soccer. I said yeah, not really interested in conversation, not really listening, wondering what Autumn was doing.","Based on the passage, I'm going to make a guess that the book is:  {""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky""}  This passage seems to match the writing style and tone of Stephen Chbosky's novel, which is known for its coming-of-age themes and relatable characters.",['jack'],"a after been Jack class what He said though; down But as for not recognized wondering mostly kicked other ball empty Jack the simply in waiting free he sit I listening, had was me if first I together sat to sat soccer. the empty around really I been at because guys I a given conversation, ever Jack few defeated. gym he reacted down Autumn had a with We seat, if watched had finally asked not the us me. pro really table, remembered me. next I didn’t I yeah, time. in interested doing. at and When morning teacher"," ""title"": ""The Catcher in the Rye"", ""author"": ""J.D. Salinger"" "
