Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['adela'],irene,0,0.2,incorrect,vice blond,0,0.27,incorrect,vice blond,0,0.27,incorrect
['adela'],[mask],0,0.18,incorrect,the,0,0.25,incorrect,the,0,0.25,incorrect
"['graham', 'gore', 'graham gore']",commander,0,0.31,incorrect,[mask],0,0.17,incorrect,[mask],0,0.17,incorrect
['gore'],charles dickens,0,0.21,incorrect,cities,0,0.2,incorrect,cities,0,0.2,incorrect
['mm'],john,0,0.0,incorrect,fridge,0,0.0,incorrect,fridge,0,0.0,incorrect
['gore'],someone,0,0.36,incorrect,[mask],0,0.0,incorrect,[mask],0,0.0,incorrect
['gore'],someone,0,0.36,incorrect,whale,0,0.22,incorrect,whale,0,0.22,incorrect
['gore'],he,0,0.33,incorrect,sail,0,0.0,incorrect,sail,0,0.0,incorrect
['gore'],himself,0,0.18,incorrect,ministry,0,0.17,incorrect,ministry,0,0.17,incorrect
['gore'],he,0,0.33,incorrect,he,0,0.33,incorrect,he,0,0.33,incorrect
['gore'],him,0,0.0,incorrect,agent,0,0.44,incorrect,agent,0,0.44,incorrect
['gore'],he,0,0.33,incorrect,tamarind,0,0.17,incorrect,tamarind,0,0.17,incorrect
['gore'],he,0,0.33,incorrect,boatswain,0,0.15,incorrect,boatswain,0,0.15,incorrect
['stanley'],he,0,0.22,incorrect,man,0,0.4,incorrect,man,0,0.4,incorrect
['gore'],he,0,0.33,incorrect,the so,0,0.2,incorrect,the so,0,0.2,incorrect
['gore'],he,0,0.33,incorrect,spring,0,0.2,incorrect,spring,0,0.2,incorrect
['gore'],he,0,0.33,incorrect,ministry,0,0.17,incorrect,ministry,0,0.17,incorrect
['adela'],complex,0,0.17,incorrect,expat,0,0.4,incorrect,expat,0,0.4,incorrect
['adela'],[mask],0,0.18,incorrect,[mask],0,0.18,incorrect,[mask],0,0.18,incorrect
['gore'],we,0,0.33,incorrect,skull,0,0.0,incorrect,skull,0,0.0,incorrect
['gore'],he,0,0.33,incorrect,albert,0,0.2,incorrect,albert,0,0.2,incorrect
['gore'],he,0,0.33,incorrect,a proper name,0,0.35,incorrect,a proper name,0,0.35,incorrect
['gore'],he,0,0.33,incorrect,ministry,0,0.17,incorrect,ministry,0,0.17,incorrect
['ralph'],half-pint,0,0.43,incorrect,i,0,0.0,incorrect,i,0,0.0,incorrect
['ralph'],someone,0,0.0,incorrect,defence,0,0.0,incorrect,defence,0,0.0,incorrect
['negro'],expat,0,0.2,incorrect,him,0,0.0,incorrect,him,0,0.0,incorrect
['black'],awesome,0,0.17,incorrect,she,0,0.0,incorrect,she,0,0.0,incorrect
['graham'],cambodia,0,0.29,incorrect,cambodia,0,0.29,incorrect,cambodia,0,0.29,incorrect
['graham'],john,0,0.2,incorrect,[mask],0,0.17,incorrect,[mask],0,0.17,incorrect
['arthur'],the brigadier,0,0.32,incorrect,brigadier,0,0.27,incorrect,brigadier,0,0.27,incorrect
['stokes'],captain cook,0,0.33,incorrect,australia,0,0.27,incorrect,australia,0,0.27,incorrect
['graham'],someone,0,0.15,incorrect,his,0,0.22,incorrect,his,0,0.22,incorrect
['graham'],he,0,0.25,incorrect,native smoker,0,0.21,incorrect,native smoker,0,0.21,incorrect
['graham'],he,0,0.25,incorrect,century,0,0.15,incorrect,century,0,0.15,incorrect
['graham'],he,0,0.25,incorrect,ministry,0,0.14,incorrect,ministry,0,0.14,incorrect
['graham'],sixteen-forty-five,0,0.08,incorrect,twin towers,0,0.12,incorrect,twin towers,0,0.12,incorrect
['adela'],honesty,0,0.17,incorrect,she,0,0.25,incorrect,she,0,0.25,incorrect
['adela'],she,0,0.25,incorrect,clip,0,0.22,incorrect,clip,0,0.22,incorrect
['graham'],bridges,0,0.15,incorrect,bridges,0,0.15,incorrect,bridges,0,0.15,incorrect
['margaret'],someone,0,0.27,incorrect,glass,0,0.31,incorrect,glass,0,0.31,incorrect
['graham'],he,0,0.25,incorrect,parsley,0,0.15,incorrect,parsley,0,0.15,incorrect
['margaret'],she,0,0.18,incorrect,my men,0,0.29,incorrect,my men,0,0.29,incorrect
['margaret'],the brigadier,0,0.38,incorrect,brigadier,0,0.47,incorrect,brigadier,0,0.47,incorrect
['margaret'],[mask],0,0.29,incorrect,parsley,0,0.4,incorrect,parsley,0,0.4,incorrect
['graham'],someone,0,0.15,incorrect,because,0,0.15,incorrect,because,0,0.15,incorrect
['graham'],i,0,0.0,incorrect,shower,0,0.17,incorrect,shower,0,0.17,incorrect
