Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['watson'],thomas,0,0.33,incorrect,li,0,0.0,incorrect,oluwole,0,0.31,incorrect,ati,0,0.44,incorrect,mokgweetsi,0,0.38,incorrect,mathupha,0,0.29,incorrect,ta'u,0,0.2,incorrect,te a'e,0,0.17,incorrect,kanaiya,0,0.31,incorrect,prashant,0,0.43,incorrect,andriamanitra,0,0.21,incorrect,tsy harness,0,0.35,incorrect,li,0,0.0,incorrect,ati,0,0.44,incorrect,mathupha,0,0.29,incorrect,te a'e,0,0.17,incorrect,prashant,0,0.43,incorrect,tsy harness,0,0.35,incorrect,mr. collins,0,0.24,incorrect,little,0,0.17,incorrect,bence,0,0.18,incorrect,bence,0,0.18,incorrect,nhat minh,0,0.4,incorrect,nguyen phuc ngoc khoa,0,0.07,incorrect,carlos,0,0.33,incorrect,y,0,0.0,incorrect,little,0,0.17,incorrect,bence,0,0.18,incorrect,nguyen phuc ngoc khoa,0,0.07,incorrect,y,0,0.0,incorrect
['holmes'],whistle,0,0.46,incorrect,lipere,0,0.33,incorrect,agogo,0,0.18,incorrect,john,0,0.2,incorrect,whistle,0,0.46,incorrect,whistle,0,0.46,incorrect,te huia,0,0.15,incorrect,apurumu,0,0.15,incorrect,jkhni,0,0.18,incorrect,tehran,0,0.17,incorrect,maro,0,0.2,incorrect,rehefa maranitra rehoboth ny amin'ny nisy lakolosy,0,0.14,incorrect,lipere,0,0.33,incorrect,john,0,0.2,incorrect,whistle,0,0.46,incorrect,apurumu,0,0.15,incorrect,tehran,0,0.17,incorrect,rehefa maranitra rehoboth ny amin'ny nisy lakolosy,0,0.14,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect,televizyon,0,0.25,incorrect,soz,0,0.22,incorrect,ngua,0,0.0,incorrect,nguyen du,0,0.13,incorrect,sebastian,0,0.27,incorrect,sevilla,0,0.15,incorrect,john,0,0.2,incorrect,soz,0,0.22,incorrect,nguyen du,0,0.13,incorrect,sevilla,0,0.15,incorrect
['watson'],tum,0,0.22,incorrect,li-guineas,0,0.25,incorrect,charles,0,0.31,incorrect,john,0,0.4,incorrect,modumo,0,0.17,incorrect,charles,0,0.31,incorrect,teihe,0,0.18,incorrect,hoe,0,0.22,incorrect,oraavlaa,0,0.14,incorrect,brom,0,0.2,incorrect,bara,0,0.2,incorrect,dimampolo,0,0.27,incorrect,li-guineas,0,0.25,incorrect,john,0,0.4,incorrect,charles,0,0.31,incorrect,hoe,0,0.22,incorrect,brom,0,0.2,incorrect,dimampolo,0,0.27,incorrect,mr. haversham,0,0.21,incorrect,mr. brougham,0,0.11,incorrect,ali,0,0.22,incorrect,ali baba,0,0.14,incorrect,ngua,0,0.2,incorrect,neu ngua,0,0.14,incorrect,mr. hastings,0,0.33,incorrect,guineas,0,0.31,incorrect,mr. brougham,0,0.11,incorrect,ali baba,0,0.14,incorrect,neu ngua,0,0.14,incorrect,guineas,0,0.31,incorrect
"['kont von kramm', 'kram', 'kont', 'conde von kramm', 'conde', 'kramm', 'the count von kramm', 'count', 'the', 'von']",bohemia,0,0.4,incorrect,bohemia,0,0.4,incorrect,bohemian,0,0.36,incorrect,bohemian,0,0.36,incorrect,ntira,0,0.44,incorrect,tlotlo,0,0.4,incorrect,ekalesia,0,0.33,incorrect,ekalesia,0,0.33,incorrect,bohemiyan,0,0.33,incorrect,karab,0,0.67,incorrect,bohemiana,0,0.33,incorrect,bohemiana,0,0.33,incorrect,bohemia,0,0.4,incorrect,bohemian,0,0.36,incorrect,tlotlo,0,0.4,incorrect,ekalesia,0,0.33,incorrect,karab,0,0.67,incorrect,bohemiana,0,0.33,incorrect,count von waldstein,0,0.58,incorrect,bohemian,0,0.36,incorrect,paul,0,0.25,incorrect,joseph,0,0.36,incorrect,von habsburg,0,0.4,incorrect,bohemia,0,0.4,incorrect,don diego de la vega,0,0.4,incorrect,bohemio,0,0.4,incorrect,bohemian,0,0.36,incorrect,joseph,0,0.36,incorrect,bohemia,0,0.4,incorrect,bohemio,0,0.4,incorrect
['holmes'],ke,0,0.25,incorrect,ke,0,0.25,incorrect,okunrin,0,0.15,incorrect,olorun,0,0.33,incorrect,mme ramogolo,0,0.22,incorrect,gongwe,0,0.33,incorrect,te fatiraa,0,0.12,incorrect,parau,0,0.0,incorrect,om brdaak,0,0.27,incorrect,chirag,0,0.17,incorrect,nitsangana,0,0.12,incorrect,nitsangana,0,0.12,incorrect,ke,0,0.25,incorrect,olorun,0,0.33,incorrect,gongwe,0,0.33,incorrect,parau,0,0.0,incorrect,chirag,0,0.17,incorrect,nitsangana,0,0.12,incorrect,mr. darcy,0,0.13,incorrect,mr.,0,0.22,incorrect,ali,0,0.22,incorrect,bilgelik,0,0.29,incorrect,nguoi khac,0,0.12,incorrect,ong chuyen,0,0.25,incorrect,don quijote,0,0.24,incorrect,don quijote,0,0.24,incorrect,mr.,0,0.22,incorrect,bilgelik,0,0.29,incorrect,ong chuyen,0,0.25,incorrect,don quijote,0,0.24,incorrect
['holmes'],morena,0,0.33,incorrect,london,0,0.17,incorrect,oba adeyemi,0,0.24,incorrect,queen,0,0.18,incorrect,sebatso,0,0.31,incorrect,malatsi,0,0.31,incorrect,lonedra,0,0.31,incorrect,teie,0,0.2,incorrect,tenzing norgay,0,0.1,incorrect,london,0,0.17,incorrect,salomona,0,0.29,incorrect,londona etama-soba,0,0.25,incorrect,london,0,0.17,incorrect,queen,0,0.18,incorrect,malatsi,0,0.31,incorrect,teie,0,0.2,incorrect,london,0,0.17,incorrect,londona etama-soba,0,0.25,incorrect,queen victoria,0,0.1,incorrect,your majesty,0,0.44,incorrect,charles,0,0.62,incorrect,majesteler,0,0.38,incorrect,nguyen dinh hai,0,0.1,incorrect,thieu nhi,0,0.27,incorrect,el rey,0,0.33,incorrect,londres,0,0.46,incorrect,your majesty,0,0.44,incorrect,majesteler,0,0.38,incorrect,thieu nhi,0,0.27,incorrect,londres,0,0.46,incorrect
"['adler', 'adle', 'bayan', 'bayan adler']",miss botse,0,0.19,incorrect,malala yousafzai,0,0.3,incorrect,omidan,0,0.36,incorrect,omidan,0,0.36,incorrect,matlhwabano,0,0.38,incorrect,bob,0,0.25,incorrect,te afa,0,0.36,incorrect,ua,0,0.33,incorrect,osttlaa,0,0.33,incorrect,devdaas raamdaas desaaii,0,0.34,incorrect,missy,0,0.2,incorrect,nanome,0,0.4,incorrect,malala yousafzai,0,0.3,incorrect,omidan,0,0.36,incorrect,bob,0,0.25,incorrect,ua,0,0.33,incorrect,devdaas raamdaas desaaii,0,0.34,incorrect,nanome,0,0.4,incorrect,miss [mask],0,0.18,incorrect,miss wall,0,0.31,incorrect,ali,0,0.57,incorrect,bahce atlar,0,0.55,incorrect,nguyen thi lan,0,0.32,incorrect,ngua,0,0.27,incorrect,senorita martin,0,0.31,incorrect,senorita rubia,0,0.24,incorrect,miss wall,0,0.31,incorrect,bahce atlar,0,0.55,incorrect,ngua,0,0.27,incorrect,senorita rubia,0,0.24,incorrect
['watson'],monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,harbor,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,nandanjalanja,0,0.21,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,nandanjalanja,0,0.21,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,richard,0,0.15,incorrect,faytonun,0,0.57,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,el taxi,0,0.15,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,faytonun,0,0.57,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect
"['godfrey norton', 'godfrey', 'norton']",matha,0,0.18,incorrect,ho tsekiso,0,0.38,incorrect,oko ayokele,0,0.24,incorrect,oko sugbon awon yooku won ni mi ti won.,0,0.3,incorrect,bonako,0,0.33,incorrect,my car,0,0.3,incorrect,te puai rahi,0,0.23,incorrect,aita'tu,0,0.15,incorrect,oty,0,0.44,incorrect,vediik,0,0.15,incorrect,etama-soba,0,0.25,incorrect,nandorapa,0,0.4,incorrect,ho tsekiso,0,0.38,incorrect,oko sugbon awon yooku won ni mi ti won.,0,0.3,incorrect,my car,0,0.3,incorrect,aita'tu,0,0.15,incorrect,vediik,0,0.15,incorrect,nandorapa,0,0.4,incorrect,mr. wickham,0,0.16,incorrect,clergyman,0,0.27,incorrect,ali,0,0.0,incorrect,fayton,0,0.5,incorrect,toi,0,0.44,incorrect,nguoi phi,0,0.27,incorrect,clerigo,0,0.31,incorrect,de,0,0.44,incorrect,clergyman,0,0.27,incorrect,fayton,0,0.5,incorrect,nguoi phi,0,0.27,incorrect,de,0,0.44,incorrect
['holmes'],edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,george,0,0.33,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,lefoko,0,0.33,incorrect,edgeware,0,0.14,incorrect,edgeworth,0,0.13,incorrect,devdaas raadhaakrssnnn,0,0.14,incorrect,alii bccn,0,0.13,incorrect,afo,0,0.22,incorrect,narary,0,0.0,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,lefoko,0,0.33,incorrect,edgeworth,0,0.13,incorrect,alii bccn,0,0.13,incorrect,narary,0,0.0,incorrect,mr. darcy,0,0.13,incorrect,edgeware,0,0.14,incorrect,yangin,0,0.0,incorrect,edgeware,0,0.14,incorrect,phao khoi,0,0.27,incorrect,edgeworth,0,0.13,incorrect,edgeware road,0,0.11,incorrect,edgeworth,0,0.13,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,edgeworth,0,0.13,incorrect,edgeworth,0,0.13,incorrect
