,en,es,tr,vi,st,yo,tn,ty,mai,mg,en_shuffled,es_shuffled,tr_shuffled,vi_shuffled,st_shuffled,yo_shuffled,tn_shuffled,ty_shuffled,mai_shuffled,mg_shuffled
1984,95.0,95.0,91.66666666666666,76.66666666666667,70.0,71.66666666666667,43.333333333333336,20.0,43.333333333333336,76.66666666666667,86.66666666666667,90.0,88.33333333333333,65.0,35.0,45.0,26.666666666666668,3.3333333333333335,15.0,56.666666666666664
A Tale of Two Cities,98.0,59.0,5.0,16.0,41.0,43.0,43.0,49.0,12.0,32.0,94.0,63.0,16.0,67.0,39.0,46.0,39.0,45.0,0.0,39.0
A thousand splendid suns,76.59574468085107,10.638297872340425,2.127659574468085,12.76595744680851,6.382978723404255,4.25531914893617,12.76595744680851,2.127659574468085,2.127659574468085,12.76595744680851,53.191489361702125,36.17021276595745,0.0,40.42553191489361,0.0,0.0,2.127659574468085,0.0,0.0,4.25531914893617
Adventures of Huckleberry Finn,64.0,24.0,16.0,13.0,28.999999999999996,36.0,9.0,5.0,9.0,13.0,57.99999999999999,5.0,17.0,7.000000000000001,11.0,16.0,2.0,1.0,7.000000000000001,14.000000000000002
Adventures of Sherlock Holmes,4.0,12.0,5.0,2.0,7.000000000000001,2.0,4.0,25.0,5.0,5.0,6.0,10.0,0.0,8.0,8.0,7.000000000000001,4.0,9.0,1.0,11.0
Alice in Wonderland,100.0,100.0,97.82608695652173,100.0,78.26086956521739,97.82608695652173,43.47826086956522,93.47826086956522,95.65217391304348,100.0,97.82608695652173,91.30434782608695,97.82608695652173,91.30434782608695,78.26086956521739,91.30434782608695,39.130434782608695,80.43478260869566,78.26086956521739,95.65217391304348
Dracula,93.33333333333333,90.0,23.333333333333332,4.444444444444445,51.11111111111111,50.0,23.333333333333332,41.11111111111111,18.88888888888889,56.666666666666664,81.11111111111111,73.33333333333333,64.44444444444444,45.55555555555556,27.77777777777778,32.22222222222222,18.88888888888889,22.22222222222222,6.666666666666667,34.44444444444444
Dune,92.0,74.0,63.0,51.0,21.0,23.0,14.000000000000002,20.0,13.0,30.0,62.0,42.0,52.0,28.999999999999996,20.0,20.0,14.000000000000002,19.0,2.0,21.0
Fahrenheit 451,84.70588235294117,88.23529411764706,81.17647058823529,84.70588235294117,34.11764705882353,80.0,8.235294117647058,69.41176470588235,7.0588235294117645,72.94117647058823,81.17647058823529,82.35294117647058,82.35294117647058,78.82352941176471,9.411764705882353,22.35294117647059,4.705882352941177,18.823529411764707,0.0,24.705882352941178
Frankenstein,96.07843137254902,92.15686274509804,72.54901960784314,72.54901960784314,35.294117647058826,56.86274509803921,25.49019607843137,43.13725490196079,13.725490196078432,49.01960784313725,82.35294117647058,56.86274509803921,56.86274509803921,45.09803921568628,25.49019607843137,39.21568627450981,13.725490196078432,31.372549019607842,9.803921568627452,35.294117647058826
Harry Potter and the Deathly Hallows,39.0,12.0,14.000000000000002,20.0,6.0,5.0,2.0,2.0,2.0,4.0,17.0,1.0,6.0,2.0,6.0,1.0,0.0,0.0,0.0,6.0
Of Mice and Men,97.91666666666666,60.416666666666664,29.166666666666668,45.83333333333333,35.41666666666667,41.66666666666667,20.833333333333336,41.66666666666667,0.0,41.66666666666667,77.08333333333334,50.0,39.58333333333333,39.58333333333333,27.083333333333332,29.166666666666668,14.583333333333334,29.166666666666668,0.0,39.58333333333333
Percy Jackson The Lightning Thief,41.23711340206185,0.0,0.0,0.0,16.49484536082474,37.11340206185567,11.34020618556701,12.371134020618557,8.24742268041237,25.773195876288657,29.896907216494846,1.0309278350515463,0.0,8.24742268041237,11.34020618556701,24.742268041237114,7.216494845360824,3.0927835051546393,3.0927835051546393,20.618556701030926
Pride and Prejudice,96.0,93.0,35.0,53.0,56.99999999999999,61.0,35.0,48.0,73.0,63.0,96.0,88.0,81.0,67.0,47.0,43.0,31.0,39.0,53.0,56.99999999999999
Sense and sensibility,92.0,80.0,5.0,6.0,47.0,57.99999999999999,27.0,22.0,4.0,44.0,77.0,65.0,18.0,47.0,20.0,37.0,20.0,9.0,2.0,24.0
The Boy in the Striped Pyjamas,68.0,3.0,34.0,16.0,5.0,10.0,1.0,0.0,10.0,9.0,52.0,1.0,39.0,16.0,1.0,2.0,1.0,0.0,1.0,1.0
The Great Gatsby,96.29629629629629,77.77777777777779,27.77777777777778,9.25925925925926,44.44444444444444,48.148148148148145,31.48148148148148,37.03703703703704,29.629629629629626,55.55555555555556,62.96296296296296,50.0,50.0,42.592592592592595,22.22222222222222,31.48148148148148,18.51851851851852,22.22222222222222,20.37037037037037,37.03703703703704
The Handmaid s Tale,82.0,45.0,24.0,16.0,12.0,30.0,4.0,14.000000000000002,3.0,14.000000000000002,15.0,4.0,2.0,9.0,4.0,8.0,0.0,7.000000000000001,0.0,6.0
The Picture of Dorian Gray,87.67123287671232,76.71232876712328,76.71232876712328,43.83561643835616,32.87671232876712,35.61643835616438,19.17808219178082,36.986301369863014,32.87671232876712,42.465753424657535,53.42465753424658,42.465753424657535,46.57534246575342,24.65753424657534,17.80821917808219,28.767123287671232,16.43835616438356,1.36986301369863,24.65753424657534,24.65753424657534
