Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['mr bingley', 'mr', 'bingley']",matsobola,0,0.32,incorrect,matante,0,0.35,incorrect,obafemi awolowo,0,0.27,incorrect,christiana,0,0.3,incorrect,mathibelle,0,0.4,incorrect,thomas gaisah,0,0.26,incorrect,te arikinui ariiriki,0,0.2,incorrect,te arikinui ariiriki,0,0.2,incorrect,naam nishcit nhiin /,0,0.27,incorrect,shreyaa,0,0.35,incorrect,jesus,0,0.17,incorrect,jesus,0,0.17,incorrect,matante,0,0.35,incorrect,christiana,0,0.3,incorrect,thomas gaisah,0,0.26,incorrect,te arikinui ariiriki,0,0.2,incorrect,shreyaa,0,0.35,incorrect,jesus,0,0.17,incorrect,mr. elton,0,0.42,incorrect,miss de bourgh,0,0.33,incorrect,elizabeta,0,0.25,incorrect,brigitte bardot,0,0.36,incorrect,pham van donh,0,0.26,incorrect,phuong,0,0.31,incorrect,don juan,0,0.22,incorrect,maria,0,0.57,incorrect,miss de bourgh,0,0.33,incorrect,brigitte bardot,0,0.36,incorrect,phuong,0,0.31,incorrect,maria,0,0.57,incorrect
"['mr', 'bennet', 'señor', 'señor bennet', 'mr bennet']",charles bovary,0,0.32,incorrect,matante,0,0.38,incorrect,anne boleyn,0,0.43,incorrect,charles dickens,0,0.33,incorrect,thabo molefe,0,0.33,incorrect,thabo maseko,0,0.35,incorrect,te arikinui ariiriki,0,0.24,incorrect,te arikinui ariiriki,0,0.24,incorrect,jkhn,0,0.22,incorrect,bibiisii,0,0.15,incorrect,charles darwin,0,0.26,incorrect,andriamanelo,0,0.33,incorrect,matante,0,0.38,incorrect,charles dickens,0,0.33,incorrect,thabo maseko,0,0.35,incorrect,te arikinui ariiriki,0,0.24,incorrect,bibiisii,0,0.15,incorrect,andriamanelo,0,0.33,incorrect,mr. collins,0,0.4,incorrect,mr. churchill,0,0.27,incorrect,ismet inonu,0,0.5,incorrect,alisan,0,0.36,incorrect,thien nhan,0,0.45,incorrect,phan thi kim phung,0,0.22,incorrect,marques de avonlea,0,0.44,incorrect,maria teresa,0,0.48,incorrect,mr. churchill,0,0.27,incorrect,alisan,0,0.36,incorrect,phan thi kim phung,0,0.22,incorrect,maria teresa,0,0.48,incorrect
"['mrs long', 'señora long', 'long', 'señora', 'mrs']",basotho,0,0.33,incorrect,lebogang,0,0.67,incorrect,jonathan,0,0.33,incorrect,david oyelowo,0,0.33,incorrect,lebogang phalatse,0,0.38,incorrect,lebogang mashile,0,0.4,incorrect,te ariki,0,0.29,incorrect,te ariki,0,0.29,incorrect,shakespeare,0,0.35,incorrect,ddonkttr,0,0.33,incorrect,charles darwin,0,0.36,incorrect,antonin,0,0.36,incorrect,lebogang,0,0.67,incorrect,david oyelowo,0,0.33,incorrect,lebogang mashile,0,0.4,incorrect,te ariki,0,0.29,incorrect,ddonkttr,0,0.33,incorrect,antonin,0,0.36,incorrect,mrs. rushworth,0,0.45,incorrect,miss de courcy,0,0.4,incorrect,ismet inonu,0,0.47,incorrect,ibn rushd,0,0.33,incorrect,pham van donh,0,0.38,incorrect,pham van donh,0,0.38,incorrect,dona rita,0,0.4,incorrect,alonso,0,0.6,incorrect,miss de courcy,0,0.4,incorrect,ibn rushd,0,0.33,incorrect,pham van donh,0,0.38,incorrect,alonso,0,0.6,incorrect
"['señora bennet', 'mrs', 'bennet', 'señora', 'mrs bennet']",matselagabeng,0,0.46,incorrect,thabo,0,0.22,incorrect,christiana,0,0.38,incorrect,agnes grey,0,0.3,incorrect,thabo maseko,0,0.33,incorrect,sol plaatje,0,0.35,incorrect,queen victoria,0,0.5,incorrect,te arikinui tamatoa v,0,0.3,incorrect,shakespeare,0,0.35,incorrect,jonn eph. kennddii,0,0.32,incorrect,stephen king,0,0.4,incorrect,simon,0,0.36,incorrect,thabo,0,0.22,incorrect,agnes grey,0,0.3,incorrect,sol plaatje,0,0.35,incorrect,te arikinui tamatoa v,0,0.3,incorrect,jonn eph. kennddii,0,0.32,incorrect,simon,0,0.36,incorrect,miss de bourgh,0,0.4,incorrect,miss de bourgh,0,0.4,incorrect,ipek,0,0.2,incorrect,ipek,0,0.2,incorrect,do manh hai,0,0.25,incorrect,thien dao,0,0.4,incorrect,clarissa harlowe,0,0.31,incorrect,elisa,0,0.36,incorrect,miss de bourgh,0,0.4,incorrect,ipek,0,0.2,incorrect,thien dao,0,0.4,incorrect,elisa,0,0.36,incorrect
"['bennet', 'mr bennet', 'mr']",paris,0,0.29,incorrect,empa,0,0.33,incorrect,obafemi awolowo,0,0.19,incorrect,emma,0,0.33,incorrect,mathibelle,0,0.42,incorrect,lebogang mashile,0,0.27,incorrect,te arikinui ariiriki,0,0.15,incorrect,terre,0,0.36,incorrect,shakespeare,0,0.24,incorrect,bibiishii,0,0.13,incorrect,marie curie,0,0.4,incorrect,jean paulhan,0,0.33,incorrect,empa,0,0.33,incorrect,emma,0,0.33,incorrect,lebogang mashile,0,0.27,incorrect,terre,0,0.36,incorrect,bibiishii,0,0.13,incorrect,jean paulhan,0,0.33,incorrect,anne elliot,0,0.47,incorrect,lucy,0,0.0,incorrect,ismet inonu,0,0.4,incorrect,hayran,0,0.27,incorrect,thien duong,0,0.35,incorrect,thu duc,0,0.15,incorrect,don quixote,0,0.24,incorrect,dona prudencia,0,0.26,incorrect,lucy,0,0.0,incorrect,hayran,0,0.27,incorrect,thu duc,0,0.15,incorrect,dona prudencia,0,0.26,incorrect
['lizzy'],robert,0,0.0,incorrect,matete,0,0.0,incorrect,john thornton,0,0.0,incorrect,thomas,0,0.0,incorrect,phumla,0,0.18,incorrect,charles gonne,0,0.11,incorrect,te ariki,0,0.15,incorrect,jesus,0,0.0,incorrect,sherkok,0,0.0,incorrect,sherlaik,0,0.31,incorrect,paris,0,0.2,incorrect,enga,0,0.0,incorrect,matete,0,0.0,incorrect,thomas,0,0.0,incorrect,charles gonne,0,0.11,incorrect,jesus,0,0.0,incorrect,sherlaik,0,0.31,incorrect,enga,0,0.0,incorrect,mr. collins,0,0.25,incorrect,mr. darcy,0,0.14,incorrect,beau brummell,0,0.11,incorrect,kesfe,0,0.0,incorrect,philippe,0,0.31,incorrect,phan kien anh,0,0.11,incorrect,don jose godinez,0,0.19,incorrect,carlos,0,0.18,incorrect,mr. darcy,0,0.14,incorrect,kesfe,0,0.0,incorrect,phan kien anh,0,0.11,incorrect,carlos,0,0.18,incorrect
"['lucas', 'miss lucas', 'miss', 'lucas–']",thabo molefe,0,0.18,incorrect,matlhare,0,0.33,incorrect,bobbi kristina brown,0,0.2,incorrect,david oyelowo,0,0.26,incorrect,thabo molefe,0,0.18,incorrect,lebogang morake,0,0.2,incorrect,te rangi hiroa,0,0.25,incorrect,maupiti,0,0.36,incorrect,prins caarls,0,0.55,incorrect,grv,0,0.0,incorrect,marie antoinette,0,0.31,incorrect,antananarivo,0,0.12,incorrect,matlhare,0,0.33,incorrect,david oyelowo,0,0.26,incorrect,lebogang morake,0,0.2,incorrect,maupiti,0,0.36,incorrect,grv,0,0.0,incorrect,antananarivo,0,0.12,incorrect,lucy steele,0,0.5,incorrect,mr. darcy,0,0.32,incorrect,ibrahim,0,0.24,incorrect,esmeralda,0,0.32,incorrect,scarlett,0,0.33,incorrect,phan huy ich,0,0.27,incorrect,lucia de castilla,0,0.45,incorrect,don juan tenorio,0,0.23,incorrect,mr. darcy,0,0.32,incorrect,esmeralda,0,0.32,incorrect,phan huy ich,0,0.27,incorrect,don juan tenorio,0,0.23,incorrect
['mary'],phuthadikobo,0,0.12,incorrect,matlou,0,0.4,incorrect,olusegun obasanjo,0,0.1,incorrect,plato,0,0.22,incorrect,steve biko,0,0.0,incorrect,go se le re di ke batho go re ba bua,0,0.1,incorrect,victor hugo,0,0.13,incorrect,te mea i e ta'u hia naturaa,0,0.19,incorrect,swami vivekananda,0,0.19,incorrect,naam nirdhaarit nhiin /,0,0.22,incorrect,descartes,0,0.31,incorrect,antananarivo,0,0.25,incorrect,matlou,0,0.4,incorrect,plato,0,0.22,incorrect,go se le re di ke batho go re ba bua,0,0.1,incorrect,te mea i e ta'u hia naturaa,0,0.19,incorrect,naam nirdhaarit nhiin /,0,0.22,incorrect,antananarivo,0,0.25,incorrect,elizabeth bennet,0,0.1,incorrect,elizabeth,0,0.15,incorrect,alfred adler,0,0.25,incorrect,platon,0,0.2,incorrect,dang thi mai phuong,0,0.17,incorrect,doan viet hoa,0,0.12,incorrect,la celestina,0,0.12,incorrect,don quijote,0,0.0,incorrect,elizabeth,0,0.15,incorrect,platon,0,0.2,incorrect,doan viet hoa,0,0.12,incorrect,don quijote,0,0.0,incorrect
"['miss eliza', 'eliza', 'miss', 'eliz']",matlhare,0,0.33,incorrect,thabo maseko,0,0.27,incorrect,david beckham,0,0.35,incorrect,maradona,0,0.22,incorrect,matome,0,0.25,incorrect,matome,0,0.25,incorrect,te ariki,0,0.33,incorrect,te ariki,0,0.33,incorrect,baalii,0,0.4,incorrect,beljiym,0,0.55,incorrect,antananarivo,0,0.12,incorrect,andriamanelo,0,0.27,incorrect,thabo maseko,0,0.27,incorrect,maradona,0,0.22,incorrect,matome,0,0.25,incorrect,te ariki,0,0.33,incorrect,beljiym,0,0.55,incorrect,andriamanelo,0,0.27,incorrect,miss carteret,0,0.52,incorrect,mr. darcy,0,0.32,incorrect,madame tussauds,0,0.32,incorrect,lord audley,0,0.25,incorrect,lydia,0,0.6,incorrect,pham thi my,0,0.29,incorrect,carlotta,0,0.31,incorrect,don juan,0,0.22,incorrect,mr. darcy,0,0.32,incorrect,lord audley,0,0.25,incorrect,pham thi my,0,0.29,incorrect,don juan,0,0.22,incorrect
"['bennet––', 'mrs', 'bennet', 'mrs bennet']",matante,0,0.35,incorrect,abraham,0,0.2,incorrect,steve harvey,0,0.27,incorrect,samuel,0,0.25,incorrect,lebogang phalatse,0,0.26,incorrect,jesus,0,0.25,incorrect,te ariki,0,0.18,incorrect,te arikinui tamatoa vi,0,0.21,incorrect,sachin,0,0.25,incorrect,ddonlphin,0,0.27,incorrect,smith,0,0.27,incorrect,madonna,0,0.35,incorrect,abraham,0,0.2,incorrect,samuel,0,0.25,incorrect,jesus,0,0.25,incorrect,te arikinui tamatoa vi,0,0.21,incorrect,ddonlphin,0,0.27,incorrect,madonna,0,0.35,incorrect,mr. rushworth,0,0.38,incorrect,miss dashwood,0,0.26,incorrect,ipek,0,0.2,incorrect,haydari,0,0.2,incorrect,pham van donh,0,0.35,incorrect,nguyen du,0,0.27,incorrect,lucia,0,0.0,incorrect,las mariposas,0,0.38,incorrect,miss dashwood,0,0.26,incorrect,haydari,0,0.2,incorrect,nguyen du,0,0.27,incorrect,las mariposas,0,0.38,incorrect
