Title,en_results_title_match,en_results_author_match,en_results_both_match,vi_results_title_match,vi_results_author_match,vi_results_both_match,tr_results_title_match,tr_results_author_match,tr_results_both_match,es_results_title_match,es_results_author_match,es_results_both_match,st_results_title_match,st_results_author_match,st_results_both_match,yo_results_title_match,yo_results_author_match,yo_results_both_match,tn_results_title_match,tn_results_author_match,tn_results_both_match,ty_results_title_match,ty_results_author_match,ty_results_both_match,mai_results_title_match,mai_results_author_match,mai_results_both_match,mg_results_title_match,mg_results_author_match,mg_results_both_match
The_Handmaid_s_Tale,91.0,94.0,91.0,27.0,27.0,27.0,49.0,49.0,49.0,53.0,54.0,53.0,24.0,26.0,24.0,19.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,37.0,33.0,33.0,34.0,33.0
The_Great_Gatsby,98.14814814814815,98.14814814814815,98.14814814814815,79.62962962962963,79.62962962962963,79.62962962962963,61.111111111111114,64.81481481481481,61.111111111111114,77.77777777777779,77.77777777777779,77.77777777777779,66.66666666666666,66.66666666666666,66.66666666666666,40.74074074074074,40.74074074074074,40.74074074074074,38.88888888888889,38.88888888888889,38.88888888888889,35.18518518518518,37.03703703703704,35.18518518518518,64.81481481481481,64.81481481481481,64.81481481481481,66.66666666666666,66.66666666666666,66.66666666666666
Dune,85.0,84.0,84.0,59.0,59.0,59.0,64.0,64.0,64.0,65.0,65.0,65.0,28.000000000000004,28.000000000000004,28.000000000000004,30.0,30.0,30.0,14.000000000000002,14.000000000000002,14.000000000000002,20.0,20.0,20.0,30.0,30.0,30.0,37.0,37.0,37.0
Sense_and_sensibility,51.0,99.0,51.0,21.0,60.0,21.0,39.0,56.99999999999999,39.0,26.0,77.0,26.0,16.0,39.0,16.0,14.000000000000002,32.0,14.000000000000002,6.0,12.0,6.0,4.0,18.0,4.0,12.0,60.0,12.0,21.0,46.0,21.0
The_Picture_of_Dorian_Gray,84.93150684931507,86.3013698630137,84.93150684931507,43.83561643835616,56.16438356164384,43.83561643835616,76.71232876712328,76.71232876712328,76.71232876712328,76.71232876712328,78.08219178082192,76.71232876712328,45.20547945205479,45.20547945205479,45.20547945205479,34.24657534246575,35.61643835616438,34.24657534246575,26.027397260273972,26.027397260273972,26.027397260273972,17.80821917808219,17.80821917808219,17.80821917808219,39.726027397260275,42.465753424657535,39.726027397260275,42.465753424657535,43.83561643835616,42.465753424657535
Percy_Jackson_The_Lightning_Thief,67.0103092783505,75.25773195876289,67.0103092783505,26.804123711340207,40.20618556701031,26.804123711340207,28.865979381443296,36.08247422680412,28.865979381443296,10.309278350515463,49.48453608247423,10.309278350515463,27.835051546391753,31.958762886597935,27.835051546391753,16.49484536082474,24.742268041237114,16.49484536082474,11.34020618556701,12.371134020618557,11.34020618556701,6.185567010309279,9.278350515463918,6.185567010309279,21.649484536082475,27.835051546391753,21.649484536082475,18.556701030927837,24.742268041237114,18.556701030927837
The_Boy_in_the_Striped_Pyjamas,48.45360824742268,49.48453608247423,48.45360824742268,18.556701030927837,27.835051546391753,18.556701030927837,17.525773195876287,17.525773195876287,17.525773195876287,43.29896907216495,43.29896907216495,43.29896907216495,9.278350515463918,9.278350515463918,9.278350515463918,7.216494845360824,7.216494845360824,7.216494845360824,3.0927835051546393,3.0927835051546393,3.0927835051546393,2.0618556701030926,2.0618556701030926,2.0618556701030926,8.24742268041237,8.24742268041237,8.24742268041237,11.34020618556701,11.34020618556701,11.34020618556701
Adventures_of_Sherlock_Holmes,41.0,0.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,19.0,0.0,0.0,12.0,0.0,0.0,8.0,0.0,0.0,7.000000000000001,0.0,0.0,21.0,0.0,0.0,18.0,0.0,0.0
Adventures_of_Huckleberry_Finn,92.0,100.0,92.0,27.0,33.0,27.0,31.0,41.0,31.0,55.00000000000001,62.0,55.00000000000001,38.0,41.0,38.0,31.0,32.0,31.0,12.0,13.0,12.0,10.0,18.0,10.0,33.0,45.0,33.0,30.0,41.0,30.0
Of_Mice_and_Men,95.83333333333334,100.0,95.83333333333334,27.083333333333332,27.083333333333332,27.083333333333332,25.0,25.0,25.0,43.75,50.0,43.75,22.916666666666664,25.0,22.916666666666664,14.583333333333334,16.666666666666664,14.583333333333334,14.583333333333334,14.583333333333334,14.583333333333334,20.833333333333336,22.916666666666664,20.833333333333336,18.75,18.75,18.75,27.083333333333332,29.166666666666668,27.083333333333332
