en,en_results,Single_ent,en_prompts_shuffled,en_prompts_shuffled_results
RG: She’s used to it. With Mum there’s drama 24/7. How often did you speak to your dad when you were away at uni?,"Based on the provided passage, I have made an educated guess about the book and author. The passage seems to be from a novel that explores the complexities of family relationships and personal growth. Given the context, I would guess that the passage originates from the book ""The Catcher in the Rye"" by J.D. Salinger. The author's style and themes are reminiscent of the novel, which is known for its exploration of adolescent angst and family dynamics. ",['mum'],24/7. your did uni? when often Mum were used at it. there’s How dad away you to RG: With She’s to you drama speak,"""title"": ""Unknown Book"",""author"": ""Unknown Author"""
RG: Why am I the last one to find out that Eden isn’t coming to Hawaii? I find it hard to believe that you wouldn’t want her beside you on your special day. Shall I talk to Mum? Happy to take the heat on this.,"Based on the provided passage, it appears to be from a work of fiction, likely a novel or a short story. The passage seems to be a part of a dialogue between two characters, possibly in a romantic or family context.  After analyzing the passage, I would guess that it originates from a book titled ""The Notebook"" by Nicholas Sparks. The passage's themes of love, relationships, and personal sacrifice are consistent with the style and tone of Nicholas Sparks' works",['eden'],RG: find hard I Eden on to isn’t to take I Mum? her on want your that Happy last beside talk special heat the to Hawaii? wouldn’t coming one you believe it that Why you Shall this. to I find the to am day. out,"""title"": ""Unknown Book"",""author"": ""Unknown Author"""
"They approached the altar positioned at the edge of the cliff and gazed out at the dramatic view of the Kona coastline just as the sun was dipping into the ocean. Gopal Das (Brimmer and May/Groton/Williams/UC Berkeley/Four Winds Shaman School), a tall, lanky Caucasian man in his midforties with shoulder-length strawberry-blond hair and a matching beard stretched out his densely freckled arms in a godlike manner. “Let us welcome this blessed sunset. I’ve never seen a painting that captures the beauty of the ocean at a moment like this.”","Based on the provided passage, I have made an educated guess about the book and its author. The passage describes a scene where a group of people are gathered at the edge of a cliff, watching the sunset over the Kona coastline. The description of the setting and the characters involved suggests that the passage is from a work of fiction.  After analyzing the passage, I believe that it originates from the book ""The Alchemist"" by Paulo Coelho. The author's style",['gopal das'],"welcome at strawberry-blond edge moment the like altar shoulder-length freckled I’ve at dipping out with at Berkeley/Four in this Winds a man the ocean. approached Kona tall, the gazed the sunset. blessed a captures dramatic of us his matching as a his lanky and was in the positioned “Let view just Shaman of and midforties that the manner. of Das out a coastline the seen never this.” beard into sun painting Gopal beauty hair May/Groton/Williams/UC (Brimmer School), arms a the godlike stretched the Caucasian densely They ocean cliff and","Based on the provided passage, I have made an educated guess that the passage originates from the book ""The Beach"" by Alex Garland. The author of this book is Alex Garland."
"Gopal Das tucked the tight white tee that showed off his sinewy pecs into his camo-green cargo shorts and said, “Close your eyes. Now breathe in deeply…. Let your first chakra connect with the ground, rooting in the earth, connecting with Gaia, connecting with spirit. Now, what do you feel?”","""title"": ""Unknown Book Title"",""author"": ""Unknown Author""",['gopal das'],"Gopal earth, white spirit. connecting you connect tucked “Close eyes. his that your camo-green connecting and with in ground, showed Gaia, Das chakra pecs rooting feel?” the do into what in his Let breathe shorts deeply…. the with tight said, first Now Now, cargo with off your tee sinewy the","""title"": ""The Secret Garden of Gaia"",""author"": ""Unknown"""
"“Not likely. You’d be quite dead if that were the case,” Thomas said,[*5] looking down at the machine. “You know your arm needs to be level with your heart when you take a reading.”","""title"": ""Unknown Book"",""author"": ""Unknown Author""",['thomas'],"case,” be said,[*5] level the needs when your likely. at reading.” your Thomas take that machine. a with to heart were arm looking you “You be know down “Not You’d if quite dead the","Based on the provided passage, I have made an educated guess about the book and its author. The passage appears to be from a work of fiction, likely a novel or a short story. The language and style suggest that it may be a classic work.  After analyzing the passage, I believe it originates from the book ""The Picture of Dorian Gray"" by Oscar Wilde. The author's unique writing style and the themes of morality and the human condition are consistent with Wilde's"
"Arabella bolted up from the chaise, her cashmere eye pillow falling to the floor. “Spectacular? Seeing that almost killed me! That lava you see is a volcanic fissure that opened up earlier today—right in the middle of the garden where Augusta’s wedding ceremony is supposed to be!”","Based on the provided passage, I have made an educated guess about the book and its author. The passage appears to be from a work of fiction, likely a novel or a short story. The description of a volcanic fissure opening up in the middle of a garden, where a wedding ceremony is supposed to take place, suggests a dramatic and potentially apocalyptic setting.  Considering the style and tone of the passage, I would guess that the book is a work of science",['arabella'],"floor. the be!” garden killed falling the in me! chaise, you up supposed Augusta’s is “Spectacular? see today—right that almost volcanic the Arabella ceremony cashmere that is up a her bolted That to earlier eye middle wedding where lava opened to of pillow from fissure Seeing the",""""
"*3 Although “cottage” could be rather misleading for the spacious four-bedroom house with a thatched roof that was decomposing so perfectly, Thomas was constantly finding DIY influencers taking selfies by the garden gate.","""title"": ""The Cottage"",""author"": ""Unknown""",['thomas'],"decomposing the four-bedroom was thatched roof selfies a rather perfectly, DIY the with garden Although *3 that gate. “cottage” by influencers constantly house could for was Thomas finding spacious taking be so misleading","Based on the provided passage, I have made an educated guess about the book and author. The passage seems to be describing a house or a cottage, and the tone is somewhat critical of the way it is being presented.  After analyzing the passage, I believe it originates from a book that discusses the concept of ""influencers"" and how they can create misleading impressions of a place. The passage's focus on the house's description and the potential for misrepresentation suggests"
"*4 Though Arabella was raised speaking the Queen’s English in what was then the British Crown Colony of Hong Kong and spoke with the poshest of accents, whenever she came into contact with other Asians—particularly family members and service people—her accent would take on the inflections and sentence structuring that were peculiar to upper-crust Hong Kongers. Linguistic experts call this phenomenon code-switching, while others might call it snobby tai tai syndrome.","Based on the provided passage, I have made an educated guess about the book and author. The passage seems to be from a work of fiction, likely a novel, given the descriptive language and the mention of a specific setting (Hong Kong). The author appears to be writing about a character named Arabella, who is of mixed heritage and has a unique way of speaking.  After analyzing the passage, I believe it originates from the book ""The Brief Wondrous Life of Oscar Wa",['arabella'],"then Queen’s Kong *4 upper-crust whenever Kongers. and was speaking came the on was inflections British with into people—her the the poshest would it tai call were other phenomenon English tai while structuring sentence code-switching, Hong that this family of service others and raised in take Linguistic peculiar accents, contact call Colony Crown experts Though Arabella Hong with Asians—particularly spoke of accent members to snobby what syndrome. the and she might","""title"": ""The Queen's English"",""author"": ""George Bernard Shaw"""
"“That’s because I’m the only one around here who eats carbs,” Eden said as she took a bite of her chocolate croissant, still warm from the oven. “You really ought to try one.”","""title"": ""Unknown Book Title"",""author"": ""Unknown Author""",['eden'],"carbs,” a bite “You one.” really croissant, because I’m to try took still said warm the oven. Eden the one she chocolate only of as who her eats around here ought from “That’s","""title"": ""The Catcher in the Rye"",""author"": ""J.D. Salinger"""
"Suddenly Arabella’s eyes lit up and she seemed to recover slightly. “Yes, she will be good for OS, won’t she? Eden, you’ll offer your assistance, won’t you, in our time of need?”","""title"": ""The Secret Garden"",""author"": ""Frances Hodgson Burnett""",['eden'],"won’t to “Yes, be good you, she and in seemed lit your for of offer time Arabella’s Eden, Suddenly you’ll slightly. OS, eyes she? she up assistance, won’t will need?” our recover","Based on the provided passage, I have made an educated guess about the book and its author. The passage seems to be from a novel, and after analyzing the content, I believe it originates from ""The Picture of Dorian Gray"" by Oscar Wilde. The author is indeed Oscar Wilde."
