en,en_results,Single_ent,en_shuffled,en_shuffled_results
"“I think I’m all set here,” he says, and lol of course he isn’t going to kiss me. “But if I forgot anything, you can have Jake come pick it up.”","Based on the provided passage, I'm going to take a guess. The passage seems to be a contemporary or young adult romance novel, given the casual tone and the mention of a potential kiss. However, without more context, it's challenging to pinpoint the exact book. The style resembles authors known for their light, conversational writing, such as Rainbow Rowell or John Green, but the passage is too short to make a definitive identification.  Given the lack of specific details that could tie the passage to",['jake'],"think forgot “I it have course anything, pick going lol all here,” set you can I if me. up.” of to come he says, isn’t and “But kiss he Jake I’m","Based on the provided passage, I'm going to take a guess. The passage seems to be written in a style that is informal and possibly from a young adult or contemporary novel. The use of ""lol"" and the conversational tone suggest a modern book.  Given the limited information, I'm going to take a wild guess:  ""title"": ""The Fault in Our Stars"", ""author"": ""John Green""  Please note that this is a very uncertain guess, and I may be completely off the mark"
"Jake: younger brother to West (and only slightly less good-looking) and that type of college friend who knows everything about my life at UCLA but has never met my father, who lives only an hour away. Jake introduced me to West; now Jake will be my sole remaining connection to West. The thought makes me a little sad, but then I remember I have the couch and T-virus zombies waiting for me inside.","Based on the passage provided, I'm going to take a guess that the book is a contemporary or young adult novel, possibly with elements of humor and pop culture references (given the mention of ""T-virus zombies,"" which is a reference to the Resident Evil franchise). The narrative voice seems informal and conversational, which is consistent with many modern novels in the young adult genre.  Given these clues, I'm going to make an educated guess, though I must admit that without more context or specific details",['jake'],"I friend Jake: less connection only couch but brother T-virus then good-looking) sad, now thought my but to West; knows never to away. who Jake and a I me life zombies met younger me lives (and my only me inside. be remaining for type father, introduced of remember that who West and sole West. The to waiting college Jake makes slightly my hour little at the has about everything an UCLA will have","Based on the provided passage, I'm going to take a guess. The passage seems to be related to the Resident Evil series, which features a T-virus that turns people into zombies. The mention of ""West"" could be a reference to the character Albert Wesker, a main antagonist in the series. However, the writing style and content don't seem to match the typical narrative of the Resident Evil books or games.  Given the mention of UCLA (University of California, Los Angeles) and the"
"“You, too.” West smiles that eye-crinkling smile again, and damn, I really wish I’d seen it more. “Bye, Anna.”","Based on the provided passage, I'm going to take a guess. The passage seems to be a contemporary or young adult romance novel, given the informal tone and the mention of a smile. Unfortunately, with such a short passage, it's challenging to pinpoint the exact book. However, I'll make an educated guess.  ""title"": ""Anna and the French Kiss"", ""author"": ""Stephanie Perkins""",['anna'],"“Bye, more. really Anna.” wish damn, seen “You, and West it again, eye-crinkling I smile too.” smiles I’d that","Based on the provided passage, I'm going to take a guess. The passage seems to be a fragment of a sentence or a collection of words that might be from a modern or contemporary literary work, possibly with a focus on character dialogue or inner monologue. Given the informal tone and the structure, which seems to reflect a stream-of-consciousness style, it's challenging to pinpoint the exact book or author without more context. However, the style somewhat resembles the works of authors known for their experimental or"
"I feel her attention move from the empty apartment to the side of my face, and when I smile over at her, her blue eyes are round with worry. “Holy shit, Anna, I had no idea. Are you okay?”","Based on the passage provided, I'm going to take a guess. The writing style and the content seem to suggest a contemporary or young adult novel, possibly with elements of romance or drama. Unfortunately, without more context or information, it's challenging to pinpoint the exact book. However, I'll make an educated guess.  ""title"": ""Anna and the French Kiss"", ""author"": ""Stephanie Perkins""  Please note that this is a speculative guess, and I might be incorrect. If you",['anna'],"of round the shit, the her, worry. okay?” “Holy apartment at no empty had move idea. you I over side her blue her from with I smile feel eyes Are to when Anna, attention I my face, are and","Based on the provided passage, I'm going to take a guess. The passage seems to be a stream-of-consciousness or experimental writing style, which is often associated with modernist or avant-garde literature. Given the disjointed and fragmented nature of the text, I'm going to take a chance and attribute it to a notable author known for such styles.  ""title"": ""Finnegans Wake"", ""author"": ""James Joyce"""
"“That is wonderful news, sweetheart! Oh, I’m so thrilled! Why don’t you fly down to John Wayne the night before, stay at the house, and we’ll all take the plane over together? The flight to Singapore is a bear.”","Based on the passage provided, I'm going to take a guess. The passage seems to be from a book that involves travel and possibly a family or close relationship, given the use of terms like ""sweetheart."" However, without more context or specific details that directly link to a known book, this is a challenging task. The mention of ""John Wayne"" could refer to John Wayne Airport, which is in Orange County, California, suggesting the story might be set in or around the United States,",['john wayne'],"news, to the the you John night “That the together? so The I’m Why take Wayne and house, fly over thrilled! down bear.” wonderful is flight at sweetheart! Oh, all before, stay is plane a we’ll to don’t Singapore","Based on the provided passage, I'm going to take a guess. The passage seems to be a dialogue or a quote, but it doesn't provide enough context to pinpoint the exact book. However, I'll make an educated guess.  ""title"": ""Unknown"",""author"": ""Unknown""   Please note that the passage doesn't seem to be a coherent or well-structured text, and it's possible that it's a jumbled collection of words or a fragment of a conversation. If you could"
"“Anna?” he says, like he’s not entirely sure, and then does a full top-to-bottom sweep of my body, which recalls the lack of pants. When he digs his hand into his luscious head of hair, I forget to be embarrassed again, because it all comes back to me.","Based on the passage provided, I'm going to take a guess that the book is a young adult romance novel, possibly from a popular series. The writing style and the content of the passage seem to match the tone of many contemporary YA romance books.  Given the information, my guess is:  ""title"": ""Anna and the French Kiss"", ""author"": ""Stephanie Perkins""  Please note that this is just a guess, and I may be incorrect. If you have more context or information about the",['anna'],"body, then and lack the my his again, to I of forget it entirely he a hand embarrassed back head because recalls digs sure, to of When says, luscious he into of his like hair, me. does he’s which top-to-bottom all pants. not sweep be comes “Anna?” full","Based on the provided passage, I'm going to take a guess. The passage seems to be a stream-of-consciousness or experimental writing style, which is often found in modern or avant-garde literature. Unfortunately, the passage is quite short and fragmented, making it challenging to pinpoint the exact book and author.  However, I'll take a stab in the dark. The writing style reminds me of authors like James Joyce or Virginia Woolf, who were known for their experimental and modernist writing styles."
The expression he makes is like the meme of that one kid who smiles and then immediately bursts into tears. West is staring at me like he’s doomed but must pretend to be happy about it. “Anna. You look… great?”,"Based on the passage provided, I'm going to take a guess that the book is a contemporary young adult novel, possibly a romance or comedy. The tone and language used suggest a lighthearted and humorous style.  Given the information, my guess is:  ""title"": ""The Fault in Our Stars"",""author"": ""John Green""  However, please note that this is a tentative guess, and I may be incorrect. The passage doesn't contain any distinctive or unique elements that would pinpoint it to",['anna'],into staring it. smiles tears. meme the great?” like like look… The one then must at “Anna. that is he’s about West who and You to happy expression be kid but immediately doomed makes me is pretend of bursts he,"Based on the provided passage, I'm going to take a guess. The passage seems to be written in a style that is reminiscent of experimental or modernist literature. The fragmented sentences and lack of clear narrative structure suggest that it may be from a book that is known for its unconventional style.  With that in mind, I'm going to take a guess that the passage is from the book ""Finnegans Wake"" by James Joyce. This book is known for its experimental style and use of fragmented"
"Stepping aside, I let him pass, and he pulls up short at what’s on the television screen. Conan is enthusiastically fucking a witch in a cave. We both clear our throats and look up at the ceiling instead.","Based on the passage provided, I'm going to take a guess that the book is from the ""First Law"" trilogy by Joe Abercrombie, possibly from the book ""The Blade Itself"". However, without more context, it's difficult to pinpoint the exact book. The style and tone seem to match Abercrombie's writing, but I could be incorrect.  Here's my output:  ""title"": ""The Blade Itself"", ""author"": ""Joe Abercrombie""",['conan'],"witch short is he Conan screen. in both enthusiastically at and a our fucking clear television let and up a at look the the ceiling We cave. him what’s I on throats pass, instead. aside, pulls up Stepping","Based on the provided passage, I'm going to take a guess. The passage seems to be written in a style that is reminiscent of contemporary literature, possibly experimental or avant-garde. The language and structure appear to be unconventional, which makes it challenging to pinpoint the exact book and author. However, I'll make an educated guess.  ""title"": ""Unknown/Experimental Book"", ""author"": ""Possibly a contemporary experimental author, such as Thomas Pynchon or David Foster Wallace"""
"He adjusts his posture on the sofa, turning slightly to face me. Oh, right. He came here to ask me for help. I sit up, too, tucking a loose strand of hair behind my ear. Focus, Anna.","Based on the given passage, I'm going to take a guess. The writing style seems to be from a young adult or contemporary romance novel. Unfortunately, the passage is quite short and doesn't provide many specific details that could pinpoint the exact book. However, I'll make an educated guess.  ""title"": ""Unknown"",""author"": ""Unknown""   Please note that without more context or information, it's challenging to accurately identify the book and author. If you could provide more passages or details,",['anna'],"here Anna. face on the for sit of ask to loose turning He too, adjusts hair tucking to slightly up, right. me. He sofa, my behind Oh, me came I posture Focus, a his ear. help. strand","Based on the provided passage, I'm going to take a guess. The passage seems to be a descriptive and possibly romantic scene, but it's quite fragmented and unclear. Given the lack of specific details, plot, or recognizable characters, it's challenging to pinpoint the exact book and author. However, the style seems somewhat reminiscent of contemporary or young adult fiction, possibly with elements of romance.  Since I must make a guess, I'll propose a title and author, though I'm highly uncertain:  """
"“I knew what Jake ordered for lunch and what kinds of stupid movies would make him laugh, and I could predict all his pickup lines at parties, but we didn’t ever, like, sit down and do backstory. He didn’t even mention he had a brother until he suggested I marry you.”","Based on the passage provided, I'm going to take a guess that the book is ""The Royal We"" by Heather Cocks and Jessica Morgan, but more likely it is ""The Royal We"" is not the best match, a better match would be ""Eleanor & Park"" is not a match either, after reevaluating I think a good match would be ""The Hating Game"" is not the best match, a better match would be ""The Wedding Date"" is not the best",['jake'],"parties, kinds and sit like, down he knew laugh, Jake he all stupid but his until what at “I lines and a him make predict I ever, for suggested would movies and mention could He brother what had you.” pickup we backstory. do I even didn’t lunch of ordered didn’t marry","Based on the provided passage, I'm going to take a guess. The passage seems to be a jumbled collection of words and phrases, which might suggest that it's an experimental or modernist text. With that in mind, I'll make an educated guess.  ""title"": ""Finnegans Wake"", ""author"": ""James Joyce"""
