Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['tía lydia', 'aunt', 'lydia teyze', 'teyze', 'tía', 'lydia', 'aunt lydia']",moo,0,0.0,incorrect,ratana,0,0.44,incorrect,sugbon afaani,0,0.35,incorrect,nibi nilade,0,0.4,incorrect,jalo,0,0.31,incorrect,tlhabang,0,0.36,incorrect,tahiti,0,0.44,incorrect,huti,0,0.57,incorrect,surya,0,0.4,incorrect,suryak,0,0.38,incorrect,hazavany,0,0.33,incorrect,nolazaina,0,0.43,incorrect,ratana,0,0.44,incorrect,nibi nilade,0,0.4,incorrect,tlhabang,0,0.36,incorrect,huti,0,0.57,incorrect,suryak,0,0.38,incorrect,nolazaina,0,0.43,incorrect,nabokov,0,0.24,incorrect,sunlight,0,0.5,incorrect,aksine,0,0.4,incorrect,bulundugum,0,0.3,incorrect,di mai,0,0.55,incorrect,khong,0,0.22,incorrect,franco,0,0.4,incorrect,sol,0,0.25,incorrect,sunlight,0,0.5,incorrect,bulundugum,0,0.3,incorrect,khong,0,0.22,incorrect,sol,0,0.25,incorrect
['cora'],bakeng,0,0.2,incorrect,lilemong,0,0.17,incorrect,lonakona,0,0.33,incorrect,ti,0,0.0,incorrect,botlhe,0,0.2,incorrect,goo,0,0.29,incorrect,noa,0,0.57,incorrect,noa,0,0.57,incorrect,kahalkhin,0,0.15,incorrect,ttyuub,0,0.0,incorrect,antsika,0,0.18,incorrect,raha,0,0.5,incorrect,lilemong,0,0.17,incorrect,ti,0,0.0,incorrect,goo,0,0.29,incorrect,noa,0,0.57,incorrect,ttyuub,0,0.0,incorrect,raha,0,0.5,incorrect,they,0,0.0,incorrect,it's,0,0.0,incorrect,her neyse,0,0.15,incorrect,tuplerim,0,0.17,incorrect,ngo,0,0.29,incorrect,it,0,0.0,incorrect,ella,0,0.25,incorrect,lo tan se tocarme,0,0.19,incorrect,it's,0,0.0,incorrect,tuplerim,0,0.17,incorrect,it,0,0.0,incorrect,lo tan se tocarme,0,0.19,incorrect
['rita'],botswana,0,0.33,incorrect,ntho,0,0.25,incorrect,obafemi awolowo,0,0.21,incorrect,ebi,0,0.29,incorrect,kana,0,0.25,incorrect,mo,0,0.0,incorrect,hurricane,0,0.46,incorrect,faraoa,0,0.4,incorrect,maan,0,0.25,incorrect,roti,0,0.5,incorrect,na hanampy,0,0.14,incorrect,mangetaheta,0,0.27,incorrect,ntho,0,0.25,incorrect,ebi,0,0.29,incorrect,mo,0,0.0,incorrect,faraoa,0,0.4,incorrect,roti,0,0.5,incorrect,mangetaheta,0,0.27,incorrect,someone,0,0.0,incorrect,bread,0,0.44,incorrect,ete,0,0.29,incorrect,dokunma,0,0.18,incorrect,mask,0,0.25,incorrect,[mask],0,0.2,incorrect,ella,0,0.25,incorrect,carne,0,0.22,incorrect,bread,0,0.44,incorrect,dokunma,0,0.18,incorrect,[mask],0,0.2,incorrect,carne,0,0.22,incorrect
"['joy', 'serena joy', 'serena']",meea e ntseng e hola kosepele hora,0,0.27,incorrect,e,0,0.29,incorrect,akoko ihinrere emi idagbasoke,0,0.26,incorrect,lope,0,0.29,incorrect,sontaga,0,0.46,incorrect,sontaga,0,0.46,incorrect,sabati,0,0.33,incorrect,gospel,0,0.33,incorrect,mrs. kapoor,0,0.29,incorrect,jenna,0,0.55,incorrect,fitomboan'ny fanahin'ny filazantsara,0,0.14,incorrect,fitomboan'ny ezaka,0,0.19,incorrect,e,0,0.29,incorrect,lope,0,0.29,incorrect,sontaga,0,0.46,incorrect,gospel,0,0.33,incorrect,jenna,0,0.55,incorrect,fitomboan'ny ezaka,0,0.19,incorrect,marie l. moore,0,0.33,incorrect,souls,0,0.27,incorrect,kadife,0,0.17,incorrect,bas kadinlardan,0,0.29,incorrect,phuc am,0,0.15,incorrect,doi me,0,0.22,incorrect,maria elena walsh,0,0.37,incorrect,[mask],0,0.17,incorrect,souls,0,0.27,incorrect,bas kadinlardan,0,0.29,incorrect,doi me,0,0.22,incorrect,[mask],0,0.17,incorrect
['luke'],lisontaha,0,0.15,incorrect,re,0,0.33,incorrect,aiku,0,0.25,incorrect,bi bimo,0,0.0,incorrect,sontaga,0,0.0,incorrect,sontaga,0,0.0,incorrect,maui,0,0.25,incorrect,noa,0,0.0,incorrect,ahimsa,0,0.0,incorrect,ravindra,0,0.0,incorrect,alahady,0,0.18,incorrect,alahady,0,0.18,incorrect,re,0,0.33,incorrect,bi bimo,0,0.0,incorrect,sontaga,0,0.0,incorrect,noa,0,0.0,incorrect,ravindra,0,0.0,incorrect,alahady,0,0.18,incorrect,you,0,0.29,incorrect,swings,0,0.0,incorrect,zekiye,0,0.4,incorrect,boylesi gunlerinin,0,0.27,incorrect,nguoi do,0,0.17,incorrect,nhat,0,0.0,incorrect,nombre,0,0.2,incorrect,ese,0,0.29,incorrect,swings,0,0.0,incorrect,boylesi gunlerinin,0,0.27,incorrect,nhat,0,0.0,incorrect,ese,0,0.29,incorrect
"['tía lydia', 'aunt', 'lydia teyze', 'teyze', 'tía', 'lydia', 'aunt lydia']",johannesburg,0,0.25,incorrect,matsatsing,0,0.32,incorrect,person's name,0,0.26,incorrect,nigeria,0,0.4,incorrect,kgololesego,0,0.27,incorrect,kgololesego,0,0.27,incorrect,tama,0,0.57,incorrect,ua,0,0.4,incorrect,kahalkhina,0,0.42,incorrect,mehral khan,0,0.3,incorrect,misy,0,0.31,incorrect,ambohimanga,0,0.3,incorrect,matsatsing,0,0.32,incorrect,nigeria,0,0.4,incorrect,kgololesego,0,0.27,incorrect,ua,0,0.4,incorrect,mehral khan,0,0.3,incorrect,ambohimanga,0,0.3,incorrect,george orwell,0,0.22,incorrect,don't,0,0.44,incorrect,bir,0,0.33,incorrect,anarsi,0,0.4,incorrect,di dinh,0,0.5,incorrect,dung,0,0.5,incorrect,federico garcia lorca,0,0.33,incorrect,[mask],0,0.22,incorrect,don't,0,0.44,incorrect,anarsi,0,0.4,incorrect,dung,0,0.5,incorrect,[mask],0,0.22,incorrect
['janine'],sheba,0,0.18,incorrect,sheba,0,0.18,incorrect,someone,0,0.31,incorrect,moses,0,0.18,incorrect,molomo wa hae,0,0.21,incorrect,pinkie,0,0.5,incorrect,maira,0,0.36,incorrect,masked proper name,0,0.25,incorrect,hm,0,0.0,incorrect,chaaruki,0,0.29,incorrect,mijery,0,0.33,incorrect,amberin,0,0.46,incorrect,sheba,0,0.18,incorrect,moses,0,0.18,incorrect,pinkie,0,0.5,incorrect,masked proper name,0,0.25,incorrect,chaaruki,0,0.29,incorrect,amberin,0,0.46,incorrect,she,0,0.22,incorrect,belly,0,0.18,incorrect,isim,0,0.2,incorrect,kanatlar,0,0.29,incorrect,nguoi do,0,0.29,incorrect,co,0,0.0,incorrect,su nombre,0,0.27,incorrect,su nombre,0,0.27,incorrect,belly,0,0.18,incorrect,kanatlar,0,0.29,incorrect,co,0,0.0,incorrect,su nombre,0,0.27,incorrect
['luke'],haboteng,0,0.17,incorrect,nako,0,0.25,incorrect,-opacity-,0,0.0,incorrect,leekookan,0,0.31,incorrect,mma ramotswe,0,0.12,incorrect,ramotswe,0,0.17,incorrect,aita,0,0.0,incorrect,mea,0,0.29,incorrect,supermarket,0,0.4,incorrect,shopping,0,0.0,incorrect,halako,0,0.4,incorrect,halako,0,0.4,incorrect,nako,0,0.25,incorrect,leekookan,0,0.31,incorrect,ramotswe,0,0.17,incorrect,mea,0,0.29,incorrect,shopping,0,0.0,incorrect,halako,0,0.4,incorrect,he,0,0.33,incorrect,not,0,0.0,incorrect,ciftce,0,0.2,incorrect,plastik iple kasap,0,0.27,incorrect,anh,0,0.0,incorrect,dong,0,0.0,incorrect,mama,0,0.0,incorrect,recuerdo,0,0.33,incorrect,not,0,0.0,incorrect,plastik iple kasap,0,0.27,incorrect,dong,0,0.0,incorrect,recuerdo,0,0.33,incorrect
"['ofglen', 'deglen', 'gleninki']",ke khaotsa,0,0.22,incorrect,khahliloe,0,0.27,incorrect,mo,0,0.25,incorrect,nigeria,0,0.4,incorrect,ke,0,0.25,incorrect,looks,0,0.31,incorrect,ua faaea,0,0.29,incorrect,mea,0,0.22,incorrect,mhilaasbhaa,0,0.12,incorrect,seho,0,0.2,incorrect,tsy,0,0.0,incorrect,mary,0,0.0,incorrect,khahliloe,0,0.27,incorrect,nigeria,0,0.4,incorrect,looks,0,0.31,incorrect,mea,0,0.22,incorrect,seho,0,0.2,incorrect,mary,0,0.0,incorrect,she,0,0.22,incorrect,she,0,0.22,incorrect,onun,0,0.4,incorrect,turkiye,0,0.27,incorrect,ben,0,0.44,incorrect,co,0,0.25,incorrect,ella,0,0.4,incorrect,nombre,0,0.33,incorrect,she,0,0.22,incorrect,turkiye,0,0.27,incorrect,co,0,0.25,incorrect,nombre,0,0.33,incorrect
"['tía lydia', 'aunt', 'lydia teyze', 'teyze', 'tía', 'lydia', 'aunt lydia']",boikokobetso,0,0.17,incorrect,boikokobetso,0,0.17,incorrect,emi,0,0.33,incorrect,imetomowa,0,0.33,incorrect,ke,0,0.29,incorrect,sekgowa,0,0.2,incorrect,samoa,0,0.29,incorrect,eiaha,0,0.5,incorrect,sambhaji,0,0.24,incorrect,nahin,0,0.44,incorrect,eny,0,0.5,incorrect,tsy,0,0.5,incorrect,boikokobetso,0,0.17,incorrect,imetomowa,0,0.33,incorrect,sekgowa,0,0.2,incorrect,eiaha,0,0.5,incorrect,nahin,0,0.44,incorrect,tsy,0,0.5,incorrect,modesty,0,0.33,incorrect,modesty,0,0.33,incorrect,ibn arabi,0,0.33,incorrect,alcak,0,0.43,incorrect,di,0,0.57,incorrect,[mask] hinh,0,0.3,incorrect,alberto,0,0.36,incorrect,voz,0,0.25,incorrect,modesty,0,0.33,incorrect,alcak,0,0.43,incorrect,[mask] hinh,0,0.3,incorrect,voz,0,0.25,incorrect
