en,Single_ent,Multiple_ents,en_masked,token_count
"I don’t fault them for the way they are; I envy them. I envy the ease they feel in these situations, for knowing exactly what to expect and what is expected of them. I envy the gracefulness that comes with knowing that everyone in this town has seen them at their worst and still accepts them.",,[],,63
"They don’t love me. At most, I satisfied the first wave of curiosity. And I imagine before the first car left the driveway, every woman was in the passenger seat swiping between the group text message picking apart every aspect of the night and the search bar on every social media site trying to track down exactly who I am and what small town in Alabama I came from.",,[],,76
"I twist around until I’m facing him, my hands crawling up his chest until they’re framing his face. “Of course. They’re your friends. And I hope they’ll be my friends too.”",,[],,41
"Ryan’s mouth hovers over mine but still maintains a sliver of space between us. I lose focus on his face. Even though he’s killing me, I wait for him to close the distance between us.",,[],,43
"Since he hasn’t answered me, I add, “Have you changed your mind about me being here? I know you think I’ve been avoiding packing, but I’ve set aside the entire day today to get it done, and Goodwill is coming by to pick up everything I don’t need anymore. But I can call them and cancel . . .”",,[],,72
"His eyes and hands are finally on me. “Yes, I still want you here. I didn’t know that’s what you were planning to do today. But you’ve picked the one day I can’t help you. I’m swamped today.”",,[],,51
"His hands squeeze my sides while he leans forward to kiss me on the lips. His pout long gone, I hook my feet around the back of his legs and pull him close.",,[],,37
"He nods again and heads back downstairs. It takes me a couple of tries to get the bolt to unlatch; lack of use has made it stubborn. Just as I’m turning the knob, I hear the thump, thump of the metal dolly bouncing up the stairs.",,[],,58
"If either of them thinks this is strange, they don’t let on. “No. You can leave them on the sidewalk in front of my car.”",,[],,31
"I follow them back outside. As they unload the stack of flat cardboard, I walk to the back of my car, where I retrieve a small black bag from the cargo area. I thank them again as they climb back into the truck. There are only a few things left to take care of.",,[],,60
"I’ve got seventy-five place cards scattered on the table in front of me, all needing to be color coded to match the lunch choice selected by the attendees of tomorrow’s luncheon. He drops down in the chair next to me, his foot sliding against mine while he picks up two of the closest place cards.",,[],,62
"I lean into his hand, and he glances at the empty hallway to make sure we’re still alone down here, but before he gets any ideas of being naughty at work, I say, “I know you’re too busy to come running down here to check on me.” I link my fingers with his to stop his exploration. “Which one called you?”",,[],,73
“No. I have to finish these for tomorrow and then make sure all the tables have linens before I leave.” I pry myself off his lap and scoot back into my chair.,,[],,36
"I let out a relieved sigh that I make sure she can hear. “Great! Well, I guess we’ll see you Saturday at the Derby party.”",,[],,31
She smiles and rolls her eyes. “I know. I’m named after the town in Italy where my grandparents were from. Two c’s. No one ever spells it right.”,,[],,36
"I had already noticed how similar we looked, but now my eyes devour her. I take stock of every inch of her so I can compare it to every inch of me. Both of us have hair that reaches to our mid-back and has a slight wave to it, but hers is lighter than mine. The color mine would normally be if I hadn’t dyed it when I moved here. Eye color: same. Complexion: same.",,[],,89
"A smile breaks out across her face, her eyebrows lifting. “Y’all came to the Fall Riverfest. It’s always in September around my birthday. I love that festival!”",,[],,36
"Before he has a chance to say anything or offer to help me find the way, I’m gone. Walking fast in my tight black dress and four-inch heels, I almost drop the metal cup with the letter E that is slick with condensation. I nearly fall onto a woman as I close in on the ridiculously nice portable bathroom station that was brought in for this event.",,[],,74
"I pick my way through the open floor plan to a hallway on the other side of the massive den. I don’t usually have to make an appearance, but the way this house is laid out left me no other options. The band is literally set up in front of the owner’s bedroom windows outside, so through the inside door I must go.",,[],,70
"She turns her head toward me, her frail hand reaching out to my face. “You work too much. It’s your senior year, you should be out with your friends, having fun.”",,[],,40
"I shake my head. “Not yet, but should be any day now.” I can’t tell her I never applied because we couldn’t spare the application fee, and as much as I don’t want to admit it, she probably won’t be here to see I’m still stuck in this small town come fall.",,[],,64
"The job opening at the flower shop in nearby Greensboro was just the answer. Women love coming in the shop decked out in their best jewelry. They love talking about the parties they are hosting and the impressive guest list of those invited. And of course, they need us to deliver the arrangements and make sure everything is just right.",,[],,66
"It’s a lot of risk for a couple hundred bucks, but we need every penny we can get. I’ve learned you’ve got to target the exact right woman. She’s well off enough that she hires a professional florist to decorate for her party and has a few nice pieces of jewelry that she feels comfortable enough to shove into a bathroom drawer but not so well off that there’s a safe to crack or a security system to disarm.",,[],,89
"He perks up, his eyes sweeping from my face down my body. I slide his hand under the hem of my dress, dragging his fingers against the lace top of my thigh highs. His eyes get big, surprised to find what I’m hiding underneath, but he wastes no time latching on to the straps holding them up.",,[],,66
"A man in his fifties appears in front of me, and he stares at my chest a lot longer than necessary if he’s just trying to read the name on my name tag.",,[],,39
"I take two more orders before I get to the bar, then spend the next ten minutes hunting each member down to deliver their drink. Some patrons I recognize as regulars. They are here for some function or another every weekend. But quite a few are new to me.",,[],,55
"“Excuse me, someone left their stuff under the table.” One of the guys on the cleanup crew is standing not far away, holding a rolled-up tablecloth in one hand and pointing to the floor with the other.",,[],,45
"His arms are stretched out and he clearly wants Ford to hand him the box with my laptop, modem, and backpack, which he does with little resistance.",,[],,31
He towers over me. “Can you walk with me to my car without causing a problem or do I need to put the cuffs back on you right now?”,,[],,32
“All those previous successes are what made the last failure so difficult to accept. But it also gave you a second chance. You need to remember that while you’re sitting on the back deck eating Chinese takeout.”,,[],,42
"“No firm date but within the next two weeks. And to be clear, this is a reminder, not a threat. If I were issuing a threat, there would be no confusion.”",,[],,37
"I start the car and pull out of the driveway, heading to work. Once I’m on one of the busier streets, I swerve, jerking the wheel hard, and my left front tire hits the concrete curb. There’s a loud screeching sound, then I hear the tire pop. The car limps into the tire repair shop at the end of the block. One of the techs motions for me to pull into one of the open bays then moves closer to inspect my tire.",,[],,103
"The office is a complete mess. Stacks of papers cover each of the three desks, along with empty coffee cups and a couple of pizza boxes. Thumbing through the filing cabinets seems like a better use of my time than picking through the trash.",,[],,50
"So even though I’m back to look through files I’ve already searched, there’s no real expectation I’ll find anything helpful. I just want at least one more look in case something new jumps out at me, given that my main focus has now shifted.",,[],,52
"From the small gap between the shower curtain and shower wall, there is a sliver of view into the office from the open doorway. The office chair closest to me is occupied, but I can only see the side of the chair and part of the man’s shoulder.",,[],,54
We spent many nights dreaming up the fantasy house we’d one day build. I used to think she just hated the trailer. Or was embarrassed by it. It wasn’t until I was older that I realized Mama wanted more for us than just a bigger roof over our heads. She wanted a different way of life. One where you didn’t worry about having enough grocery money. One where she wouldn’t worry about what would happen to me once she was gone.,,[],,92
"I’m beginning to think that just because the blueprints don’t show a built-in safe, they might have added one after they bought this house, so now I’m on the hunt for that because I don’t want to fail on my first job.",,[],,51
I read all the important dates from the packet they gave me before I started and have no problem retrieving the exact number from memory. I press in 1017. October 17.,,[],,37
"“I’ve been watching you snoop around my house for the last week.” Her words are slurred and her eyes are half closed. A puddle forms on the hardwood floor from the water dripping off her naked body, visible through her open robe.",,[],,50
My door is ripped open before I come to a complete stop. “What the fuck took you so long?” He pulls me out of the car and into the building. We don’t stop until we get to his office.,,[],,45
"The conversation is easy, with the guys doing most of the talking. She seems to approach this sort of thing the same way I do: listen and learn.",,[],,32
"“Once she sees the plans I’m working on for the vegetable garden and greenhouse, she won’t be going anywhere. It will be a two-person operation, so she can’t abandon me.”",,[],,39
"I move to the dressing table and open the drawer. Two pens and a pencil were arranged in a very specific way on top of a stack of papers and she would have needed to brush them to the side in order to read what was written there, and it’s obvious she did exactly that. I shut the drawer and go downstairs.",,[],,67
"I came into this job knowing it was a test—not the first test he’s given me in the eight years I’ve worked for him—so I expected there was more going on here than I was originally told. The only thing that’s certain is that woman’s appearance here was linked to my boss’s displeasure over my performance on my last job, and now she’s dead.",,[],,77
"Drunk driving is the most obvious reason for an accident like this. The question of her alcohol consumption will eventually be answered when the autopsy comes back, but I know she couldn’t have had more than two glasses.",,[],,44
"The officer holds a hand up. “Okay, I get it, but I have to ask. Just trying to figure out what was going on inside of her head while she was behind the wheel last night.”",,[],,42
"I don’t need eyes in the back of my head to see the target painted there. His staff has dug into my background, trying to find anything that will knock me from my throne, but they’ve come up empty.",,[],,45
"My gut is saying it’s the second option, while my brain is trying to come up with the reasons why he would make that move. It didn’t look like she was finished with this job. Her training for this identity—my identity—was extensive, and it seems premature to take her out now. And why kill them instead of just pulling them from the job? I can’t get past the timing.",,[],,83
"“And we’re sure it’s really her? That she really died in that wreck?” This is something he would already have verified, but I still have to ask.",,[],,33
"I flinch at his words, then grab the magazine in front of me, shoving it in my bag. I pick up my cup and stand from my stool. “I’ll be in touch.”",,[],,41
"Devon and I are so thorough when we research a new town and a new mark, but not doing a deep dive into the name assigned to me was a blind spot.",,[],,35
I look back at the picture of me on the front steps of the bank. “Please tell me you didn’t set me up with the cops because of this picture.”,,[],,34
And there it is. Confirmation that their deaths weren’t an accident. “Did she even finish the job you sent her on? Or did she let you down in some way?”,,[],,36
“What guarantees do I have that I won’t end up like her? She came in here to do a job and what thanks does she get? A nose dive off a bridge.”,,[],,36
I deep-dive into high school and college football. I realize the millions and millions of dollars that universities make on the backs of these players before they go pro. If they’re lucky enough to go pro.,,[],,42
"All recordings, videos, and images of the subjects from the previous list that document meetings, conversations, or discussions (even discussions between family members) regarding any football program should be turned in. A courier will arrive at your apartment every night at 10 pm for pickup. Do not leave it in the mailbox.",,[],,62
His lips peel up over his teeth like he wants to growl at me. “You are under the impression I have more power than I do.”,,[],,30
