Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['adela'],tarzan,0,0.36,incorrect,secretary,0,0.29,incorrect,secretary,0,0.29,incorrect
['adela'],nick clegg,0,0.13,incorrect,microsoft,0,0.0,incorrect,microsoft,0,0.0,incorrect
"['gore', 'graham gore', 'graham']",lord nelson,0,0.4,incorrect,lord byron,0,0.29,incorrect,lord byron,0,0.29,incorrect
['gore'],charles dickens,0,0.21,incorrect,charles dickens,0,0.21,incorrect,charles dickens,0,0.21,incorrect
['mm'],john,0,0.0,incorrect,handle,0,0.0,incorrect,handle,0,0.0,incorrect
['gore'],philip marlowe,0,0.22,incorrect,bath,0,0.0,incorrect,bath,0,0.0,incorrect
['gore'],jack,0,0.0,incorrect,moby,0,0.25,incorrect,moby,0,0.25,incorrect
['gore'],wemmick,0,0.18,incorrect,nelson,0,0.2,incorrect,nelson,0,0.2,incorrect
['gore'],wormtail,0,0.33,incorrect,winston,0,0.18,incorrect,winston,0,0.18,incorrect
['gore'],he,0,0.33,incorrect,galileo,0,0.36,incorrect,galileo,0,0.36,incorrect
['gore'],my sister,0,0.15,incorrect,james,0,0.22,incorrect,james,0,0.22,incorrect
['gore'],kvothe,0,0.4,incorrect,chopsticks,0,0.14,incorrect,chopsticks,0,0.14,incorrect
['gore'],nathaniel hawthorne,0,0.26,incorrect,jim,0,0.0,incorrect,jim,0,0.0,incorrect
['stanley'],mr. darcy,0,0.25,incorrect,horatio,0,0.14,incorrect,horatio,0,0.14,incorrect
['gore'],edward,0,0.2,incorrect,wound,0,0.22,incorrect,wound,0,0.22,incorrect
['gore'],he,0,0.33,incorrect,jack london,0,0.13,incorrect,jack london,0,0.13,incorrect
['gore'],harry,0,0.22,incorrect,minister,0,0.17,incorrect,minister,0,0.17,incorrect
['adela'],river tam,0,0.29,incorrect,david,0,0.4,incorrect,david,0,0.4,incorrect
['adela'],doctor who,0,0.13,incorrect,expats,0,0.36,incorrect,expats,0,0.36,incorrect
['gore'],max,0,0.0,incorrect,frank lloyd wright,0,0.18,incorrect,frank lloyd wright,0,0.18,incorrect
['gore'],david sedaris,0,0.12,incorrect,albert,0,0.2,incorrect,albert,0,0.2,incorrect
['gore'],wodehouse,0,0.31,incorrect,samwise,0,0.18,incorrect,samwise,0,0.18,incorrect
['gore'],ministry,0,0.17,incorrect,wodehouse,0,0.31,incorrect,wodehouse,0,0.31,incorrect
