Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['caroline', 'beaufort', 'caroline beaufort']",job,0,0.2,incorrect,joseph,0,0.29,incorrect,joseph,0,0.29,incorrect,jesus,0,0.31,incorrect,jesus,0,0.31,incorrect,morwadie,0,0.38,incorrect,joseph,0,0.29,incorrect,joseph,0,0.29,incorrect,jo,0,0.2,incorrect,hope,0,0.33,incorrect,david,0,0.31,incorrect,madagascar,0,0.33,incorrect,joseph,0,0.29,incorrect,jesus,0,0.31,incorrect,morwadie,0,0.38,incorrect,joseph,0,0.29,incorrect,hope,0,0.33,incorrect,madagascar,0,0.33,incorrect,elizabeth,0,0.38,incorrect,hope,0,0.33,incorrect,lucy,0,0.19,incorrect,hasir kizi,0,0.33,incorrect,elizabeth,0,0.38,incorrect,thuy,0,0.17,incorrect,emily,0,0.15,incorrect,adversidad,0,0.33,incorrect,hope,0,0.33,incorrect,hasir kizi,0,0.33,incorrect,thuy,0,0.17,incorrect,adversidad,0,0.33,incorrect
['elizabeth'],god,0,0.0,incorrect,kepler,0,0.4,incorrect,carl,0,0.15,incorrect,ingolstadt,0,0.32,incorrect,lucifer,0,0.38,incorrect,ingolstadt,0,0.32,incorrect,victor,0,0.27,incorrect,victor,0,0.27,incorrect,mother,0,0.27,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,kepler,0,0.4,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,victor,0,0.27,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,elizabeth,1,1.0,correct,frankenstein,0,0.29,incorrect,canim elizabeth,0,0.75,correct,ingolstadt,0,0.32,incorrect,cha,0,0.17,incorrect,ingolstadt,0,0.32,incorrect,elizabeth,1,1.0,correct,ingolstadt,0,0.32,incorrect,frankenstein,0,0.29,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect
"['hủy', 'señor', 'krempe', 'thần', 'm', 'hoạ', 'señor krempe', 'thần hủy hoạ']",joseph,0,0.36,incorrect,god,0,0.33,incorrect,christ,0,0.22,incorrect,god,0,0.33,incorrect,god,0,0.33,incorrect,god,0,0.33,incorrect,david,0,0.25,incorrect,adam,0,0.4,incorrect,pinocchio,0,0.33,incorrect,pregnancy,0,0.31,incorrect,mummy,0,0.5,incorrect,nijery,0,0.36,incorrect,god,0,0.33,incorrect,god,0,0.33,incorrect,god,0,0.33,incorrect,adam,0,0.4,incorrect,pregnancy,0,0.31,incorrect,nijery,0,0.36,incorrect,victor,0,0.36,incorrect,countenance,0,0.4,incorrect,frankenstein,0,0.35,incorrect,frankenstein,0,0.35,incorrect,frankenstein,0,0.35,incorrect,duc,0,0.33,incorrect,frankenstein,0,0.35,incorrect,frankenstein,0,0.35,incorrect,countenance,0,0.4,incorrect,frankenstein,0,0.35,incorrect,duc,0,0.33,incorrect,frankenstein,0,0.35,incorrect
"['profesör waldman', 'm', 'profesör', 'waldman']",job,0,0.18,incorrect,empa,0,0.4,incorrect,god,0,0.21,incorrect,joseph,0,0.29,incorrect,leser,0,0.46,incorrect,leser,0,0.46,incorrect,david,0,0.33,incorrect,aita,0,0.36,incorrect,dracula,0,0.43,incorrect,pyotr,0,0.46,incorrect,jesus,0,0.31,incorrect,toy,0,0.18,incorrect,empa,0,0.4,incorrect,joseph,0,0.29,incorrect,leser,0,0.46,incorrect,aita,0,0.36,incorrect,pyotr,0,0.46,incorrect,toy,0,0.18,incorrect,elizabeth,0,0.25,incorrect,byron,0,0.31,incorrect,sevgili [mask]'im,0,0.25,incorrect,sevgili,0,0.17,incorrect,victor,0,0.29,incorrect,victor,0,0.29,incorrect,arthur,0,0.29,incorrect,estas,0,0.31,incorrect,byron,0,0.31,incorrect,sevgili,0,0.17,incorrect,victor,0,0.29,incorrect,estas,0,0.31,incorrect
"['señor krempe', 'm', 'krempe', 'señor']",joseph,0,0.36,incorrect,rehoboam,0,0.43,incorrect,god,0,0.25,incorrect,job,0,0.25,incorrect,joseph,0,0.36,incorrect,keke,0,0.6,incorrect,joseph,0,0.36,incorrect,ua,0,0.0,incorrect,scrooge,0,0.33,incorrect,rabindranath,0,0.24,incorrect,david,0,0.0,incorrect,samuel,0,0.36,incorrect,rehoboam,0,0.43,incorrect,job,0,0.25,incorrect,keke,0,0.6,incorrect,ua,0,0.0,incorrect,rabindranath,0,0.24,incorrect,samuel,0,0.36,incorrect,heathcliff,0,0.13,incorrect,mr. rochester,0,0.4,incorrect,emily,0,0.36,incorrect,kahkahalar,0,0.25,incorrect,dong,0,0.22,incorrect,da,0,0.0,incorrect,lucia,0,0.0,incorrect,don quijote,0,0.26,incorrect,mr. rochester,0,0.4,incorrect,kahkahalar,0,0.25,incorrect,da,0,0.0,incorrect,don quijote,0,0.26,incorrect
['dante'],wanderings,0,0.4,incorrect,empa,0,0.22,incorrect,job,0,0.0,incorrect,job,0,0.0,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,maite-raa,0,0.43,incorrect,te ti'aturi,0,0.25,incorrect,dracula,0,0.33,incorrect,madness,0,0.5,incorrect,adam,0,0.44,incorrect,madagascar,0,0.27,incorrect,empa,0,0.22,incorrect,job,0,0.0,incorrect,jesus,0,0.2,incorrect,te ti'aturi,0,0.25,incorrect,madness,0,0.5,incorrect,madagascar,0,0.27,incorrect,victor,0,0.18,incorrect,frankenstein,0,0.47,incorrect,dracula,0,0.33,incorrect,canavar,0,0.33,incorrect,do,0,0.29,incorrect,dong,0,0.44,incorrect,frankenstein,0,0.47,incorrect,frankenstein,0,0.47,incorrect,frankenstein,0,0.47,incorrect,canavar,0,0.33,incorrect,dong,0,0.44,incorrect,frankenstein,0,0.47,incorrect
"['frankenstein', 'clerval']",jesus,0,0.24,incorrect,joseph,0,0.22,incorrect,jesus,0,0.24,incorrect,yoruba,0,0.31,incorrect,mariga,0,0.31,incorrect,mariga,0,0.31,incorrect,jesus,0,0.24,incorrect,jesus,0,0.24,incorrect,pyotr,0,0.17,incorrect,pyramus,0,0.32,incorrect,god,0,0.0,incorrect,christmas,0,0.38,incorrect,joseph,0,0.22,incorrect,yoruba,0,0.31,incorrect,mariga,0,0.31,incorrect,jesus,0,0.24,incorrect,pyramus,0,0.32,incorrect,christmas,0,0.38,incorrect,edward,0,0.31,incorrect,chillingworth,0,0.3,incorrect,edward,0,0.31,incorrect,sevgili,0,0.43,incorrect,emily,0,0.33,incorrect,phong yen,0,0.29,incorrect,julio,0,0.17,incorrect,estudio,0,0.42,incorrect,chillingworth,0,0.3,incorrect,sevgili,0,0.43,incorrect,phong yen,0,0.29,incorrect,estudio,0,0.42,incorrect
['clerval'],wicked,0,0.31,incorrect,jesus,0,0.17,incorrect,david,0,0.17,incorrect,joseph,0,0.15,incorrect,moses,0,0.17,incorrect,god,0,0.0,incorrect,joseph,0,0.15,incorrect,nahea,0,0.33,incorrect,friend,0,0.15,incorrect,pyotr,0,0.17,incorrect,jesus,0,0.17,incorrect,david,0,0.17,incorrect,jesus,0,0.17,incorrect,joseph,0,0.15,incorrect,god,0,0.0,incorrect,nahea,0,0.33,incorrect,pyotr,0,0.17,incorrect,david,0,0.17,incorrect,arthur,0,0.15,incorrect,elizabeth,0,0.25,incorrect,arthur,0,0.15,incorrect,sevgili,0,0.43,incorrect,ho,0,0.0,incorrect,chi,0,0.2,incorrect,lucia,0,0.33,incorrect,amor,0,0.18,incorrect,elizabeth,0,0.25,incorrect,sevgili,0,0.43,incorrect,chi,0,0.2,incorrect,amor,0,0.18,incorrect
['henry'],herodotus,0,0.43,incorrect,herodotus,0,0.43,incorrect,herodotus,0,0.43,incorrect,latin,0,0.2,incorrect,plato,0,0.0,incorrect,jesus,0,0.2,incorrect,arabia,0,0.18,incorrect,india,0,0.2,incorrect,al-biruni,0,0.14,incorrect,arab,0,0.22,incorrect,atsinanana,0,0.13,incorrect,jerome,0,0.36,incorrect,herodotus,0,0.43,incorrect,latin,0,0.2,incorrect,jesus,0,0.2,incorrect,india,0,0.2,incorrect,arab,0,0.22,incorrect,jerome,0,0.36,incorrect,wilkie collins,0,0.21,incorrect,butler,0,0.36,incorrect,ortaya,0,0.36,incorrect,goethe,0,0.36,incorrect,hy lap,0,0.36,incorrect,dong,0,0.22,incorrect,george eliot,0,0.24,incorrect,leibniz,0,0.33,incorrect,butler,0,0.36,incorrect,goethe,0,0.36,incorrect,dong,0,0.22,incorrect,leibniz,0,0.33,incorrect
"['querido', 'querido clerval', 'clerval']",geneva,0,0.46,incorrect,jean-jacques rousseau,0,0.39,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,jean-jacques rousseau,0,0.39,incorrect,spring,0,0.31,incorrect,autumn,0,0.15,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,jean-jacques rousseau,0,0.39,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,jean-jacques rousseau,0,0.39,incorrect,autumn,0,0.15,incorrect,geneva,0,0.46,incorrect,william,0,0.29,incorrect,geneva,0,0.46,incorrect,jean-jacques rousseau,0,0.39,incorrect,cenevre,0,0.43,incorrect,anh,0,0.2,incorrect,geneva,0,0.46,incorrect,mi hijo,0,0.29,incorrect,ginebra,0,0.43,incorrect,geneva,0,0.46,incorrect,cenevre,0,0.43,incorrect,geneva,0,0.46,incorrect,ginebra,0,0.43,incorrect
