Single_ent,en_masked_shuffled_results,es_masked_shuffled_results,tr_masked_shuffled_results,vi_masked_shuffled_results,en_exact_match,en_highest_fuzzy_match,es_exact_match,es_highest_fuzzy_match,tr_exact_match,tr_highest_fuzzy_match,vi_exact_match,vi_highest_fuzzy_match,en_correct,es_correct,tr_correct,vi_correct
"['snape—', 'snape']",dumbledore,fudge,voldemort,pháp,0,0.13,0,0.2,0,0.14,0,0.44,incorrect,incorrect,incorrect,incorrect
"['snape—', 'snape']",ministry,gobierno,parti,pháp,0,0.15,0,0.15,0,0.2,0,0.44,incorrect,incorrect,incorrect,incorrect
['lucius malfoy'],gollum,scrooge,dracula,gollum,0,0.33,0,0.2,0,0.31,0,0.33,incorrect,incorrect,incorrect,incorrect
"['lucius', 'luciu']",john,familia,ali,nguyễn,0,0.0,0,0.33,0,0.5,0,0.18,incorrect,incorrect,incorrect,incorrect
"['malfoys', 'malfoy']",gatsby,napoleón,gregor,hùng,0,0.33,0,0.43,0,0.17,0,0.0,incorrect,incorrect,incorrect,incorrect
['draco malfoy'],stephen,gregor,oedipus,trò,0,0.0,0,0.36,0,0.17,0,0.5,incorrect,incorrect,incorrect,incorrect
"['hermione‘ye', 'hermione']",harry,hermione,harry,thiệt,0,0.38,1,1.0,0,0.38,0,0.46,incorrect,correct,incorrect,incorrect
['harry'],john,kafka,kafka,kafka,0,0.22,0,0.2,0,0.2,0,0.2,incorrect,incorrect,incorrect,incorrect
['harry'],wilson,juan,george,nguyễn,0,0.0,0,0.22,0,0.18,0,0.18,incorrect,incorrect,incorrect,incorrect
"['albus dumbledore‘un', 'albus dumbledore']",dumbledore,juan,hayal,nguyễn,1,1.0,0,0.24,0,0.4,0,0.32,correct,incorrect,incorrect,incorrect
"['harry', 'harry—']",michael,juan,peter,vậy,0,0.33,0,0.22,0,0.2,0,0.5,incorrect,incorrect,incorrect,incorrect
"['kuera', 'vernon']",uncle,juan,john,trời,0,0.4,0,0.44,0,0.4,0,0.4,incorrect,incorrect,incorrect,incorrect
"['harry', 'harry—']",gollum,dementores,dracula,dĩ,0,0.0,0,0.13,0,0.17,0,0.0,incorrect,incorrect,incorrect,incorrect
"['harry', 'harr', 'vernon dursley', 'harry‘ye']",gatsby,kafka,john,dượng,0,0.36,0,0.22,0,0.4,0,0.36,incorrect,incorrect,incorrect,incorrect
['dudley'],he,kafka,nereye,don,0,0.25,0,0.0,0,0.33,0,0.22,incorrect,incorrect,incorrect,incorrect
"['hagri', 'hayalbozan', 'hagrid']",sirius,sirius,sirius,harry,0,0.36,0,0.36,0,0.36,0,0.6,incorrect,incorrect,incorrect,incorrect
"['pius thi', 'pius thicknesse']",trace,harry,koruma,hùng,0,0.4,0,0.25,0,0.2,0,0.29,incorrect,incorrect,incorrect,incorrect
['moody'],uncle,su,reşat,huck,0,0.0,0,0.0,0,0.0,0,0.0,incorrect,incorrect,incorrect,incorrect
['harry'],jekyll,merlín,rapunzel,harry,0,0.18,0,0.18,0,0.15,1,1.0,incorrect,incorrect,incorrect,correct
"['moody—', 'moody']",harry,alicia,alice,alice,0,0.2,0,0.0,0,0.0,0,0.0,incorrect,incorrect,incorrect,incorrect
['harry'],hagrid,harry,voldemort,thần,0,0.55,1,1.0,0,0.14,0,0.44,incorrect,correct,incorrect,incorrect
"['hagrid‘in', 'hagrid']",he,sinclair,kapıdan,tom,0,0.25,0,0.29,0,0.5,0,0.0,incorrect,incorrect,incorrect,incorrect
"['señora weasley', 'ms weasley', 'weasley']",smith,kafka,othello,kafka,0,0.29,0,0.21,0,0.31,0,0.21,incorrect,incorrect,incorrect,incorrect
"['mr weasley', 'weasley—', 'weasley']",wonka,harry,harry,harry,0,0.33,0,0.33,0,0.33,0,0.33,incorrect,incorrect,incorrect,incorrect
['harry'],jekyll,juan,scarlett,voldemort,0,0.18,0,0.22,0,0.31,0,0.14,incorrect,incorrect,incorrect,incorrect
['hermione'],gatsby,hamlet,ahmet,hải,0,0.0,0,0.43,0,0.46,0,0.36,incorrect,incorrect,incorrect,incorrect
['hermione'],spellman,gandalf,ali,hermione,0,0.38,0,0.13,0,0.18,1,1.0,incorrect,incorrect,incorrect,correct
"['ron—', 'ron']",harry,ron,gulyabani,đại,0,0.25,1,1.0,0,0.17,0,0.0,incorrect,correct,incorrect,incorrect
['hermione'],harry,hogwarts,harry,harry,0,0.31,0,0.25,0,0.31,0,0.31,incorrect,incorrect,incorrect,incorrect
"['ron—', 'ron']",ron,ron,sıvaserpil,lan,1,1.0,1,1.0,0,0.15,0,0.33,correct,correct,incorrect,incorrect
['ron'],harry,draco,merlin,mình,0,0.25,0,0.5,0,0.44,0,0.29,incorrect,incorrect,incorrect,incorrect
['ron'],gatsby,hamlet,kim,hamlet,0,0.0,0,0.0,0,0.0,0,0.0,incorrect,incorrect,incorrect,incorrect
['ginny'],anne,borges,ali,nhật,0,0.44,0,0.18,0,0.25,0,0.22,incorrect,incorrect,incorrect,incorrect
['hermione'],alice,juan,ahmet,harry,0,0.31,0,0.17,0,0.46,0,0.31,incorrect,incorrect,incorrect,incorrect
['harry'],she,harry,adam,bà,0,0.25,1,1.0,0,0.22,0,0.29,incorrect,correct,incorrect,incorrect
['harry'],gandalf,juan,mehmet,làng,0,0.17,0,0.22,0,0.18,0,0.22,incorrect,incorrect,incorrect,incorrect
['harry'],harry,dumbledore,harry,mắt,1,1.0,0,0.13,1,1.0,0,0.25,correct,incorrect,correct,incorrect
['harry'],he,juan,güneş,bao,0,0.29,0,0.22,0,0.0,0,0.25,incorrect,incorrect,incorrect,incorrect
"['mr weasley‘nin', 'señor weasley', 'weasley']",mr.,alicia,gümüş,alice,0,0.8,0,0.35,0,0.29,0,0.5,correct,incorrect,incorrect,incorrect
['hermione'],gandalf,kafka,bir,minh,0,0.13,0,0.0,0,0.18,0,0.5,incorrect,incorrect,incorrect,incorrect
['hermione'],hermione,borges,harry,harry,1,1.0,0,0.29,0,0.31,0,0.31,correct,incorrect,incorrect,incorrect
"['ms weasley', 'weasley']",smith,eran,smith,nguyễn,0,0.29,0,0.36,0,0.29,0,0.15,incorrect,incorrect,incorrect,incorrect
['harry'],gatsby,juan,yıl,thầy,0,0.36,0,0.22,0,0.25,0,0.67,incorrect,incorrect,incorrect,incorrect
['dumbledore'],john,kafka,harry,thầy,0,0.14,0,0.0,0,0.13,0,0.0,incorrect,incorrect,incorrect,incorrect
"['ron—', 'ron']",murder,maría,hamlet,minh,0,0.22,0,0.25,0,0.0,0,0.29,incorrect,incorrect,incorrect,incorrect
['fred'],harry,edipo,harry,thân,0,0.22,0,0.44,0,0.22,0,0.0,incorrect,incorrect,incorrect,incorrect
['george'],hermione,jane,hermione,phong,0,0.43,0,0.2,0,0.43,0,0.36,incorrect,incorrect,incorrect,incorrect
['luna'],sunflower,quijote,rapunzel,vàng,0,0.31,0,0.18,0,0.33,0,0.25,incorrect,incorrect,incorrect,incorrect
"['fred', 'fred—']",dumbledore,bacchus,harry,ổng,0,0.29,0,0.0,0,0.22,0,0.0,incorrect,incorrect,incorrect,incorrect
['muriel'],auntie,gatsby,dumbledore,tiếp,0,0.5,0,0.0,0,0.38,0,0.4,incorrect,incorrect,incorrect,incorrect
['harry'],big,él,hulk,ghen,0,0.0,0,0.0,0,0.22,0,0.22,incorrect,incorrect,incorrect,incorrect
['harry'],holmes,emma,ahmet,nguyễn,0,0.18,0,0.22,0,0.2,0,0.18,incorrect,incorrect,incorrect,incorrect
['muriel'],madam,mungo,snape,mungo,0,0.18,0,0.36,0,0.18,0,0.36,incorrect,incorrect,incorrect,incorrect
"['harry', 'harry—']",harry,harry,harry,tàng,1,1.0,1,1.0,1,1.0,0,0.22,correct,correct,correct,incorrect
"['ron—', 'ron']",harry,ministerio,harry,harry,0,0.25,0,0.31,0,0.25,0,0.25,incorrect,incorrect,incorrect,incorrect
['harry'],harry,harry,harry,harry,1,1.0,1,1.0,1,1.0,1,1.0,correct,correct,correct,correct
['hermione'],hermione,hermione,hermione,harry,1,1.0,1,1.0,1,1.0,0,0.31,correct,correct,correct,incorrect
['hermione'],jane,juan,holmes,lan,0,0.33,0,0.17,0,0.43,0,0.18,incorrect,incorrect,incorrect,incorrect
['harry'],frankenstein,frankenstein,frankenstein,frankenstein,0,0.12,0,0.12,0,0.12,0,0.12,incorrect,incorrect,incorrect,incorrect
['harry'],harry,juan,ali,hắn,1,1.0,0,0.22,0,0.25,0,0.5,correct,incorrect,incorrect,incorrect
"['hermione', 'hermione‘nin']",harry,elena,harry,tom,0,0.31,0,0.35,0,0.31,0,0.18,incorrect,incorrect,incorrect,incorrect
['harry'],gandalf,frankenstein,dracula,nguyễn,0,0.17,0,0.12,0,0.17,0,0.18,incorrect,incorrect,incorrect,incorrect
"['sirius', 'harry']",harry,drácula,sirius,sirius,1,1.0,0,0.31,1,1.0,1,1.0,correct,incorrect,correct,correct
"['harry‘nin', 'harry', 'dumbledore harry']",frankenstein,kafka,elif,gregor,0,0.38,0,0.2,0,0.15,0,0.38,incorrect,incorrect,incorrect,incorrect
"['hermione', 'hermione—']",hermione,gandalf,harry,hermione,1,1.0,0,0.13,0,0.31,1,1.0,correct,incorrect,incorrect,correct
['harry'],wartcap,pandora,ali,wartcap,0,0.33,0,0.33,0,0.25,0,0.33,incorrect,incorrect,incorrect,incorrect
"['ron—', 'ron']",hermione,hermione,dobby,hogwarts,0,0.55,0,0.55,0,0.25,0,0.18,incorrect,incorrect,incorrect,incorrect
['voldemort'],hermione,hogwarts,harry,harry,0,0.35,0,0.35,0,0.14,0,0.14,incorrect,incorrect,incorrect,incorrect
['hermione'],tom,hugo,mary,chủ,0,0.18,0,0.33,0,0.17,0,0.18,incorrect,incorrect,incorrect,incorrect
"['hermione', 'hermione—']",halt,quijote,frankenstein,tuấn,0,0.17,0,0.4,0,0.3,0,0.17,incorrect,incorrect,incorrect,incorrect
['harry'],gollum,legolas,harry,con,0,0.0,0,0.17,1,1.0,0,0.0,incorrect,incorrect,correct,incorrect
