Single_ent,en_masked_shuffled_results,es_masked_shuffled_results,tr_masked_shuffled_results,vi_masked_shuffled_results,en_exact_match,en_highest_fuzzy_match,es_exact_match,es_highest_fuzzy_match,tr_exact_match,tr_highest_fuzzy_match,vi_exact_match,vi_highest_fuzzy_match,en_correct,es_correct,tr_correct,vi_correct
"['jalil', 'yalil', 'celil']",prospero,juan,ali,nguyễn,0,0.15,0,0.44,0,0.75,0,0.18,incorrect,incorrect,correct,incorrect
"['mariam jo', 'mariam', 'meryem co']",johnny,dolores,allah,mẹ,0,0.5,0,0.31,0,0.36,0,0.5,incorrect,incorrect,incorrect,incorrect
"['faizulá', 'faizu', 'molla feyzullah', 'mullah faizullah']",gandalf,omar,ali,giáo,0,0.29,0,0.44,0,0.5,0,0.36,incorrect,incorrect,incorrect,incorrect
"['mil', 'jalil', 'yalil', 'celil']",medusa,rosa,jack,ngọc,0,0.22,0,0.22,0,0.44,0,0.22,incorrect,incorrect,incorrect,incorrect
"['lili lili', 'lili', 'lili mi']",jenny,finn,mırnav,nguyễn,0,0.0,0,0.33,0,0.5,0,0.0,incorrect,incorrect,incorrect,incorrect
"['mariam jo', 'mariam', 'meryem co']",gatsby,juan,john,con,0,0.17,0,0.33,0,0.67,0,0.8,incorrect,incorrect,incorrect,correct
"['meryem gari', 'mariam']",ali,hicieron,meryem,họ,0,0.57,0,0.29,1,1.0,0,0.0,incorrect,incorrect,correct,incorrect
"['celil han', 'chính jalil khan', 'jalil khan', 'yalil jan']",john,jeeves,ali,mariam,0,0.57,0,0.22,0,0.75,0,0.4,incorrect,incorrect,correct,incorrect
['nana'],scarlett,edipo,oğuz,mẹ,0,0.17,0,0.0,0,0.0,0,0.0,incorrect,incorrect,incorrect,incorrect
"['mariam jo', 'mariam', 'meryem co']",john,maría,ahmet,hemingway,0,0.67,0,0.91,0,0.36,0,0.4,incorrect,correct,incorrect,incorrect
"['bibi', 'bibi co', 'bibi jo']",jo,maría,ali,nguyệt,1,1.0,0,0.22,0,0.29,0,0.0,correct,incorrect,incorrect,incorrect
"['nergis', 'nargis']",ophelia,maría,job,nguyễn,0,0.31,0,0.55,0,0.0,0,0.33,incorrect,incorrect,incorrect,incorrect
"['jalil', 'yalil', 'celil']",girl,ramón,ali,hindu,0,0.44,0,0.2,0,0.75,0,0.2,incorrect,incorrect,correct,incorrect
"['rashid', 'rasheed', 'raşit']",rebecca,emma,venüs,ông,0,0.43,0,0.22,0,0.2,0,0.0,incorrect,incorrect,incorrect,incorrect
"['rashid', 'rasheed', 'raşit']",scout,juan,ali,ông,0,0.4,0,0.22,0,0.5,0,0.0,incorrect,incorrect,incorrect,incorrect
"['rashid', 'rasheed', 'raşit']",emily,gregorio,kafka,linh,0,0.2,0,0.31,0,0.2,0,0.22,incorrect,incorrect,incorrect,incorrect
"['leyla', 'laila']",emily,juan,azra,marple,0,0.4,0,0.22,0,0.44,0,0.36,incorrect,incorrect,incorrect,incorrect
"['peştun', 'tariq']",hassan,kafka,tarık,chính,0,0.33,0,0.2,0,0.8,0,0.2,incorrect,incorrect,correct,incorrect
['alyona'],smith,ivan,petro,vladimir,0,0.0,0,0.4,0,0.18,0,0.29,incorrect,incorrect,incorrect,incorrect
"['tarık', 'tariq']",gatsby,pedro,ben,harry,0,0.18,0,0.2,0,0.0,0,0.4,incorrect,incorrect,incorrect,incorrect
"['abdül şerif', 'abdul sharif']",peshawar,pakistán,ahmed,urdu,0,0.57,0,0.3,0,0.4,0,0.44,incorrect,incorrect,incorrect,incorrect
"['meryem', 'mariam']",emma,kafka,hamlet,alice,0,0.4,0,0.36,0,0.33,0,0.36,incorrect,incorrect,incorrect,incorrect
