Single_ent,en_masked_shuffled_results,es_masked_shuffled_results,tr_masked_shuffled_results,vi_masked_shuffled_results,en_exact_match,en_highest_fuzzy_match,es_exact_match,es_highest_fuzzy_match,tr_exact_match,tr_highest_fuzzy_match,vi_exact_match,vi_highest_fuzzy_match,en_correct,es_correct,tr_correct,vi_correct
"['musa', 'moisés', 'moses']",huck,emma,nuh,hà,0,0.25,0,0.5,0,0.29,0,0.33,incorrect,incorrect,incorrect,incorrect
['tom sawyer'],sheila,garcía,don,cô,0,0.33,0,0.33,0,0.33,0,0.4,incorrect,incorrect,incorrect,incorrect
"['bayan watson', 'watson']",huck,kafka,dracula,rồi,0,0.0,0,0.4,0,0.33,0,0.22,incorrect,incorrect,incorrect,incorrect
['tom sawyer'],tom,dracula,tom,meo,1,1.0,0,0.15,1,1.0,0,0.33,correct,incorrect,correct,incorrect
['tom'],tom,holmes,ali,hùng,1,1.0,0,0.44,0,0.0,0,0.0,correct,incorrect,incorrect,incorrect
['tom'],tom,tom,dracula,harry,1,1.0,1,1.0,0,0.0,0,0.0,correct,correct,incorrect,incorrect
['tom'],tom,barbossa,robin,thằng,1,1.0,0,0.18,0,0.25,0,0.25,correct,incorrect,incorrect,incorrect
['tom sawyer'],turpin,robin,robin,thằng,0,0.25,0,0.25,0,0.25,0,0.27,incorrect,incorrect,incorrect,incorrect
['tommy barnes'],little,pedro,hansel,cuội,0,0.22,0,0.2,0,0.5,0,0.22,incorrect,incorrect,incorrect,incorrect
['tom'],johnny,pedro,tom,nguyễn,0,0.22,0,0.25,1,1.0,0,0.0,incorrect,incorrect,correct,incorrect
"['bayan watson', 'watson']",watson,emma,mary,bà,1,1.0,0,0.22,0,0.44,0,0.57,correct,incorrect,incorrect,incorrect
"['tow sawyer', 'tom sawyer']",aladdin,aladino,aladdin,don,0,0.15,0,0.2,0,0.15,0,0.33,incorrect,incorrect,incorrect,incorrect
"['yargıç thatcher', 'thatcher']",judge,juan,ali,hà,0,0.2,0,0.2,0,0.44,0,0.4,incorrect,incorrect,incorrect,incorrect
['jim'],jim,juan,falcı,hắn,1,1.0,0,0.29,0,0.25,0,0.0,correct,incorrect,incorrect,incorrect
"['yargıç thatcher', 'tha', 'thatcher']",tom,pedro,ali,pháp,0,0.33,0,0.31,0,0.44,0,0.57,incorrect,incorrect,incorrect,incorrect
