Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['peter'],he,0,0.29,incorrect,he,0,0.29,incorrect,he,0,0.29,incorrect
['peter'],someone,0,0.33,incorrect,marx,0,0.22,incorrect,marx,0,0.22,incorrect
['daphne'],her,0,0.44,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect
['peter'],he,0,0.29,incorrect,obama,0,0.0,incorrect,obama,0,0.0,incorrect
['dorner'],johnson,0,0.31,incorrect,mr.,0,0.22,incorrect,mr.,0,0.22,incorrect
['petra'],paris hilton,0,0.24,incorrect,harvard,0,0.33,incorrect,harvard,0,0.33,incorrect
['peter'],someone's,0,0.29,incorrect,my,0,0.0,incorrect,my,0,0.0,incorrect
['daphne'],her,0,0.44,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect
['peter'],sam,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['peter'],emily,0,0.2,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['daph'],dad,0,0.57,incorrect,him,0,0.29,incorrect,him,0,0.29,incorrect
['peter'],he,0,0.29,incorrect,macdonald,0,0.0,incorrect,macdonald,0,0.0,incorrect
['peter'],he,0,0.29,incorrect,einstein,0,0.46,incorrect,einstein,0,0.46,incorrect
['peter'],he,0,0.29,incorrect,california,0,0.13,incorrect,california,0,0.13,incorrect
['arham'],one of the kids,0,0.1,incorrect,he,0,0.29,incorrect,he,0,0.29,incorrect
['fontana'],dixon,0,0.33,incorrect,disney,0,0.15,incorrect,disney,0,0.15,incorrect
['renesmee'],emily,0,0.31,incorrect,u-5,0,0.0,incorrect,u-5,0,0.0,incorrect
['landon'],ethan,0,0.36,incorrect,bill,0,0.2,incorrect,bill,0,0.2,incorrect
['peter'],boyfriend,0,0.14,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect
['peter'],personality,0,0.38,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
"['edvard munch', 'edvard', 'munch']",edvard munch,1,1.0,correct,edvard munch,1,1.0,correct,edvard munch,1,1.0,correct
