Single_ent,en_masked_results,en_masked_exact_match,en_masked_highest_fuzzy_match,en_masked_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct
['serena'],my brother,0,0.25,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['serena'],emily,0,0.18,incorrect,elizabeth,0,0.27,incorrect,elizabeth,0,0.27,incorrect
['vampyre'],werewolf,0,0.27,incorrect,trump,0,0.33,incorrect,trump,0,0.33,incorrect
['lark'],haymitch,0,0.17,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['cal'],he,0,0.0,incorrect,manila,0,0.44,incorrect,manila,0,0.44,incorrect
['vampyres'],vampires,0,0.88,correct,marx,0,0.33,incorrect,marx,0,0.33,incorrect
['vampyres'],humans,0,0.29,incorrect,darwin,0,0.29,incorrect,darwin,0,0.29,incorrect
['davenport'],adams,0,0.29,incorrect,day,0,0.33,incorrect,day,0,0.33,incorrect
['davenport'],adams,0,0.29,incorrect,john,0,0.15,incorrect,john,0,0.15,incorrect
['vampyres'],trill,0,0.15,incorrect,human,0,0.15,incorrect,human,0,0.15,incorrect
['abel'],lucas,0,0.22,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['roscoe'],alpha,0,0.0,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect
['roscoe'],attila,0,0.0,incorrect,confucius,0,0.27,incorrect,confucius,0,0.27,incorrect
['serena'],pierce,0,0.5,incorrect,collateral,0,0.38,incorrect,collateral,0,0.38,incorrect
['vampyre'],omega,0,0.33,incorrect,humans,0,0.15,incorrect,humans,0,0.15,incorrect
['serena'],lucas,0,0.18,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['vampyres'],he,0,0.2,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['essen'],haymitch,0,0.0,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['davenport'],newsom,0,0.27,incorrect,elizabeth,0,0.33,incorrect,elizabeth,0,0.33,incorrect
['vampyre'],galactic,0,0.13,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['serena'],esme,0,0.4,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect
['moreland'],christian,0,0.35,incorrect,john,0,0.33,incorrect,john,0,0.33,incorrect
['moreland'],he,0,0.2,incorrect,teeth,0,0.15,incorrect,teeth,0,0.15,incorrect
['vampyre'],vampire,0,0.86,correct,werewolf,0,0.27,incorrect,werewolf,0,0.27,incorrect
['moreland'],john,0,0.33,incorrect,john,0,0.33,incorrect,john,0,0.33,incorrect
['moreland'],draco,0,0.31,incorrect,john,0,0.33,incorrect,john,0,0.33,incorrect
['moreland'],he,0,0.2,incorrect,john,0,0.33,incorrect,john,0,0.33,incorrect
['lark'],scarlett,0,0.33,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['moreland'],he,0,0.2,incorrect,john,0,0.33,incorrect,john,0,0.33,incorrect
['moreland'],adam,0,0.33,incorrect,adam,0,0.33,incorrect,adam,0,0.33,incorrect
