Single_ent,en_masked_results,en_masked_exact_match,en_masked_highest_fuzzy_match,en_masked_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct
['mum'],kardashian,0,0.0,incorrect,rg,0,0.0,incorrect,rg,0,0.0,incorrect
['mum'],mom,0,0.67,incorrect,rg,0,0.0,incorrect,rg,0,0.0,incorrect
['eden'],charlotte,0,0.15,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
"['gopal das', 'das', 'gopal']",brimmer,0,0.0,incorrect,michelangelo,0,0.24,incorrect,michelangelo,0,0.24,incorrect
"['gopal das', 'das', 'gopal']",jason,0,0.5,incorrect,jason,0,0.5,incorrect,jason,0,0.5,incorrect
['nero'],starbucks,0,0.15,incorrect,eden,0,0.25,incorrect,eden,0,0.25,incorrect
['thomas'],dr. smith,0,0.27,incorrect,dr. gregory house,0,0.26,incorrect,dr. gregory house,0,0.26,incorrect
['arabella'],augusta,0,0.27,incorrect,augusta,0,0.27,incorrect,augusta,0,0.27,incorrect
['thomas'],instagram,0,0.27,incorrect,instagram,0,0.27,incorrect,instagram,0,0.27,incorrect
['arabella'],chow,0,0.0,incorrect,queen elizabeth,0,0.26,incorrect,queen elizabeth,0,0.26,incorrect
['eden'],julia,0,0.0,incorrect,julia,0,0.0,incorrect,julia,0,0.0,incorrect
['eden'],arabella,0,0.17,incorrect,arabella,0,0.17,incorrect,arabella,0,0.17,incorrect
['arabella'],beatrice,0,0.38,incorrect,beatrice,0,0.38,incorrect,beatrice,0,0.38,incorrect
['arabella'],michelle yeoh,0,0.29,incorrect,emily,0,0.31,incorrect,emily,0,0.31,incorrect
['arabella'],ching-he huang,0,0.18,incorrect,chan,0,0.17,incorrect,chan,0,0.17,incorrect
['arabella'],bella,0,0.77,correct,marco polo,0,0.33,incorrect,marco polo,0,0.33,incorrect
"['tong', 'thomas tong', 'thomas']",john,0,0.5,incorrect,dr. seuss,0,0.13,incorrect,dr. seuss,0,0.13,incorrect
['eden'],emily,0,0.22,incorrect,scarlett,0,0.17,incorrect,scarlett,0,0.17,incorrect
['eden'],she,0,0.29,incorrect,rocky,0,0.0,incorrect,rocky,0,0.0,incorrect
['eden'],emily,0,0.22,incorrect,emily,0,0.22,incorrect,emily,0,0.22,incorrect
['eden'],emily,0,0.22,incorrect,levi's,0,0.2,incorrect,levi's,0,0.2,incorrect
['rufus'],eden,0,0.0,incorrect,wolseley,0,0.15,incorrect,wolseley,0,0.15,incorrect
['rufus'],she,0,0.25,incorrect,puako,0,0.2,incorrect,puako,0,0.2,incorrect
['rufus'],jack,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['rufus'],john,0,0.0,incorrect,elvis presley,0,0.22,incorrect,elvis presley,0,0.22,incorrect
