Single_ent,en_masked_results,en_masked_exact_match,en_masked_highest_fuzzy_match,en_masked_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],autumn's friend,0,0.11,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],he,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['jack'],john,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['jack'],john,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['jack'],john,0,0.25,incorrect,netflix,0,0.0,incorrect,netflix,0,0.0,incorrect
['jack'],john,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],autumn,0,0.2,incorrect,mr. johnson,0,0.13,incorrect,mr. johnson,0,0.13,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],he,0,0.0,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],he,0,0.0,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],john,0,0.25,incorrect,coach,0,0.44,incorrect,coach,0,0.44,incorrect
['jack'],john,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['jack'],emily,0,0.0,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['jack'],my dad,0,0.2,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['jack'],the girls,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['jack'],john,0,0.25,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
