Single_ent,en_masked_results,en_masked_exact_match,en_masked_highest_fuzzy_match,en_masked_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct
"['ruth crawford', 'crawford', 'ruth']",barbara walters,0,0.36,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['mark'],john,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['butch'],norman rockwell,0,0.1,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['crawford'],warren,0,0.29,incorrect,ms. pop,0,0.13,incorrect,ms. pop,0,0.13,incorrect
['dave'],me,0,0.33,incorrect,emily,0,0.22,incorrect,emily,0,0.22,incorrect
['butch'],john,0,0.22,incorrect,elvis presley,0,0.0,incorrect,elvis presley,0,0.0,incorrect
['alden'],grandma,0,0.33,incorrect,they,0,0.22,incorrect,they,0,0.22,incorrect
['carmody'],pop,0,0.2,incorrect,mr. storm,0,0.25,incorrect,mr. storm,0,0.25,incorrect
"['ruth crawford', 'crawford', 'ruth']",pop,0,0.18,incorrect,gateway,0,0.27,incorrect,gateway,0,0.27,incorrect
"['ruth crawford', 'crawford', 'ruth']",she,0,0.29,incorrect,covid-19,0,0.38,incorrect,covid-19,0,0.38,incorrect
['crawford'],smith,0,0.0,incorrect,ms. muffin,0,0.11,incorrect,ms. muffin,0,0.11,incorrect
['dave'],your father,0,0.27,incorrect,joey chestnut,0,0.12,incorrect,joey chestnut,0,0.12,incorrect
['dave'],john,0,0.0,incorrect,harley-davidson,0,0.32,incorrect,harley-davidson,0,0.32,incorrect
"['butch', 'uncle butch', 'uncle']",he,0,0.29,incorrect,warhol,0,0.18,incorrect,warhol,0,0.18,incorrect
['hathaway'],roberts,0,0.13,incorrect,roberts,0,0.13,incorrect,roberts,0,0.13,incorrect
['butch'],john,0,0.22,incorrect,wood,0,0.0,incorrect,wood,0,0.0,incorrect
"['robert johnson', 'johnson', 'robert']",robert johnson,1,1.0,correct,lucifer,0,0.31,incorrect,lucifer,0,0.31,incorrect
['ruth'],miss maudie,0,0.13,incorrect,toyota,0,0.2,incorrect,toyota,0,0.2,incorrect
['carmody'],king,0,0.0,incorrect,michael,0,0.29,incorrect,michael,0,0.29,incorrect
['ruth'],pop,0,0.0,incorrect,poppy,0,0.0,incorrect,poppy,0,0.0,incorrect
"['ruth crawford', 'crawford', 'ruth']",john,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['mark'],someone,0,0.18,incorrect,stephen king,0,0.12,incorrect,stephen king,0,0.12,incorrect
['pop'],his,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['butch'],henry,0,0.2,incorrect,chilkoot,0,0.31,incorrect,chilkoot,0,0.31,incorrect
['ruth'],she,0,0.29,incorrect,harry,0,0.22,incorrect,harry,0,0.22,incorrect
"['ruth crawford', 'crawford', 'ruth']",yankee,0,0.14,incorrect,erma bombeck,0,0.3,incorrect,erma bombeck,0,0.3,incorrect
['mark'],john,0,0.0,incorrect,box,0,0.0,incorrect,box,0,0.0,incorrect
['tommy'],john,0,0.22,incorrect,jack kerouac,0,0.12,incorrect,jack kerouac,0,0.12,incorrect
['ruth'],my mother,0,0.31,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
"['elway', 'jack elway', 'jack']",charlie,0,0.24,incorrect,fire,0,0.22,incorrect,fire,0,0.22,incorrect
"['butch', 'uncle butch', 'uncle']",diego rivera,0,0.17,incorrect,bob ross,0,0.15,incorrect,bob ross,0,0.15,incorrect
"['ruth crawford', 'crawford', 'ruth']",pop,0,0.18,incorrect,benson,0,0.14,incorrect,benson,0,0.14,incorrect
['benson'],elm street,0,0.25,incorrect,apple,0,0.18,incorrect,apple,0,0.18,incorrect
['patel'],she,0,0.25,incorrect,doctor,0,0.18,incorrect,doctor,0,0.18,incorrect
['butch'],dean,0,0.0,incorrect,jack,0,0.22,incorrect,jack,0,0.22,incorrect
['mark'],ordway,0,0.2,incorrect,ordway,0,0.2,incorrect,ordway,0,0.2,incorrect
['nellybelle'],willys,0,0.38,incorrect,john,0,0.14,incorrect,john,0,0.14,incorrect
['butch'],john,0,0.22,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['butch'],roy,0,0.0,incorrect,nellybelle,0,0.13,incorrect,nellybelle,0,0.13,incorrect
['butch'],john-boy,0,0.15,incorrect,shirley temple,0,0.11,incorrect,shirley temple,0,0.11,incorrect
['butch'],harry,0,0.2,incorrect,don,0,0.0,incorrect,don,0,0.0,incorrect
['butch'],john,0,0.22,incorrect,michael,0,0.33,incorrect,michael,0,0.33,incorrect
['butch'],stephen king,0,0.24,incorrect,stephen king,0,0.24,incorrect,stephen king,0,0.24,incorrect
['butch'],john,0,0.22,incorrect,stephen king,0,0.24,incorrect,stephen king,0,0.24,incorrect
['butch'],stephen king,0,0.24,incorrect,ansel adams,0,0.0,incorrect,ansel adams,0,0.0,incorrect
['butch'],john,0,0.22,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['butch'],john,0,0.22,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['butch'],stephen king,0,0.24,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['butch'],myron,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['bud'],beans,0,0.25,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['butch'],jed clampett,0,0.12,incorrect,nellybelle,0,0.13,incorrect,nellybelle,0,0.13,incorrect
['butch'],emily,0,0.0,incorrect,wind,0,0.0,incorrect,wind,0,0.0,incorrect
['butch'],stephen king,0,0.24,incorrect,steve jobs,0,0.13,incorrect,steve jobs,0,0.13,incorrect
['butch'],mom,0,0.0,incorrect,stone soup,0,0.13,incorrect,stone soup,0,0.13,incorrect
['butch'],john,0,0.22,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['butch'],john,0,0.22,incorrect,paris,0,0.0,incorrect,paris,0,0.0,incorrect
['butch'],he,0,0.29,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['butch'],he,0,0.29,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['butch'],edward,0,0.0,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['butch'],john,0,0.22,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['butch'],she,0,0.25,incorrect,valerie,0,0.0,incorrect,valerie,0,0.0,incorrect
['butch'],she,0,0.25,incorrect,twenty,0,0.18,incorrect,twenty,0,0.18,incorrect
['butch'],he,0,0.29,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['butch'],stephen king,0,0.24,incorrect,thrift,0,0.36,incorrect,thrift,0,0.36,incorrect
['butch'],clarisse,0,0.15,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['butch'],he,0,0.29,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['butch'],my friend,0,0.0,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['butch'],sam,0,0.0,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['bud'],tab,0,0.33,incorrect,maine,0,0.0,incorrect,maine,0,0.0,incorrect
['ylla'],harry,0,0.22,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['yella'],smith,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['butch'],john,0,0.22,incorrect,thich nhat hanh,0,0.3,incorrect,thich nhat hanh,0,0.3,incorrect
['ylla'],her,0,0.0,incorrect,hope,0,0.0,incorrect,hope,0,0.0,incorrect
['butch'],he,0,0.29,incorrect,shakespeare,0,0.12,incorrect,shakespeare,0,0.12,incorrect
['butch'],bill,0,0.22,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['butch'],john,0,0.22,incorrect,stephen king,0,0.24,incorrect,stephen king,0,0.24,incorrect
