Single_ent,en_masked_results,en_masked_exact_match,en_masked_highest_fuzzy_match,en_masked_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct
['peter'],he,0,0.29,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['peter'],my friend,0,0.14,incorrect,charlie chaplin,0,0.1,incorrect,charlie chaplin,0,0.1,incorrect
['daphne'],emily,0,0.18,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect
['peter'],he,0,0.29,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['dorner'],smith,0,0.0,incorrect,mr. smith,0,0.13,incorrect,mr. smith,0,0.13,incorrect
['petra'],paris hilton,0,0.24,incorrect,harvard,0,0.33,incorrect,harvard,0,0.33,incorrect
['peter'],john,0,0.0,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
['daphne'],harry,0,0.18,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect
['peter'],john,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['peter'],harry,0,0.2,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
['daph'],emily,0,0.0,incorrect,god,0,0.29,incorrect,god,0,0.29,incorrect
['peter'],he,0,0.29,incorrect,mac,0,0.0,incorrect,mac,0,0.0,incorrect
['peter'],heathcliff,0,0.27,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['daph'],mom,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['peter'],john,0,0.0,incorrect,bay,0,0.0,incorrect,bay,0,0.0,incorrect
['arham'],timmy,0,0.2,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['fontana'],reilly,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['renesmee'],emily,0,0.31,incorrect,emily,0,0.31,incorrect,emily,0,0.31,incorrect
['landon'],brandon,0,0.77,correct,chills,0,0.17,incorrect,chills,0,0.17,incorrect
['dorner'],mr. jenkins,0,0.24,incorrect,mr. miles,0,0.27,incorrect,mr. miles,0,0.27,incorrect
['peter'],man,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['peter'],person,0,0.55,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
"['edvard', 'edvard munch', 'munch']",edvard munch,1,1.0,correct,edvard munch,1,1.0,correct,edvard munch,1,1.0,correct
['peter'],simon,0,0.0,incorrect,miles,0,0.2,incorrect,miles,0,0.2,incorrect
['peter'],john,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['peter'],john,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['maya'],matilda,0,0.55,incorrect,siouxsie,0,0.0,incorrect,siouxsie,0,0.0,incorrect
['harvey'],john,0,0.2,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['petra'],she,0,0.25,incorrect,librarian,0,0.29,incorrect,librarian,0,0.29,incorrect
['peterverse'],chill coast,0,0.1,incorrect,bay of coast,0,0.09,incorrect,bay of coast,0,0.09,incorrect
"['petty', 'tom petty', 'tom']",elvis,0,0.2,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect
['peter'],my husband,0,0.0,incorrect,chanel,0,0.18,incorrect,chanel,0,0.18,incorrect
['landon'],my son,0,0.33,incorrect,james,0,0.18,incorrect,james,0,0.18,incorrect
['petra'],emily,0,0.2,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
['mulder'],my kid,0,0.33,incorrect,emily,0,0.36,incorrect,emily,0,0.36,incorrect
['landon'],god,0,0.22,incorrect,grace,0,0.18,incorrect,grace,0,0.18,incorrect
['mulder'],my daughter,0,0.47,incorrect,emily,0,0.36,incorrect,emily,0,0.36,incorrect
['peter'],she,0,0.25,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['batman'],thermos,0,0.31,incorrect,charlie,0,0.15,incorrect,charlie,0,0.15,incorrect
['daphne'],chardonnay,0,0.25,incorrect,chardonnay,0,0.25,incorrect,chardonnay,0,0.25,incorrect
['greg'],portia,0,0.2,incorrect,daniel craig,0,0.25,incorrect,daniel craig,0,0.25,incorrect
['daphne'],john,0,0.4,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect
['daphne'],big louie,0,0.13,incorrect,louie,0,0.18,incorrect,louie,0,0.18,incorrect
['peter'],brad,0,0.22,incorrect,brad pitt,0,0.29,incorrect,brad pitt,0,0.29,incorrect
['peter'],mom,0,0.0,incorrect,michael phelps,0,0.21,incorrect,michael phelps,0,0.21,incorrect
['peter'],he,0,0.29,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['peter'],god,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['petra'],emily,0,0.2,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['peter'],god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['peter'],waning bay,0,0.0,incorrect,bay,0,0.0,incorrect,bay,0,0.0,incorrect
['cooper'],john,0,0.2,incorrect,michael jordan,0,0.3,incorrect,michael jordan,0,0.3,incorrect
['cooper'],emily,0,0.18,incorrect,emily,0,0.18,incorrect,emily,0,0.18,incorrect
['peter'],he,0,0.29,incorrect,michael jordan,0,0.21,incorrect,michael jordan,0,0.21,incorrect
['maya'],matilda,0,0.55,incorrect,matilda,0,0.55,incorrect,matilda,0,0.55,incorrect
['peter'],she,0,0.25,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['peter'],you,0,0.0,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
['peter'],my boyfriend,0,0.12,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
['harvey'],waning bay public library,0,0.19,incorrect,waning bay library,0,0.25,incorrect,waning bay library,0,0.25,incorrect
"['freeman', 'morgan freeman', 'morgan']",morgan freeman,1,1.0,correct,tom waits,0,0.27,incorrect,tom waits,0,0.27,incorrect
