line_no,Single_ent,Multiple_ents,en,en_masked,vi,vi_masked,tr,tr_masked,es,es_masked,vi_translation,tr_translation,es_translation,token_count
6,,[],"His manner was not effusive. It seldom was; but he was glad, I think, to see me. With hardly a word spoken, but with a kindly eye, he waved me to an armchair, threw across his case of cigars, and indicated a spirit case and a gasogene in the corner. Then he stood before the fire and looked me over in his singular introspective fashion.",,"Thái độ của anh có vẻ không nồng nhiệt lắm. Anh vẫn thường tỏ ra như vậy, nhưng tôi nghĩ anh vui khi thấy tôi. Không nói lấy một lời nhưng với ánh mắt ân cần, anh vẫy tay ra chiều bảo tôi ngồi xuống ghế, ném cho tôi hộp xì gà và chỉ vào một két rượu mạnh và bình tạo soda nằm ở góc phòng. Đoạn, anh ra đứng trước lò sưởi và ngắm nghía tôi theo cách quan sát đánh giá kì quặc của mình.",,"Beni coşkuyla karşılamadı. Zaten nadiren öyle olurdu; ama sanırım beni gördüğüne sevinmişti. Tek laf etmeden ama dostane bir bakışla bana koltuğu işaret etti. Bir kutu sigara fırlatırken kül tablası ile çakmağın yerini gösterdi. Sonra şöminenin önünde durarak, kendine özgü bakışlarıyla beni tepeden tırnağa dikkatlice süzdü.",,"Sus modales no eran efusivos. Rara vez lo eran, pero creo que se alegró de verme. Sin pronunciar apenas una palabra, pero con una mirada amable, me hizo un gesto para que me acercara a un sillón, me lanzó su caja de puros y me indicó una caja de licores y un gasógeno en un rincón. Luego se paró frente al fuego y me miró con su singular estilo introspectivo.",,"Your attitude doesn't seem very enthusiastic. You often act that way, but I think you're happy to see me. Without saying a word but with a kind look, you waved your hand indicating for me to sit down, tossed me a box of cigars, and pointed to a crate of strong liquor and a soda maker in the corner of the room. Then, you stood in front of the fireplace and observed me with your peculiar evaluative gaze.","He did not greet me with enthusiasm. That rarely happened anyway; but I think he was happy to see me. Without saying a word but with a friendly look, he pointed to the chair. While tossing a pack of cigarettes, he indicated the location of the ashtray and lighter. Then, standing in front of the fireplace, he carefully examined me from head to toe with his characteristic gaze.","His manners were not effusive. They rarely were, but I think he was glad to see me. Without uttering barely a word, but with a kind look, he gestured for me to approach an armchair, tossed me his cigar box, and pointed to a box of liquors and a soda siphon in a corner. Then he stood in front of the fire and looked at me with his unique introspective style.",81
14,,[],"“It is simplicity itself,” said he; “my eyes tell me that on the inside of your left shoe, just where the firelight strikes it, the leather is scored by six almost parallel cuts. Obviously they have been caused by someone who has very carelessly scraped round the edges of the sole in order to remove crusted mud from it. Hence, you see, my double deduction that you had been out in vile weather, and that you had a particularly malignant boot-slitting specimen of the London slavey. As to your practice, if a gentleman walks into my rooms smelling of iodoform, with a black mark of nitrate of silver upon his right forefinger, and a bulge on the right side of his top-hat to show where he has secreted his stethoscope, I must be dull, indeed, if I do not pronounce him to be an active member of the medical profession.”",,"Anh cười tủm tỉm và xoa hai bàn tay dài vào nhau. “Rất dễ dàng”, anh nói, “đôi mắt bảo tôi rằng tại phần da má trong của chiếc giày bên trái của anh, ngay chỗ ánh lửa chiếu vào, có sáu vết xước gần như song song. Rõ ràng chúng là do ai đó bất cẩn khi chà bùn khô quanh mép gót giày gây ra. Như thế chứng tỏ anh vừa gặp thời tiết xấu vừa có một cô hầu gái chăm rạch giày chủ nhất London. Còn về chuyện hành nghề của anh thì, nếu một quý ông bước vào nhà tôi sực nức mùi iốt, có một chấm bạc nitrat trên ngón trỏ bàn tay phải và một chỗ phình ở bên phải cái mũ chóp cao - đó là nơi anh ta giấu ống nghe - thì tôi hẳn phải tối dạ lắm mới không biết anh ta là đồ đệ của Hippocrates.”",,"""Çok basit,"" dedi. ""Gözlerim bana, sol ayağındaki ayakkabının iç tarafında, tam şömine ışığının vurduğu yerde, ayakkabı derisinin üzerinde birbirine neredeyse paralel altı çizik bulunduğunu söylüyor. Kurumuş çamuru çıkarmak için kazımaya çalışmış beceriksiz birinin elinden çıktıkları açık. Gördüğün gibi, akıl yürütmeyle, yağmurlu bir havaya yakalandığını ve Londra'nın en kötü çizme temizleyicisine sahip olduğunu çıkarabiliyorum. Muayenehanende çalışmakta olduğunu ise şundan çıkardım: Bir beyefendi odama girdiğinde tentürdiyot kokuyorsa, sağ elinin işaret parmağında siyah bir gümüş nitrat lekesi varsa ve paltosunun sağ cebinde, stetoskopunu saklamış olduğu yeri belli eden bir kabarıklık varsa, onun faal bir hekim olduğunu anlayamamam için aptal olmam gerekir.",,"""Es muy sencillo"", dijo, ""mis ojos me dicen que en el interior de su zapato izquierdo, justo donde la luz del fuego incide, el cuero está marcado con seis cortes casi paralelos. Evidentemente, han sido causados por alguien que ha raspado con mucho descuido los bordes de la suela para quitarle el barro encostrado. De ahí, como ve, mi doble deducción de que usted había salido a la calle con mal tiempo, y de que tenía un ejemplar especialmente dañino de Londres que rasca las botas de mala forma. En cuanto a su práctica, si un caballero entra en mis habitaciones oliendo a yodoformo, con una marca negra de nitrato de plata en su dedo índice derecho, y un bulto en el lado derecho de su sombrero de copa para mostrar dónde ha segregado su estetoscopio, debo ser torpe, en verdad, si no lo pronuncio como un miembro activo de la profesión médica.""",,"""Very easy,"" he said, ""the eyes tell me that on the inner cheek of the left shoe, right where the firelight hits, there are six almost parallel scratches. Clearly, they were caused by someone carelessly scraping off dry mud around the edge of the heel. This indicates that you have recently encountered bad weather and have the most diligent shoe-cleaning maid in London. As for your profession, if a gentleman walks into my house reeking of iodine, with a spot of silver nitrate on the index finger of his right hand and a bulge on the right side of his top hat - that's where he hides his stethoscope - then I would have to be very dim-witted not to know that he is a disciple of Hippocrates.""","""Very simple,"" he said. ""My eyes tell me that on the inside of your left shoe, right where the light from the fireplace hits, there are six almost parallel scratches on the leather of the shoe. It's clear they were made by someone clumsy trying to scrape off dried mud. As you can see, through reasoning, I can deduce that you were caught in rainy weather and that you have the worst boot cleaner in London. As for deducing that you work in your clinic: If a gentleman enters my room smelling of iodine, has a black silver nitrate stain on the index finger of his right hand, and has a bulge in the right pocket of his coat indicating where he has hidden his stethoscope, I would have to be an idiot not to understand that he is an active physician.""","""It's very simple,"" he said, ""my eyes tell me that inside your left shoe, right where the firelight hits, the leather is marked with six almost parallel cuts. Evidently, they have been caused by someone who has very carelessly scraped the edges of the sole to remove the encrusted mud. Hence, as you see, my double deduction that you had gone out in bad weather, and that you had a particularly harmful specimen of London that scrapes boots in a bad way. As for your practice, if a gentleman enters my rooms smelling of iodoform, with a black mark of silver nitrate on his right index finger, and a bulge on the right side of his top hat to show where he has stored his stethoscope, I must be clumsy indeed if I do not pronounce him an active member of the medical profession.""",183
15,,[],"I could not help laughing at the ease with which he explained his process of deduction. “When I hear you give your reasons,” I remarked, “the thing always appears to me to be so ridiculously simple that I could easily do it myself, though at each successive instance of your reasoning I am baffled until you explain your process. And yet I believe that my eyes are as good as yours.”",,"Tôi không thể nhịn cười trước cách Holmes giảng giải. “Khi tôi nghe các suy luận của anh”, tôi nhận xét, “tôi luôn thấy sự việc quá ư đơn giản, ngay đến tôi cũng suy đoán được. Nhưng hễ anh đưa ra ví dụ mới, tôi lại mù tịt tới khi được nghe anh giảng giải. Tuy vậy, tôi vẫn cho là mắt tôi tốt chẳng kém gì mắt anh.”",,"Akıl yürütme sürecini açıklamadaki rahatlığı üzerine gülmekten kendimi alamadım. ""İleri sürdüğün delilleri dinledikçe,"" dedim, ""çözümün gülünç ölçüde kolay olduğunu, benim bile bunu aynı kolaylıkla yapabileceğimi görüyorum. Fakat yeni bir örnekle karşılaştığımda sen çözümü açıklayana kadar şaşkınlığım geçmiyor. Oysa benim gözlerim de seninkiler kadar iyi.",,"No pude evitar reírme de la facilidad con la que explicó su proceso de deducción. ""Cuando le oigo dar sus razones"", comenté, ""la cosa siempre me parece tan ridículamente simple que yo mismo podría hacerlo fácilmente, aunque en cada instancia sucesiva de su razonamiento me siento desconcertado hasta que usted explica su proceso. Y sin embargo, creo que mis ojos son tan buenos como los tuyos"".",,"I couldn't help but laugh at the way Holmes explained. ""When I hear your deductions,"" I remarked, ""everything seems so simple that even I could deduce it. But whenever you present a new example, I am completely in the dark until I hear your explanation. However, I still believe that my eyes are just as good as yours.""","I couldn't help but laugh at the ease with which he explained the reasoning process. ""As I listen to the evidence you present,"" I said, ""I see that the solution is absurdly simple, and that I could do it just as easily. But when I encounter a new example, my bewilderment doesn't fade until you explain the solution. Yet my eyes are as good as yours.""""","I couldn't help but laugh at the ease with which he explained his deduction process. ""When I hear you give your reasons,"" I commented, ""it always seems so ridiculously simple that I could easily do it myself, although in each successive instance of your reasoning I feel baffled until you explain your process. And yet, I believe my eyes are as good as yours.""",80
16,,[],"“Quite so,” he answered, lighting a cigarette, and throwing himself down into an armchair. “You see, but you do not observe. The distinction is clear. For example, you have frequently seen the steps which lead up from the hall to this room.”",,"“Quả vậy”, anh đốt một điếu thuốc và buông mình ngồi xuống ghế. “Anh nhìn thấy, nhưng anh không quan sát. Đó là hai vấn đề hoàn toàn khác biệt. Ví dụ nhé, anh thường trông thấy những bậc thang dẫn từ tiền sảnh lên căn phòng này chứ?”",,"""Doğru,"" diye cevap verdi. Bir sigara yaktı ve koltuğa gömüldü. ""Bakıyorsun ama gözlemlemiyorsun. Aramızdaki fark belli. Mesela, antreden bu odaya çıkan merdivenleri sık sık görmüşsündür.",,"""Así es"", contestó él, encendiendo un cigarrillo y tirándose en un sillón. ""Usted ve, pero no observa. La distinción es clara. Por ejemplo, usted ha visto con frecuencia los escalones que suben desde el vestíbulo hasta esta habitación"".",,"“Indeed,” he lit a cigarette and let himself fall into the chair. “You see, but you do not observe. Those are two entirely different things. For instance, you often see the steps leading from the hall to this room, don't you?”","""Correct,"" he replied. He lit a cigarette and sank into the armchair. ""You look, but you don't observe. The difference between us is clear. For instance, you must have often seen the stairs leading from the hallway to this room.""","""That's right,"" he replied, lighting a cigarette and throwing himself into an armchair. ""You see, but you do not observe. The distinction is clear. For example, you have frequently seen the steps that lead up from the hall to this room.""",54
22,,[],"“Quite so! You have not observed. And yet you have seen. That is just my point. Now, I know that there are seventeen steps, because I have both seen and observed. By the way, since you are interested in these little problems, and since you are good enough to chronicle one or two of my trifling experiences, you may be interested in this.” He threw over a sheet of thick, pink-tinted notepaper which had been lying open upon the table. “It came by the last post,” said he. “Read it aloud.”",,"“Đó! Anh nhìn thấy nhưng anh không quan sát. Ý của tôi là vậy đấy. Về phần tôi, tôi biết có mười bảy bậc thang, bởi tôi vừa nhìn vừa quan sát. Nhân tiện, vì anh quan tâm đến những vấn đề nho nhỏ này và thường ghi chép một hai lần phá án lặt vặt của tôi nên có lẽ anh sẽ quan tâm đến cái này.” Anh ném cho tôi một tờ giấy màu hồng dày dặn để mở sẵn trên bàn từ trước. “Nó vừa được đưa tới”, anh nói. “Hãy đọc to lên.”",,"""Tam da bu işte! Çünkü gözlemlemedin. Ama baktın. Benim demek istediğim de bu. Ben on yedi basamak olduğunu biliyorum çünkü ben hem baktım hem de gözlemledim. Bu arada, küçük problemlerle ilgilendiğin ve benim bazı önemsiz deneyimlerimi kaleme alma meziyetine sahip olduğun için şu mesele ilgini çekebilir"" dedi. Masanın üzerinde duran pembe renkli ve kalın bir mektup zarfını bana uzattı. ""Postayla yeni geldi,"" dedi. ""Yüksek sesle oku.",,"""¡Claro que sí! No has observado. Y, sin embargo, has visto. Ese es mi punto de vista. Ahora, sé que hay diecisiete pasos, porque he visto y observado. Por cierto, ya que te interesan estos pequeños problemas, y ya que eres lo suficientemente bueno como para hacer una crónica de una o dos de mis insignificantes experiencias, puede que te interese esto"". Arrojó una hoja de papel grueso, de color rosa, que estaba abierta sobre la mesa. ""Me llegó por el último correo"", dijo. ""Léala en voz alta"".",,"""There! You see, but you do not observe. That is what I mean. As for me, I know there are seventeen steps, because I both look and observe. By the way, since you are interested in these little matters and often jot down one or two of my trivial cases, you might be interested in this."" He tossed me a thick pink paper that had been lying open on the table. ""It just arrived,"" he said. ""Read it aloud.""","""That's exactly it! Because you didn't observe. But you looked. That's what I mean. I know there are seventeen steps because I both looked and observed. By the way, since you are interested in small problems and have the skill to write down some of my trivial experiences, this matter might interest you,"" he said. He handed me a thick, pink-colored envelope that was on the table. ""It just arrived by mail,"" he said. ""Read it out loud.""""","""Of course!"" You haven't observed. And yet, you have seen. That is my point of view. Now, I know there are seventeen steps, because I have seen and observed. By the way, since you are interested in these little problems, and since you are good enough to chronicle one or two of my insignificant experiences, you might be interested in this."" He threw a thick, pink sheet of paper, which was open, onto the table. ""It came to me by the last post,"" he said. ""Read it aloud.""",116
26,,[],"“I have no data yet. It is a capital mistake to theorise before one has data. Insensibly one begins to twist facts to suit theories, instead of theories to suit facts. But the note itself. What do you deduce from it?”",,"“Tôi chưa có dữ kiện. Đưa ra giả thuyết trước khi có dữ kiện là một lỗi vô cùng tai hại, khiến ta vô tình bóp méo sự việc cho phù hợp với giả thuyết, thay vì ngược lại. Nhưng anh có suy đoán gì về bản thân tờ giấy này không?”",,"""Henüz elimde bir bilgi yok. Elinde bilgi olmadan bir teori üretmek büyük bir hata olur. İnsan teorileri gerçeklere uyduracağına, farkında olmadan gerçekleri teorilere uydurmaya çalışır. Gelelim mektuba; ondan ne çıkarıyorsun?",,"""Todavía no tengo datos. Es un error capital teorizar antes de tener datos. Insensiblemente uno empieza a retorcer los hechos para adaptarlos a las teorías, en lugar de que las teorías se adapten a los hechos. Pero la nota en sí misma. ¿Qué deduce usted de ella?""",,"“I don't have the data yet. Formulating a hypothesis before having the data is a very harmful mistake, as it unintentionally distorts the facts to fit the hypothesis, instead of the other way around. But do you have any guesses about the paper itself?”","""I don't have any information yet. It would be a big mistake to produce a theory without having information. Instead of fitting theories to facts, people unconsciously try to fit facts to theories. Let's get to the letter; what do you make of it?""","""I still don't have data. It is a capital mistake to theorize before having data. Insensibly, one begins to twist facts to suit theories, instead of theories to suit facts. But the note itself. What do you deduce from it?""",51
35,,[],"“Precisely. And the man who wrote the note is a German. Do you note the peculiar construction of the sentence—‘This account of you we have from all quarters received.’ A Frenchman or Russian could not have written that. It is the German who is so uncourteous to his verbs. It only remains, therefore, to discover what is wanted by this German who writes upon Bohemian paper and prefers wearing a mask to showing his face. And here he comes, if I am not mistaken, to resolve all our doubts.”",,“Chính xác. Và người viết thư là người Đức. Anh để ý thấy cấu trúc kì lạ của câu: ‘Thành tích này của ông chúng tôi đã từ khắp nơi nghe thấy’ này chứ? Người Pháp hay người Nga sẽ không viết thế. Chỉ có người Đức mới dùng động từ ở cuối câu. Vậy chúng ta chỉ còn phải tìm hiểu xem cái ông người Đức sử dụng loại giấy xuất xứ Bohemia và thích đeo mặt nạ này muốn gì. Và nếu như tôi không lầm thì ông ta đã tới giải đáp mọi nghi vấn của chúng ta rồi.”,,"""Kesinlikle. Ve mektubu yazan adam bir Alman. Garip cümle yapısına baksana: ‘Her kesimden sizinle ilgili edindiğimiz bilgiler.' Bir Fransız ya da Rus bunu bu şekilde yazmazdı. Sadece Almanlar fiilleri böyle kaba kullanır. Öyleyse yapılacak tek birşey kalıyor; Bohemya malı kâğıdına yazan ve yüzünü göstermemek için maske takan bu Alman'ın ne istediğini bulmak. Ve yanılmıyorsam, kendisi bütün şüphelerimizi gidermek üzere şimdi buraya geliyor.",,"""Precisamente. Y el hombre que escribió la nota es alemán. Fíjese en la peculiar construcción de la frase: ""Hemos recibido de todas partes este informe sobre usted"". Un francés o un ruso no podrían haber escrito eso. Es el alemán quien es tan descortés con sus verbos. Por lo tanto, sólo queda descubrir qué es lo que quiere este alemán que escribe en papel de Bohemia y que prefiere llevar una máscara a mostrar su rostro. Y aquí viene, si no me equivoco, a resolver todas nuestras dudas"".",,"“Exactly. And the letter writer is German. Did you notice the strange structure of the sentence: ‘This achievement of yours we have heard from all over’? A French or Russian person wouldn't write like that. Only Germans put the verb at the end of the sentence. So we just need to find out what this German man who uses Bohemian paper and likes to wear masks wants. And if I'm not mistaken, he has come to answer all our questions already.”","""Absolutely. And the man who wrote the letter is a German. Look at the strange sentence structure: 'The information we have gathered about you from all walks of life.' A French or Russian person wouldn't write it this way. Only Germans use verbs so crudely. So, there's only one thing left to do; find out what this German, who wrote on Bohemian paper and wore a mask to hide his face, wants. And if I'm not mistaken, he is coming here now to dispel all our doubts.""","""Precisely. And the man who wrote the note is German. Notice the peculiar construction of the sentence: ""We have received from all quarters this report about you."" A Frenchman or a Russian could not have written that. It is the German who is so discourteous with his verbs. Therefore, it only remains to discover what this German, who writes on Bohemian paper and prefers to wear a mask rather than show his face, wants. And here he comes, if I am not mistaken, to resolve all our doubts.""",109
41,,[],"“Never mind him. I may want your help, and so may he. Here he comes. Sit down in that armchair, Doctor, and give us your best attention.”",,"“Đừng để ý đến ông ta. Có thể tôi, và có lẽ cả ông ta đều cần sự trợ giúp của anh. Ông ta đến rồi. Bác sĩ hãy ngồi vào cái ghế đó và tập trung nhé.”",,"""Onu kafana takma. Yardımına ihtiyacım olabilir. İşte geliyor. Şu koltuğa otur doktor ve gözlerini dört aç.",,"""No te preocupes por él. Puede que yo quiera su ayuda, y él también. Aquí viene. Siéntese en ese sillón, doctor, y preste su mejor atención"".",,"""Don't pay attention to him. Perhaps I, and maybe even he, need your help. He has arrived. Doctor, please sit in that chair and focus.""","""Don't worry about it. I might need your help. Here he comes. Sit on that chair, doctor, and keep your eyes peeled.""","""Don't worry about him. I might want his help, and he might too. Here he comes. Have a seat in that armchair, doctor, and pay your best attention.""",36
42,,[],"A slow and heavy step, which had been heard upon the stairs and in the passage, paused immediately outside the door. Then there was a loud and authoritative tap.",,Có tiếng bước chân chậm rãi và nặng nề vang lên trên cầu thang và trong hành lang rồi ngừng lại ngay ngoài cửa phòng. Sau đó chúng tôi nghe thấy một tiếng gõ cửa mạnh mẽ và uy quyền.,,"Merdivenleri çıkan ve koridora kadar gelen yavaş ve ağır ayak sesleri, oda kapımızın önünde kesildi. Ve sert bir şekilde kapıya vuruldu.",,"Un paso lento y pesado, que se había escuchado en las escaleras y en el pasillo, se detuvo inmediatamente frente a la puerta. Luego se oyó un golpe fuerte y autoritario.",,"There were slow and heavy footsteps echoing on the stairs and in the hallway, then they stopped right outside the door of the room. After that, we heard a strong and authoritative knock on the door.",The slow and heavy footsteps that climbed the stairs and reached the corridor stopped in front of our room door. And there was a hard knock on the door.,"A slow and heavy step, which had been heard on the stairs and in the hallway, stopped immediately in front of the door. Then a loud and authoritative knock was heard.",33
49,,[],"The Count shrugged his broad shoulders. “Then I must begin,” said he, “by binding you both to absolute secrecy for two years; at the end of that time the matter will be of no importance. At present it is not too much to say that it is of such weight it may have an influence upon European history.”",,"Ông bá tước nhún đôi vai rộng. “Vậy trước hết”, ông ta nói, “tôi buộc phải yêu cầu cả hai ông tuyệt đối giữ bí mật trong hai năm; sau thời gian đó, vấn đề sẽ không còn quan trọng. Còn hiện tại, nếu tôi nói nó có thể ảnh hưởng tới lịch sử của toàn Âu châu cũng không ngoa.",,"Kont geniş omuzlarını silkti. ""O halde başlayayım,"" dedi. ""Fakat öncelikle anlatacaklarımın iki yıl süre ile sır olarak kalmasını size, şart koştuğumu bilmenizi isterim; bu sürenin sonunda anlatacaklarımın bir önemi kalmayacaktır, ama şu an için Avrupa tarihini etkileyecek bir olay olduğunu söylersem abartmış olmam.",,"El Conde se encogió de hombros. ""Entonces debo empezar -dijo- por obligaros a ambos a guardar absoluto secreto durante dos años; al cabo de ese tiempo el asunto no tendrá ninguna importancia. Por el momento no es excesivo decir que es de tal peso que puede tener una influencia en la historia europea.""",,"The count shrugged his broad shoulders. “So first,” he said, “I must insist that both of you absolutely keep this secret for two years; after that time, the matter will no longer be important. For now, if I say it could affect the history of all of Europe, it would not be an exaggeration.”","Kont shrugged his broad shoulders. ""Then I shall begin,"" he said. ""But first, I want you to know that I insist on what I am about to tell you remaining a secret for two years; at the end of this period, what I will tell you will no longer matter, but if I say that it will affect European history at this moment, I would not be exaggerating.""","The Count shrugged his shoulders. ""Then I must begin,"" he said, ""by obliging you both to keep absolute secrecy for two years; after that time, the matter will have no importance."" ""For the moment, it is not excessive to say that it is of such weight that it could have an influence on European history.""",66
