Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['nancy', 'bobofit', 'nancy bobofit']",abraham,0,0.2,incorrect,nike,0,0.24,incorrect,god,0,0.2,incorrect,god,0,0.2,incorrect,abraham,0,0.2,incorrect,adam,0,0.22,incorrect,edvard munch,0,0.35,incorrect,adam,0,0.22,incorrect,job,0,0.4,incorrect,god,0,0.2,incorrect,qetello,0,0.14,incorrect,nike,0,0.24,incorrect,god,0,0.2,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,god,0,0.2,incorrect,heathcliff,0,0.27,incorrect,will,0,0.18,incorrect,odysseus,0,0.15,incorrect,adam,0,0.22,incorrect,dao,0,0.25,incorrect,nguyen,0,0.36,incorrect,herodoto,0,0.4,incorrect,minerva,0,0.33,incorrect,will,0,0.18,incorrect,adam,0,0.22,incorrect,nguyen,0,0.36,incorrect,minerva,0,0.33,incorrect
"['brunner', 'bay', 'bay brunner']",epictetus,0,0.12,incorrect,caesar,0,0.35,incorrect,caesar,0,0.35,incorrect,paul,0,0.29,incorrect,paul,0,0.29,incorrect,paul,0,0.29,incorrect,epictetus,0,0.12,incorrect,orton,0,0.33,incorrect,alexander,0,0.4,incorrect,paul,0,0.29,incorrect,paul,0,0.29,incorrect,caesar,0,0.35,incorrect,paul,0,0.29,incorrect,paul,0,0.29,incorrect,orton,0,0.33,incorrect,paul,0,0.29,incorrect,mr. johnson,0,0.33,incorrect,zeus,0,0.18,incorrect,ogretmen,0,0.27,incorrect,achilles,0,0.21,incorrect,tristan,0,0.29,incorrect,ma,0,0.4,incorrect,senor,0,0.33,incorrect,zeus,0,0.18,incorrect,zeus,0,0.18,incorrect,achilles,0,0.21,incorrect,ma,0,0.4,incorrect,zeus,0,0.18,incorrect
"['brunner', 'bay', 'murmuré', 'bay brunner']",esther,0,0.31,incorrect,esther,0,0.31,incorrect,mma morwadi,0,0.33,incorrect,esther,0,0.31,incorrect,esther,0,0.31,incorrect,adam,0,0.29,incorrect,oliver twist,0,0.21,incorrect,emily,0,0.25,incorrect,job,0,0.33,incorrect,esther,0,0.31,incorrect,joel,0,0.18,incorrect,esther,0,0.31,incorrect,esther,0,0.31,incorrect,adam,0,0.29,incorrect,emily,0,0.25,incorrect,esther,0,0.31,incorrect,heathcliff,0,0.15,incorrect,charlie,0,0.33,incorrect,bay,1,1.0,correct,hamlet,0,0.31,incorrect,duc,0,0.2,incorrect,thay,0,0.57,incorrect,el,0,0.22,incorrect,estela,0,0.22,incorrect,charlie,0,0.33,incorrect,hamlet,0,0.31,incorrect,thay,0,0.57,incorrect,estela,0,0.22,incorrect
"['brunner', 'bay', 'bay brunner']",david,0,0.25,incorrect,abraham lincoln,0,0.38,incorrect,abraham,0,0.4,incorrect,abraham,0,0.4,incorrect,adam,0,0.29,incorrect,eden,0,0.18,incorrect,da vinci,0,0.32,incorrect,van gogh,0,0.21,incorrect,job,0,0.33,incorrect,esther,0,0.31,incorrect,facebook,0,0.21,incorrect,abraham lincoln,0,0.38,incorrect,abraham,0,0.4,incorrect,eden,0,0.18,incorrect,van gogh,0,0.21,incorrect,esther,0,0.31,incorrect,richard,0,0.29,incorrect,rembrandt,0,0.38,incorrect,esmeralda,0,0.25,incorrect,da vinci,0,0.32,incorrect,duc,0,0.2,incorrect,thay,0,0.57,incorrect,curador,0,0.29,incorrect,dali,0,0.29,incorrect,rembrandt,0,0.38,incorrect,da vinci,0,0.32,incorrect,thay,0,0.57,incorrect,dali,0,0.29,incorrect
"['bayan', 'dodds', 'señora', 'señora dodds', 'bayan dodds']",mount vesuvius,0,0.24,incorrect,helios,0,0.36,incorrect,god,0,0.5,incorrect,jerusalem,0,0.4,incorrect,adam,0,0.44,incorrect,adam,0,0.44,incorrect,stephen,0,0.46,incorrect,perfume,0,0.31,incorrect,frankenstein,0,0.33,incorrect,frankenstein,0,0.33,incorrect,shakespeare,0,0.35,incorrect,helios,0,0.36,incorrect,jerusalem,0,0.4,incorrect,adam,0,0.44,incorrect,perfume,0,0.31,incorrect,frankenstein,0,0.33,incorrect,witch,0,0.0,incorrect,malebolge,0,0.27,incorrect,sodom,0,0.47,incorrect,abaddon,0,0.5,incorrect,thach,0,0.2,incorrect,thach sanh,0,0.4,incorrect,bestia,0,0.36,incorrect,belcebu,0,0.17,incorrect,malebolge,0,0.27,incorrect,abaddon,0,0.5,incorrect,thach sanh,0,0.4,incorrect,belcebu,0,0.17,incorrect
"['señor', 'jackson', 'bay', 'señor jackson', 'bay jackson']",abraham,0,0.4,incorrect,abraham,0,0.4,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,andriantomponilolona,0,0.3,incorrect,god,0,0.25,incorrect,abraham,0,0.4,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,andriantomponilolona,0,0.3,incorrect,mr. darcy,0,0.36,incorrect,pen,0,0.5,incorrect,bayan,0,0.75,correct,cagatay,0,0.4,incorrect,co,0,0.44,incorrect,thay,0,0.57,incorrect,senor,1,1.0,correct,pluma,0,0.25,incorrect,pen,0,0.5,incorrect,cagatay,0,0.4,incorrect,thay,0,0.57,incorrect,pluma,0,0.25,incorrect
"['bayan dodds', 'bayan', 'dodds']",jesus,0,0.2,incorrect,london,0,0.36,incorrect,god,0,0.5,incorrect,god,0,0.5,incorrect,adam,0,0.44,incorrect,abraham,0,0.5,incorrect,freud,0,0.2,incorrect,freud,0,0.2,incorrect,freud,0,0.2,incorrect,freud,0,0.2,incorrect,khafetsa,0,0.31,incorrect,london,0,0.36,incorrect,god,0,0.5,incorrect,abraham,0,0.5,incorrect,freud,0,0.2,incorrect,freud,0,0.2,incorrect,spock,0,0.2,incorrect,facebook,0,0.21,incorrect,hitler,0,0.0,incorrect,tanri,0,0.4,incorrect,phuong,0,0.18,incorrect,thuc,0,0.0,incorrect,reina,0,0.2,incorrect,jack,0,0.22,incorrect,facebook,0,0.21,incorrect,tanri,0,0.4,incorrect,thuc,0,0.0,incorrect,jack,0,0.22,incorrect
"['bayan', 'dodds', 'señora', 'señora dodds', 'bayan dodds']",angel,0,0.4,incorrect,samuel,0,0.33,incorrect,edgar allan poe,0,0.38,incorrect,adam,0,0.44,incorrect,galapagos,0,0.4,incorrect,adam,0,0.44,incorrect,angel,0,0.4,incorrect,edgar allan poe,0,0.38,incorrect,orpheus,0,0.33,incorrect,adam,0,0.44,incorrect,samson,0,0.36,incorrect,samuel,0,0.33,incorrect,adam,0,0.44,incorrect,adam,0,0.44,incorrect,edgar allan poe,0,0.38,incorrect,adam,0,0.44,incorrect,satan,0,0.6,incorrect,freud,0,0.24,incorrect,drakula,0,0.33,incorrect,drakon,0,0.36,incorrect,thach sanh,0,0.4,incorrect,dai,0,0.25,incorrect,quimera,0,0.46,incorrect,frankenstein,0,0.33,incorrect,freud,0,0.24,incorrect,drakon,0,0.36,incorrect,dai,0,0.25,incorrect,frankenstein,0,0.33,incorrect
"['nancy', 'bobofit', 'nancy bobofit']",harry potter,0,0.4,incorrect,israel,0,0.18,incorrect,ds,0,0.0,incorrect,albert,0,0.32,incorrect,david,0,0.22,incorrect,adam,0,0.22,incorrect,bart,0,0.36,incorrect,mr. darcy,0,0.43,incorrect,tom,0,0.2,incorrect,adam,0,0.22,incorrect,ke,0,0.0,incorrect,israel,0,0.18,incorrect,albert,0,0.32,incorrect,adam,0,0.22,incorrect,mr. darcy,0,0.43,incorrect,adam,0,0.22,incorrect,my sister,0,0.36,incorrect,recess,0,0.18,incorrect,annem,0,0.4,incorrect,okul,0,0.18,incorrect,dat,0,0.25,incorrect,frankenstein,0,0.24,incorrect,mi madre,0,0.15,incorrect,eric,0,0.22,incorrect,recess,0,0.18,incorrect,okul,0,0.18,incorrect,frankenstein,0,0.24,incorrect,eric,0,0.22,incorrect
"['brunner', 'bay', 'bay brunner']",latin,0,0.25,incorrect,caesar,0,0.35,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,orpheus,0,0.29,incorrect,latin,0,0.25,incorrect,caesar,0,0.35,incorrect,jesus,0,0.17,incorrect,epikoro,0,0.29,incorrect,job,0,0.33,incorrect,latin,0,0.25,incorrect,caesar,0,0.35,incorrect,god,0,0.0,incorrect,latin,0,0.25,incorrect,jesus,0,0.17,incorrect,job,0,0.33,incorrect,mr. darcy,0,0.33,incorrect,latin,0,0.25,incorrect,epikur,0,0.31,incorrect,platon,0,0.24,incorrect,giang,0,0.25,incorrect,latinh,0,0.24,incorrect,mi profesor,0,0.36,incorrect,matematicas,0,0.18,incorrect,latin,0,0.25,incorrect,platon,0,0.24,incorrect,latinh,0,0.24,incorrect,matematicas,0,0.18,incorrect
