Title,en_results_title_match,en_results_author_match,en_results_both_match,es_results_title_match,es_results_author_match,es_results_both_match,tr_results_title_match,tr_results_author_match,tr_results_both_match,vi_results_title_match,vi_results_author_match,vi_results_both_match
Pride_and_Prejudice,88.0,98.0,88.0,64.0,74.0,64.0,28.000000000000004,52.0,28.000000000000004,20.0,34.0,20.0
Dune,30.0,30.0,30.0,19.0,20.0,19.0,18.0,18.0,18.0,17.0,18.0,17.0
Harry_Potter_and_the_Deathly_Hallows,8.0,99.0,8.0,0.0,93.0,0.0,2.0,85.0,2.0,4.0,92.0,4.0
The_Picture_of_Dorian_Gray,72.6027397260274,73.97260273972603,72.6027397260274,46.57534246575342,56.16438356164384,46.57534246575342,45.20547945205479,52.054794520547944,45.20547945205479,36.986301369863014,38.35616438356164,36.986301369863014
Dracula,56.666666666666664,56.666666666666664,56.666666666666664,50.0,51.11111111111111,50.0,27.77777777777778,27.77777777777778,26.666666666666668,21.11111111111111,21.11111111111111,21.11111111111111
Adventures_of_Sherlock_Holmes,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
Percy_Jackson_The_Lightning_Thief,24.742268041237114,40.20618556701031,24.742268041237114,8.24742268041237,29.896907216494846,8.24742268041237,11.34020618556701,24.742268041237114,11.34020618556701,10.309278350515463,19.587628865979383,10.309278350515463
The_Boy_in_the_Striped_Pyjamas,19.0,19.0,19.0,0.0,1.0,0.0,1.0,4.0,1.0,4.0,4.0,4.0
1984,61.66666666666667,81.66666666666667,61.66666666666667,75.0,78.33333333333333,75.0,75.0,75.0,75.0,46.666666666666664,53.333333333333336,46.666666666666664
The_Great_Gatsby,74.07407407407408,74.07407407407408,74.07407407407408,38.88888888888889,42.592592592592595,38.88888888888889,20.37037037037037,27.77777777777778,20.37037037037037,40.74074074074074,40.74074074074074,40.74074074074074
A_thousand_splendid_suns,4.25531914893617,40.42553191489361,4.25531914893617,0.0,8.51063829787234,0.0,0.0,0.0,0.0,12.76595744680851,27.659574468085108,12.76595744680851
Frankenstein,52.94117647058824,52.94117647058824,52.94117647058824,21.568627450980394,21.568627450980394,21.568627450980394,9.803921568627452,7.8431372549019605,7.8431372549019605,21.568627450980394,25.49019607843137,21.568627450980394
Sense_and_sensibility,73.0,92.0,73.0,55.00000000000001,64.0,55.00000000000001,39.0,44.0,39.0,28.999999999999996,34.0,28.999999999999996
The_Handmaid_s_Tale,37.0,39.0,37.0,3.0,3.0,3.0,7.000000000000001,7.000000000000001,7.000000000000001,11.0,12.0,11.0
Alice_in_Wonderland,100.0,100.0,100.0,41.30434782608695,86.95652173913044,41.30434782608695,71.73913043478261,89.13043478260869,71.73913043478261,56.52173913043478,89.13043478260869,56.52173913043478
Of_Mice_and_Men,47.91666666666667,58.333333333333336,47.91666666666667,43.75,45.83333333333333,43.75,14.583333333333334,16.666666666666664,14.583333333333334,16.666666666666664,16.666666666666664,16.666666666666664
A_Tale_of_Two_Cities,79.0,87.0,79.0,16.0,28.999999999999996,16.0,62.0,64.0,59.0,62.0,46.0,44.0
Adventures_of_Huckleberry_Finn,64.0,67.0,64.0,26.0,28.999999999999996,26.0,20.0,21.0,20.0,31.0,33.0,31.0
