line_no,Single_ent,Multiple_ents,en,vi,tr,es,vi_translation,tr_translation,es_translation
12,"['aunt lydia', 'lydia', 'tía lydia', 'lydia teyze']",,"Think of it as being in the army, said Aunt Lydia.","Cứ coi như đang trong quân ngũ đi, dì Lydia bảo.","Farz edin ki ordudasınız, derdi Lydia Teyze.","«Haz como si estuvieras en el ejército», decía Tía Lydia.","Just consider it like being in the military, Aunt Lydia said.","Imagine that you are in the army, Aunt Lydia would say.","""Act as if you were in the army,"" said Aunt Lydia."
16,"['aunt lydia', 'lydia', 'tía lydia', 'lydia teyze']",,"alive, I live, I breathe, I put my hand out, unfolded, into the sunlight. Where I am is not a prison but a privilege, as Aunt Lydia said, who was in love with either/or.","Tôi còn sống, tôi sống, tôi hít thở, tôi duỗi bàn tay, xòe rộng, vươn vào ánh nắng. Nơi tôi ở không phải nhà tù, mà là một đặc ân, dì Lydia bảo vậy, trung thành với công thức hoặc-hoặc của mình.","Canlıyım ben, yaşıyorum, nefes alıyorum, uzatıyorum elimi hiç kırmadan gün ışığının içine. Bulunduğum yer bir hapishane değil, aksine bir ayrıcalık, ya/ya da'lı lafları seven Lydia Teyze'nin dediği gibi.","Estoy viva, vivo, respiro, saco la mano abierta a la luz del sol. El lugar en que me encuentro no es una prisión sino un privilegio, como decía Tía Lydia, a quien le encantaban los extremos.","I am still alive, I live, I breathe, I stretch my hand, spread wide, reaching into the sunlight. Where I live is not a prison, but a privilege, Aunt Lydia said so, faithful to her either-or formula.","I am alive, I am living, I am breathing, I extend my hand into the daylight without breaking it. The place I am in is not a prison, on the contrary, it is a privilege, as Aunt Lydia, who loves 'either/or' phrases, would say.","I am alive, I live, I breathe, I extend my open hand to the sunlight. The place where I am is not a prison but a privilege, as Aunt Lydia used to say, who loved extremes."
26,['cora'],,"Nobody asking you, Cora said. Anyways, what could you do, supposing?","Ai thèm hỏi chị? Cora nói. Mà nữa, chị sẽ làm gì, trong trường hợp ấy?","Kimse senden bunu istemiyor, dedi Cora. Her neyse, bunu isteselerdi ne yapabilirdin ki?","Nadie te lo pide, respondió Cora. De cualquier manera, ¿qué harías, si pudieras?","Who asked you? Cora said. And besides, what would you do in that case?","Nobody is asking this of you, said Cora. Anyway, what could you do if they did?","Nobody is asking you to, replied Cora. Anyway, what would you do if you could?"
31,['cora'],,"Anyways, they're doing it for us all, said Cora, or so they say. If I hadn't of got my tubes tied, it could of been me, say I was ten years younger. It's not that bad. It's not what you'd call hard work.","Sao đi nữa, họ làm thế cũng chỉ vì chúng mình, Cora nói, hoặc ít ra họ bảo vậy. Nếu tôi không thắt rồi, biết đâu chẳng đến lượt tôi, ấy là giá sử tôi trẻ lại mười năm. Không tệ đến thế đâu. Ít ra đâu có gì gọi là nặng nhọc.","Her neyse, hepimiz için yapıyorlar bunu, dedi Cora'ya da öyle söylüyorlar. Tüplerim bağlanmamış olsaydı, ben de onlardan olabilirdim, on yaş daha genç olsaydım, sözgelimi. O kadar kötü değil. Hem ağır iş de denmez buna.","De todas maneras, ellos lo hacen por nosotras, o eso dicen, prosiguió Cora. Si yo no tuviera las trompas ligadas, podría tocarme a mí, en el caso de que fuera diez años más joven. No es tan malo. No es lo que se llama un trabajo duro.","Anyway, they do it just for us, Cora said, or at least that's what they claim. If I hadn't tied it already, who knows, it might have been my turn, that is if I were ten years younger. It's not that bad. At least there's nothing you could call strenuous.","Anyway, they do this for all of us, they say the same to Cora. If my tubes hadn't been tied, I could have been one of them, if I were ten years younger, for instance. It's not that bad. Besides, you can't call this hard work.","Anyway, they do it for us, or so they say, continued Cora. If I didn't have my tubes tied, it could be me, if I were ten years younger. It's not that bad. It's not what you would call hard work."
37,['rita'],,"Or I would help Rita make the bread, sinking my hands into that soft resistant warmth which is so much like flesh. I hunger to touch something, other than cloth or wood. I hunger to commit the act of touch.","Hoặc tôi sẽ giúp Rita làm bánh mì, nhúng ngập tay trong cái chất ấm mềm quanh quánh rất giống da thịt. Tôi thèm được đụng chạm đến điên lên, bất cứ thứ gì không phải vải cũng không phải gỗ. Tôi thèm phạm phải hành vi đụng chạm.","Ya da, Rita'nın ekmek yapmasına yardım ederdim, ete çok benzeyen o yumuşak, direngen sıcaklığa ellerimi batırarak. Bir şeye dokunmaya açım, kumaş ya da ağaç dışında bir şeye. Dokunma edimini gerçekleştirmeye açım.","O ayudaría a Rita a hacer el pan, hundiendo las manos en esa blanda y resistente calidez que se parece tanto a la Carne. Me muero por tocar algo, algo que no sea tela ni madera. Me muero por cometer el acto de tocar.","Or I will help Rita make bread, immersing my hands in the warm, soft, doughy substance that feels very much like flesh. I crave touch so intensely, anything that isn't fabric or wood. I long to commit the act of touching.","Or, I would help Rita make bread, plunging my hands into that soft, resilient warmth that resembles meat. I am craving to touch something, something other than fabric or wood. I am craving the act of touching.","Or I would help Rita make the bread, sinking my hands into that soft and resilient warmth that resembles Flesh so much. I'm dying to touch something, something that isn't fabric or wood. I'm dying to commit the act of touching."
52,"['tía lydia', 'lydia']",,"Aunt Lydia said she was lobbying for the front. Your in a position of honor, she said.","Dì Lydia có nói đang vận động hậu trường cho cửa trước. Các cô ở một vị thế danh dự, dì bảo thế.",Lydia Teyze ön kapı için kulis yaptığını söylemişti. Sizinki şerefli bir konumdur derdi.,"Tía Lydia me dijo que hizo presión para que me dejaran usar la puerta principal. El tuyo es un puesto de honor, dijo.","Aunt Lydia mentioned that she is lobbying behind the scenes for the front door. You ladies are in a position of honor, she said.",Aunt Lydia had said she was lobbying for the front door. She used to say that yours is an honorable position.,"Aunt Lydia told me that she pressured them to let me use the front door. Yours is a place of honor, he said."
76,['martha'],,"Don't call me ma'am, she said irritably. You're not a Martha.","Đừng gọi tôi là phu nhân, bà ta gắt. Cô không phải Martha.","Bana Efendim deme, dedi sinirli bir biçimde. Bir Martha değilsin sen.","Y no me llames señora, me advirtió en tono irritado. No eres una Martha.","""Don't call me madam,"" she snapped. ""You are not Martha.""","Don't call me Sir, he said angrily. You are not a Martha.","And don't call me ma'am, she warned me irritably. You're not a Martha."
83,['serena joy'],,"The first time was on television, when I was eight or nine. It was when my mother was sleeping in, on Sunday mornings, and I would get up early and go to the television set in my mother's study and flip through the channels, looking for cartoons. Sometimes when I couldn't find any I would watch the Growing Souls Gospel Hour, where they would tell Bible stories for children and sing hymns. One of the women was called Serena Joy. She was the lead so-prano. She was ash blond, petite, with a snub nose and huge blue eyes which she'd turn upwards during hymns. She could smile and cry at the same time, one tear or two sliding gracefully down her cheek, as if on cue, as her voice lifted through its highest notes, tremulous, effortless. It was after that she went on to other things.","Lần đầu là trên ti vi, hồi tôi lên tám hay chín gì đó. Đó là thời mẹ tôi thường ngủ nướng, mỗi sáng Chủ nhật, còn tôi dậy sớm chạy đến bên ti vi trong phòng làm việc của mẹ, chuyển hết kênh này đến kênh khác tìm xem hoạt hình. Đôi khi không có, tôi xem chương trình Phúc âm “Linh hồn đang lớn”, có chuyện Kinh thánh kể cho trẻ con và thánh ca. Trong các bà trên đó có một người tên Serena Joy. Bà dẫn bè nữ cao. Tóc vàng tro, nhỏ nhắn, mũi hếch, mắt to xanh mỗi lúc hát lại ngước lên trời. Bà có thể khóc cười cùng lúc, một hai giọt lệ lăn xuống má yểu điệu, như thể chực sẵn, trong khi giọng hát vút lên tới nốt cao chót vót, rung rẩy, như không. Phải sau này bà mới chuyển sang theo đuổi thứ khác.","Sekiz ya da dokuz yaşındayken ilk kez televizyonda görmüştüm onu. Pazar sabahları annem uyurken, erken kalkıp çalışma odasındaki televizyona gider ve çizgi film arayarak kanalları tarardım. Kimi zaman çizgi film bulamadığımda çocuklar için İncil masallarını anlattıklarını ve ilahi söyledikleri Yetişen Ruhların İncili Şerif Saati'ni seyrederdim. Kadınlardan birinin adı Serena Joy'du. Baş sopranoydu. Sarışın ve narindi, burnu küçük ve kalkık ve ilahi söylerken yukarı kaldırdığı gözleri iri maviydi. Aynı anda hem gülümseyip hem ağlayabilirdi, sesi en yüksek notalara titrek, çabasız tırmanırken bir iki damla göz yaşı, sıraya girmiş gibi, zarafetle yanağından aşağı süzülürdü. Diğer işlere girmesi bundan sonra olmuştu.","La primera vez fue en la televisión, cuando tenía ocho o nueve años. Los domingos por la mañana, mi madre se quedaba durmiendo, y yo me levantaba temprano y me sentaba ante el aparato de la televisión, en su estudio, y pasaba torpemente de un canal a otro, buscando los dibujos animados. En ocasiones, si no los encontraba, miraba La Hora del Evangelio para las Almas Inocentes, donde contaban relatos bíblicos para niños y cantaban himnos. Una de las mujeres se llamaba Serena Joy. Era la soprano y protagonista, una mujer menuda, de pelo rubio ceniza, nariz respingona y ojos azules que, durante los himnos, siempre miraba al cielo. Era capaz de reír y llorar al mismo tiempo, dejando deslizar graciosamente una o dos lágrimas por las mejillas, como si fuera algo estudiado, mientras su voz se elevaba con las notas más altas, trémula, sin ningún esfuerzo. Fue más tarde cuando se dedicó a otras cosas.","The first time was on TV, when I was about eight or nine years old. That was the time when my mother usually slept in, every Sunday morning, while I would wake up early and run to the TV in her study, switching from channel to channel looking for cartoons. Sometimes there were none, so I watched the Gospel program ""Growing Souls,"" which had Bible stories for children and hymns. Among the women on that show, there was one named Serena Joy. She led the soprano section. Ash blonde hair, petite, upturned nose, big blue eyes that looked up to the sky whenever she sang. She could cry and laugh at the same time, with one or two delicate tears rolling down her cheeks, seemingly on cue, while her voice soared to the highest notes, trembling, as if effortlessly. It was only later that she switched to pursuing something else.","I first saw her on television when I was eight or nine years old. On Sunday mornings, while my mother slept, I would get up early, go to the television in the study, and scan the channels looking for cartoons. Sometimes, when I couldn't find any cartoons, I would watch the Bible Hour for Growing Souls, where they told Bible stories for children and sang hymns. One of the women was named Serena Joy. She was the lead soprano. She was blonde and delicate, with a small, upturned nose and large blue eyes that she lifted upwards while singing hymns. She could both smile and cry at the same time, and as her voice climbed effortlessly to the highest notes, a few tears would gracefully trickle down her cheek, as if queued up. Her involvement in other matters came after this.","The first time was on television, when I was eight or nine years old. On Sunday mornings, my mother would stay in bed sleeping, and I would get up early and sit in front of the television set in her study, clumsily switching from one channel to another, looking for cartoons. Sometimes, if I couldn't find them, I would watch The Hour of the Gospel for Innocent Souls, where they told biblical stories for children and sang hymns. One of the women was named Serena Joy. She was the soprano and main character, a petite woman with ash-blonde hair, a turned-up nose, and blue eyes that always looked up at the sky during the hymns. She was capable of laughing and crying at the same time, gracefully letting one or two tears slide down her cheeks, as if it were something rehearsed, while her voice rose with the highest notes, trembling, without any effort. It was later that she dedicated herself to other things."
84,['serena joy'],,"The woman sitting in front of me was Serena Joy. Or had been, once. So it was worse than I thought.",Người ngồi trước mặt tôi đây là Serena Joy. Ít ra là ngày xưa. Vậy là chuyện tệ hơn tôi tưởng.,"Önümde oturan kadın Serena Joy'du. Ya da bir zamanlar öyleydi. Bu iş düşündüğümden de kötüydü, demek ki.",La mujer que estaba sentada frente a mí era Serena Joy. O alguna vez lo había sido. Esto era peor de lo que yo pensaba.,"The person sitting in front of me is Serena Joy. At least, she used to be. So things are worse than I thought.","The woman sitting in front of me was Serena Joy. Or at least she used to be. This was worse than I thought, it seemed.",The woman who was sitting in front of me was Serena Joy. Or she had been once. This was worse than I thought.
121,['cora'],,"Doing their job, said Cora. Keeping us safe.","Làm việc phải làm thôi, Cora nói. Bảo vệ an toàn cho những đứa mình.","İşlerini yapıyorlar, dedi Cora. Bizi koruyorlar.","Cumplieron con su obligación, dijo Cora. Velar por nuestra seguridad.","We just have to do what needs to be done, Cora said. Protect the safety of our own.","They are doing their jobs, said Cora. They are protecting us.","They fulfilled their obligation, said Cora. To ensure our safety."
