Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['jake'],emily,0,0.22,incorrect,he,0,0.33,incorrect,he,0,0.33,incorrect
['jake'],chris,0,0.0,incorrect,"university of california, los angeles",0,0.1,incorrect,"university of california, los angeles",0,0.1,incorrect
['anna'],jon,0,0.29,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['anna'],emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
"['john', 'john wayne', 'wayne']",singapore,0,0.32,incorrect,singapore,0,0.32,incorrect,singapore,0,0.32,incorrect
['anna'],john,0,0.25,incorrect,lucas,0,0.22,incorrect,lucas,0,0.22,incorrect
['anna'],west,0,0.0,incorrect,charlie,0,0.18,incorrect,charlie,0,0.18,incorrect
['conan'],harry,0,0.2,incorrect,witch,0,0.2,incorrect,witch,0,0.2,incorrect
['anna'],john,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['jake'],mark,0,0.5,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['jake'],weston,0,0.2,incorrect,mike,0,0.5,incorrect,mike,0,0.5,incorrect
['conan'],west,0,0.0,incorrect,charlie,0,0.33,incorrect,charlie,0,0.33,incorrect
['jake'],emily,0,0.22,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['anna'],indonesia,0,0.46,incorrect,indonesia,0,0.46,incorrect,indonesia,0,0.46,incorrect
['anna'],donna,0,0.67,incorrect,miss piggy,0,0.0,incorrect,miss piggy,0,0.0,incorrect
['anna'],emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['anna'],jane,0,0.5,incorrect,premed,0,0.0,incorrect,premed,0,0.0,incorrect
['anna'],isabella,0,0.33,incorrect,susan,0,0.44,incorrect,susan,0,0.44,incorrect
['anna'],mom,0,0.0,incorrect,indonesian,0,0.43,incorrect,indonesian,0,0.43,incorrect
['anna'],veronica,0,0.33,incorrect,loopy,0,0.0,incorrect,loopy,0,0.0,incorrect
['jake'],john,0,0.25,incorrect,kim kardashian,0,0.11,incorrect,kim kardashian,0,0.11,incorrect
"['nelson', 'jenny nelson', 'jenny']",walter,0,0.18,incorrect,she'd,0,0.2,incorrect,she'd,0,0.2,incorrect
['anna'],charlotte,0,0.15,incorrect,inheritance,0,0.27,incorrect,inheritance,0,0.27,incorrect
['anna'],john,0,0.25,incorrect,me,0,0.0,incorrect,me,0,0.0,incorrect
['anna'],emma,0,0.25,incorrect,she,0,0.0,incorrect,she,0,0.0,incorrect
['babe'],emma,0,0.25,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['anna'],john,0,0.25,incorrect,spa,0,0.29,incorrect,spa,0,0.29,incorrect
"['green', 'anna', 'anna green']",paul,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['anna'],emily,0,0.0,incorrect,anna,1,1.0,correct,anna,1,1.0,correct
['anna'],she,0,0.0,incorrect,spa,0,0.29,incorrect,spa,0,0.29,incorrect
['anna'],emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['anna'],tristan,0,0.36,incorrect,apollonia,0,0.46,incorrect,apollonia,0,0.46,incorrect
"['green', 'anna', 'anna green']",miss piggy,0,0.2,incorrect,miss piggy,0,0.2,incorrect,miss piggy,0,0.2,incorrect
['anna'],james,0,0.22,incorrect,her,0,0.0,incorrect,her,0,0.0,incorrect
['anna'],emily,0,0.0,incorrect,seattle,0,0.18,incorrect,seattle,0,0.18,incorrect
['anna'],she,0,0.0,incorrect,she,0,0.0,incorrect,she,0,0.0,incorrect
['anna'],emily,0,0.0,incorrect,smiling,0,0.18,incorrect,smiling,0,0.18,incorrect
['jake'],emma,0,0.25,incorrect,power,0,0.22,incorrect,power,0,0.22,incorrect
['anna'],emily,0,0.0,incorrect,beatrice,0,0.17,incorrect,beatrice,0,0.17,incorrect
"['kellan', 'kellan mckellan', 'mckellan']",weston,0,0.33,incorrect,weston,0,0.33,incorrect,weston,0,0.33,incorrect
['anna'],emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['anna'],west,0,0.0,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['gede'],island,0,0.2,incorrect,michelin-starred,0,0.2,incorrect,michelin-starred,0,0.2,incorrect
['janet'],june,0,0.67,incorrect,madison,0,0.33,incorrect,madison,0,0.33,incorrect
['anna'],martha,0,0.4,incorrect,my mother-in-law,0,0.2,incorrect,my mother-in-law,0,0.2,incorrect
['janet'],emily,0,0.2,incorrect,tom,0,0.25,incorrect,tom,0,0.25,incorrect
['anna'],emma,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['gede'],edward cullen,0,0.35,incorrect,esme,0,0.5,incorrect,esme,0,0.5,incorrect
['anna'],goddamn,0,0.36,incorrect,mr. peanut,0,0.29,incorrect,mr. peanut,0,0.29,incorrect
['anna'],joe,0,0.0,incorrect,september,0,0.0,incorrect,september,0,0.0,incorrect
['anna'],emily,0,0.0,incorrect,my wife,0,0.0,incorrect,my wife,0,0.0,incorrect
['anna'],green-weston,0,0.25,incorrect,green-hyphen-weston,0,0.17,incorrect,green-hyphen-weston,0,0.17,incorrect
['jake'],john,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['jake'],weston,0,0.2,incorrect,weston,0,0.2,incorrect,weston,0,0.2,incorrect
['anna'],emma,0,0.25,incorrect,madonna,0,0.73,correct,madonna,0,0.73,correct
['anna'],she,0,0.0,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['jake'],dean,0,0.25,incorrect,sam,0,0.29,incorrect,sam,0,0.29,incorrect
['jake'],our mother,0,0.14,incorrect,my dad,0,0.2,incorrect,my dad,0,0.2,incorrect
['anna'],tom,0,0.0,incorrect,emma,0,0.25,incorrect,emma,0,0.25,incorrect
['anna'],nixon,0,0.44,incorrect,nixon,0,0.44,incorrect,nixon,0,0.44,incorrect
['janet'],professors,0,0.13,incorrect,professors,0,0.13,incorrect,professors,0,0.13,incorrect
['alex'],john,0,0.0,incorrect,leonardo,0,0.33,incorrect,leonardo,0,0.33,incorrect
['alex'],michael,0,0.36,incorrect,arthur,0,0.2,incorrect,arthur,0,0.2,incorrect
['alex'],my dad,0,0.2,incorrect,dad,0,0.29,incorrect,dad,0,0.29,incorrect
['alex'],frank,0,0.22,incorrect,oz,0,0.0,incorrect,oz,0,0.0,incorrect
['alex'],west,0,0.25,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['alex'],john,0,0.0,incorrect,west,0,0.25,incorrect,west,0,0.25,incorrect
['anna'],emma,0,0.25,incorrect,emma,0,0.25,incorrect,emma,0,0.25,incorrect
['anna'],my father,0,0.15,incorrect,my father,0,0.15,incorrect,my father,0,0.15,incorrect
['anna'],emily,0,0.0,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect
['anna'],emily,0,0.0,incorrect,by,0,0.0,incorrect,by,0,0.0,incorrect
['anna'],emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['anna'],emma,0,0.25,incorrect,meet,0,0.0,incorrect,meet,0,0.0,incorrect
['alex'],anna,0,0.25,incorrect,anna,0,0.25,incorrect,anna,0,0.25,incorrect
['anna'],emily,0,0.0,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['eko'],rebecca,0,0.2,incorrect,reef,0,0.29,incorrect,reef,0,0.29,incorrect
['alex'],john,0,0.0,incorrect,chuck,0,0.0,incorrect,chuck,0,0.0,incorrect
['alex'],emma,0,0.25,incorrect,emily,0,0.22,incorrect,emily,0,0.22,incorrect
['anna'],emily,0,0.0,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['alex'],anna,0,0.25,incorrect,anna,0,0.25,incorrect,anna,0,0.25,incorrect
['alex'],emily,0,0.22,incorrect,she,0,0.29,incorrect,she,0,0.29,incorrect
['anna'],west,0,0.0,incorrect,west,0,0.0,incorrect,west,0,0.0,incorrect
['anna'],john,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['alex'],josh,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['anna'],emily,0,0.0,incorrect,water weird,0,0.13,incorrect,water weird,0,0.13,incorrect
['anna'],john,0,0.25,incorrect,she,0,0.0,incorrect,she,0,0.0,incorrect
['anna'],emma,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['anna'],john,0,0.25,incorrect,he,0,0.0,incorrect,he,0,0.0,incorrect
['mel'],john,0,0.0,incorrect,roommate,0,0.36,incorrect,roommate,0,0.36,incorrect
['janet'],weston party,0,0.24,incorrect,weston,0,0.36,incorrect,weston,0,0.36,incorrect
['ray'],bill,0,0.0,incorrect,forbes,0,0.22,incorrect,forbes,0,0.22,incorrect
['alex'],john,0,0.0,incorrect,ceo,0,0.29,incorrect,ceo,0,0.29,incorrect
"['green', 'anna', 'anna green']",john,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['janet'],anna,0,0.44,incorrect,darling,0,0.33,incorrect,darling,0,0.33,incorrect
['reagan'],maya,0,0.4,incorrect,becky,0,0.18,incorrect,becky,0,0.18,incorrect
['reagan'],emma,0,0.4,incorrect,my niece,0,0.14,incorrect,my niece,0,0.14,incorrect
['ray'],edmund,0,0.0,incorrect,emily,0,0.25,incorrect,emily,0,0.25,incorrect
['grandpa'],john,0,0.18,incorrect,john,0,0.18,incorrect,john,0,0.18,incorrect
