Single_ent,en_masked,en_masked_results,en_masked_shuffled,en_masked_shuffled_results
['jack'],"I made sure to insert myself between Autumn and [MASK] last night for this very reason. It was clear that we were crashing at my house, and I felt it was my duty to be the one to take the blows.","""title"": ""Eleanor Oliphant is Completely Fine"", ""author"": ""Gail Honeyman""","it sure was I myself we were for house, at last clear reason. crashing made take very blows. my duty I and and to felt to [MASK] between insert that the my Autumn the was this one night to be It","""title"": ""The Catcher in the Rye"", ""author"": ""J.D. Salinger"""
['jack'],"A couple of weeks ago, after we went to see that silly horror movie that made Autumn scream three times, both of them—[MASK] and Autumn—said they had fun. They said they could understand why I liked my other friend so much, and sure, maybe we could do it again.","""title"": ""Eighth Grade"", ""author"": ""Bo Burnham""","went silly liked couple and had Autumn that Autumn—said both A I we after much, and three movie of they it why of could to see friend They made weeks times, do could them—[MASK] scream we they ago, that said other understand horror sure, my maybe so again. fun.","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky"""
['jack'],"[MASK] enters the room. I close my eyes. Though my penis remains somewhat optimistic, the blankets provide cover. I should move, wake Autumn, pretend my arm was never around her, but I can’t bear to yet.","""title"": ""Eleanor Oliphant is Completely Fine"", ""author"": ""Gail Honeyman""","can’t around never room. but arm yet. cover. wake the should was somewhat the my I penis enters eyes. her, to remains bear blankets move, [MASK] pretend optimistic, Autumn, close Though my I I my provide","""title"": ""The Lover"", ""author"": ""Marguerite Duras"""
['jack'],"“What are you doing? And what about her?” [MASK] nods toward the tent. Even though we’re talking low, he starts to whisper. “She would have to be the stupidest person on earth to not know you’re bonkers in love with her.”","""title"": ""The Maze Runner"", ""author"": ""James Dashner""","bonkers earth would tent. on Even “She though to her?” doing? starts person And in love toward [MASK] you “What he whisper. stupidest with to are be not about know we’re nods the what have you’re her.” low, talking to the","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky"""
['jack'],"[MASK] groans and rubs his face. He says something I don’t quite hear, but it ends with the word “type.” Autumn makes a noise in the tent, and we both hold our breaths and listen.","""title"": ""The Maze Runner"", ""author"": ""James Dashner""","Autumn quite both the and face. breaths hear, ends a don’t word we and I says our it hold He something the with “type.” groans listen. makes in tent, but his rubs noise and [MASK]","""title"": ""The Catcher in the Rye"", ""author"": ""J.D. Salinger"""
['jack'],"“Zoned out the way she does? You have been so, so… Like last week!” [MASK] asks, “How could you have missed that game?”","""title"": ""Eleanor &amp; Park"", ""author"": ""Rainbow Rowell""","[MASK] have could way last week!” You been asks, out does? that Like “Zoned you game?” have the “How so… so, missed she","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky"""
['jack'],“Why don’t we restart the movie? We can all watch it.” [MASK] gives me a look to remind me that our other conversation isn’t over.,"""title"": ""Eleanor Oliphant is Completely Fine"", ""author"": ""Gail Honeyman""",“Why watch it.” don’t over. [MASK] other isn’t remind a we all can our conversation look to restart the movie? We gives me me that,"""title"": ""The Catcher in the Rye"", ""author"": ""J.D. Salinger"""
['jack'],"I walk [MASK] to his car, and when he turns to me with that look on his face, I know what he’s going to say. I open my mouth.","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky""","what open I [MASK] mouth. my going walk with he I on car, to turns know say. face, his when his me and that to look he’s to I","""title"": ""The Catcher in the Rye"", ""author"": ""J.D. Salinger"""
['jack'],"I met [MASK] on the first day of middle school. Autumn and I did not have a single class together—I would be less distracted, for one thing—but not having lunch together seemed like a joke. Surely the school administrators knew we had always been together, were meant to be together. Surely, if I looked around the cafeteria, she would be there?","""title"": ""Eleanor &amp; Park"", ""author"": ""Rainbow Rowell""","did the seemed there? a meant together, having be have [MASK] been looked I class and like had for would together we lunch joke. distracted, on a would around not be day less of Surely, Autumn single to were knew not met I cafeteria, the be first Surely one together—I she middle the always administrators I school. if thing—but together. school","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky"""
['jack'],"When I finally sat down next to [MASK] at a mostly empty table, he reacted as if he had been waiting for me. We had been in the morning gym class together and kicked a ball around with a few other guys after the teacher had given us free time. I didn’t sit down because I recognized [MASK] though; I simply sat at the first empty seat, defeated. But [MASK] remembered me. He asked me if I ever watched pro soccer. I said yeah, not really interested in conversation, not really listening, wondering what Autumn was doing.","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky""","empty me. I When he said really in morning at sat not as been didn’t sat ever sit I time. down yeah, I simply for given if watched finally was few seat, wondering at gym teacher [MASK] down me the a pro class doing. had soccer. he free and a after us had together Autumn other [MASK] with guys around kicked in had next the table, though; empty if But ball reacted because asked defeated. really waiting recognized [MASK] remembered been I He conversation, first I to a We I the me. listening, what not interested mostly","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky"""
['jack'],"Autumn smiled at him, and his eyes popped. He shook himself like he was getting out of a pool. I had talked about my friend Autumn, but I had not told [MASK] about her face or the new shape of her body. He said, “Hi,” and the evening had seemed fine and normal, like every other birthday celebration with The Mothers and Autumn, except [MASK] was there too. It was only later that I realized how much time Autumn spent looking at her new phone, how distantly polite she was with [MASK].","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky""","told but was about with her he too. eyes face It was there Autumn, said, her [MASK]. had of distantly Autumn, him, only of [MASK] out shape like every smiled and phone, was her a celebration getting himself time polite or and I friend much normal, the that other birthday popped. how at how fine and at was pool. his spent He with new and the except seemed later evening my new not about body. Mothers had realized like I [MASK] I Autumn Autumn she looking shook The talked He “Hi,” had","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky"""
['jack'],"At the end of the night, when we were dropping [MASK] back at his house, he looked at me with pity before getting out of the car. I don’t think he meant to, but I could see it on his face. He didn’t believe that Autumn was—or ever had been—my friend. The daughter of my mom’s best friend, who was around a lot? Sure. But he thought I had deluded myself into believing this hot girl was my friend.","""title"": ""Eleanor &amp; Park"", ""author"": ""Rainbow Rowell""","believe friend. thought The see mom’s had my his friend, at the the been—my best night, out on to, But of meant believing before but house, I at he [MASK] think his that He end who could of we was myself don’t friend. hot daughter back face. car. looked lot? were had was—or a dropping my he pity Sure. he At into Autumn around me I getting ever the didn’t with it of I when this girl was deluded","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky"""
['jack'],"I made it my mission to prove that Autumn was my friend. For the next two months, [MASK] was flooded with invitations to my home, where pictures of Autumn and I, arms slung around each other, covered the walls and where my mom could tell him story after story of all the adventures Autumn and I had together.","""title"": ""Wonder"", ""author"": ""R.J. Palacio""","story to tell next mission and [MASK] after invitations together. around to of I my had that was all and of adventures prove was For where my the Autumn the covered flooded mom with I slung arms story two him my the could each other, pictures I, Autumn my it made home, where and friend. months, Autumn walls","""title"": ""The Giver"", ""author"": ""Lois Lowry"""
['jack'],"I succeeded in proving to him that Autumn and I had been friends, but I failed to prove to him (or honestly, me) that she and I were still friends. On the last day of school before winter break, [MASK] finally said something. I cannot remember what I had been telling him, only that it had been about Autumn.","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky""","[MASK] something. break, that telling failed I that me) been Autumn. I said she the prove Autumn remember and day had I only to it were him, about proving had I I finally I that been school of and but to cannot had friends, before been him succeeded winter still On what friends. (or last honestly, in to him","""title"": ""The Bell Jar"", ""author"": ""Sylvia Plath"""
['jack'],"We were in the locker room, right before second period. [MASK] looked around, panic in his eyes. I expected him to abandon me. Instead, he laughed loudly, punched my arm, said, “Oh yeah? Let’s take this outside,” and hurried me out.","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky""","take abandon room, eyes. in yeah? hurried my punched “Oh to his in Let’s We second laughed I were me he loudly, him said, period. and looked the arm, panic locker outside,” before this out. Instead, [MASK] around, right me. expected","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky"""
['jack'],"She said, “The thing to do is focus on what makes you feel good about yourself, like school and soccer. You have your new friend [MASK]. You can remind yourself, ‘Autumn is where she wants to be right now, and that’s okay. I’m still great, and I’ll be around if she needs me.’ Hmm?” She squeezed my foot again.","""title"": ""Eighth Grade"", ""author"": ""Bo Burnham""","if and I’m my You thing still and great, around is remind on now, squeezed is said, and to friend right have foot feel you about ‘Autumn okay. where I’ll She yourself, that’s be soccer. what can your be yourself, do You wants She new she focus Hmm?” to [MASK]. school makes good like me.’ needs again. “The she","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky"""
