en_masked,en_masked_results,tr_masked,tr_masked_results,vi_masked,vi_masked_results,es_masked,es_masked_results,en_masked_shuffled,en_masked_shuffled_results,tr_masked_shuffled,tr_masked_shuffled_results,vi_masked_shuffled,vi_masked_shuffled_results,es_masked_shuffled,es_masked_shuffled_results
"Finally, [MASK] snickered something about the naked guy on the stele, and I turned around and said, “Will you shut up?”","""title"": ""The Lightning Thief"", ""author"": ""Rick Riordan""","En nihayetinde [MASK] kıs kıs gülerek stele'deki çıplak adamla ilgili bir şeyler söyledi ben de dayanamadım, dönüp ""Çeneni kapar mısın?"" dedim.","""title"": ""The Idiot"", ""author"": ""Fyodor Dostoevsky""","Giọt nước tràn ly đúng lúc [MASK] cười khúc khích, nói câu gì đó về hình chạm người thanh niên trần truồng trên cột đá. Không chịu nổi, tôi quay xuống: - Có câm mồm không thì bảo?","""title"": ""The Sorrow of War"", ""author"": ""Bao Ninh""","Al final, [MASK] se burló de una figura desnuda cincelada en la estela y yo le espeté: —¿Te quieres callar?","""title"": ""The Skin I Live In (La piel que habito)"", ""author"": ""Thierry Jonquet""","I “Will said, the you turned and Finally, about shut on snickered around something up?” guy [MASK] the and naked stele,","""title"": ""The Magicians"", ""author"": ""Lev Grossman""","kapar ilgili dönüp bir adamla söyledi de ben gülerek nihayetinde ""Çeneni çıplak kıs [MASK] kıs şeyler mısın?"" stele'deki dayanamadım, En dedim.","""title"": ""The Idiot"", ""author"": ""Fyodor Dostoevsky""","gì trần ly nổi, Giọt câu nước bảo? - câm hình cười đó khúc tôi Có Không đúng tràn trên người thì đá. [MASK] khích, truồng chịu xuống: cột lúc mồm về nói thanh không chạm quay niên","""title"": ""The Tale of Kieu"", ""author"": ""Nguyễn Du""","la figura —¿Te en se callar? le y Al final, quieres cincelada [MASK] burló yo una de espeté: estela desnuda","""title"": ""La sombra del viento"", ""author"": ""Gabriel García Márquez"""
"I mean, sure, it was kind of cool on tournament days, when he essed up in a suit of Roman armor and shouted: “What ho!’” and challenged us, sword-point against chalk, to run to the board and name every Greek and Roman person who had ever lived, and their mother, and what god they worshipped. But [MASK] expected me to be as good as everybody else, despite the fact that I have dyslexia and attention deficit disorder and I had never made above a C- in my life. No-he didn’t expect me to be as good; he expected me to be better. And I just couldn’t learn all those names and facts, much less spell them correctly.","""title"": ""Wonder"", ""author"": ""R.J. Palacio""","Sınav günleri Romalı zırhı kuşanır ve bağırırdı: ""Hey hooo!"" Sonra bize meydan okur, kılıcının ucuyla iterek tahtaya koşturtur ve yaşamış tüm Yunanlıların ve Romalıların adlarını, hatta annelerininadlarını ve hangi tanrılara taptıklarını tek tek sorardı. [MASK] benim herkes kadar iyi bilmemi bekliyordu ama gelin görün ki bende disleksi vardı. Yani yazıları doğru dürüst okuyamıyordum. Üstüne üstlük dikkat bozukluğum da olduğundan, hayatımda C'nin üstünde not almamıştım. Hayır, benim onlarkadar iyi olmamı beklemiyordu; daha iyi olmamı bekliyordu. Oysa ben bırakın onca adı ve bilgiyi öğrenmeyi, bunları doğru dürüst telaffuz bile edemiyordum.","""title"": ""The Last Olympian"", ""author"": ""Rick Riordan""","Phải công nhận những ngày thi môn học của thầy vui cực kỳ. Khi đó, thầy [MASK] mặc áo giáp của người La Mã cổ và thét vang: “Nhìn đây”. Tay cầm kiếm chỉ hộp phấn, thầy thách các trò chạy lên bảng, viết tên bất kỳ nhân vật huyền thoại nào của Hy Lạp và La Mã cổ từng được học, kể tên cha mẹ họ và vị thần mà họ thờ phượng. Nhưng khổ nỗi thầy kỳ vọng tôi phải học hành bằng bạn bằng bè, dù biết tôi mắc bệnh khó đọc và chứng mất tập trung. Cả đời tôi chỉ nhận toàn điểm C trở xuống. Không – thầy không chỉ kỳ vọng tôi phải học hành bằng bạn bằng bè. Thầy muốn tôi phải giỏi hơn nữa cơ. Nhớ cả đống tên người và thông tin về họ đã khó, huống hồ thầy còn đòi tôi phải đánh vần cho đúng từng cái tên.","""title"": ""The Curious Incident of the Dog in the Night-Time"", ""author"": ""Mark Haddon""","Verás, quiero decir que sí, que molaban los días de competición, esos en que se disfrazaba con una armadura romana y gritaba «¡Adelante!», y nos desafiaba, espada contra tiza, a que corriéramos a la pizarra y nombráramos a todas las personas griegas y romanas que vivieron alguna vez, a sus madres y a los dioses que adoraban. Pero [MASK] esperaba que yo lo hiciera tan bien como los demás, a pesar de que soy disléxico y poseo un trastorno por déficit de atención y jamás he pasado de un aprobado... No; no esperaba que fuera tan bueno como los demás: esperaba que fuera mejor. Y yo simplemente no podía aprenderme todos aquellos nombres y hechos, y mucho menos deletrearlos correctamente.","""title"": ""El jardín de las delicias"", ""author"": ""Gabriel García Márquez""","in name and their that spell And made [MASK] C- good Greek the “What to as and to expected mean, never dyslexia when ho!’” a all Roman they just Roman days, above life. to I on and cool who essed a me he against couldn’t didn’t have what challenged despite us, suit I better. ever and correctly. lived, and be god as and armor be those up everybody in expect had No-he every my it expected me worshipped. I fact them and and me sure, shouted: But board deficit had of person else, and chalk, I names of mother, kind to sword-point as to disorder he was the be learn attention good; facts, run much tournament less","""title"": ""The Lightning Thief"", ""author"": ""Rick Riordan""","bırakın koşturtur sorardı. onca Üstüne kuşanır ve olmamı telaffuz zırhı Sonra tek vardı. yazıları ve ucuyla ve okur, günleri C'nin tahtaya kadar beklemiyordu; ki tanrılara hangi adlarını, onlarkadar okuyamıyordum. disleksi üstlük hooo!"" meydan ben görün olduğundan, iyi not dürüst üstünde iterek bozukluğum bile daha benim ve hatta benim kılıcının [MASK] bilgiyi taptıklarını Yunanlıların doğru Oysa Romalıların almamıştım. bekliyordu. olmamı bunları herkes bağırırdı: iyi da bekliyordu Sınav dürüst ve dikkat gelin iyi hayatımda edemiyordum. annelerininadlarını doğru yaşamış Hayır, ""Hey öğrenmeyi, tek bilmemi ama Romalı Yani bize adı bende tüm","""title"": ""The Idiot"", ""author"": ""Fyodor Dostoevsky""","vần kỳ. bệnh tin vật phải tôi cái giỏi phải thét mẹ Nhớ ngày trung. đọc nhân người vang: huống thông hành Hy kiếm của vọng thầy học bảng, Phải về Lạp thờ nữa hồ từng đã phượng. học Mã học, tôi đống bạn huyền người và môn và thầy của – bằng tôi cổ toàn và và thách học đây”. viết xuống. khó không cổ Không bằng vọng điểm cơ. Thầy đánh Nhưng trò kể tên được phải C những phấn, cầm nhận và dù khổ La đòi thoại tôi Mã thầy lên bằng áo mà các mất kỳ bạn nào Tay nỗi khó, họ của chỉ thầy hơn phải hành chứng họ bất La [MASK] vui cả tên. Khi tên tôi muốn bè. cực chỉ thầy mặc kỳ vị giáp kỳ thần từng họ bè, biết còn mắc chạy đó, đời tên hộp thầy Cả tập chỉ “Nhìn đúng trở tôi nhận cho bằng cha công thi","""title"": ""The Tale of Two Cities"", ""author"": ""Charles Dickens""","y y sus bueno los de de madres esperaba pasado armadura molaban esperaba déficit decir Verás, en nos menos que [MASK] mejor. lo tan alguna pesar por dioses tiza, un los a griegas de trastorno personas esos a hechos, a aquellos espada fuera romana que que soy esperaba he no que y correctamente. a romanas y adoraban. un quiero de pizarra atención los mucho y sí, gritaba a aprenderme y jamás yo que Y «¡Adelante!», No; no días desafiaba, con aprobado... vivieron hiciera la como a simplemente que demás, nombres que contra nombráramos bien que y todos tan disfrazaba yo como Pero deletrearlos se y disléxico y los que poseo todas competición, podía que vez, corriéramos una las fuera demás:","""title"": ""Don Quixote"", ""author"": ""Miguel de Cervantes"""
"I mumbled something about trying harder, while [MASK] took one long sad look at the ele, like he’d been at this girl’s funeral.","""title"": ""Eleanor &amp; Park"", ""author"": ""Rainbow Rowell""","Daha çok çalışırım gibi bir şeyler geveledim ağzımda. [MASK] ise sanki o kızın cenazesinde bulunmuş gibi ele'ye uzun uzun, üzgün üzgün baktı.","""title"": ""The Hound of the Baskervilles"", ""author"": ""Arthur Conan Doyle""",Tôi lí nhí hứa sẽ cố gắng nhiều hơn nữa. Nhưng thầy [MASK] chỉ buồn bã nhìn mãi bia đá như thể thầy đang dự đám tang người con gái nọ.,"""title"": ""The Old Man and the Sea"", ""author"": ""Ernest Hemingway""","[MASK] algo acerca de esforzarme más mientras él dedicaba una triste mirada a la estela, como si hubiera estado en el funeral de la chica.","""title"": ""Eleanor &amp; Park"", ""author"": ""Rainbow Rowell""","about sad while been trying he’d I [MASK] at like at the ele, this long harder, took something one look girl’s funeral. mumbled","""title"": ""The Catcher in the Rye"", ""author"": ""J.D. Salinger""","gibi ele'ye çok cenazesinde gibi şeyler o üzgün [MASK] çalışırım uzun, bulunmuş kızın uzun sanki baktı. bir ağzımda. ise Daha geveledim üzgün","""title"": ""The Bell Jar"", ""author"": ""Sylvia Plath""",bia nhiều Tôi thầy con nhìn tang đang chỉ dự buồn nữa. hứa sẽ Nhưng đám đá hơn gắng nọ. nhí người thể bã [MASK] như gái mãi lí thầy cố,"""title"": ""The Sorrow of War"", ""author"": ""Bao Ninh""","una dedicaba acerca algo [MASK] estado chica. esforzarme mirada de el como de mientras a en la la funeral más si hubiera triste estela, él","""title"": ""Unknown (Based on the provided passage)"", ""author"": ""Unknown"""
"[MASK], who’d been out in front of the museum a minute before, wheeled his chair into the doorway of the gallery, holding a pen in his hand.","""title"": ""The Curious Incident of the Dog in the Night-Time"", ""author"": ""Mark Haddon""","Bir dakika önce müzenin önünde olan [MASK], tekerlekli sandalyesini sürerek, elinde bir kalemle galerinin kapısından içeri giriyordu şimdi.","""title"": ""The Hound of the Baskervilles"", ""author"": ""Arthur Conan Doyle""","Thầy [MASK] một phút trước đó còn ngoài cổng viện bảo tàng giờ đã xuất hiện ngay cửa phòng trưng y, tay giơ cao cây viết. Vừa tung bút lên cao, thầy vừa hô to:","""title"": ""The Hound of the Baskervilles"", ""author"": ""Arthur Conan Doyle""","Y de pronto las cosas se tornaron aún más extrañas: el [MASK], que un minuto antes estaba fuera del museo, apareció en la galería y me lanzó un bolígrafo.","""title"": ""The Mysterious Benedict Society and the Perilous Journey"", ""author"": ""Trenton Lee Stewart""","minute been who’d museum hand. holding the into front wheeled his gallery, of the of chair [MASK], before, pen a in his doorway a the in out","""title"": ""The Hound of the Baskervilles"", ""author"": ""Arthur Conan Doyle""","şimdi. önce giriyordu kapısından tekerlekli olan önünde Bir [MASK], dakika bir sürerek, sandalyesini müzenin galerinin içeri elinde kalemle","""title"": ""The Hound of the Baskervilles"", ""author"": ""Arthur Conan Doyle""","vừa viết. tàng đó còn ngay bảo cao y, giơ [MASK] phút trước cửa Vừa ngoài cây xuất lên tay cổng bút một Thầy trưng giờ cao, phòng tung hiện viện to: đã thầy hô","""title"": ""The Secret Adversary"", ""author"": ""Agatha Christie""","y cosas un pronto lanzó bolígrafo. fuera aún estaba me Y del de tornaron apareció antes más el la extrañas: minuto en que [MASK], un museo, se las galería","""title"": ""The House of the Spirits"", ""author"": ""Isabel Allende"""
"s. [MASK] was a sand castle in a power fan. She exploded into yellow powder, vaporized on the spot, leaving nothing but the smell of sulfur and a dying screech and a chill of evil in the air, as if those two glowing red eyes were ill watching me.","""title"": ""The Graveyard Book"", ""author"": ""Neil Gaiman""","[MASK] sanki devasa bir pervaneye tutulmuş kumdan bir kaleye döndü. Sarı bir toz dağıtarak patladı, oracıkta buharlaştı ama bir süre kükürt kokusu, bir ölüm çığlığı ve kötülüğün saçtığı buz gibi bir hava etrafı sardı, sanki o alev alev, kor kırmızı iki göz hâlâ beni izliyordu.","""title"": ""The Hound of the Baskervilles"", ""author"": ""Arthur Conan Doyle""","Cô [MASK] như lâu đài cát đặt ngay trước quạt công suất cực mạnh. Người cô nổ tung, biến thành bột màu vàng nghệ rồi tan biến ngay trước khi kịp rơi xuống. Dấu vết chẳng còn gì ngoài mùi trứng thối, tiếng kêu giãy chết và âm khí lạnh buốt. Tôi cảm tưởng cặp mắt vằn đỏ vẫn còn đâu đó trên cao đang trừng trừng nhìn tôi.","""title"": ""The Great Gatsby"", ""author"": ""F. Scott Fitzgerald""","La [MASK] explotó en una nube de polvo amarillo y se volatilizó en el acto, sin dejar nada aparte de un intenso olor a azufre, un alarido moribundo y un frío malvado alrededor, como si sus ojos encendidos siguieran observándome.","""title"": ""El Señor de los Anillos: El Anillo del Poder"", ""author"": ""J.R.R. Tolkien""","vaporized the She a air, nothing screech a exploded evil and leaving if eyes spot, but in power dying into red fan. smell sand on were [MASK] the and glowing powder, a sulfur chill the as of was of castle s. yellow those a me. watching two ill in","""title"": ""The Stand"", ""author"": ""Stephen King""","kırmızı alev döndü. çığlığı devasa alev, sardı, bir ve iki kumdan kor gibi bir bir sanki beni kükürt bir Sarı süre pervaneye izliyordu. ama dağıtarak buharlaştı kokusu, saçtığı buz kaleye bir o etrafı bir hava tutulmuş ölüm [MASK] patladı, hâlâ toz kötülüğün göz sanki oracıkta","""title"": ""The Red Badge of Courage"", ""author"": ""Stephen Crane""","mắt tôi. vằn vết biến màu gì tung, âm lâu thành trước còn buốt. bột suất mùi kịp cao quạt Người ngoài [MASK] cảm tưởng đâu rơi trước nghệ giãy đặt cô Cô trừng trứng biến tiếng chết còn công ngay lạnh thối, Tôi cực trừng khí chẳng tan vẫn rồi nổ cặp mạnh. Dấu đó đỏ ngay kêu và vàng như nhìn xuống. cát đài khi trên đang","""title"": ""The Scent of the Missing: Love, Loss, and the Search for What Matters Most"", ""author"": ""Susannah Charleson""","a observándome. en malvado como nada La frío siguieran azufre, se un [MASK] nube en moribundo sus aparte una intenso acto, amarillo olor sin alrededor, un encendidos y si dejar explotó volatilizó alarido y un ojos de el de polvo","""title"": ""The Shadow of the Wind"", ""author"": ""Carlos Ruiz Zafón"""
"He looked up, a little distracted. “Ah, that would be my pen. Please bring your own writing utensil in the future, [MASK].”","""title"": ""The Pen of Fate"", ""author"": ""Unknown""","Başını kaldırdı, dikkati dağılmış gibiydi. ""Ah, işte bu benim kalemim sanırım. Lütfen bundan sonra kendi yazım araçlarınızı kendiniz getirin [MASK].","""title"": ""The Hound of the Baskervilles"", ""author"": ""Arthur Conan Doyle""","Thấy tôi đến bên, thầy ngơ ngác nhìn lên: - À, có phải cây bút của thầy không? [MASK] này, lần sau đi học nhớ mang theo dụng cụ học tập nhé.","""title"": ""The Sorrow of War"", ""author"": ""Bao Ninh""","Levantó la mirada, algo distraído. —Ah, mi bolígrafo. Le agradecería, [MASK], que en el futuro trajera su propio utensilio de escritura.","""title"": ""Harry Potter and the Philosopher's Stone"", ""author"": ""J.K. Rowling""","my distracted. future, in the He Please be would pen. a looked little utensil bring your own “Ah, writing that [MASK].” up,","""title"": ""Pride and Prejudice"", ""author"": ""Jane Austen""","[MASK]. kendiniz getirin dağılmış Başını kalemim araçlarınızı yazım benim işte bundan sanırım. gibiydi. kaldırdı, sonra bu kendi Lütfen ""Ah, dikkati","""title"": ""Ah, Mesaj! (Roman)"", ""author"": ""Halid Ziya Uşaklıgil""","này, lần tôi cây [MASK] ngơ dụng không? cụ học nhé. À, ngác của theo mang thầy bên, Thấy nhớ sau nhìn học phải đến có lên: tập bút đi - thầy","""title"": ""The Sorrow of War"", ""author"": ""Bao Ninh""","bolígrafo. en futuro agradecería, que algo la Le Levantó [MASK], su de propio escritura. —Ah, el utensilio mirada, mi trajera distraído.","""title"": ""Don Quixote"", ""author"": ""Miguel de Cervantes"""
"Every so often I would spring a s. [MASK] reference on somebody, just to see if I could trip them up, but they would are at me like I was psycho.","""title"": ""Eleanor Oliphant is Completely Fine"", ""author"": ""Gail Honeyman""",Onları tuzağa düşürüp düşüremeyeceğimi görmek için sık sık [MASK]'tan bahsediyordum ama bana deliymişim gibi bakıyorlardı.,"""title"": ""The Idiot"", ""author"": ""Fyodor Dostoevsky""","Thỉnh thoảng, vì muốn bắt quả tang bạn bè nói dối, tôi vờ vô tình hỏi về cô [MASK] nhưng họ chỉ trố mắt nhìn lại như thể tôi bị lẩn thẩn vậy.","""title"": ""The Catcher in the Rye"", ""author"": ""J.D. Salinger""","De vez en cuando yo sacaba a colación a la a [MASK], buscando pillarlos en falso, pero se quedaban mirándome como si fuera un psicópata.","""title"": ""La naranja mecánica"", ""author"": ""Salman Rushdie""","up, psycho. somebody, I often to would [MASK] they spring trip on would I reference me a was but them like I Every see could so are at if just s.","""title"": ""The Catcher in the Rye"", ""author"": ""J.D. Salinger""",deliymişim [MASK]'tan bana düşürüp bahsediyordum sık gibi ama tuzağa düşüremeyeceğimi Onları görmek bakıyorlardı. sık için,"""title"": ""The Stranger"", ""author"": ""Albert Camus""","tôi mắt Thỉnh [MASK] vậy. bị tôi vô tang thẩn cô trố dối, như lẩn lại vờ bè vì nhưng quả thể họ thoảng, bắt muốn nhìn tình chỉ bạn hỏi nói về","""title"": ""The Tale of Two Cities"", ""author"": ""Charles Dickens""","pero yo pillarlos fuera [MASK], a mirándome la quedaban colación a cuando buscando psicópata. en a en un vez sacaba si falso, De como se","""title"": ""The House of the Spirits"", ""author"": ""Isabel Allende"""
"I didn’t have much time to think about it during the days, but at night, visions of s. [MASK] with talons and leathery wings would wake me up in a cold sweat.","""title"": ""The Hobbit"", ""author"": ""J.R.R. Tolkien""","Gün içerisinde bu konuyu düşünecek çok vaktim olmuyordu ama geceleri rüyamda pençeleriyle, deriden kanatlarıyla [MASK]'u görüyor, soğuk terler dökerek uyanıyordum.","""title"": ""The Bell Jar"", ""author"": ""Sylvia Plath""","Ban ngày, tôi không có nhiều thời gian nghĩ đến chuyện ấy. Nhưng ban đêm, lắm lúc tôi giật mình toát mồ hôi lạnh choàng tỉnh từ giấc mơ có hình ảnh cô [MASK] với móng vuốt sắc nhọn và cánh dơi to tướng.","""title"": ""The Little Prince"", ""author"": ""Antoine de Saint-Exupéry""","No tenía demasiado tiempo para pensar en ello durante el día, pero por la noche las terribles visiones de la [MASK] con garras y alas coriáceas me despertaban entre sudores fríos.","""title"": ""Drácula"", ""author"": ""Bram Stoker""","in much me the wings night, think about it days, talons would of but leathery to cold wake with s. didn’t visions sweat. time [MASK] during a at I and have up","""title"": ""The Tell-Tale Heart"", ""author"": ""Edgar Allan Poe""","rüyamda konuyu deriden terler görüyor, çok Gün kanatlarıyla soğuk [MASK]'u dökerek olmuyordu düşünecek içerisinde uyanıyordum. pençeleriyle, geceleri vaktim bu ama","""title"": ""The Bell Jar"", ""author"": ""Sylvia Plath""","giấc ấy. móng to chuyện mơ đêm, từ và nhọn có [MASK] giật thời ảnh tỉnh nhiều ban hôi mình với cô có tôi tôi ngày, gian mồ nghĩ dơi lúc hình không sắc choàng Ban lắm tướng. Nhưng vuốt toát cánh đến lạnh","""title"": ""The Tale of Genji"", ""author"": ""Murasaki Shikibu""","y despertaban [MASK] sudores la terribles No día, visiones alas pensar con la las fríos. noche en tiempo de coriáceas entre durante por me el demasiado garras para tenía pero ello","""title"": ""El Señor de los Anillos"", ""author"": ""J.R.R. Tolkien"""
I started feeling cranky and irritable most of the time. My grades slipped from Ds to Fs. I got into more fights with [MASK] and her friends. I was sent out into the hallway in almost every class.,"""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky""","Artık her şeye çabuk almıyor, çoğu zaman huysuzluk ediyordum. Notlarım D'den F'ye düştü. [MASK] ve arkadaşlarıyla daha sık kavga etmeye başladım. Neredeyse her dersten atılıyor, koridorda beklemek zorunda kalıyordum.","""title"": ""The Catcher in the Rye"", ""author"": ""J.D. Salinger""","Từ đó bắt đầu quãng thời gian tôi luôn vô cớ cáu kỉnh và khó chịu, đồng thời lực học đuối dần, điểm D dần thay thế bằng điểm F. Tôi đánh nhau với [MASK] và đám bạn nó thường hơn và hầu như tiết nào tôi cũng bị thầy cô tống ra ngoài hành lang.","""title"": ""The Catcher in the Rye"", ""author"": ""J.D. Salinger""","Empecé a sentirme malhumorado e irritable la mayor parte del tiempo. Mis notas bajaron de insuficiente a muy deficiente. Me peleé más con [MASK] y sus amigas, y en casi todas las clases acababa castigado en el pasillo.","""title"": ""The Catcher in the Rye"", ""author"": ""J.D. Salinger""",I every with almost I Ds from irritable was cranky I Fs. her the fights friends. sent into [MASK] feeling into class. in out time. and to more most started hallway got slipped the and grades of My,"""title"": ""Diary of a Wimpy Kid: The Third Wheel"", ""author"": ""Jeff Kinney""","[MASK] sık huysuzluk ve F'ye Notlarım başladım. zorunda ediyordum. Artık kalıyordum. Neredeyse kavga atılıyor, koridorda zaman şeye almıyor, arkadaşlarıyla dersten daha etmeye D'den her beklemek düştü. çoğu çabuk her","""title"": ""Ender's Game"", ""author"": ""Orson Scott Card""","điểm bị nào học vô bạn chịu, kỉnh và hầu đánh thời quãng đầu Tôi điểm với bắt lực cáu luôn đám thế lang. khó đuối hành thường cớ [MASK] tiết Từ ra nhau đó thay hơn và ngoài gian tôi tôi dần, D nó và tống F. thời cô cũng bằng dần như đồng thầy","""title"": ""The Quiet American"", ""author"": ""Graham Greene""","con parte Me casi del las y en acababa deficiente. peleé sus amigas, el castigado muy tiempo. y sentirme a la todas Empecé e Mis en clases bajaron [MASK] malhumorado de más pasillo. irritable insuficiente a notas mayor","""title"": ""Ningún hombre es un islandia"", ""author"": ""Ernest Hemingway"""
"As exam week got closer, Latin was the only test I udied for. I hadn’t forgotten what [MASK] had told me about this subject being life-and-death for me. I wasn’t sure why, but I’d arted to believe him.","""title"": ""The Catcher in the Rye"", ""author"": ""J.D. Salinger""","Sınav haftası yaklaşırken çalıştığım tek ders Latince'ydi. [MASK]'ın, bana ölüm kalım meselesiyle ilgili söylediği şeyleri unutmamıştım. Neden olduğunu bilmesem de ona inanmaya başlamıştım.","""title"": ""The Fault in Our Stars"", ""author"": ""John Green""","Đến thời điểm ôn thi cuối cấp, tôi chỉ dồn sức học môn Latinh. Tôi chưa quên hôm ở viện bảo tàng, thầy [MASK] có bảo môn thầy dạy có tầm quan trọng sống còn với tôi. Dù không hiểu nguyên do, nhưng tôi bắt đầu tin thầy nói đúng.","""title"": ""Những người ta gọi tôi Anh"", ""author"": ""Nguyên Ngọc""","Se acercaba la semana de exámenes, y sólo estudié para su asignatura. No había olvidado lo que [MASK] me había dicho sobre que aquella asignatura era para mí una cuestión de vida o muerte. No sabía muy bien por qué, pero el caso es que empecé a creerlo.","""title"": ""The Catcher in the Rye"", ""author"": ""J.D. Salinger""","for. forgotten life-and-death me. arted got being exam Latin for hadn’t [MASK] him. closer, week told but believe this me sure about what to As udied the only I had I test I subject I’d was why, wasn’t","""title"": ""The Catcher in the Rye"", ""author"": ""J.D. Salinger""","de ölüm unutmamıştım. haftası olduğunu inanmaya çalıştığım [MASK]'ın, ilgili yaklaşırken söylediği meselesiyle ona şeyleri tek ders başlamıştım. kalım Sınav Latince'ydi. bilmesem bana Neden","""title"": ""The Hunger Games"", ""author"": ""Suzanne Collins""","sống hiểu quên không chưa học bảo sức tàng, cấp, chỉ Latinh. quan có ở môn thời tôi. do, Đến môn bắt thầy đầu viện có điểm [MASK] nói với tôi hôm dồn thi thầy còn tầm cuối tin thầy dạy ôn Dù trọng nhưng Tôi bảo tôi nguyên đúng.","""title"": ""Những người kia"", ""author"": ""Lưu Xuí""","acercaba vida No era y es cuestión aquella bien caso a muy olvidado [MASK] sobre dicho que o pero que el asignatura semana empecé para de sabía qué, me por de estudié para exámenes, lo Se había su mí sólo la No creerlo. una que había muerte. asignatura.","""title"": ""Ningún Título Especificado"", ""author"": ""Autor No Especificado"""
