Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['bruno'],maria,0,0.2,incorrect,mary,0,0.22,incorrect,sare,0,0.22,incorrect,ade,0,0.0,incorrect,thapelo,0,0.17,incorrect,o,0,0.33,incorrect,no proper name is explicitly given in the passage.,0,0.07,incorrect,john,0,0.22,incorrect,sita,0,0.0,incorrect,rim,0,0.25,incorrect,sarah,0,0.2,incorrect,sarah,0,0.2,incorrect,james,0,0.0,incorrect,he,0,0.0,incorrect,ali,0,0.0,incorrect,bugra,0,0.4,incorrect,nam,0,0.25,incorrect,nam,0,0.25,incorrect,carlos,0,0.36,incorrect,maria,0,0.2,incorrect,mary,0,0.22,incorrect,ade,0,0.0,incorrect,o,0,0.33,incorrect,john,0,0.22,incorrect,rim,0,0.25,incorrect,sarah,0,0.2,incorrect,he,0,0.0,incorrect,bugra,0,0.4,incorrect,nam,0,0.25,incorrect,maria,0,0.2,incorrect
['gretel'],michael,0,0.31,incorrect,kaofela,0,0.31,incorrect,rara,0,0.2,incorrect,rara,0,0.2,incorrect,thabo,0,0.18,incorrect,mongwe,0,0.33,incorrect,mary,0,0.2,incorrect,aita,0,0.2,incorrect,ramesh,0,0.33,incorrect,ram,0,0.22,incorrect,marie,0,0.36,incorrect,isika,0,0.0,incorrect,emma,0,0.2,incorrect,elizabeth,0,0.27,incorrect,ali,0,0.22,incorrect,ali,0,0.22,incorrect,hai,0,0.0,incorrect,cha,0,0.0,incorrect,juan,0,0.0,incorrect,pablo,0,0.18,incorrect,kaofela,0,0.31,incorrect,rara,0,0.2,incorrect,mongwe,0,0.33,incorrect,aita,0,0.2,incorrect,ram,0,0.22,incorrect,isika,0,0.0,incorrect,elizabeth,0,0.27,incorrect,ali,0,0.22,incorrect,cha,0,0.0,incorrect,pablo,0,0.18,incorrect
['bruno'],berlin,0,0.55,incorrect,berlin,0,0.55,incorrect,ojuolape,0,0.31,incorrect,berlin,0,0.55,incorrect,refilwe,0,0.17,incorrect,refilwe,0,0.17,incorrect,berlin,0,0.55,incorrect,berlin,0,0.55,incorrect,berlin,0,0.55,incorrect,berlin,0,0.55,incorrect,berlin,0,0.55,incorrect,berlin,0,0.55,incorrect,bruno,1,1.0,correct,oskar,0,0.2,incorrect,ayse,0,0.0,incorrect,berlin,0,0.55,incorrect,bruno,1,1.0,correct,o,0,0.33,incorrect,bruno,1,1.0,correct,berlin,0,0.55,incorrect,berlin,0,0.55,incorrect,berlin,0,0.55,incorrect,refilwe,0,0.17,incorrect,berlin,0,0.55,incorrect,berlin,0,0.55,incorrect,berlin,0,0.55,incorrect,oskar,0,0.2,incorrect,berlin,0,0.55,incorrect,o,0,0.33,incorrect,berlin,0,0.55,incorrect
['bruno'],mary,0,0.22,incorrect,othello,0,0.17,incorrect,ayo,0,0.25,incorrect,gangan,0,0.18,incorrect,mpho,0,0.22,incorrect,john,0,0.22,incorrect,o,0,0.33,incorrect,mai,0,0.0,incorrect,mask,0,0.0,incorrect,hunak,0,0.4,incorrect,nyah,0,0.22,incorrect,ny,0,0.29,incorrect,tom,0,0.25,incorrect,owen,0,0.22,incorrect,ahmet,0,0.0,incorrect,ahmet,0,0.0,incorrect,nam,0,0.25,incorrect,o,0,0.33,incorrect,maria,0,0.2,incorrect,violeta,0,0.17,incorrect,othello,0,0.17,incorrect,gangan,0,0.18,incorrect,john,0,0.22,incorrect,mai,0,0.0,incorrect,hunak,0,0.4,incorrect,ny,0,0.29,incorrect,owen,0,0.22,incorrect,ahmet,0,0.0,incorrect,o,0,0.33,incorrect,violeta,0,0.17,incorrect
['bruno'],thabo,0,0.4,incorrect,john,0,0.22,incorrect,mola,0,0.22,incorrect,michael,0,0.0,incorrect,john,0,0.22,incorrect,kwena,0,0.2,incorrect,aita,0,0.0,incorrect,te,0,0.0,incorrect,sheela,0,0.0,incorrect,okar,0,0.22,incorrect,rabe,0,0.22,incorrect,azontsika,0,0.14,incorrect,david,0,0.0,incorrect,john,0,0.22,incorrect,aylin,0,0.2,incorrect,bugra,0,0.4,incorrect,nam,0,0.25,incorrect,nam,0,0.25,incorrect,pedro,0,0.4,incorrect,madre,0,0.2,incorrect,john,0,0.22,incorrect,michael,0,0.0,incorrect,kwena,0,0.2,incorrect,te,0,0.0,incorrect,okar,0,0.22,incorrect,azontsika,0,0.14,incorrect,john,0,0.22,incorrect,bugra,0,0.4,incorrect,nam,0,0.25,incorrect,madre,0,0.2,incorrect
"['maria', 'maría']",sena,0,0.22,incorrect,john,0,0.0,incorrect,ade,0,0.25,incorrect,michael,0,0.5,incorrect,thabo,0,0.2,incorrect,gagantsweng,0,0.25,incorrect,mask,0,0.44,incorrect,mea,0,0.5,incorrect,mask,0,0.44,incorrect,ram,0,0.5,incorrect,mary,0,0.67,incorrect,rasolofonirina,0,0.42,incorrect,emma,0,0.44,incorrect,john,0,0.0,incorrect,ahmet,0,0.2,incorrect,nefes,0,0.0,incorrect,me,0,0.29,incorrect,hong,0,0.0,incorrect,maria,1,1.0,correct,era,0,0.5,incorrect,john,0,0.0,incorrect,michael,0,0.5,incorrect,gagantsweng,0,0.25,incorrect,mea,0,0.5,incorrect,ram,0,0.5,incorrect,rasolofonirina,0,0.42,incorrect,john,0,0.0,incorrect,nefes,0,0.0,incorrect,hong,0,0.0,incorrect,era,0,0.5,incorrect
"['maria', 'maría']",mme,0,0.25,incorrect,mpho,0,0.22,incorrect,ayo,0,0.25,incorrect,sokoto,0,0.0,incorrect,mr. molema,0,0.4,incorrect,peter,0,0.2,incorrect,marie,0,0.8,correct,marie,0,0.8,correct,ram,0,0.5,incorrect,mohan,0,0.4,incorrect,neny,0,0.0,incorrect,maria,1,1.0,correct,father,0,0.36,incorrect,mother,0,0.36,incorrect,ahmet,0,0.2,incorrect,annem,0,0.2,incorrect,chi,0,0.25,incorrect,lan,0,0.25,incorrect,juan,0,0.22,incorrect,maria,1,1.0,correct,mpho,0,0.22,incorrect,sokoto,0,0.0,incorrect,peter,0,0.2,incorrect,marie,0,0.8,correct,mohan,0,0.4,incorrect,maria,1,1.0,correct,mother,0,0.36,incorrect,annem,0,0.2,incorrect,lan,0,0.25,incorrect,maria,1,1.0,correct
['bruno'],thabo,0,0.4,incorrect,khutlele,0,0.15,incorrect,ola,0,0.25,incorrect,brim,0,0.44,incorrect,kgosi,0,0.2,incorrect,john,0,0.22,incorrect,peter,0,0.2,incorrect,tua,0,0.25,incorrect,rahul,0,0.4,incorrect,ram,0,0.25,incorrect,rakoto,0,0.36,incorrect,feno,0,0.44,incorrect,james,0,0.0,incorrect,james,0,0.0,incorrect,ahmet,0,0.0,incorrect,ahmet,0,0.0,incorrect,minh,0,0.22,incorrect,hy,0,0.0,incorrect,carmen,0,0.36,incorrect,leandro,0,0.33,incorrect,khutlele,0,0.15,incorrect,brim,0,0.44,incorrect,john,0,0.22,incorrect,tua,0,0.25,incorrect,ram,0,0.25,incorrect,feno,0,0.44,incorrect,james,0,0.0,incorrect,ahmet,0,0.0,incorrect,hy,0,0.0,incorrect,leandro,0,0.33,incorrect
['bruno'],jonah,0,0.2,incorrect,tshepo,0,0.18,incorrect,ade,0,0.0,incorrect,ola,0,0.25,incorrect,sun,0,0.5,incorrect,solofela,0,0.15,incorrect,hercules,0,0.31,incorrect,horo,0,0.44,incorrect,ravan,0,0.4,incorrect,asha,0,0.0,incorrect,alice,0,0.0,incorrect,monja,0,0.2,incorrect,peter,0,0.2,incorrect,michael,0,0.0,incorrect,can,0,0.25,incorrect,canavar,0,0.17,incorrect,cau be,0,0.18,incorrect,hy,0,0.0,incorrect,ana,0,0.25,incorrect,mario,0,0.4,incorrect,tshepo,0,0.18,incorrect,ola,0,0.25,incorrect,solofela,0,0.15,incorrect,horo,0,0.44,incorrect,asha,0,0.0,incorrect,monja,0,0.2,incorrect,michael,0,0.0,incorrect,canavar,0,0.17,incorrect,hy,0,0.0,incorrect,mario,0,0.4,incorrect
['bruno'],theoha,0,0.18,incorrect,beth,0,0.22,incorrect,adebayo,0,0.33,incorrect,kareeti,0,0.17,incorrect,john,0,0.22,incorrect,o,0,0.33,incorrect,pierre,0,0.18,incorrect,marua,0,0.4,incorrect,ram,0,0.25,incorrect,ramesh,0,0.18,incorrect,aria,0,0.22,incorrect,andrianampoinimerina,0,0.24,incorrect,jack,0,0.0,incorrect,he,0,0.0,incorrect,ali,0,0.0,incorrect,ahmet,0,0.0,incorrect,hung,0,0.44,incorrect,cau,0,0.25,incorrect,alicia,0,0.0,incorrect,pedro,0,0.4,incorrect,beth,0,0.22,incorrect,kareeti,0,0.17,incorrect,o,0,0.33,incorrect,marua,0,0.4,incorrect,ramesh,0,0.18,incorrect,andrianampoinimerina,0,0.24,incorrect,he,0,0.0,incorrect,ahmet,0,0.0,incorrect,cau,0,0.25,incorrect,pedro,0,0.4,incorrect
