Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['montag'],phoenix,0,0.31,incorrect,hula,0,0.2,incorrect,salamander,0,0.25,incorrect,phoenix,0,0.31,incorrect,mary,0,0.4,incorrect,mosetsana,0,0.53,incorrect,phoenix,0,0.31,incorrect,phoenix,0,0.31,incorrect,salamander,0,0.25,incorrect,phoenix,0,0.31,incorrect,salamander,0,0.25,incorrect,samantha,0,0.57,incorrect,montag,1,1.0,correct,harry,0,0.18,incorrect,ali,0,0.22,incorrect,anka,0,0.4,incorrect,nang,0,0.6,incorrect,phuong,0,0.5,incorrect,ahmet,0,0.36,incorrect,anka,0,0.4,incorrect,hula,0,0.2,incorrect,phoenix,0,0.31,incorrect,mosetsana,0,0.53,incorrect,phoenix,0,0.31,incorrect,phoenix,0,0.31,incorrect,samantha,0,0.57,incorrect,harry,0,0.18,incorrect,anka,0,0.4,incorrect,phuong,0,0.5,incorrect,anka,0,0.4,incorrect
['montag'],lesli,0,0.0,incorrect,lesli,0,0.0,incorrect,orun,0,0.4,incorrect,bi,0,0.0,incorrect,moonstones,0,0.5,incorrect,moonstones,0,0.5,incorrect,noa,0,0.44,incorrect,none,0,0.4,incorrect,moon,0,0.6,incorrect,linon,0,0.36,incorrect,samson,0,0.5,incorrect,nosokafany,0,0.25,incorrect,montag,1,1.0,correct,jet-bombs,0,0.13,incorrect,ahmet,0,0.36,incorrect,aytas,0,0.36,incorrect,trai dat,0,0.29,incorrect,anh,0,0.22,incorrect,mehmet,0,0.33,incorrect,ayse,0,0.2,incorrect,lesli,0,0.0,incorrect,bi,0,0.0,incorrect,moonstones,0,0.5,incorrect,none,0,0.4,incorrect,linon,0,0.36,incorrect,nosokafany,0,0.25,incorrect,jet-bombs,0,0.13,incorrect,aytas,0,0.36,incorrect,anh,0,0.22,incorrect,ayse,0,0.2,incorrect
['montag'],thabo,0,0.36,incorrect,mahlo,0,0.36,incorrect,ade,0,0.22,incorrect,oju,0,0.22,incorrect,john,0,0.4,incorrect,bonolo,0,0.33,incorrect,pierre,0,0.0,incorrect,maria,0,0.36,incorrect,ram,0,0.22,incorrect,rajesh,0,0.17,incorrect,jean,0,0.2,incorrect,mary,0,0.4,incorrect,john,0,0.4,incorrect,her,0,0.0,incorrect,ahmet,0,0.36,incorrect,nazikce,0,0.31,incorrect,anh,0,0.22,incorrect,anh,0,0.22,incorrect,ahmet,0,0.36,incorrect,nazikce,0,0.31,incorrect,mahlo,0,0.36,incorrect,oju,0,0.22,incorrect,bonolo,0,0.33,incorrect,maria,0,0.36,incorrect,rajesh,0,0.17,incorrect,mary,0,0.4,incorrect,her,0,0.0,incorrect,nazikce,0,0.31,incorrect,anh,0,0.22,incorrect,nazikce,0,0.31,incorrect
['montag'],sheba,0,0.18,incorrect,bekeng,0,0.33,incorrect,michael,0,0.31,incorrect,mo,0,0.5,incorrect,joseph,0,0.17,incorrect,oka,0,0.44,incorrect,john,0,0.4,incorrect,fatata,0,0.33,incorrect,ramesh,0,0.17,incorrect,arjun,0,0.18,incorrect,mary,0,0.4,incorrect,ny,0,0.25,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect,ahmet,0,0.36,incorrect,ben,0,0.22,incorrect,huy,0,0.0,incorrect,ong thang,0,0.67,incorrect,ahmet,0,0.36,incorrect,ona,0,0.67,incorrect,bekeng,0,0.33,incorrect,mo,0,0.5,incorrect,oka,0,0.44,incorrect,fatata,0,0.33,incorrect,arjun,0,0.18,incorrect,ny,0,0.25,incorrect,john,0,0.4,incorrect,ben,0,0.22,incorrect,ong thang,0,0.67,incorrect,ona,0,0.67,incorrect
['mildred'],che,0,0.2,incorrect,mabitso,0,0.29,incorrect,rara,0,0.18,incorrect,rara,0,0.18,incorrect,mathata,0,0.14,incorrect,john,0,0.0,incorrect,hemingway,0,0.25,incorrect,ua,0,0.0,incorrect,fahrenheit,0,0.24,incorrect,vikram,0,0.31,incorrect,montag,0,0.15,incorrect,tsia,0,0.18,incorrect,montag,0,0.15,incorrect,montag,0,0.15,incorrect,montag,0,0.15,incorrect,adlari,0,0.31,incorrect,montag,0,0.15,incorrect,ten,0,0.2,incorrect,montag,0,0.15,incorrect,haydar,0,0.31,incorrect,mabitso,0,0.29,incorrect,rara,0,0.18,incorrect,john,0,0.0,incorrect,ua,0,0.0,incorrect,vikram,0,0.31,incorrect,tsia,0,0.18,incorrect,montag,0,0.15,incorrect,adlari,0,0.31,incorrect,ten,0,0.2,incorrect,haydar,0,0.31,incorrect
"['faber', 'faber—']",mary,0,0.44,incorrect,mpho,0,0.0,incorrect,sola,0,0.22,incorrect,sade,0,0.44,incorrect,john,0,0.0,incorrect,tiro,0,0.22,incorrect,jesus,0,0.2,incorrect,john,0,0.0,incorrect,rahul,0,0.2,incorrect,ram,0,0.25,incorrect,john,0,0.0,incorrect,toy,0,0.0,incorrect,montag,0,0.18,incorrect,montag,0,0.18,incorrect,montag,0,0.18,incorrect,ahmet,0,0.4,incorrect,linh,0,0.0,incorrect,y,0,0.0,incorrect,montag,0,0.18,incorrect,ahmet,0,0.4,incorrect,mpho,0,0.0,incorrect,sade,0,0.44,incorrect,tiro,0,0.22,incorrect,john,0,0.0,incorrect,ram,0,0.25,incorrect,toy,0,0.0,incorrect,montag,0,0.18,incorrect,ahmet,0,0.4,incorrect,y,0,0.0,incorrect,ahmet,0,0.4,incorrect
['montag'],seliba,0,0.17,incorrect,seliba,0,0.17,incorrect,janitorial,0,0.38,incorrect,ta,0,0.5,incorrect,cecile jany,0,0.12,incorrect,cecile,0,0.0,incorrect,pa'uma,0,0.33,incorrect,hey,0,0.0,incorrect,arun,0,0.2,incorrect,ravi,0,0.2,incorrect,john,0,0.4,incorrect,janitor,0,0.31,incorrect,montag,1,1.0,correct,janitorial,0,0.38,incorrect,ahmet,0,0.36,incorrect,kimde,0,0.18,incorrect,anh,0,0.22,incorrect,ai,0,0.25,incorrect,hey,0,0.0,incorrect,polis,0,0.18,incorrect,seliba,0,0.17,incorrect,ta,0,0.5,incorrect,cecile,0,0.0,incorrect,hey,0,0.0,incorrect,ravi,0,0.2,incorrect,janitor,0,0.31,incorrect,janitorial,0,0.38,incorrect,kimde,0,0.18,incorrect,ai,0,0.25,incorrect,polis,0,0.18,incorrect
['montag'],mary,0,0.4,incorrect,john,0,0.4,incorrect,michael,0,0.31,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect,anyone,0,0.33,incorrect,tevahine,0,0.29,incorrect,tane,0,0.4,incorrect,kiho,0,0.2,incorrect,anushthan,0,0.4,incorrect,sarah,0,0.18,incorrect,marina,0,0.5,incorrect,charles,0,0.15,incorrect,sheila,0,0.17,incorrect,ahmet,0,0.36,incorrect,adam,0,0.2,incorrect,nguyet,0,0.33,incorrect,ba,0,0.25,incorrect,fakat,0,0.18,incorrect,bu,0,0.0,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect,anyone,0,0.33,incorrect,tane,0,0.4,incorrect,anushthan,0,0.4,incorrect,marina,0,0.5,incorrect,sheila,0,0.17,incorrect,adam,0,0.2,incorrect,ba,0,0.25,incorrect,bu,0,0.0,incorrect
['montag'],lee min ho,0,0.25,incorrect,lee,0,0.0,incorrect,innocent,0,0.43,incorrect,innocent,0,0.43,incorrect,tiiso,0,0.18,incorrect,look,0,0.2,incorrect,aita,0,0.4,incorrect,hiro,0,0.2,incorrect,unknown,0,0.31,incorrect,vivek,0,0.0,incorrect,rasoa,0,0.36,incorrect,ny,0,0.25,incorrect,montag,1,1.0,correct,innocent,0,0.43,incorrect,masum,0,0.36,incorrect,masum,0,0.36,incorrect,montag,1,1.0,correct,thuy,0,0.2,incorrect,ali,0,0.22,incorrect,masumum,0,0.31,incorrect,lee,0,0.0,incorrect,innocent,0,0.43,incorrect,look,0,0.2,incorrect,hiro,0,0.2,incorrect,vivek,0,0.0,incorrect,ny,0,0.25,incorrect,innocent,0,0.43,incorrect,masum,0,0.36,incorrect,thuy,0,0.2,incorrect,masumum,0,0.31,incorrect
['montag'],moses,0,0.36,incorrect,babel,0,0.18,incorrect,moses,0,0.36,incorrect,babel,0,0.18,incorrect,go,0,0.25,incorrect,babel,0,0.18,incorrect,moses,0,0.36,incorrect,babela,0,0.17,incorrect,babel,0,0.18,incorrect,babylon,0,0.31,incorrect,jesus,0,0.0,incorrect,babel,0,0.18,incorrect,beatty,0,0.17,incorrect,babel,0,0.18,incorrect,aziz,0,0.2,incorrect,babil,0,0.18,incorrect,minh,0,0.4,incorrect,luong,0,0.55,incorrect,jorge,0,0.36,incorrect,babil,0,0.18,incorrect,babel,0,0.18,incorrect,babel,0,0.18,incorrect,babel,0,0.18,incorrect,babela,0,0.17,incorrect,babylon,0,0.31,incorrect,babel,0,0.18,incorrect,babel,0,0.18,incorrect,babil,0,0.18,incorrect,luong,0,0.55,incorrect,babil,0,0.18,incorrect
