Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['watson'],santa claus,0,0.35,incorrect,jesus,0,0.18,incorrect,abraham,0,0.15,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,tahiti,0,0.33,incorrect,tahiti,0,0.33,incorrect,lord shiva,0,0.12,incorrect,lord shiva,0,0.12,incorrect,efia,0,0.2,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,tahiti,0,0.33,incorrect,lord shiva,0,0.12,incorrect,jesus,0,0.18,incorrect,sherlock,0,0.29,incorrect,austen,0,0.5,incorrect,sen,0,0.44,incorrect,hekimlik,0,0.0,incorrect,thay,0,0.2,incorrect,hung,0,0.2,incorrect,jesus,0,0.18,incorrect,newton,0,0.67,incorrect,austen,0,0.5,incorrect,hekimlik,0,0.0,incorrect,hung,0,0.2,incorrect,newton,0,0.67,incorrect
['holmes'],steam,0,0.18,incorrect,jesus,0,0.36,incorrect,olodumare,0,0.53,incorrect,orunmila,0,0.29,incorrect,referee,0,0.15,incorrect,whistle,0,0.46,incorrect,egypt,0,0.18,incorrect,egypt,0,0.18,incorrect,conductor,0,0.13,incorrect,rickshaw,0,0.14,incorrect,andriamanitra,0,0.11,incorrect,andriamanitra,0,0.11,incorrect,jesus,0,0.36,incorrect,orunmila,0,0.29,incorrect,whistle,0,0.46,incorrect,egypt,0,0.18,incorrect,rickshaw,0,0.14,incorrect,andriamanitra,0,0.11,incorrect,coachman,0,0.29,incorrect,postilion,0,0.27,incorrect,polis,0,0.55,incorrect,araba,0,0.0,incorrect,nguoi,0,0.18,incorrect,truong,0,0.17,incorrect,el cochero,0,0.25,incorrect,don quijote,0,0.24,incorrect,postilion,0,0.27,incorrect,araba,0,0.0,incorrect,truong,0,0.17,incorrect,don quijote,0,0.24,incorrect
['watson'],god,0,0.22,incorrect,guinea,0,0.17,incorrect,sherlock holmes,0,0.19,incorrect,shakespeare,0,0.24,incorrect,god,0,0.22,incorrect,england,0,0.31,incorrect,london,0,0.33,incorrect,tahiti,0,0.33,incorrect,ramayana,0,0.29,incorrect,maithili,0,0.29,incorrect,london,0,0.33,incorrect,dimampolo,0,0.27,incorrect,guinea,0,0.17,incorrect,shakespeare,0,0.24,incorrect,england,0,0.31,incorrect,tahiti,0,0.33,incorrect,maithili,0,0.29,incorrect,dimampolo,0,0.27,incorrect,watson,1,1.0,correct,phelps,0,0.17,incorrect,arkadas,0,0.31,incorrect,taylor,0,0.33,incorrect,ong,0,0.44,incorrect,guinea,0,0.17,incorrect,sherlock,0,0.29,incorrect,brougham,0,0.14,incorrect,phelps,0,0.17,incorrect,taylor,0,0.33,incorrect,guinea,0,0.17,incorrect,brougham,0,0.14,incorrect
"['the count von kramm', 'kram', 'conde von kramm', 'the', 'kramm', 'count', 'kont', 'kont von kramm', 'von', 'conde']",shakespeare,0,0.29,incorrect,shakespeare,0,0.29,incorrect,shakespeare,0,0.29,incorrect,raphael,0,0.4,incorrect,god,0,0.5,incorrect,god,0,0.5,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,francis,0,0.36,incorrect,shakespeare,0,0.29,incorrect,frantsia,0,0.33,incorrect,andriandahy,0,0.31,incorrect,shakespeare,0,0.29,incorrect,raphael,0,0.4,incorrect,god,0,0.5,incorrect,jesus,0,0.25,incorrect,shakespeare,0,0.29,incorrect,andriandahy,0,0.31,incorrect,rosenberg,0,0.43,incorrect,rhapsody,0,0.33,incorrect,rudolf,0,0.22,incorrect,efendim,0,0.33,incorrect,goethe,0,0.67,incorrect,socrates,0,0.36,incorrect,senor,0,0.33,incorrect,senor,0,0.33,incorrect,rhapsody,0,0.33,incorrect,efendim,0,0.33,incorrect,socrates,0,0.36,incorrect,senor,0,0.33,incorrect
['holmes'],jesus,0,0.36,incorrect,jesus,0,0.36,incorrect,god,0,0.22,incorrect,jesus,0,0.36,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,tahiti,0,0.17,incorrect,jesus,0,0.36,incorrect,god,0,0.22,incorrect,ram,0,0.22,incorrect,god,0,0.22,incorrect,jesus,0,0.36,incorrect,jesus,0,0.36,incorrect,jesus,0,0.36,incorrect,god,0,0.22,incorrect,jesus,0,0.36,incorrect,ram,0,0.22,incorrect,jesus,0,0.36,incorrect,sherlock holmes,0,0.57,incorrect,lord,0,0.2,incorrect,adam,0,0.2,incorrect,tanri,0,0.0,incorrect,ong,0,0.22,incorrect,duc,0,0.0,incorrect,sherlock holmes,0,0.57,incorrect,juan,0,0.0,incorrect,lord,0,0.2,incorrect,tanri,0,0.0,incorrect,duc,0,0.0,incorrect,juan,0,0.0,incorrect
['holmes'],morena,0,0.33,incorrect,england,0,0.15,incorrect,queen,0,0.18,incorrect,victoria,0,0.14,incorrect,god,0,0.22,incorrect,google,0,0.5,incorrect,te vaha,0,0.15,incorrect,e lonedona,0,0.25,incorrect,mhaamhim,0,0.29,incorrect,london,0,0.17,incorrect,david,0,0.0,incorrect,salomona,0,0.29,incorrect,england,0,0.15,incorrect,victoria,0,0.14,incorrect,google,0,0.5,incorrect,e lonedona,0,0.25,incorrect,london,0,0.17,incorrect,salomona,0,0.29,incorrect,holmes,1,1.0,correct,king,0,0.0,incorrect,bay smith,0,0.13,incorrect,kral,0,0.2,incorrect,nguoi dan ong,0,0.11,incorrect,nguyen du,0,0.13,incorrect,sherlock holmes,0,0.57,incorrect,inglaterra,0,0.25,incorrect,king,0,0.0,incorrect,kral,0,0.2,incorrect,nguyen du,0,0.13,incorrect,inglaterra,0,0.25,incorrect
"['adle', 'adler', 'bayan', 'bayan adler']",jane austen,0,0.45,incorrect,wikipedia,0,0.15,incorrect,reese,0,0.22,incorrect,shakespeare,0,0.38,incorrect,bahes,0,0.44,incorrect,god,0,0.29,incorrect,tahiti,0,0.2,incorrect,tahiti,0,0.2,incorrect,martin,0,0.36,incorrect,albert einstein,0,0.4,incorrect,marple,0,0.6,incorrect,madagascar,0,0.4,incorrect,wikipedia,0,0.15,incorrect,shakespeare,0,0.38,incorrect,god,0,0.29,incorrect,tahiti,0,0.2,incorrect,albert einstein,0,0.4,incorrect,madagascar,0,0.4,incorrect,sherlock,0,0.31,incorrect,dickens,0,0.36,incorrect,black beauty,0,0.35,incorrect,cehov,0,0.22,incorrect,nguoi phu nu,0,0.17,incorrect,ha noi,0,0.36,incorrect,emily,0,0.22,incorrect,shakespeare,0,0.38,incorrect,dickens,0,0.36,incorrect,cehov,0,0.22,incorrect,ha noi,0,0.36,incorrect,shakespeare,0,0.38,incorrect
['watson'],monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,india,0,0.18,incorrect,monica,0,0.33,incorrect,nigeria,0,0.15,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,india,0,0.18,incorrect,nigeria,0,0.15,incorrect,watson,1,1.0,correct,monica,0,0.33,incorrect,ben,0,0.22,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,sherlock holmes,0,0.19,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect
"['norton', 'godfrey', 'godfrey norton']",god,0,0.6,incorrect,jesus,0,0.17,incorrect,jesus,0,0.17,incorrect,oduduwa,0,0.29,incorrect,jesus,0,0.17,incorrect,jesus,0,0.17,incorrect,jesus,0,0.17,incorrect,tahiti,0,0.17,incorrect,god,0,0.6,incorrect,jesus christ,0,0.31,incorrect,salomona,0,0.43,incorrect,salomona,0,0.43,incorrect,jesus,0,0.17,incorrect,oduduwa,0,0.29,incorrect,jesus,0,0.17,incorrect,tahiti,0,0.17,incorrect,jesus christ,0,0.31,incorrect,salomona,0,0.43,incorrect,sherlock holmes,0,0.21,incorrect,god,0,0.6,incorrect,papaz,0,0.0,incorrect,isa,0,0.0,incorrect,nguoi xa ich,0,0.23,incorrect,nguyen du,0,0.27,incorrect,el clerigo,0,0.33,incorrect,jesucristo,0,0.38,incorrect,god,0,0.6,incorrect,isa,0,0.0,incorrect,nguyen du,0,0.27,incorrect,jesucristo,0,0.38,incorrect
['holmes'],edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,london,0,0.17,incorrect,london,0,0.17,incorrect,london,0,0.17,incorrect,edgeware,0,0.14,incorrect,jesus,0,0.36,incorrect,edgeware,0,0.14,incorrect,agatha christie,0,0.19,incorrect,agatha christie,0,0.19,incorrect,london,0,0.17,incorrect,ali,0,0.22,incorrect,edgeware,0,0.14,incorrect,london,0,0.17,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,agatha christie,0,0.19,incorrect,ali,0,0.22,incorrect,sherlock holmes,0,0.57,incorrect,edgeware,0,0.14,incorrect,dostum,0,0.33,incorrect,edgeware,0,0.14,incorrect,sherlock holmes,0,0.57,incorrect,edgeware,0,0.14,incorrect,edgar allan poe,0,0.19,incorrect,regent,0,0.17,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,regent,0,0.17,incorrect
