Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['mum'],her mum,0,0.6,incorrect,mum,1,1.0,correct,mum,1,1.0,correct
['eden'],your sister,0,0.13,incorrect,hawaii,0,0.0,incorrect,hawaii,0,0.0,incorrect
"['gopal', 'gopal das', 'das']",four winds shaman school,0,0.3,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect
"['gopal', 'gopal das', 'das']",jason,0,0.5,incorrect,gaia,0,0.46,incorrect,gaia,0,0.46,incorrect
['thomas'],doctor,0,0.33,incorrect,ekg,0,0.0,incorrect,ekg,0,0.0,incorrect
['arabella'],augusta,0,0.27,incorrect,augusta,0,0.27,incorrect,augusta,0,0.27,incorrect
['thomas'],the owner,0,0.4,incorrect,england,0,0.15,incorrect,england,0,0.15,incorrect
['arabella'],queen elizabeth,0,0.26,incorrect,english,0,0.27,incorrect,english,0,0.27,incorrect
['eden'],emily,0,0.22,incorrect,she,0,0.29,incorrect,she,0,0.29,incorrect
['eden'],god,0,0.29,incorrect,god,0,0.29,incorrect,god,0,0.29,incorrect
['arabella'],beatrice,0,0.38,incorrect,beatrice,0,0.38,incorrect,beatrice,0,0.38,incorrect
['arabella'],whistledown,0,0.11,incorrect,lady,0,0.33,incorrect,lady,0,0.33,incorrect
['arabella'],she,0,0.18,incorrect,father,0,0.29,incorrect,father,0,0.29,incorrect
['arabella'],the countess,0,0.1,incorrect,isabella,0,0.75,correct,isabella,0,0.75,correct
"['thomas tong', 'thomas', 'tong']",watson,0,0.6,incorrect,dr. pepper,0,0.1,incorrect,dr. pepper,0,0.1,incorrect
['eden'],she,0,0.29,incorrect,orpheus,0,0.18,incorrect,orpheus,0,0.18,incorrect
['eden'],she,0,0.29,incorrect,lizzie,0,0.2,incorrect,lizzie,0,0.2,incorrect
['eden'],sarah,0,0.0,incorrect,god,0,0.29,incorrect,god,0,0.29,incorrect
['eden'],she,0,0.29,incorrect,jeans,0,0.44,incorrect,jeans,0,0.44,incorrect
['rufus'],eden,0,0.0,incorrect,wolseley,0,0.15,incorrect,wolseley,0,0.15,incorrect
['rufus'],the tour guide,0,0.21,incorrect,hawaii,0,0.0,incorrect,hawaii,0,0.0,incorrect
['rufus'],someone,0,0.17,incorrect,hawaii,0,0.0,incorrect,hawaii,0,0.0,incorrect
['rufus'],he,0,0.0,incorrect,hawaii,0,0.0,incorrect,hawaii,0,0.0,incorrect
['arabella'],rufus,0,0.15,incorrect,rufus,0,0.15,incorrect,rufus,0,0.15,incorrect
['bea'],someone,0,0.2,incorrect,marie,0,0.25,incorrect,marie,0,0.25,incorrect
['eden'],she,0,0.29,incorrect,cinnamon,0,0.17,incorrect,cinnamon,0,0.17,incorrect
['eden'],emily,0,0.22,incorrect,emily,0,0.22,incorrect,emily,0,0.22,incorrect
['rufus'],jennifer,0,0.15,incorrect,weekend,0,0.0,incorrect,weekend,0,0.0,incorrect
['eden'],madison,0,0.36,incorrect,eve,0,0.57,incorrect,eve,0,0.57,incorrect
['rufus'],luis,0,0.44,incorrect,puerto rico,0,0.12,incorrect,puerto rico,0,0.12,incorrect
['bea'],victorian,0,0.17,incorrect,augusta,0,0.2,incorrect,augusta,0,0.2,incorrect
['bea'],carrie,0,0.22,incorrect,met,0,0.33,incorrect,met,0,0.33,incorrect
['arabella'],augusta,0,0.27,incorrect,mango,0,0.15,incorrect,mango,0,0.15,incorrect
['eden'],lady arabella,0,0.24,incorrect,countess,0,0.17,incorrect,countess,0,0.17,incorrect
['rufus'],the groom,0,0.14,incorrect,einstein,0,0.15,incorrect,einstein,0,0.15,incorrect
['eden'],she,0,0.29,incorrect,hawaii,0,0.0,incorrect,hawaii,0,0.0,incorrect
['freddy'],god,0,0.22,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect
['rufus'],freddy,0,0.18,incorrect,freddy,0,0.18,incorrect,freddy,0,0.18,incorrect
['farman'],karlen,0,0.5,incorrect,balboa,0,0.33,incorrect,balboa,0,0.33,incorrect
['solène'],colette,0,0.62,incorrect,madame,0,0.17,incorrect,madame,0,0.17,incorrect
['laurel'],the captain,0,0.12,incorrect,alaska,0,0.33,incorrect,alaska,0,0.33,incorrect
['rufus'],the captain,0,0.0,incorrect,orca,0,0.22,incorrect,orca,0,0.22,incorrect
['solène'],alexandria ocasio-cortez,0,0.27,incorrect,trump,0,0.0,incorrect,trump,0,0.0,incorrect
['eden'],she,0,0.29,incorrect,ahab,0,0.0,incorrect,ahab,0,0.0,incorrect
['tong'],smith,0,0.22,incorrect,cross,0,0.22,incorrect,cross,0,0.22,incorrect
['thomas'],hiro,0,0.4,incorrect,spam,0,0.2,incorrect,spam,0,0.2,incorrect
['thomas'],john,0,0.2,incorrect,spongebob,0,0.13,incorrect,spongebob,0,0.13,incorrect
['arabella'],anyone,0,0.29,incorrect,heaven,0,0.29,incorrect,heaven,0,0.29,incorrect
['thomas'],harry,0,0.36,incorrect,chicken,0,0.15,incorrect,chicken,0,0.15,incorrect
['max'],norway,0,0.22,incorrect,norway,0,0.22,incorrect,norway,0,0.22,incorrect
['kamehameha'],kamehameha,1,1.0,correct,kamehameha,1,1.0,correct,kamehameha,1,1.0,correct
['thomas'],he,0,0.25,incorrect,stonehenge,0,0.25,incorrect,stonehenge,0,0.25,incorrect
"['rene', 'tan', 'rene tan']",trump,0,0.25,incorrect,jesus,0,0.22,incorrect,jesus,0,0.22,incorrect
['eden'],she,0,0.29,incorrect,lacoste,0,0.18,incorrect,lacoste,0,0.18,incorrect
['thomas'],he,0,0.25,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect
['thomas'],chow,0,0.4,incorrect,hong kong,0,0.27,incorrect,hong kong,0,0.27,incorrect
['eden'],gatsby,0,0.0,incorrect,god,0,0.29,incorrect,god,0,0.29,incorrect
['eden'],bea,0,0.29,incorrect,bea,0,0.29,incorrect,bea,0,0.29,incorrect
['thomas'],the captain,0,0.35,incorrect,sea,0,0.22,incorrect,sea,0,0.22,incorrect
['arabella'],alice,0,0.31,incorrect,diamonds,0,0.12,incorrect,diamonds,0,0.12,incorrect
['eden'],she,0,0.29,incorrect,emily,0,0.22,incorrect,emily,0,0.22,incorrect
['eden'],someone,0,0.36,incorrect,swedish,0,0.36,incorrect,swedish,0,0.36,incorrect
['eden'],she,0,0.29,incorrect,truffle,0,0.18,incorrect,truffle,0,0.18,incorrect
['rufus'],mauna kea,0,0.14,incorrect,mauna kea,0,0.14,incorrect,mauna kea,0,0.14,incorrect
['arabella'],grandma,0,0.4,incorrect,their,0,0.15,incorrect,their,0,0.15,incorrect
['eden'],rufus,0,0.0,incorrect,hawaii,0,0.0,incorrect,hawaii,0,0.0,incorrect
['eden'],emily,0,0.22,incorrect,eve,0,0.57,incorrect,eve,0,0.57,incorrect
['rufus'],he,0,0.0,incorrect,moon,0,0.0,incorrect,moon,0,0.0,incorrect
['eden'],emily,0,0.22,incorrect,beach,0,0.22,incorrect,beach,0,0.22,incorrect
['rufus'],"the speaker's name is not explicitly mentioned, but based on the context, a possible proper name could be a character's name, however since no character is mentioned, a guess could be a name like ""amelia"" but it seems more likely the speaker is the owner of the stash, so a more reasonable guess would be the author of the text or a fictional character, one of the most famous collectors of airline memorabilia is a person named ""nolan"", but without more context",0,0.02,incorrect,qantas,0,0.18,incorrect,qantas,0,0.18,incorrect
['freddy'],frodo,0,0.55,incorrect,pandora,0,0.15,incorrect,pandora,0,0.15,incorrect
['rufus'],galileo,0,0.0,incorrect,maiden,0,0.0,incorrect,maiden,0,0.0,incorrect
['freddy'],eden,0,0.4,incorrect,amalfi,0,0.17,incorrect,amalfi,0,0.17,incorrect
['rufus'],ranger,0,0.18,incorrect,smoky,0,0.2,incorrect,smoky,0,0.2,incorrect
['arabella'],elizabeth,0,0.35,incorrect,prince,0,0.29,incorrect,prince,0,0.29,incorrect
"['courcy', 'de', 'solène de courcy', 'solène']",emily,0,0.29,incorrect,emily,0,0.29,incorrect,emily,0,0.29,incorrect
['rufus'],he,0,0.0,incorrect,alice,0,0.0,incorrect,alice,0,0.0,incorrect
['rufus'],she,0,0.25,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['rufus'],jack,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['rufus'],eve,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['rufus'],daddy,0,0.0,incorrect,mummy,0,0.2,incorrect,mummy,0,0.2,incorrect
['rufus'],he,0,0.0,incorrect,nicholas,0,0.15,incorrect,nicholas,0,0.15,incorrect
"['soane', 'john', 'john soane']",soane,1,1.0,correct,soane,1,1.0,correct,soane,1,1.0,correct
['rufus'],you,0,0.25,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['rufus'],you,0,0.25,incorrect,marx,0,0.22,incorrect,marx,0,0.22,incorrect
"['mary', 'gao', 'mary gao']",she,0,0.0,incorrect,hand,0,0.29,incorrect,hand,0,0.29,incorrect
['john'],ferb,0,0.0,incorrect,phineas,0,0.36,incorrect,phineas,0,0.36,incorrect
['john'],he,0,0.33,incorrect,god,0,0.29,incorrect,god,0,0.29,incorrect
['martha'],griffith,0,0.43,incorrect,diocesan,0,0.14,incorrect,diocesan,0,0.14,incorrect
['martha'],elizabeth,0,0.4,incorrect,cinderella,0,0.25,incorrect,cinderella,0,0.25,incorrect
['martha'],md,0,0.25,incorrect,mark rothko,0,0.59,incorrect,mark rothko,0,0.59,incorrect
['martha'],steve jobs,0,0.12,incorrect,einstein,0,0.14,incorrect,einstein,0,0.14,incorrect
['gresham'],british,0,0.43,incorrect,marriage,0,0.27,incorrect,marriage,0,0.27,incorrect
