Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['john', 'dashwood', 'mr john dashwood', 'john daswood', 'daswood', 'mr', 'john dashwood']",jesus,0,0.24,incorrect,jesus,0,0.24,incorrect,odin,0,0.5,incorrect,god,0,0.4,incorrect,jesus,0,0.24,incorrect,god,0,0.4,incorrect,god,0,0.4,incorrect,tahiti,0,0.29,incorrect,ram,0,0.4,incorrect,god,0,0.4,incorrect,charles darwin,0,0.38,incorrect,adama,0,0.33,incorrect,jesus,0,0.24,incorrect,god,0,0.4,incorrect,god,0,0.4,incorrect,tahiti,0,0.29,incorrect,god,0,0.4,incorrect,adama,0,0.33,incorrect,he,0,0.33,incorrect,mr darcy,0,0.42,incorrect,oglu,0,0.25,incorrect,babasi,0,0.31,incorrect,anh,0,0.36,incorrect,nguyen du,0,0.29,incorrect,hijo,0,0.5,incorrect,jesus,0,0.24,incorrect,mr darcy,0,0.42,incorrect,babasi,0,0.31,incorrect,nguyen du,0,0.29,incorrect,jesus,0,0.24,incorrect
"['john', 'dashwood', 'john daswood', 'mrs john dashwood', 'daswood', 'john dashwood', 'mrs']",socrates,0,0.36,incorrect,jesus,0,0.25,incorrect,shakespeare,0,0.29,incorrect,odin,0,0.5,incorrect,adam,0,0.36,incorrect,god,0,0.4,incorrect,adam,0,0.36,incorrect,adam,0,0.36,incorrect,es,0,0.4,incorrect,shakespeare,0,0.29,incorrect,paul,0,0.18,incorrect,adam,0,0.36,incorrect,jesus,0,0.25,incorrect,odin,0,0.5,incorrect,god,0,0.4,incorrect,adam,0,0.36,incorrect,shakespeare,0,0.29,incorrect,adam,0,0.36,incorrect,st john,0,0.73,correct,mr. darcy,0,0.38,incorrect,karisi,0,0.44,incorrect,erkek,0,0.25,incorrect,nguoi vo,0,0.3,incorrect,tran hung dao,0,0.53,incorrect,darcy,0,0.33,incorrect,don quijote,0,0.35,incorrect,mr. darcy,0,0.38,incorrect,erkek,0,0.25,incorrect,tran hung dao,0,0.53,incorrect,don quijote,0,0.35,incorrect
"['harry', 'henry']",newton,0,0.36,incorrect,google,0,0.18,incorrect,olodumare,0,0.29,incorrect,olodumare,0,0.29,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,tahiti,0,0.18,incorrect,tahiti,0,0.18,incorrect,god,0,0.0,incorrect,rashikesh,0,0.29,incorrect,andriamahazo,0,0.24,incorrect,andriamahilani,0,0.21,incorrect,google,0,0.18,incorrect,olodumare,0,0.29,incorrect,god,0,0.0,incorrect,tahiti,0,0.18,incorrect,rashikesh,0,0.29,incorrect,andriamahilani,0,0.21,incorrect,he,0,0.57,incorrect,america,0,0.33,incorrect,o,0,0.0,incorrect,allah,0,0.2,incorrect,nguoi do,0,0.15,incorrect,tran hung dao,0,0.22,incorrect,ella,0,0.22,incorrect,jose,0,0.22,incorrect,america,0,0.33,incorrect,allah,0,0.2,incorrect,tran hung dao,0,0.22,incorrect,jose,0,0.22,incorrect
"['dashwood', 'norland', 'señora dashwood', 'señora', 'daswood', 'mrs', 'mrs dashwood norland']",charlotte bronte,0,0.28,incorrect,norland,1,1.0,correct,northland,0,0.88,correct,northland,0,0.88,correct,shakespeare,0,0.35,incorrect,norway,0,0.67,incorrect,thor,0,0.4,incorrect,norway,0,0.67,incorrect,emily,0,0.25,incorrect,norway,0,0.67,incorrect,emily,0,0.25,incorrect,norway,0,0.67,incorrect,norland,1,1.0,correct,northland,0,0.88,correct,norway,0,0.67,incorrect,norway,0,0.67,incorrect,norway,0,0.67,incorrect,norway,0,0.67,incorrect,mrs. dashwood,0,0.76,correct,elinor,0,0.67,incorrect,matilda,0,0.3,incorrect,norland,1,1.0,correct,jane eyre,0,0.27,incorrect,jane eyre,0,0.27,incorrect,familia,0,0.29,incorrect,norland,1,1.0,correct,elinor,0,0.67,incorrect,norland,1,1.0,correct,jane eyre,0,0.27,incorrect,norland,1,1.0,correct
"['elinor', 'elinor—']",socrates,0,0.29,incorrect,jesus,0,0.18,incorrect,plato,0,0.36,incorrect,olodumare,0,0.4,incorrect,van gogh,0,0.29,incorrect,god,0,0.22,incorrect,jesus,0,0.18,incorrect,tahiti,0,0.17,incorrect,william hogarth,0,0.38,incorrect,leonardo da vinci,0,0.26,incorrect,voltaire,0,0.43,incorrect,andriamanitra,0,0.32,incorrect,jesus,0,0.18,incorrect,olodumare,0,0.4,incorrect,god,0,0.22,incorrect,tahiti,0,0.17,incorrect,leonardo da vinci,0,0.26,incorrect,andriamanitra,0,0.32,incorrect,elizabeth,0,0.4,incorrect,michelangelo,0,0.44,incorrect,bay x,0,0.0,incorrect,picasso,0,0.31,incorrect,chi,0,0.22,incorrect,nguyen dinh chieu,0,0.26,incorrect,elizabeth bennet,0,0.36,incorrect,leonardo da vinci,0,0.26,incorrect,michelangelo,0,0.44,incorrect,picasso,0,0.31,incorrect,nguyen dinh chieu,0,0.26,incorrect,leonardo da vinci,0,0.26,incorrect
['elinor'],jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,god,0,0.22,incorrect,olodumare,0,0.4,incorrect,jesus,0,0.18,incorrect,god,0,0.22,incorrect,tahiti,0,0.17,incorrect,tahiti,0,0.17,incorrect,ram,0,0.22,incorrect,lord krishna,0,0.33,incorrect,god,0,0.22,incorrect,andriamanitra,0,0.32,incorrect,jesus,0,0.18,incorrect,olodumare,0,0.4,incorrect,god,0,0.22,incorrect,tahiti,0,0.17,incorrect,lord krishna,0,0.33,incorrect,andriamanitra,0,0.32,incorrect,elizabeth,0,0.4,incorrect,he,0,0.25,incorrect,galatasaray,0,0.24,incorrect,edemezdin,0,0.4,incorrect,chi,0,0.22,incorrect,the,0,0.22,incorrect,alicia,0,0.33,incorrect,ella,0,0.4,incorrect,he,0,0.25,incorrect,edemezdin,0,0.4,incorrect,the,0,0.22,incorrect,ella,0,0.4,incorrect
['edward'],jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,olodumare,0,0.4,incorrect,olodumare,0,0.4,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,jesus,0,0.18,incorrect,tahiti,0,0.17,incorrect,shakespeare,0,0.35,incorrect,shakespeare,0,0.35,incorrect,andriamanitra,0,0.32,incorrect,andriamanitra,0,0.32,incorrect,jesus,0,0.18,incorrect,olodumare,0,0.4,incorrect,god,0,0.22,incorrect,tahiti,0,0.17,incorrect,shakespeare,0,0.35,incorrect,andriamanitra,0,0.32,incorrect,he,0,0.25,incorrect,austen,0,0.17,incorrect,bayem,0,0.18,incorrect,tanri,0,0.36,incorrect,anh,0,0.22,incorrect,chi,0,0.0,incorrect,el,0,0.25,incorrect,miguel de cervantes,0,0.24,incorrect,austen,0,0.17,incorrect,tanri,0,0.36,incorrect,chi,0,0.0,incorrect,miguel de cervantes,0,0.24,incorrect
"['albay', 'albay brandon', 'brandon']",sanders,0,0.43,incorrect,jesus,0,0.0,incorrect,sanders,0,0.43,incorrect,yoruba,0,0.36,incorrect,botswana,0,0.4,incorrect,jesus,0,0.0,incorrect,sanders,0,0.43,incorrect,tahiti,0,0.18,incorrect,john,0,0.36,incorrect,ram,0,0.4,incorrect,salomona,0,0.46,incorrect,salome,0,0.36,incorrect,jesus,0,0.0,incorrect,yoruba,0,0.36,incorrect,jesus,0,0.0,incorrect,tahiti,0,0.18,incorrect,ram,0,0.4,incorrect,salome,0,0.36,incorrect,brandon,1,1.0,correct,colonel,0,0.3,incorrect,annecigim,0,0.38,incorrect,bes,0,0.25,incorrect,dai ta,0,0.36,incorrect,dai me,0,0.21,incorrect,aureliano,0,0.5,incorrect,jose,0,0.18,incorrect,colonel,0,0.3,incorrect,bes,0,0.25,incorrect,dai me,0,0.21,incorrect,jose,0,0.18,incorrect
"['marianne', 'marianne—']",dr. watts,0,0.24,incorrect,flannel,0,0.53,incorrect,dr. barker,0,0.33,incorrect,sciatica,0,0.38,incorrect,god,0,0.0,incorrect,shakespeare,0,0.32,incorrect,tahiti,0,0.29,incorrect,tahiti,0,0.29,incorrect,dr. smith,0,0.24,incorrect,arthritis,0,0.35,incorrect,hipokrato,0,0.24,incorrect,andriamanitra,0,0.48,incorrect,flannel,0,0.53,incorrect,sciatica,0,0.38,incorrect,shakespeare,0,0.32,incorrect,tahiti,0,0.29,incorrect,arthritis,0,0.35,incorrect,andriamanitra,0,0.48,incorrect,mr. woodhouse,0,0.29,incorrect,lord,0,0.17,incorrect,galatasaray,0,0.32,incorrect,romatizma,0,0.47,incorrect,nguyen tuan,0,0.21,incorrect,phong,0,0.15,incorrect,maria,0,0.77,correct,rheumatismo,0,0.32,incorrect,lord,0,0.17,incorrect,romatizma,0,0.47,incorrect,phong,0,0.15,incorrect,rheumatismo,0,0.32,incorrect
['marianne'],doctor,0,0.14,incorrect,jesus,0,0.15,incorrect,odin,0,0.33,incorrect,abraham,0,0.4,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,tahiti,0,0.29,incorrect,rose,0,0.33,incorrect,doctor,0,0.14,incorrect,god,0,0.0,incorrect,andriamanitra,0,0.48,incorrect,jesus,0,0.15,incorrect,abraham,0,0.4,incorrect,god,0,0.0,incorrect,tahiti,0,0.29,incorrect,doctor,0,0.14,incorrect,andriamanitra,0,0.48,incorrect,emma,0,0.33,incorrect,darcy,0,0.31,incorrect,seni,0,0.17,incorrect,seytan,0,0.29,incorrect,nguyen,0,0.29,incorrect,thuong,0,0.14,incorrect,amelia,0,0.43,incorrect,jesus,0,0.15,incorrect,darcy,0,0.31,incorrect,seytan,0,0.29,incorrect,thuong,0,0.14,incorrect,jesus,0,0.15,incorrect
