Title,en_results_title_match,en_results_author_match,en_results_both_match,es_results_title_match,es_results_author_match,es_results_both_match,tr_results_title_match,tr_results_author_match,tr_results_both_match,vi_results_title_match,vi_results_author_match,vi_results_both_match
Adventures_of_Sherlock_Holmes,3.0,4.0,0.0,0.0,3.0,0.0,1.0,7.000000000000001,0.0,0.0,7.000000000000001,0.0
The_Boy_in_the_Striped_Pyjamas,28.999999999999996,28.999999999999996,28.999999999999996,7.000000000000001,7.000000000000001,7.000000000000001,8.0,8.0,8.0,15.0,15.0,15.0
Alice_in_Wonderland,100.0,100.0,100.0,45.65217391304348,47.82608695652174,45.65217391304348,86.95652173913044,95.65217391304348,86.95652173913044,82.6086956521739,93.47826086956522,82.6086956521739
Frankenstein,70.58823529411765,70.58823529411765,70.58823529411765,52.94117647058824,54.90196078431373,52.94117647058824,37.254901960784316,37.254901960784316,37.254901960784316,39.21568627450981,43.13725490196079,39.21568627450981
Dracula,68.88888888888889,68.88888888888889,68.88888888888889,61.111111111111114,61.111111111111114,61.111111111111114,48.888888888888886,48.888888888888886,48.888888888888886,44.44444444444444,40.0,40.0
Dune,46.0,46.0,46.0,24.0,24.0,24.0,18.0,22.0,18.0,24.0,24.0,24.0
Percy_Jackson_The_Lightning_Thief,48.45360824742268,59.79381443298969,48.45360824742268,7.216494845360824,41.23711340206185,7.216494845360824,29.896907216494846,41.23711340206185,29.896907216494846,14.432989690721648,37.11340206185567,14.432989690721648
Pride_and_Prejudice,99.0,100.0,99.0,92.0,94.0,92.0,84.0,85.0,84.0,59.0,64.0,59.0
Harry_Potter_and_the_Deathly_Hallows,21.0,99.0,21.0,3.0,95.0,3.0,18.0,91.0,18.0,25.0,92.0,25.0
Adventures_of_Huckleberry_Finn,85.0,96.0,85.0,19.0,32.0,19.0,4.0,16.0,4.0,6.0,28.999999999999996,6.0
Of_Mice_and_Men,89.58333333333334,91.66666666666666,89.58333333333334,50.0,52.083333333333336,50.0,43.75,43.75,43.75,31.25,43.75,31.25
Sense_and_sensibility,79.0,97.0,79.0,67.0,84.0,67.0,53.0,66.0,53.0,36.0,43.0,35.0
A_Tale_of_Two_Cities,97.0,98.0,97.0,63.0,65.0,63.0,86.0,86.0,86.0,60.0,62.0,60.0
The_Picture_of_Dorian_Gray,82.1917808219178,83.56164383561644,82.1917808219178,9.58904109589041,49.31506849315068,9.58904109589041,31.506849315068493,67.12328767123287,31.506849315068493,41.0958904109589,42.465753424657535,41.0958904109589
The_Handmaid_s_Tale,44.0,53.0,44.0,8.0,15.0,8.0,6.0,10.0,6.0,14.000000000000002,23.0,14.000000000000002
The_Great_Gatsby,90.74074074074075,90.74074074074075,90.74074074074075,55.55555555555556,55.55555555555556,55.55555555555556,37.03703703703704,53.70370370370371,37.03703703703704,57.407407407407405,57.407407407407405,57.407407407407405
A_thousand_splendid_suns,6.382978723404255,82.97872340425532,6.382978723404255,4.25531914893617,46.808510638297875,4.25531914893617,0.0,6.382978723404255,0.0,4.25531914893617,80.85106382978722,4.25531914893617
1984,86.66666666666667,93.33333333333333,86.66666666666667,66.66666666666666,83.33333333333334,66.66666666666666,78.33333333333333,78.33333333333333,78.33333333333333,38.333333333333336,61.66666666666667,38.333333333333336
