Title,en_results_title_match,en_results_author_match,en_results_both_match,es_results_title_match,es_results_author_match,es_results_both_match,tr_results_title_match,tr_results_author_match,tr_results_both_match,vi_results_title_match,vi_results_author_match,vi_results_both_match
Sense_and_sensibility,89.0,98.0,89.0,84.0,97.0,84.0,1.0,93.0,1.0,10.0,79.0,10.0
The_Boy_in_the_Striped_Pyjamas,51.0,57.99999999999999,51.0,23.0,26.0,23.0,42.0,56.99999999999999,42.0,44.0,64.0,44.0
The_Picture_of_Dorian_Gray,87.67123287671232,87.67123287671232,87.67123287671232,87.67123287671232,87.67123287671232,87.67123287671232,80.82191780821918,82.1917808219178,80.82191780821918,68.4931506849315,75.34246575342466,68.4931506849315
Percy_Jackson_The_Lightning_Thief,58.76288659793815,71.1340206185567,58.76288659793815,7.216494845360824,56.70103092783505,7.216494845360824,8.24742268041237,50.51546391752577,8.24742268041237,0.0,48.45360824742268,0.0
Adventures_of_Huckleberry_Finn,67.0,98.0,67.0,44.0,85.0,44.0,18.0,71.0,18.0,34.0,59.0,34.0
Dracula,95.55555555555556,95.55555555555556,95.55555555555556,93.33333333333333,93.33333333333333,93.33333333333333,87.77777777777777,91.11111111111111,87.77777777777777,74.44444444444444,75.55555555555556,74.44444444444444
A_Tale_of_Two_Cities,99.0,100.0,99.0,76.0,78.0,76.0,17.0,95.0,17.0,83.0,93.0,83.0
Of_Mice_and_Men,100.0,100.0,100.0,87.5,89.58333333333334,87.5,22.916666666666664,68.75,22.916666666666664,64.58333333333334,64.58333333333334,64.58333333333334
Alice_in_Wonderland,100.0,100.0,100.0,100.0,100.0,100.0,97.82608695652173,97.82608695652173,97.82608695652173,0.0,100.0,0.0
Frankenstein,98.0392156862745,98.0392156862745,98.0392156862745,98.0392156862745,98.0392156862745,98.0392156862745,90.19607843137256,90.19607843137256,90.19607843137256,86.27450980392157,86.27450980392157,86.27450980392157
Harry_Potter_and_the_Deathly_Hallows,36.0,99.0,36.0,3.0,95.0,3.0,15.0,95.0,15.0,8.0,95.0,8.0
1984,93.33333333333333,93.33333333333333,93.33333333333333,95.0,95.0,95.0,96.66666666666667,96.66666666666667,96.66666666666667,85.0,86.66666666666667,85.0
The_Handmaid_s_Tale,80.0,82.0,80.0,48.0,51.0,48.0,33.0,37.0,33.0,26.0,27.0,26.0
Adventures_of_Sherlock_Holmes,7.000000000000001,66.0,7.000000000000001,13.0,8.0,4.0,7.000000000000001,77.0,7.000000000000001,6.0,28.999999999999996,4.0
Dune,87.0,87.0,87.0,84.0,84.0,84.0,73.0,76.0,73.0,74.0,74.0,74.0
The_Great_Gatsby,96.29629629629629,98.14814814814815,96.29629629629629,83.33333333333334,83.33333333333334,83.33333333333334,33.33333333333333,77.77777777777779,33.33333333333333,55.55555555555556,87.03703703703704,55.55555555555556
Pride_and_Prejudice,98.0,99.0,98.0,93.0,95.0,93.0,13.0,95.0,13.0,63.0,87.0,63.0
A_thousand_splendid_suns,72.3404255319149,78.72340425531915,72.3404255319149,25.53191489361702,40.42553191489361,25.53191489361702,6.382978723404255,2.127659574468085,2.127659574468085,17.02127659574468,80.85106382978722,17.02127659574468
