Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['mauricio lorry', 'mauricio', 'mr jarvis lorry', 'mr', 'jarvis', 'lorr', 'jarvis lorry', 'jarvis lorr', 'lorry']",tellson,0,0.36,incorrect,mo hester,0,0.36,incorrect,amanda,0,0.29,incorrect,hester,0,0.25,incorrect,tellson,0,0.36,incorrect,tellson,0,0.36,incorrect,martha,0,0.5,incorrect,tom,0,0.4,incorrect,bankin'i tellson,0,0.4,incorrect,maniry,0,0.5,incorrect,o,0,0.4,incorrect,mo hester,0,0.36,incorrect,hester,0,0.25,incorrect,tellson,0,0.36,incorrect,tom,0,0.4,incorrect,maniry,0,0.5,incorrect,tleman,0,0.29,incorrect,bank,0,0.2,incorrect,cakir,0,0.38,incorrect,tellson,0,0.36,incorrect,ngan hang tellson,0,0.31,incorrect,ngan,0,0.2,incorrect,ita,0,0.22,incorrect,deseo,0,0.25,incorrect,bank,0,0.2,incorrect,tellson,0,0.36,incorrect,ngan,0,0.2,incorrect,deseo,0,0.25,incorrect
"['mr', 'mr lorry', 'lorry']",dover,0,0.4,incorrect,dover,0,0.4,incorrect,hester,0,0.25,incorrect,motse,0,0.31,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect,motse,0,0.31,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect,chung ta,0,0.12,incorrect,dover,0,0.4,incorrect,maskito,0,0.27,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect
"['manette', 'miss', 'miss manette']",hester,0,0.46,incorrect,hester,0,0.46,incorrect,mother,0,0.46,incorrect,o,0,0.0,incorrect,matou,0,0.5,incorrect,hester,0,0.46,incorrect,mr. singh,0,0.31,incorrect,miss,1,1.0,correct,marina,0,0.46,incorrect,hifandray,0,0.29,incorrect,miss,1,1.0,correct,hester,0,0.46,incorrect,o,0,0.0,incorrect,hester,0,0.46,incorrect,miss,1,1.0,correct,hifandray,0,0.29,incorrect,customer,0,0.3,incorrect,miss,1,1.0,correct,berkin,0,0.22,incorrect,hanim,0,0.33,incorrect,tieu thu,0,0.3,incorrect,trong,0,0.17,incorrect,senorita [mask],0,0.3,incorrect,senorita,0,0.3,incorrect,miss,1,1.0,correct,hanim,0,0.33,incorrect,trong,0,0.17,incorrect,senorita,0,0.3,incorrect
"['mr', 'mr lorry', 'lorry']",hester,0,0.25,incorrect,hester,0,0.25,incorrect,mme,0,0.4,incorrect,hester,0,0.25,incorrect,hester,0,0.25,incorrect,hester,0,0.25,incorrect,tristram,0,0.31,incorrect,anya,0,0.22,incorrect,hery,0,0.44,incorrect,jereo,0,0.31,incorrect,bona,0,0.22,incorrect,hester,0,0.25,incorrect,hester,0,0.25,incorrect,hester,0,0.25,incorrect,anya,0,0.22,incorrect,jereo,0,0.31,incorrect,someone,0,0.27,incorrect,telman,0,0.25,incorrect,sessizce,0,0.0,incorrect,kizin,0,0.0,incorrect,cha,0,0.0,incorrect,co,0,0.29,incorrect,mask,0,0.33,incorrect,conoce,0,0.18,incorrect,telman,0,0.25,incorrect,kizin,0,0.0,incorrect,co,0,0.29,incorrect,conoce,0,0.18,incorrect
"['mr', 'mr lorry', 'lorry']",hester,0,0.25,incorrect,se tutu,0,0.13,incorrect,he,0,0.0,incorrect,a,0,0.0,incorrect,hester,0,0.25,incorrect,teita,0,0.0,incorrect,rohinton,0,0.25,incorrect,banquo,0,0.18,incorrect,hery,0,0.44,incorrect,moa,0,0.4,incorrect,na,0,0.0,incorrect,se tutu,0,0.13,incorrect,a,0,0.0,incorrect,teita,0,0.0,incorrect,banquo,0,0.18,incorrect,moa,0,0.4,incorrect,banker,0,0.25,incorrect,banker,0,0.25,incorrect,bankacilikcu,0,0.12,incorrect,haline,0,0.18,incorrect,nguoi,0,0.2,incorrect,co,0,0.29,incorrect,bruto,0,0.31,incorrect,banquero,0,0.25,incorrect,banker,0,0.25,incorrect,haline,0,0.18,incorrect,co,0,0.29,incorrect,banquero,0,0.25,incorrect
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",hester,0,0.5,incorrect,hester,0,0.5,incorrect,mosotho,0,0.31,incorrect,hester,0,0.5,incorrect,obama,0,0.4,incorrect,faa'a,0,0.4,incorrect,countess,0,0.18,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,izany,0,0.2,incorrect,sena,0,0.8,correct,hester,0,0.5,incorrect,hester,0,0.5,incorrect,faa'a,0,0.4,incorrect,hester,0,0.5,incorrect,izany,0,0.2,incorrect,his wife,0,0.36,incorrect,hester,0,0.5,incorrect,kadin,0,0.4,incorrect,kurt,0,0.2,incorrect,vo,0,0.25,incorrect,nhat,0,0.4,incorrect,maria,0,0.6,incorrect,mariana,0,0.5,incorrect,hester,0,0.5,incorrect,kurt,0,0.2,incorrect,nhat,0,0.4,incorrect,mariana,0,0.5,incorrect
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",christina,0,0.4,incorrect,hester,0,0.5,incorrect,sekeresete,0,0.42,incorrect,sekeresete,0,0.42,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,isaac,0,0.4,incorrect,khansamah,0,0.43,incorrect,nikohaka,0,0.43,incorrect,nikohaka,0,0.43,incorrect,bokreste,0,0.36,incorrect,hester,0,0.5,incorrect,sekeresete,0,0.42,incorrect,hester,0,0.5,incorrect,khansamah,0,0.43,incorrect,nikohaka,0,0.43,incorrect,mrs.ge lei e mu,0,0.34,incorrect,christian,0,0.27,incorrect,kurdani,0,0.33,incorrect,kurdan,0,0.36,incorrect,nghe,0,0.36,incorrect,mai,0,0.5,incorrect,persona,0,0.46,incorrect,otro,0,0.4,incorrect,christian,0,0.27,incorrect,kurdan,0,0.36,incorrect,mai,0,0.5,incorrect,otro,0,0.4,incorrect
"['monsieur defarge', 'monsieur', 'defarge', 'mösyö defarge', 'mösyö']",hester,0,0.43,incorrect,ojurere,0,0.52,incorrect,mary,0,0.44,incorrect,matlho,0,0.36,incorrect,hester,0,0.43,incorrect,ua,0,0.22,incorrect,shylock,0,0.5,incorrect,shalini,0,0.27,incorrect,madagascar,0,0.35,incorrect,nandinika,0,0.25,incorrect,mahlo,0,0.4,incorrect,ojurere,0,0.52,incorrect,matlho,0,0.36,incorrect,ua,0,0.22,incorrect,shalini,0,0.27,incorrect,nandinika,0,0.25,incorrect,the elderly gentleman,0,0.38,incorrect,gentleman,0,0.25,incorrect,karisinin,0,0.25,incorrect,adamlar,0,0.43,incorrect,anh,0,0.2,incorrect,quan ba,0,0.26,incorrect,tabernero,0,0.38,incorrect,mujer,0,0.46,incorrect,gentleman,0,0.25,incorrect,adamlar,0,0.43,incorrect,quan ba,0,0.26,incorrect,mujer,0,0.46,incorrect
['defarge'],long,0,0.18,incorrect,longkill,0,0.13,incorrect,a kgonega,0,0.38,incorrect,fela,0,0.36,incorrect,ester,0,0.33,incorrect,diabolo,0,0.29,incorrect,shakespeare,0,0.44,incorrect,satan,0,0.17,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,long,0,0.18,incorrect,longkill,0,0.13,incorrect,fela,0,0.36,incorrect,diabolo,0,0.29,incorrect,satan,0,0.17,incorrect,hester,0,0.31,incorrect,mask,0,0.18,incorrect,devil,0,0.33,incorrect,seyyid,0,0.15,incorrect,neyse,0,0.33,incorrect,cain,0,0.18,incorrect,dongvenience,0,0.32,incorrect,maskell,0,0.29,incorrect,demonio,0,0.29,incorrect,devil,0,0.33,incorrect,neyse,0,0.33,incorrect,dongvenience,0,0.32,incorrect,demonio,0,0.29,incorrect
"['mr', 'mr lorry', 'lorry']",hester,0,0.25,incorrect,jinle,0,0.2,incorrect,mmotlana,0,0.25,incorrect,hester,0,0.25,incorrect,hester,0,0.25,incorrect,tera,0,0.33,incorrect,shyam,0,0.29,incorrect,ashok,0,0.2,incorrect,latsa,0,0.2,incorrect,singapore,0,0.29,incorrect,puisano,0,0.17,incorrect,jinle,0,0.2,incorrect,hester,0,0.25,incorrect,tera,0,0.33,incorrect,ashok,0,0.2,incorrect,singapore,0,0.29,incorrect,mask,0,0.33,incorrect,him,0,0.4,incorrect,boylesi,0,0.33,incorrect,birkenhead,0,0.17,incorrect,hai nguoi,0,0.24,incorrect,co gai,0,0.18,incorrect,adulto,0,0.36,incorrect,nina,0,0.0,incorrect,him,0,0.4,incorrect,birkenhead,0,0.17,incorrect,co gai,0,0.18,incorrect,nina,0,0.0,incorrect
