Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['caroline', 'beaufort', 'caroline beaufort']",morali,0,0.43,incorrect,empa,0,0.33,incorrect,hester,0,0.29,incorrect,sugbon,0,0.29,incorrect,morwadie,0,0.38,incorrect,morwadie,0,0.38,incorrect,hester,0,0.29,incorrect,hester,0,0.29,incorrect,helen,0,0.31,incorrect,hare krishna,0,0.4,incorrect,nanatrika,0,0.35,incorrect,saingy,0,0.43,incorrect,empa,0,0.33,incorrect,sugbon,0,0.29,incorrect,morwadie,0,0.38,incorrect,hester,0,0.29,incorrect,hare krishna,0,0.4,incorrect,saingy,0,0.43,incorrect,she,0,0.18,incorrect,his,0,0.18,incorrect,zeynep,0,0.29,incorrect,birgit,0,0.43,incorrect,con gai ong,0,0.43,incorrect,duong,0,0.31,incorrect,su hija,0,0.17,incorrect,su,0,0.2,incorrect,his,0,0.18,incorrect,birgit,0,0.43,incorrect,duong,0,0.31,incorrect,su,0,0.2,incorrect
['elizabeth'],monate,0,0.27,incorrect,ke,0,0.18,incorrect,hester,0,0.27,incorrect,ingolstadt,0,0.32,incorrect,johanna,0,0.12,incorrect,ke,0,0.18,incorrect,haust,0,0.29,incorrect,hinaaro,0,0.25,incorrect,mother,0,0.27,incorrect,hester,0,0.27,incorrect,ingolstadt,0,0.32,incorrect,angeh,0,0.43,incorrect,ke,0,0.18,incorrect,ingolstadt,0,0.32,incorrect,ke,0,0.18,incorrect,hinaaro,0,0.25,incorrect,hester,0,0.27,incorrect,angeh,0,0.43,incorrect,margaret,0,0.35,incorrect,ingolstadt,0,0.32,incorrect,elisabeth,0,0.89,correct,ingolstadt,0,0.32,incorrect,maria,0,0.29,incorrect,ingolstadt,0,0.32,incorrect,abraham,0,0.38,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect
"['señor krempe', 'hoạ', 'hủy', 'thần hủy hoạ', 'señor', 'krempe', 'm', 'thần']",hester,0,0.55,incorrect,otlhalo,0,0.55,incorrect,abigail,0,0.21,incorrect,hester,0,0.55,incorrect,hester,0,0.55,incorrect,ga,0,0.4,incorrect,hannah,0,0.6,incorrect,aue,0,0.33,incorrect,garuda,0,0.33,incorrect,mamma,0,0.33,incorrect,ratsy,0,0.25,incorrect,nijery,0,0.36,incorrect,otlhalo,0,0.55,incorrect,hester,0,0.55,incorrect,ga,0,0.4,incorrect,aue,0,0.33,incorrect,mamma,0,0.33,incorrect,nijery,0,0.36,incorrect,frankenstein,0,0.35,incorrect,mummy,0,0.5,incorrect,mumya,0,0.5,incorrect,mummy,0,0.5,incorrect,frankenstein,0,0.35,incorrect,han,0,0.86,correct,lucifer,0,0.33,incorrect,momia,0,0.5,incorrect,mummy,0,0.5,incorrect,mummy,0,0.5,incorrect,han,0,0.86,correct,momia,0,0.5,incorrect
"['waldman', 'm', 'profesör waldman', 'profesör']",morato,0,0.31,incorrect,ha,0,0.22,incorrect,hester,0,0.43,incorrect,nipa,0,0.2,incorrect,mme leser,0,0.35,incorrect,hester,0,0.43,incorrect,hester,0,0.43,incorrect,faaea,0,0.33,incorrect,friend,0,0.29,incorrect,maheshwari,0,0.33,incorrect,hester,0,0.43,incorrect,saingy,0,0.31,incorrect,ha,0,0.22,incorrect,nipa,0,0.2,incorrect,hester,0,0.43,incorrect,faaea,0,0.33,incorrect,maheshwari,0,0.33,incorrect,saingy,0,0.31,incorrect,dear one,0,0.4,incorrect,byron,0,0.31,incorrect,sevgili,0,0.17,incorrect,sana,0,0.36,incorrect,frankenstein,0,0.3,incorrect,frankenstein,0,0.3,incorrect,querido,0,0.27,incorrect,estas,0,0.31,incorrect,byron,0,0.31,incorrect,sana,0,0.36,incorrect,frankenstein,0,0.3,incorrect,estas,0,0.31,incorrect
"['krempe', 'señor krempe', 'señor', 'm']",hester,0,0.55,incorrect,rehoboth,0,0.31,incorrect,hester,0,0.55,incorrect,hester,0,0.55,incorrect,hoseng,0,0.55,incorrect,ke,0,0.5,incorrect,hester,0,0.55,incorrect,aita,0,0.0,incorrect,shyam,0,0.33,incorrect,basanta,0,0.33,incorrect,hester,0,0.55,incorrect,saingy,0,0.36,incorrect,rehoboth,0,0.31,incorrect,hester,0,0.55,incorrect,ke,0,0.5,incorrect,aita,0,0.0,incorrect,basanta,0,0.33,incorrect,saingy,0,0.36,incorrect,i,0,0.0,incorrect,servant,0,0.5,incorrect,huseyin,0,0.5,incorrect,ask,0,0.27,incorrect,anh,0,0.25,incorrect,anh,0,0.25,incorrect,mi,0,0.67,incorrect,nombre,0,0.55,incorrect,servant,0,0.5,incorrect,ask,0,0.27,incorrect,anh,0,0.25,incorrect,nombre,0,0.55,incorrect
['dante'],hester,0,0.36,incorrect,qalong,0,0.36,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,mafoko,0,0.18,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,asimov,0,0.18,incorrect,hester,0,0.36,incorrect,eritreeritro,0,0.24,incorrect,mary,0,0.22,incorrect,qalong,0,0.36,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,mary,0,0.22,incorrect,my friend,0,0.14,incorrect,monster,0,0.5,incorrect,hayat,0,0.4,incorrect,hayal,0,0.2,incorrect,you,0,0.0,incorrect,hanh,0,0.44,incorrect,mi amigo,0,0.15,incorrect,hester,0,0.36,incorrect,monster,0,0.5,incorrect,hayal,0,0.2,incorrect,hanh,0,0.44,incorrect,hester,0,0.36,incorrect
"['clerval', 'frankenstein']",mary,0,0.18,incorrect,mary,0,0.18,incorrect,hester,0,0.44,incorrect,hester,0,0.44,incorrect,mask,0,0.25,incorrect,hester,0,0.44,incorrect,mask,0,0.25,incorrect,nahea,0,0.33,incorrect,prithvi,0,0.32,incorrect,prisoner,0,0.3,incorrect,hester,0,0.44,incorrect,tsapako,0,0.21,incorrect,mary,0,0.18,incorrect,hester,0,0.44,incorrect,hester,0,0.44,incorrect,nahea,0,0.33,incorrect,prisoner,0,0.3,incorrect,tsapako,0,0.21,incorrect,dearest,0,0.42,incorrect,dearest,0,0.42,incorrect,mask,0,0.25,incorrect,hester,0,0.44,incorrect,ban,0,0.27,incorrect,tha,0,0.2,incorrect,tu,0,0.14,incorrect,mariano,0,0.32,incorrect,dearest,0,0.42,incorrect,hester,0,0.44,incorrect,tha,0,0.2,incorrect,mariano,0,0.32,incorrect
['clerval'],johanna,0,0.14,incorrect,u mohopolo,0,0.12,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,ya ya,0,0.17,incorrect,that's,0,0.15,incorrect,mask,0,0.18,incorrect,nahea,0,0.33,incorrect,priya,0,0.33,incorrect,prudence,0,0.27,incorrect,mary,0,0.18,incorrect,ahoana,0,0.15,incorrect,u mohopolo,0,0.12,incorrect,hester,0,0.31,incorrect,that's,0,0.15,incorrect,nahea,0,0.33,incorrect,prudence,0,0.27,incorrect,ahoana,0,0.15,incorrect,friends,0,0.14,incorrect,my,0,0.0,incorrect,dost,0,0.0,incorrect,dostlarimla,0,0.33,incorrect,mask,0,0.18,incorrect,tuan,0,0.18,incorrect,quintana,0,0.13,incorrect,margarita,0,0.25,incorrect,my,0,0.0,incorrect,dostlarimla,0,0.33,incorrect,tuan,0,0.18,incorrect,margarita,0,0.25,incorrect
['henry'],hester,0,0.55,incorrect,ha,0,0.29,incorrect,greece,0,0.18,incorrect,italy,0,0.2,incorrect,hester,0,0.55,incorrect,bagerika,0,0.31,incorrect,heleni,0,0.55,incorrect,heleni,0,0.55,incorrect,pratibha,0,0.15,incorrect,yuval,0,0.2,incorrect,atsinanana,0,0.13,incorrect,universite de paris,0,0.17,incorrect,ha,0,0.29,incorrect,italy,0,0.2,incorrect,bagerika,0,0.31,incorrect,heleni,0,0.55,incorrect,yuval,0,0.2,incorrect,universite de paris,0,0.17,incorrect,his,0,0.25,incorrect,sanskrit,0,0.31,incorrect,hans,0,0.44,incorrect,romulus,0,0.17,incorrect,duc,0,0.0,incorrect,sanskrit,0,0.31,incorrect,eliezer,0,0.33,incorrect,ginebra,0,0.33,incorrect,sanskrit,0,0.31,incorrect,romulus,0,0.17,incorrect,sanskrit,0,0.31,incorrect,ginebra,0,0.33,incorrect
"['querido', 'clerval', 'querido clerval']",hester,0,0.31,incorrect,geneva,0,0.46,incorrect,hester,0,0.31,incorrect,geneva,0,0.46,incorrect,johannesburg,0,0.22,incorrect,selemo,0,0.31,incorrect,geneva,0,0.46,incorrect,tera,0,0.55,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,hester,0,0.31,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,selemo,0,0.31,incorrect,tera,0,0.55,incorrect,geneva,0,0.46,incorrect,hester,0,0.31,incorrect,charles,0,0.43,incorrect,geneva,0,0.46,incorrect,bertrand,0,0.4,incorrect,cenevre,0,0.43,incorrect,anh,0,0.2,incorrect,geneva,0,0.46,incorrect,amigo,0,0.33,incorrect,ginebra,0,0.43,incorrect,geneva,0,0.46,incorrect,cenevre,0,0.43,incorrect,geneva,0,0.46,incorrect,ginebra,0,0.43,incorrect
