Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['watson'],hester,0,0.17,incorrect,hester,0,0.17,incorrect,sweet,0,0.36,incorrect,tota ka,0,0.31,incorrect,hester,0,0.17,incorrect,aita,0,0.4,incorrect,truffle,0,0.15,incorrect,trifla,0,0.17,incorrect,ary,0,0.22,incorrect,mbola,0,0.18,incorrect,ha,0,0.25,incorrect,hester,0,0.17,incorrect,tota ka,0,0.31,incorrect,aita,0,0.4,incorrect,trifla,0,0.17,incorrect,mbola,0,0.18,incorrect,fancy,0,0.36,incorrect,you,0,0.22,incorrect,biraz daha fazla,0,0.09,incorrect,biraz,0,0.18,incorrect,anh,0,0.44,incorrect,anh,0,0.44,incorrect,usted,0,0.18,incorrect,usted,0,0.18,incorrect,you,0,0.22,incorrect,biraz,0,0.18,incorrect,anh,0,0.44,incorrect,usted,0,0.18,incorrect
['holmes'],esin,0,0.4,incorrect,hester,0,0.5,incorrect,modumo,0,0.33,incorrect,hester,0,0.5,incorrect,aparapi,0,0.0,incorrect,apurumu,0,0.15,incorrect,ct,0,0.0,incorrect,tej,0,0.22,incorrect,sintona,0,0.15,incorrect,rehefa,0,0.33,incorrect,ha,0,0.25,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,apurumu,0,0.15,incorrect,tej,0,0.22,incorrect,rehefa,0,0.33,incorrect,he,0,0.5,incorrect,he,0,0.5,incorrect,polis,0,0.55,incorrect,atolye,0,0.5,incorrect,nguyen,0,0.17,incorrect,ngoc,0,0.2,incorrect,eliseo,0,0.33,incorrect,unkownname,0,0.38,incorrect,he,0,0.5,incorrect,atolye,0,0.5,incorrect,ngoc,0,0.2,incorrect,unkownname,0,0.38,incorrect
['watson'],adelaide,0,0.14,incorrect,adopta,0,0.33,incorrect,madi,0,0.2,incorrect,hester,0,0.17,incorrect,moni,0,0.4,incorrect,hester,0,0.17,incorrect,broome,0,0.17,incorrect,mask,0,0.4,incorrect,madagascar,0,0.25,incorrect,misy,0,0.2,incorrect,li-guinea,0,0.13,incorrect,adopta,0,0.33,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,mask,0,0.4,incorrect,misy,0,0.2,incorrect,mask,0,0.4,incorrect,a,0,0.29,incorrect,para,0,0.2,incorrect,fayton,0,0.67,incorrect,than men,0,0.29,incorrect,guinea,0,0.17,incorrect,brougham,0,0.14,incorrect,brougham,0,0.14,incorrect,a,0,0.29,incorrect,fayton,0,0.67,incorrect,guinea,0,0.17,incorrect,brougham,0,0.14,incorrect
"['kont', 'the', 'conde von kramm', 'the count von kramm', 'kram', 'von', 'count', 'conde', 'kramm', 'kont von kramm']",olivia,0,0.3,incorrect,hester,0,0.44,incorrect,hester,0,0.44,incorrect,hester,0,0.44,incorrect,john,0,0.57,incorrect,ua,0,0.33,incorrect,ahasan,0,0.22,incorrect,friend,0,0.36,incorrect,azonao,0,0.44,incorrect,raha,0,0.5,incorrect,haeba,0,0.5,incorrect,hester,0,0.44,incorrect,hester,0,0.44,incorrect,ua,0,0.33,incorrect,friend,0,0.36,incorrect,raha,0,0.5,incorrect,mask,0,0.25,incorrect,bohemian,0,0.36,incorrect,onu,0,0.67,incorrect,bohemya'li,0,0.31,incorrect,von bohemia,0,0.43,incorrect,gentleman,0,0.33,incorrect,bohemio,0,0.4,incorrect,hombre,0,0.44,incorrect,bohemian,0,0.36,incorrect,bohemya'li,0,0.31,incorrect,gentleman,0,0.33,incorrect,hombre,0,0.44,incorrect
['holmes'],hester,0,0.5,incorrect,ohunkohun,0,0.27,incorrect,hester,0,0.5,incorrect,o tla e,0,0.46,incorrect,aore,0,0.4,incorrect,hester,0,0.5,incorrect,mudra,0,0.18,incorrect,delhi,0,0.18,incorrect,samy,0,0.2,incorrect,azonao,0,0.17,incorrect,uka,0,0.0,incorrect,ohunkohun,0,0.27,incorrect,o tla e,0,0.46,incorrect,hester,0,0.5,incorrect,delhi,0,0.18,incorrect,azonao,0,0.17,incorrect,he,0,0.5,incorrect,gentleman,0,0.27,incorrect,beyefendi,0,0.13,incorrect,beyefendi,0,0.13,incorrect,anh,0,0.22,incorrect,ong,0,0.22,incorrect,someone,0,0.46,incorrect,caballero,0,0.27,incorrect,gentleman,0,0.27,incorrect,beyefendi,0,0.13,incorrect,ong,0,0.22,incorrect,caballero,0,0.27,incorrect
['holmes'],hester,0,0.5,incorrect,hester,0,0.5,incorrect,malatsi,0,0.31,incorrect,hester,0,0.5,incorrect,lonely,0,0.33,incorrect,london,0,0.17,incorrect,jamhai,0,0.17,incorrect,london,0,0.17,incorrect,sarah,0,0.18,incorrect,londona etama-soba,0,0.25,incorrect,london,0,0.17,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,london,0,0.17,incorrect,london,0,0.17,incorrect,londona etama-soba,0,0.25,incorrect,mask,0,0.4,incorrect,your majesty,0,0.44,incorrect,maskull,0,0.31,incorrect,majesteleri,0,0.35,incorrect,-mask-,0,0.33,incorrect,london,0,0.17,incorrect,elaine,0,0.33,incorrect,majestad,0,0.43,incorrect,your majesty,0,0.44,incorrect,majesteleri,0,0.35,incorrect,london,0,0.17,incorrect,majestad,0,0.43,incorrect
"['bayan', 'adle', 'bayan adler', 'adler']",omidan sugbon,0,0.25,incorrect,leyin,0,0.44,incorrect,heseltine,0,0.31,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,ua,0,0.33,incorrect,miss,0,0.0,incorrect,mary,0,0.44,incorrect,miss hester,0,0.27,incorrect,miss,0,0.0,incorrect,miss bang,0,0.43,incorrect,leyin,0,0.44,incorrect,hester,0,0.36,incorrect,ua,0,0.33,incorrect,mary,0,0.44,incorrect,miss,0,0.0,incorrect,miss,0,0.0,incorrect,miss,0,0.0,incorrect,ibrahim,0,0.33,incorrect,taner,0,0.6,incorrect,co gai,0,0.24,incorrect,pho,0,0.0,incorrect,senorita,0,0.31,incorrect,senorita,0,0.31,incorrect,miss,0,0.0,incorrect,taner,0,0.6,incorrect,pho,0,0.0,incorrect,senorita,0,0.31,incorrect
['watson'],monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,new york,0,0.29,incorrect,monica,0,0.33,incorrect,nandanjala,0,0.25,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,new york,0,0.29,incorrect,nandanjala,0,0.25,incorrect,this_was_too_good,0,0.35,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,usted,0,0.18,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect
"['norton', 'godfrey norton', 'godfrey']",hester,0,0.2,incorrect,hester,0,0.2,incorrect,mary,0,0.36,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,aita,0,0.2,incorrect,jesus,0,0.17,incorrect,phantom,0,0.46,incorrect,solomon,0,0.46,incorrect,etama-soba,0,0.25,incorrect,theohile,0,0.29,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,aita,0,0.2,incorrect,phantom,0,0.46,incorrect,etama-soba,0,0.25,incorrect,cabby,0,0.17,incorrect,surprised,0,0.25,incorrect,fayton,0,0.5,incorrect,fayton,0,0.5,incorrect,nguoi xa ich,0,0.23,incorrect,nguoi,0,0.36,incorrect,hombre,0,0.46,incorrect,iglesia santa maria,0,0.3,incorrect,surprised,0,0.25,incorrect,fayton,0,0.5,incorrect,nguoi,0,0.36,incorrect,iglesia santa maria,0,0.3,incorrect
['holmes'],london,0,0.17,incorrect,edgeware,0,0.14,incorrect,tseleng,0,0.31,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,sophie,0,0.33,incorrect,edward,0,0.17,incorrect,lalana edgeware,0,0.19,incorrect,tsy edgeware,0,0.11,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,edward,0,0.17,incorrect,tsy edgeware,0,0.11,incorrect,he,0,0.5,incorrect,ostlers,0,0.62,incorrect,jane,0,0.2,incorrect,edgeware,0,0.14,incorrect,edwin,0,0.18,incorrect,len,0,0.44,incorrect,john,0,0.2,incorrect,edgeware,0,0.14,incorrect,ostlers,0,0.62,incorrect,edgeware,0,0.14,incorrect,len,0,0.44,incorrect,edgeware,0,0.14,incorrect
['holmes'],hester,0,0.5,incorrect,deuce,0,0.18,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,madhuri,0,0.15,incorrect,madhimi,0,0.31,incorrect,hoy,0,0.44,incorrect,manontany,0,0.13,incorrect,setebosheng,0,0.24,incorrect,deuce,0,0.18,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,madhimi,0,0.31,incorrect,manontany,0,0.13,incorrect,someone,0,0.46,incorrect,who,0,0.44,incorrect,ali,0,0.22,incorrect,kim,0,0.22,incorrect,nguoi noi,0,0.13,incorrect,con quai,0,0.14,incorrect,carlos,0,0.33,incorrect,la calle,0,0.29,incorrect,who,0,0.44,incorrect,kim,0,0.22,incorrect,con quai,0,0.14,incorrect,la calle,0,0.29,incorrect
"['wilson', 'wilso', 'bay', 'sr', 'bay wilson']",ogbeni,0,0.33,incorrect,ogbeni,0,0.33,incorrect,hester,0,0.5,incorrect,rre,0,0.4,incorrect,maskito,0,0.35,incorrect,aita,0,0.29,incorrect,shri,0,0.67,incorrect,sahib singh,0,0.38,incorrect,andriamatoa hester,0,0.21,incorrect,andriamatoa,0,0.29,incorrect,monghal,0,0.31,incorrect,ogbeni,0,0.33,incorrect,rre,0,0.4,incorrect,aita,0,0.29,incorrect,sahib singh,0,0.38,incorrect,andriamatoa,0,0.29,incorrect,gentleman,0,0.27,incorrect,gentleman,0,0.27,incorrect,misafirine,0,0.38,incorrect,misafirine,0,0.38,incorrect,nguoi nay,0,0.33,incorrect,ong,0,0.44,incorrect,caballero,0,0.42,incorrect,este,0,0.33,incorrect,gentleman,0,0.27,incorrect,misafirine,0,0.38,incorrect,ong,0,0.44,incorrect,este,0,0.33,incorrect
"['bayan', 'sutherland', 'mary', 'mary sutherla', 'mary sutherland', 'bayan mary sutherland', 'sutherla']",mary,1,1.0,correct,iwo eyiti,0,0.2,incorrect,miss hester,0,0.5,incorrect,hester,0,0.57,incorrect,hester,0,0.57,incorrect,hester,0,0.57,incorrect,miss,0,0.25,incorrect,mary,1,1.0,correct,miss hester,0,0.5,incorrect,miss,0,0.25,incorrect,miss,0,0.25,incorrect,iwo eyiti,0,0.2,incorrect,hester,0,0.57,incorrect,hester,0,0.57,incorrect,mary,1,1.0,correct,miss,0,0.25,incorrect,miss,0,0.25,incorrect,miss,0,0.25,incorrect,hayat,0,0.6,incorrect,goktan,0,0.38,incorrect,co hester,0,0.47,incorrect,co,0,0.0,incorrect,senorita,0,0.5,incorrect,senorita,0,0.5,incorrect,miss,0,0.25,incorrect,goktan,0,0.38,incorrect,co,0,0.0,incorrect,senorita,0,0.5,incorrect
"['bay holmes', 'bay', 'holmes']",hester,0,0.5,incorrect,hester,0,0.5,incorrect,ka sekai,0,0.33,incorrect,gonne,0,0.36,incorrect,john,0,0.2,incorrect,tama,0,0.29,incorrect,soumya,0,0.33,incorrect,example,0,0.35,incorrect,ahoana,0,0.38,incorrect,marina,0,0.22,incorrect,mosebetsi,0,0.4,incorrect,hester,0,0.5,incorrect,gonne,0,0.36,incorrect,tama,0,0.29,incorrect,example,0,0.35,incorrect,marina,0,0.22,incorrect,he,0,0.5,incorrect,it's,0,0.2,incorrect,mask,0,0.4,incorrect,mesela,0,0.5,incorrect,chua,0,0.29,incorrect,chua,0,0.29,incorrect,vicente,0,0.15,incorrect,el carpintero,0,0.21,incorrect,it's,0,0.2,incorrect,mesela,0,0.5,incorrect,chua,0,0.29,incorrect,el carpintero,0,0.21,incorrect
