Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['mr', 'mr bingley', 'bingley']",nigeria,0,0.43,incorrect,nigeria,0,0.43,incorrect,hester,0,0.25,incorrect,hester,0,0.25,incorrect,hannah,0,0.15,incorrect,aita,0,0.18,incorrect,partyka,0,0.24,incorrect,jane,0,0.36,incorrect,satria,0,0.25,incorrect,mety,0,0.43,incorrect,uena,0,0.18,incorrect,nigeria,0,0.43,incorrect,hester,0,0.25,incorrect,aita,0,0.18,incorrect,jane,0,0.36,incorrect,mety,0,0.43,incorrect,you,0,0.2,incorrect,you,0,0.2,incorrect,alicia,0,0.15,incorrect,kayin,0,0.33,incorrect,thieu,0,0.33,incorrect,dua,0,0.0,incorrect,el,0,0.22,incorrect,ellas,0,0.17,incorrect,you,0,0.2,incorrect,kayin,0,0.33,incorrect,dua,0,0.0,incorrect,ellas,0,0.17,incorrect
"['señor bennet', 'señor', 'mr bennet', 'bennet', 'mr']",hester,0,0.55,incorrect,nigeria,0,0.33,incorrect,hester,0,0.55,incorrect,hester,0,0.55,incorrect,hester,0,0.55,incorrect,huru,0,0.33,incorrect,patience,0,0.43,incorrect,nature,0,0.36,incorrect,hafahafa,0,0.0,incorrect,tsyfiaina,0,0.29,incorrect,etsuwe,0,0.36,incorrect,nigeria,0,0.33,incorrect,hester,0,0.55,incorrect,huru,0,0.33,incorrect,nature,0,0.36,incorrect,tsyfiaina,0,0.29,incorrect,husband,0,0.33,incorrect,her,0,0.5,incorrect,veve,0,0.4,incorrect,mutsuz,0,0.27,incorrect,ca,0,0.0,incorrect,dau,0,0.0,incorrect,el [mask],0,0.19,incorrect,mujer,0,0.57,incorrect,her,0,0.5,incorrect,mutsuz,0,0.27,incorrect,dau,0,0.0,incorrect,mujer,0,0.57,incorrect
"['señora', 'long', 'señora long', 'mrs long', 'mrs']",emi,0,0.33,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,hurricane,0,0.3,incorrect,hester,0,0.5,incorrect,sir,0,0.44,incorrect,sharma,0,0.5,incorrect,smith,0,0.25,incorrect,fa azo,0,0.35,incorrect,empa,0,0.4,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,sharma,0,0.5,incorrect,fa azo,0,0.35,incorrect,sarah,0,0.55,incorrect,one,0,0.57,incorrect,bizimkiler,0,0.31,incorrect,on,0,0.67,incorrect,ta,0,0.25,incorrect,co,0,0.33,incorrect,maria,0,0.5,incorrect,celebro,0,0.36,incorrect,one,0,0.57,incorrect,on,0,0.67,incorrect,co,0,0.33,incorrect,celebro,0,0.36,incorrect
"['señora', 'mrs bennet', 'bennet', 'señora bennet', 'mrs']",boyila,0,0.33,incorrect,iyalenu hester,0,0.4,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,smith,0,0.27,incorrect,sakuntala,0,0.4,incorrect,s. hester,0,0.42,incorrect,rehefa,0,0.38,incorrect,thabo,0,0.22,incorrect,iyalenu hester,0,0.4,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,sakuntala,0,0.4,incorrect,rehefa,0,0.38,incorrect,sarah,0,0.55,incorrect,mrs.,0,0.86,correct,fatma,0,0.25,incorrect,hanim,0,0.25,incorrect,elizabeth,0,0.45,incorrect,co,0,0.25,incorrect,as,0,0.4,incorrect,ella,0,0.4,incorrect,mrs.,0,0.86,correct,hanim,0,0.25,incorrect,co,0,0.25,incorrect,ella,0,0.4,incorrect
"['mr', 'bennet', 'mr bennet']",hester,0,0.33,incorrect,hester,0,0.33,incorrect,morwaaka,0,0.4,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,tera,0,0.33,incorrect,prudence,0,0.47,incorrect,hester,0,0.33,incorrect,endrey,0,0.5,incorrect,saingy,0,0.17,incorrect,empa,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,tera,0,0.33,incorrect,hester,0,0.33,incorrect,saingy,0,0.17,incorrect,darling,0,0.25,incorrect,mary,0,0.67,incorrect,selma,0,0.29,incorrect,selma,0,0.29,incorrect,nguoi,0,0.18,incorrect,that,0,0.2,incorrect,amigo,0,0.29,incorrect,mi,0,0.5,incorrect,mary,0,0.67,incorrect,selma,0,0.29,incorrect,that,0,0.2,incorrect,mi,0,0.5,incorrect
['lizzy'],hester,0,0.0,incorrect,sugbon,0,0.0,incorrect,moratuwa,0,0.0,incorrect,hester,0,0.0,incorrect,hannah,0,0.0,incorrect,eita,0,0.22,incorrect,mask,0,0.0,incorrect,manmohan,0,0.0,incorrect,enga,0,0.0,incorrect,enga,0,0.0,incorrect,etsoe,0,0.0,incorrect,sugbon,0,0.0,incorrect,hester,0,0.0,incorrect,eita,0,0.22,incorrect,manmohan,0,0.0,incorrect,enga,0,0.0,incorrect,he,0,0.0,incorrect,he,0,0.0,incorrect,selma,0,0.2,incorrect,ortalarda,0,0.14,incorrect,anh ta,0,0.0,incorrect,anh,0,0.0,incorrect,mask,0,0.0,incorrect,nombre,0,0.0,incorrect,he,0,0.0,incorrect,ortalarda,0,0.14,incorrect,anh,0,0.0,incorrect,nombre,0,0.0,incorrect
"['lucas–', 'miss lucas', 'miss', 'lucas']",igberaga,0,0.22,incorrect,eniyan,0,0.25,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,to'na,0,0.2,incorrect,eita,0,0.29,incorrect,huner,0,0.2,incorrect,neek,0,0.0,incorrect,hester,0,0.2,incorrect,raha,0,0.22,incorrect,boikhohomoso,0,0.25,incorrect,eniyan,0,0.25,incorrect,hester,0,0.2,incorrect,eita,0,0.29,incorrect,neek,0,0.0,incorrect,raha,0,0.22,incorrect,him,0,0.29,incorrect,himself,0,0.36,incorrect,adamin,0,0.4,incorrect,adam,0,0.25,incorrect,co,0,0.29,incorrect,kech,0,0.22,incorrect,mary,0,0.29,incorrect,su,0,0.33,incorrect,himself,0,0.36,incorrect,adam,0,0.25,incorrect,kech,0,0.22,incorrect,su,0,0.33,incorrect
['mary'],igberaga,0,0.17,incorrect,eniyan,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,garvin,0,0.4,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,amin'ny dia,0,0.27,incorrect,boikhohomoso,0,0.12,incorrect,eniyan,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,amin'ny dia,0,0.27,incorrect,mrs. aubrey,0,0.53,incorrect,pride,0,0.22,incorrect,gurur,0,0.22,incorrect,haydar,0,0.4,incorrect,co chi,0,0.0,incorrect,co,0,0.0,incorrect,el orgullo,0,0.14,incorrect,el,0,0.0,incorrect,pride,0,0.22,incorrect,haydar,0,0.4,incorrect,co,0,0.0,incorrect,el,0,0.0,incorrect
"['miss', 'eliza', 'miss eliza', 'eliz']",hester,0,0.25,incorrect,hester,0,0.25,incorrect,hester,0,0.25,incorrect,hester,0,0.25,incorrect,huna,0,0.22,incorrect,hester,0,0.25,incorrect,hema,0,0.44,incorrect,manoranjan,0,0.2,incorrect,mary,0,0.29,incorrect,mamiratra,0,0.32,incorrect,o khanyetso,0,0.19,incorrect,hester,0,0.25,incorrect,hester,0,0.25,incorrect,hester,0,0.25,incorrect,manoranjan,0,0.2,incorrect,mamiratra,0,0.32,incorrect,mask,0,0.5,incorrect,the,0,0.29,incorrect,danisman,0,0.33,incorrect,danisman,0,0.33,incorrect,co,0,0.0,incorrect,co,0,0.0,incorrect,miss,1,1.0,correct,senorita,0,0.46,incorrect,the,0,0.29,incorrect,danisman,0,0.33,incorrect,co,0,0.0,incorrect,senorita,0,0.46,incorrect
"['bennet––', 'mrs', 'bennet', 'mrs bennet']",sofia,0,0.25,incorrect,omo s. lenu,0,0.48,incorrect,hester,0,0.33,incorrect,fa,0,0.0,incorrect,hester,0,0.33,incorrect,hinaaro,0,0.2,incorrect,sir,0,0.33,incorrect,prudence,0,0.44,incorrect,s. hester,0,0.42,incorrect,raha,0,0.29,incorrect,makatsa,0,0.4,incorrect,omo s. lenu,0,0.48,incorrect,fa,0,0.0,incorrect,hinaaro,0,0.2,incorrect,prudence,0,0.44,incorrect,raha,0,0.29,incorrect,s. name,0,0.47,incorrect,your,0,0.29,incorrect,sukru,0,0.25,incorrect,maskeli adam,0,0.27,incorrect,nhan,0,0.4,incorrect,nguoi,0,0.18,incorrect,amiga,0,0.25,incorrect,las,0,0.33,incorrect,your,0,0.29,incorrect,maskeli adam,0,0.27,incorrect,nguoi,0,0.18,incorrect,las,0,0.33,incorrect
