Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['mr bingley', 'mr', 'bingley']",god,0,0.2,incorrect,god,0,0.2,incorrect,olodumare,0,0.36,incorrect,jesus,0,0.17,incorrect,god,0,0.2,incorrect,ke,0,0.22,incorrect,jesus,0,0.17,incorrect,jesus,0,0.17,incorrect,shakespeare,0,0.19,incorrect,shakuntala,0,0.24,incorrect,andriamanitra,0,0.27,incorrect,andriamahilala,0,0.25,incorrect,god,0,0.2,incorrect,jesus,0,0.17,incorrect,ke,0,0.22,incorrect,jesus,0,0.17,incorrect,shakuntala,0,0.24,incorrect,andriamahilala,0,0.25,incorrect,mr. bingley,0,0.95,correct,god,0,0.2,incorrect,onlar,0,0.33,incorrect,cleopatra,0,0.25,incorrect,chung no,0,0.27,incorrect,duc,0,0.0,incorrect,el rey,0,0.46,incorrect,dios,0,0.18,incorrect,god,0,0.2,incorrect,cleopatra,0,0.25,incorrect,duc,0,0.0,incorrect,dios,0,0.18,incorrect
"['mr', 'bennet', 'señor', 'señor bennet', 'mr bennet']",shakespeare,0,0.38,incorrect,kelello,0,0.33,incorrect,oliver twist,0,0.33,incorrect,oduduwa,0,0.17,incorrect,god,0,0.25,incorrect,botswana,0,0.31,incorrect,tahiti,0,0.17,incorrect,jesus,0,0.2,incorrect,sharda,0,0.36,incorrect,shakespeare,0,0.38,incorrect,madagascar,0,0.33,incorrect,madagascar,0,0.33,incorrect,kelello,0,0.33,incorrect,oduduwa,0,0.17,incorrect,botswana,0,0.31,incorrect,jesus,0,0.2,incorrect,shakespeare,0,0.38,incorrect,madagascar,0,0.33,incorrect,mr. bennet,0,0.95,correct,emma,0,0.33,incorrect,mr. bennet,0,0.95,correct,ataturk,0,0.22,incorrect,me,0,0.5,incorrect,duc,0,0.0,incorrect,don benito,0,0.55,incorrect,maria,0,0.57,incorrect,emma,0,0.33,incorrect,ataturk,0,0.22,incorrect,duc,0,0.0,incorrect,maria,0,0.57,incorrect
"['mrs long', 'señora long', 'long', 'señora', 'mrs']",jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,olodumare,0,0.33,incorrect,jesus,0,0.25,incorrect,god,0,0.29,incorrect,god,0,0.29,incorrect,jesus christ,0,0.27,incorrect,jesus,0,0.25,incorrect,shri ram,0,0.43,incorrect,god,0,0.29,incorrect,london,0,0.6,incorrect,andriamahilaniro,0,0.37,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,god,0,0.29,incorrect,jesus,0,0.25,incorrect,god,0,0.29,incorrect,andriamahilaniro,0,0.37,incorrect,charlotte lucas,0,0.26,incorrect,fortnight,0,0.46,incorrect,ataturk,0,0.2,incorrect,on,0,0.67,incorrect,toi,0,0.29,incorrect,nguyen,0,0.4,incorrect,bingley,0,0.36,incorrect,homero,0,0.44,incorrect,fortnight,0,0.46,incorrect,on,0,0.67,incorrect,nguyen,0,0.4,incorrect,homero,0,0.44,incorrect
"['señora bennet', 'mrs', 'bennet', 'señora', 'mrs bennet']",morena,0,0.5,incorrect,jesus,0,0.25,incorrect,oduduwa,0,0.31,incorrect,oduduwa,0,0.31,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,john cena,0,0.4,incorrect,shakespeare,0,0.35,incorrect,madagascar,0,0.31,incorrect,andriamanitra,0,0.38,incorrect,jesus,0,0.25,incorrect,oduduwa,0,0.31,incorrect,god,0,0.22,incorrect,jesus,0,0.25,incorrect,shakespeare,0,0.35,incorrect,andriamanitra,0,0.38,incorrect,emma,0,0.4,incorrect,god,0,0.22,incorrect,hanimlarin,0,0.31,incorrect,nese hanim,0,0.38,incorrect,duc,0,0.0,incorrect,jesus,0,0.25,incorrect,mujer,0,0.5,incorrect,el,0,0.25,incorrect,god,0,0.22,incorrect,nese hanim,0,0.38,incorrect,jesus,0,0.25,incorrect,el,0,0.25,incorrect
"['bennet', 'mr bennet', 'mr']",jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,olodumareje,0,0.4,incorrect,oliver twist,0,0.29,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,shivani,0,0.15,incorrect,shakespeare,0,0.24,incorrect,andriamanitra,0,0.32,incorrect,andriamanitra,0,0.32,incorrect,jesus,0,0.18,incorrect,oliver twist,0,0.29,incorrect,god,0,0.0,incorrect,jesus,0,0.18,incorrect,shakespeare,0,0.24,incorrect,andriamanitra,0,0.32,incorrect,mrs. bennet,0,0.9,correct,god,0,0.0,incorrect,babam,0,0.29,incorrect,tanriverdi,0,0.25,incorrect,chi su,0,0.13,incorrect,that,0,0.2,incorrect,papa,0,0.0,incorrect,maria,0,0.57,incorrect,god,0,0.0,incorrect,tanriverdi,0,0.25,incorrect,that,0,0.2,incorrect,maria,0,0.57,incorrect
['lizzy'],sebata,0,0.0,incorrect,jesus,0,0.0,incorrect,olufemi,0,0.33,incorrect,olodumare,0,0.14,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,andriamahilaniroa,0,0.18,incorrect,jesus,0,0.0,incorrect,olodumare,0,0.14,incorrect,god,0,0.0,incorrect,jesus,0,0.0,incorrect,god,0,0.0,incorrect,andriamahilaniroa,0,0.18,incorrect,mr. darcy,0,0.14,incorrect,darcy,0,0.2,incorrect,mr. darcy,0,0.14,incorrect,keske,0,0.0,incorrect,thi hieu,0,0.15,incorrect,tran,0,0.0,incorrect,don pedro,0,0.0,incorrect,don quijote,0,0.12,incorrect,darcy,0,0.2,incorrect,keske,0,0.0,incorrect,tran,0,0.0,incorrect,don quijote,0,0.12,incorrect
"['lucas', 'miss lucas', 'miss', 'lucas–']",thomas mofolo,0,0.35,incorrect,haeba,0,0.2,incorrect,olodumare,0,0.43,incorrect,oduduwa,0,0.33,incorrect,jesus,0,0.44,incorrect,god,0,0.0,incorrect,jesus,0,0.44,incorrect,jesus,0,0.44,incorrect,albert einstein,0,0.21,incorrect,shah rukh khan,0,0.33,incorrect,god,0,0.0,incorrect,andriamanitra,0,0.26,incorrect,haeba,0,0.2,incorrect,oduduwa,0,0.33,incorrect,god,0,0.0,incorrect,jesus,0,0.44,incorrect,shah rukh khan,0,0.33,incorrect,andriamanitra,0,0.26,incorrect,elizabeth bennet,0,0.19,incorrect,mr. darcy,0,0.32,incorrect,adam,0,0.25,incorrect,gurur,0,0.2,incorrect,duc,0,0.5,incorrect,duc,0,0.5,incorrect,orgulloso,0,0.29,incorrect,dios,0,0.5,incorrect,mr. darcy,0,0.32,incorrect,gurur,0,0.2,incorrect,duc,0,0.5,incorrect,dios,0,0.5,incorrect
['mary'],morena,0,0.4,incorrect,jesus,0,0.0,incorrect,olodumareje,0,0.4,incorrect,olodumare,0,0.46,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,chanakya,0,0.33,incorrect,garv,0,0.5,incorrect,andriamanitra,0,0.35,incorrect,abraham lincoln,0,0.21,incorrect,jesus,0,0.0,incorrect,olodumare,0,0.46,incorrect,god,0,0.0,incorrect,jesus,0,0.0,incorrect,garv,0,0.5,incorrect,abraham lincoln,0,0.21,incorrect,elizabeth bennet,0,0.1,incorrect,jane austen,0,0.13,incorrect,montaigne,0,0.31,incorrect,insan,0,0.22,incorrect,nguyen huy thiep,0,0.1,incorrect,phu,0,0.0,incorrect,la vanidad,0,0.14,incorrect,shakespeare,0,0.27,incorrect,jane austen,0,0.13,incorrect,insan,0,0.22,incorrect,phu,0,0.0,incorrect,shakespeare,0,0.27,incorrect
"['miss eliza', 'eliza', 'miss', 'eliz']",jesus,0,0.44,incorrect,jesus,0,0.44,incorrect,olodumare,0,0.29,incorrect,oduduwa,0,0.17,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,jesus,0,0.44,incorrect,jesus,0,0.44,incorrect,shakespeare,0,0.38,incorrect,shambhu shaha,0,0.26,incorrect,andriamanitra,0,0.26,incorrect,andriamanitra,0,0.26,incorrect,jesus,0,0.44,incorrect,oduduwa,0,0.17,incorrect,god,0,0.0,incorrect,jesus,0,0.44,incorrect,shambhu shaha,0,0.26,incorrect,andriamanitra,0,0.26,incorrect,mr. darcy,0,0.32,incorrect,mr. darcy,0,0.32,incorrect,ali bey,0,0.36,incorrect,tanri,0,0.22,incorrect,thuc nghi,0,0.21,incorrect,duc,0,0.0,incorrect,isabel,0,0.5,incorrect,dona ines,0,0.31,incorrect,mr. darcy,0,0.32,incorrect,tanri,0,0.22,incorrect,duc,0,0.0,incorrect,dona ines,0,0.31,incorrect
"['bennet––', 'mrs', 'bennet', 'mrs bennet']",jesus,0,0.25,incorrect,god,0,0.0,incorrect,orunmila,0,0.22,incorrect,jesus,0,0.25,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,shah rukh khan,0,0.25,incorrect,lord krishna,0,0.27,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,jesus,0,0.25,incorrect,god,0,0.0,incorrect,jesus,0,0.25,incorrect,lord krishna,0,0.27,incorrect,god,0,0.0,incorrect,emma woodhouse,0,0.25,incorrect,god,0,0.0,incorrect,cok,0,0.0,incorrect,annesi,0,0.5,incorrect,nguyen binh,0,0.35,incorrect,chua,0,0.0,incorrect,mujer,0,0.5,incorrect,dios,0,0.29,incorrect,god,0,0.0,incorrect,annesi,0,0.5,incorrect,chua,0,0.0,incorrect,dios,0,0.29,incorrect
